"layer_from","node_from","layer_to","node_to","weight"
1,6,1,52,0.0192307692307692
1,6,1,66,0.0769230769230769
1,6,1,93,0.0192307692307692
1,6,1,159,0.0192307692307692
1,6,1,183,0.865384615384615
1,7,1,48,0.0746268656716418
1,7,1,62,0.0373134328358209
1,7,1,66,0.0746268656716418
1,7,1,76,0.00746268656716418
1,7,1,88,0.00746268656716418
1,7,1,144,0.0298507462686567
1,7,1,154,0.00746268656716418
1,7,1,165,0.00746268656716418
1,7,1,181,0.00746268656716418
1,7,1,183,0.395522388059701
1,7,1,197,0.134328358208955
1,7,1,201,0.00746268656716418
1,7,1,203,0.0447761194029851
1,7,1,215,0.00746268656716418
1,7,1,225,0.156716417910448
1,12,1,109,0.111111111111111
1,12,1,196,0.222222222222222
1,12,1,226,0.666666666666667
1,15,1,43,0.0327868852459016
1,15,1,46,0.0163934426229508
1,15,1,48,0.0163934426229508
1,15,1,57,0.0163934426229508
1,15,1,62,0.0491803278688525
1,15,1,66,0.0655737704918033
1,15,1,72,0.0327868852459016
1,15,1,74,0.0327868852459016
1,15,1,78,0.0163934426229508
1,15,1,103,0.0983606557377049
1,15,1,109,0.0163934426229508
1,15,1,124,0.0163934426229508
1,15,1,138,0.0163934426229508
1,15,1,144,0.0983606557377049
1,15,1,173,0.0163934426229508
1,15,1,183,0.19672131147541
1,15,1,188,0.0163934426229508
1,15,1,190,0.114754098360656
1,15,1,198,0.0163934426229508
1,15,1,203,0.0491803278688525
1,15,1,226,0.0327868852459016
1,15,1,234,0.0327868852459016
1,23,1,46,0.5
1,23,1,74,0.1
1,23,1,75,0.1
1,23,1,225,0.1
1,23,1,226,0.1
1,23,1,228,0.1
1,28,1,218,1
1,32,1,46,0.25
1,32,1,83,0.25
1,32,1,196,0.5
2,6,2,48,0.0121951219512195
2,6,2,66,0.024390243902439
2,6,2,68,0.0487804878048781
2,6,2,93,0.024390243902439
2,6,2,109,0.0121951219512195
2,6,2,183,0.75609756097561
2,6,2,196,0.0121951219512195
2,6,2,197,0.0121951219512195
2,6,2,203,0.0975609756097561
2,7,2,43,0.0109289617486339
2,7,2,48,0.00546448087431694
2,7,2,55,0.0163934426229508
2,7,2,62,0.0491803278688525
2,7,2,66,0.0437158469945355
2,7,2,100,0.0163934426229508
