"","layer_from","node_from","layer_to","node_to","weight"
"91",3,38,7,38,0.868329291910349
"92",4,1,5,1,0.992191767955393
"93",4,1,6,1,0.95043834059757
"94",4,8,1,8,0.853824028541735
"95",4,8,2,8,0.86588315293041
"96",4,8,3,8,0.932109694280795
"97",4,8,5,8,0.992191767955393
"98",4,8,6,8,0.95043834059757
"99",4,8,7,8,0.901628286948602
"100",4,9,1,9,0.853824028541735
"101",4,9,2,9,0.86588315293041
"102",4,9,3,9,0.932109694280795
"103",4,9,5,9,0.992191767955393
"104",4,9,6,9,0.95043834059757
"105",4,9,7,9,0.901628286948602
"106",4,10,5,10,0.992191767955393
"107",4,10,6,10,0.95043834059757
"108",4,10,7,10,0.901628286948602
"109",4,13,5,13,0.992191767955393
"110",4,14,1,14,0.853824028541735
"111",4,14,2,14,0.86588315293041
"112",4,17,1,17,0.853824028541735
"113",4,17,2,17,0.86588315293041
"114",4,17,3,17,0.932109694280795
"115",4,17,5,17,0.992191767955393
"116",4,17,6,17,0.95043834059757
"117",4,20,6,20,0.95043834059757
"118",4,26,1,26,0.853824028541735
"119",4,26,2,26,0.86588315293041
"120",4,26,3,26,0.932109694280795
"121",4,26,5,26,0.992191767955393
"122",4,26,6,26,0.95043834059757
"123",4,31,5,31,0.992191767955393
"124",4,31,6,31,0.95043834059757
"125",4,31,7,31,0.901628286948602
"126",4,34,3,34,0.932109694280795
"127",4,34,6,34,0.95043834059757
"128",4,37,7,37,0.901628286948602
"129",4,38,3,38,0.932109694280795
"130",4,38,5,38,0.992191767955393
"131",4,38,7,38,0.901628286948602
"132",4,12,1,12,0.853824028541735
"133",4,12,3,12,0.932109694280795
"134",4,12,5,12,0.992191767955393
"135",4,12,6,12,0.95043834059757
"136",5,1,4,1,0.992191767955393
"137",5,1,6,1,1
"138",5,5,7,5,0.92375797722717
"139",5,8,1,8,0.844756442661504
"140",5,8,2,8,0.854285428133962
"141",5,8,3,8,0.901156001087975
"142",5,8,4,8,0.992191767955393
"143",5,8,6,8,1
"144",5,8,7,8,0.92375797722717
"145",5,9,1,9,0.844756442661504
"146",5,9,2,9,0.854285428133962
"147",5,9,3,9,0.901156001087975
"148",5,9,4,9,0.992191767955393
"149",5,9,6,9,1
"150",5,9,7,9,0.92375797722717
"151",5,10,4,10,0.992191767955393
"152",5,10,6,10,1
"153",5,10,7,10,0.92375797722717
"154",5,12,1,12,0.844756442661504
"155",5,12,3,12,0.901156001087975
"156",5,12,4,12,0.992191767955393
"157",5,12,6,12,1
"158",5,17,1,17,0.844756442661504
"159",5,17,2,17,0.854285428133962
"160",5,17,3,17,0.901156001087975
"161",5,17,4,17,0.992191767955393
"162",5,17,6,17,1
"163",5,26,1,26,0.844756442661504
"164",5,26,2,26,0.854285428133962
"165",5,26,3,26,0.901156001087975
"166",5,26,4,26,0.992191767955393
"167",5,26,6,26,1
"168",5,31,4,31,0.992191767955393
"169",5,31,6,31,1
"170",5,31,7,31,0.92375797722717
"171",5,35,3,35,0.901156001087975
"172",5,35,6,35,1
"173",5,35,7,35,0.92375797722717
"174",5,38,3,38,0.901156001087975
"175",5,38,4,38,0.992191767955393
"176",5,38,7,38,0.92375797722717
"177",5,4,6,4,1
"178",5,4,7,4,0.92375797722717
"179",5,13,4,13,0.992191767955393
"180",5,16,3,16,0.901156001087975
"181",5,16,6,16,1
"182",6,1,4,1,0.95043834059757
"183",6,1,5,1,1
"184",6,8,1,8,0.844602368427358
"185",6,8,2,8,0.846852661022826
"186",6,8,3,8,0.890714569636423
"187",6,8,4,8,0.95043834059757
"188",6,8,5,8,1
"189",6,8,7,8,0.96299391606049
"190",6,9,1,9,0.844602368427358
"191",6,9,2,9,0.846852661022826
"192",6,9,3,9,0.890714569636423
"193",6,9,4,9,0.95043834059757
"194",6,9,5,9,1
"195",6,9,7,9,0.96299391606049
"196",6,10,4,10,0.95043834059757
"197",6,10,5,10,1
"198",6,10,7,10,0.96299391606049
"199",6,16,3,16,0.890714569636423
"200",6,16,5,16,1
"201",6,17,1,17,0.844602368427358
"202",6,17,2,17,0.846852661022826
"203",6,17,3,17,0.890714569636423
"204",6,17,4,17,0.95043834059757
"205",6,17,5,17,1
"206",6,20,4,20,0.95043834059757
"207",6,31,4,31,0.95043834059757
"208",6,31,5,31,1
"209",6,31,7,31,0.96299391606049
"210",6,33,7,33,0.96299391606049
"211",6,34,3,34,0.890714569636423
"212",6,34,4,34,0.95043834059757
"213",6,35,3,35,0.890714569636423
"214",6,35,5,35,1
"215",6,35,7,35,0.96299391606049
"216",6,4,5,4,1
"217",6,4,7,4,0.96299391606049
"218",6,12,1,12,0.844602368427358
"219",6,12,3,12,0.890714569636423
"220",6,12,4,12,0.95043834059757
"221",6,12,5,12,1
"222",6,26,1,26,0.844602368427358
"223",6,26,2,26,0.846852661022826
"224",6,26,3,26,0.890714569636423
"225",6,26,4,26,0.95043834059757
"226",6,26,5,26,1
"227",6,36,2,36,0.846852661022826
"228",7,4,5,4,0.92375797722717
"229",7,4,6,4,0.96299391606049
"230",7,5,5,5,0.92375797722717
"231",7,8,1,8,0.837149498987334
"232",7,8,2,8,0.834515141041825
"233",7,8,3,8,0.868329291910349
"234",7,8,4,8,0.901628286948602
"235",7,8,5,8,0.92375797722717
"236",7,8,6,8,0.96299391606049
"237",7,9,1,9,0.837149498987334
"238",7,9,2,9,0.834515141041825
"239",7,9,3,9,0.868329291910349
"240",7,9,4,9,0.901628286948602
"241",7,9,5,9,0.92375797722717
"242",7,9,6,9,0.96299391606049
"243",7,10,4,10,0.901628286948602
"244",7,10,5,10,0.92375797722717
"245",7,10,6,10,0.96299391606049
"246",7,31,4,31,0.901628286948602
"247",7,31,5,31,0.92375797722717
"248",7,31,6,31,0.96299391606049
"249",7,35,3,35,0.868329291910349
"250",7,35,5,35,0.92375797722717
"251",7,35,6,35,0.96299391606049
"252",7,33,6,33,0.96299391606049
"253",7,37,4,37,0.901628286948602
"254",7,38,3,38,0.868329291910349
"255",7,38,4,38,0.901628286948602
"256",7,38,5,38,0.92375797722717
"257",1,104,5,104,0.844756442661504
"258",1,170,2,170,0.860990451384097
"259",1,170,3,170,0.87645361381956
"260",1,170,4,170,0.853824028541735
"261",1,170,6,170,0.844602368427358
"262",1,170,7,170,0.837149498987334
"263",1,242,2,242,0.860990451384097
"264",1,242,5,242,0.844756442661504
"265",1,242,7,242,0.837149498987334
"266",1,216,2,216,0.860990451384097
"267",1,216,4,216,0.853824028541735
"268",1,216,6,216,0.844602368427358
"269",1,187,3,187,0.87645361381956
"270",1,187,4,187,0.853824028541735
"271",1,187,5,187,0.844756442661504
"272",1,187,6,187,0.844602368427358
"273",1,225,2,225,0.860990451384097
"274",1,284,2,284,0.860990451384097
"275",1,284,3,284,0.87645361381956
"276",1,284,4,284,0.853824028541735
"277",1,284,5,284,0.844756442661504
"278",1,284,6,284,0.844602368427358
"279",1,99,2,99,0.860990451384097
"280",1,101,2,101,0.860990451384097
"281",1,101,3,101,0.87645361381956
"282",1,101,4,101,0.853824028541735
"283",1,101,5,101,0.844756442661504
"284",1,101,6,101,0.844602368427358
"285",1,188,2,188,0.860990451384097
"286",1,212,4,212,0.853824028541735
"287",1,206,2,206,0.860990451384097
"288",2,81,5,81,0.854285428133962
"289",2,111,3,111,0.894390241787489
"290",2,111,4,111,0.86588315293041
"291",2,111,6,111,0.846852661022826
"292",2,111,7,111,0.834515141041825
"293",2,188,1,188,0.860990451384097
"294",2,216,1,216,0.860990451384097
"295",2,216,4,216,0.86588315293041
"296",2,216,6,216,0.846852661022826
"297",2,106,3,106,0.894390241787489
"298",2,170,1,170,0.860990451384097
"299",2,170,3,170,0.894390241787489
"300",2,170,4,170,0.86588315293041
"301",2,170,6,170,0.846852661022826
"302",2,170,7,170,0.834515141041825
"303",2,197,6,197,0.846852661022826
"304",2,235,3,235,0.894390241787489
"305",2,235,4,235,0.86588315293041
"306",2,235,6,235,0.846852661022826
"307",2,242,1,242,0.860990451384097
"308",2,242,5,242,0.854285428133962
"309",2,242,7,242,0.834515141041825
"310",2,274,3,274,0.894390241787489
"311",2,274,4,274,0.86588315293041
"312",2,274,5,274,0.854285428133962
"313",2,274,6,274,0.846852661022826
"314",2,274,7,274,0.834515141041825
"315",2,275,3,275,0.894390241787489
"316",2,275,4,275,0.86588315293041
"317",2,275,5,275,0.854285428133962
"318",2,275,6,275,0.846852661022826
"319",2,275,7,275,0.834515141041825
"320",2,50,3,50,0.894390241787489
"321",2,50,4,50,0.86588315293041
"322",2,50,5,50,0.854285428133962
"323",2,55,3,55,0.894390241787489
"324",2,55,4,55,0.86588315293041
"325",2,55,5,55,0.854285428133962
"326",2,55,6,55,0.846852661022826
"327",2,55,7,55,0.834515141041825
"328",2,95,3,95,0.894390241787489
"329",2,146,6,146,0.846852661022826
"330",2,163,3,163,0.894390241787489
"331",2,163,4,163,0.86588315293041
"332",2,163,5,163,0.854285428133962
"333",2,163,6,163,0.846852661022826
"334",2,163,7,163,0.834515141041825
"335",2,206,1,206,0.860990451384097
"336",2,225,1,225,0.860990451384097
"337",2,284,1,284,0.860990451384097
"338",2,284,3,284,0.894390241787489
"339",2,284,4,284,0.86588315293041
"340",2,284,5,284,0.854285428133962
"341",2,284,6,284,0.846852661022826
"342",2,92,3,92,0.894390241787489
"343",2,92,4,92,0.86588315293041
"344",2,92,5,92,0.854285428133962
"345",2,92,6,92,0.846852661022826
"346",2,92,7,92,0.834515141041825
"347",2,101,1,101,0.860990451384097
"348",2,101,3,101,0.894390241787489
"349",2,101,4,101,0.86588315293041
"350",2,101,5,101,0.854285428133962
"351",2,101,6,101,0.846852661022826
"352",2,84,4,84,0.86588315293041
"353",2,84,6,84,0.846852661022826
"354",2,210,7,210,0.834515141041825
"355",2,219,6,219,0.846852661022826
"356",2,145,4,145,0.86588315293041
"357",2,99,1,99,0.860990451384097
"358",3,60,4,60,0.932109694280795
"359",3,60,5,60,0.901156001087975
"360",3,60,6,60,0.890714569636423
"361",3,92,2,92,0.894390241787489
"362",3,92,4,92,0.932109694280795
"363",3,92,5,92,0.901156001087975
"364",3,92,6,92,0.890714569636423
"365",3,92,7,92,0.868329291910349
"366",3,101,1,101,0.87645361381956
"367",3,101,2,101,0.894390241787489
"368",3,101,4,101,0.932109694280795
"369",3,101,5,101,0.901156001087975
"370",3,101,6,101,0.890714569636423
"371",3,111,2,111,0.894390241787489
"372",3,111,4,111,0.932109694280795
"373",3,111,6,111,0.890714569636423
"374",3,111,7,111,0.868329291910349
"375",3,115,7,115,0.868329291910349
"376",3,165,4,165,0.932109694280795
"377",3,165,5,165,0.901156001087975
"378",3,165,6,165,0.890714569636423
"379",3,165,7,165,0.868329291910349
"380",3,170,1,170,0.87645361381956
"381",3,170,2,170,0.894390241787489
"382",3,170,4,170,0.932109694280795
"383",3,170,6,170,0.890714569636423
"384",3,170,7,170,0.868329291910349
"385",3,187,1,187,0.87645361381956
"386",3,187,4,187,0.932109694280795
"387",3,187,5,187,0.901156001087975
"388",3,187,6,187,0.890714569636423
"389",3,199,4,199,0.932109694280795
"390",3,235,2,235,0.894390241787489
"391",3,235,4,235,0.932109694280795
"392",3,235,6,235,0.890714569636423
"393",3,274,2,274,0.894390241787489
"394",3,274,4,274,0.932109694280795
"395",3,274,5,274,0.901156001087975
"396",3,274,6,274,0.890714569636423
"397",3,274,7,274,0.868329291910349
"398",3,50,2,50,0.894390241787489
"399",3,50,4,50,0.932109694280795
"400",3,50,5,50,0.901156001087975
"401",3,73,4,73,0.932109694280795
"402",3,163,2,163,0.894390241787489
"403",3,163,4,163,0.932109694280795
"404",3,163,5,163,0.901156001087975
"405",3,163,6,163,0.890714569636423
"406",3,163,7,163,0.868329291910349
"407",3,55,2,55,0.894390241787489
"408",3,55,4,55,0.932109694280795
"409",3,55,5,55,0.901156001087975
"410",3,55,6,55,0.890714569636423
"411",3,55,7,55,0.868329291910349
"412",3,136,4,136,0.932109694280795
"413",3,136,7,136,0.868329291910349
"414",3,139,5,139,0.901156001087975
"415",3,139,7,139,0.868329291910349
"416",3,239,6,239,0.890714569636423
"417",3,239,7,239,0.868329291910349
"418",3,275,2,275,0.894390241787489
"419",3,275,4,275,0.932109694280795
"420",3,275,5,275,0.901156001087975
"421",3,275,6,275,0.890714569636423
"422",3,275,7,275,0.868329291910349
"423",3,217,4,217,0.932109694280795
"424",3,217,5,217,0.901156001087975
"425",3,44,4,44,0.932109694280795
"426",3,44,5,44,0.901156001087975
"427",3,44,6,44,0.890714569636423
"428",3,56,4,56,0.932109694280795
"429",3,56,5,56,0.901156001087975
"430",3,56,6,56,0.890714569636423
"431",3,95,2,95,0.894390241787489
"432",3,276,4,276,0.932109694280795
"433",3,276,5,276,0.901156001087975
"434",3,106,2,106,0.894390241787489
"435",3,40,4,40,0.932109694280795
"436",3,130,4,130,0.932109694280795
"437",3,203,6,203,0.890714569636423
"438",3,215,6,215,0.890714569636423
"439",3,284,1,284,0.87645361381956
"440",3,284,2,284,0.894390241787489
"441",3,284,4,284,0.932109694280795
"442",3,284,5,284,0.901156001087975
"443",3,284,6,284,0.890714569636423
"444",3,202,7,202,0.868329291910349
"445",3,211,5,211,0.901156001087975
"446",3,211,7,211,0.868329291910349
"447",3,270,5,270,0.901156001087975
"448",3,270,6,270,0.890714569636423
"449",3,270,7,270,0.868329291910349
"450",3,112,5,112,0.901156001087975
"451",4,199,3,199,0.932109694280795
"452",4,226,7,226,0.901628286948602
"453",4,241,5,241,0.992191767955393
"454",4,274,2,274,0.86588315293041
"455",4,274,3,274,0.932109694280795
"456",4,274,5,274,0.992191767955393
"457",4,274,6,274,0.95043834059757
"458",4,274,7,274,0.901628286948602
"459",4,92,2,92,0.86588315293041
"460",4,92,3,92,0.932109694280795
"461",4,92,5,92,0.992191767955393
"462",4,92,6,92,0.95043834059757
"463",4,92,7,92,0.901628286948602
"464",4,40,3,40,0.932109694280795
"465",4,218,5,218,0.992191767955393
"466",4,50,2,50,0.86588315293041
"467",4,50,3,50,0.932109694280795
"468",4,50,5,50,0.992191767955393
"469",4,87,5,87,0.992191767955393
"470",4,98,6,98,0.95043834059757
"471",4,98,7,98,0.901628286948602
"472",4,130,3,130,0.932109694280795
"473",4,165,3,165,0.932109694280795
"474",4,165,5,165,0.992191767955393
"475",4,165,6,165,0.95043834059757
"476",4,165,7,165,0.901628286948602
"477",4,266,5,266,0.992191767955393
"478",4,60,3,60,0.932109694280795
"479",4,60,5,60,0.992191767955393
"480",4,60,6,60,0.95043834059757
"481",4,136,3,136,0.932109694280795
"482",4,136,7,136,0.901628286948602
"483",4,176,7,176,0.901628286948602
"484",4,217,3,217,0.932109694280795
"485",4,217,5,217,0.992191767955393
"486",4,275,2,275,0.86588315293041
"487",4,275,3,275,0.932109694280795
"488",4,275,5,275,0.992191767955393
"489",4,275,6,275,0.95043834059757
"490",4,275,7,275,0.901628286948602
"491",4,73,3,73,0.932109694280795
"492",4,143,6,143,0.95043834059757
"493",4,145,2,145,0.86588315293041
"494",4,284,1,284,0.853824028541735
"495",4,284,2,284,0.86588315293041
"496",4,284,3,284,0.932109694280795
"497",4,284,5,284,0.992191767955393
"498",4,284,6,284,0.95043834059757
"499",4,44,3,44,0.932109694280795
"500",4,44,5,44,0.992191767955393
"501",4,44,6,44,0.95043834059757
"502",4,56,3,56,0.932109694280795
"503",4,56,5,56,0.992191767955393
"504",4,56,6,56,0.95043834059757
"505",4,55,2,55,0.86588315293041
"506",4,55,3,55,0.932109694280795
"507",4,55,5,55,0.992191767955393
"508",4,55,6,55,0.95043834059757
"509",4,55,7,55,0.901628286948602
"510",4,62,6,62,0.95043834059757
"511",4,111,2,111,0.86588315293041
"512",4,111,3,111,0.932109694280795
"513",4,111,6,111,0.95043834059757
"514",4,111,7,111,0.901628286948602
"515",4,170,1,170,0.853824028541735
"516",4,170,2,170,0.86588315293041
"517",4,170,3,170,0.932109694280795
"518",4,170,6,170,0.95043834059757
"519",4,170,7,170,0.901628286948602
"520",4,187,1,187,0.853824028541735
"521",4,187,3,187,0.932109694280795
"522",4,187,5,187,0.992191767955393
"523",4,187,6,187,0.95043834059757
"524",4,212,1,212,0.853824028541735
"525",4,235,2,235,0.86588315293041
"526",4,235,3,235,0.932109694280795
"527",4,235,6,235,0.95043834059757
"528",4,238,6,238,0.95043834059757
"529",4,192,6,192,0.95043834059757
"530",4,192,7,192,0.901628286948602
"531",4,135,5,135,0.992191767955393
"532",4,163,2,163,0.86588315293041
"533",4,163,3,163,0.932109694280795
"534",4,163,5,163,0.992191767955393
"535",4,163,6,163,0.95043834059757
"536",4,163,7,163,0.901628286948602
"537",4,227,5,227,0.992191767955393
"538",4,254,5,254,0.992191767955393
"539",4,254,7,254,0.901628286948602
"540",4,276,3,276,0.932109694280795
"541",4,276,5,276,0.992191767955393
"542",4,167,5,167,0.992191767955393
"543",4,84,2,84,0.86588315293041
"544",4,84,6,84,0.95043834059757
"545",4,101,1,101,0.853824028541735
"546",4,101,2,101,0.86588315293041
"547",4,101,3,101,0.932109694280795
"548",4,101,5,101,0.992191767955393
"549",4,101,6,101,0.95043834059757
"550",4,137,5,137,0.992191767955393
"551",4,243,6,243,0.95043834059757
"552",4,243,7,243,0.901628286948602
"553",4,140,5,140,0.992191767955393
"554",4,140,7,140,0.901628286948602
"555",4,109,5,109,0.992191767955393
"556",4,216,1,216,0.853824028541735
"557",4,216,2,216,0.86588315293041
"558",4,216,6,216,0.95043834059757
"559",5,81,2,81,0.854285428133962
"560",5,92,2,92,0.854285428133962
"561",5,92,3,92,0.901156001087975
"562",5,92,4,92,0.992191767955393
"563",5,92,6,92,1
"564",5,92,7,92,0.92375797722717
"565",5,126,6,126,1
"566",5,126,7,126,0.92375797722717
"567",5,135,4,135,0.992191767955393
"568",5,165,3,165,0.901156001087975
"569",5,165,4,165,0.992191767955393
"570",5,165,6,165,1
"571",5,165,7,165,0.92375797722717
"572",5,227,4,227,0.992191767955393
"573",5,254,4,254,0.992191767955393
"574",5,254,7,254,0.92375797722717
"575",5,274,2,274,0.854285428133962
"576",5,274,3,274,0.901156001087975
"577",5,274,4,274,0.992191767955393
"578",5,274,6,274,1
"579",5,274,7,274,0.92375797722717
"580",5,275,2,275,0.854285428133962
"581",5,275,3,275,0.901156001087975
"582",5,275,4,275,0.992191767955393
"583",5,275,6,275,1
"584",5,275,7,275,0.92375797722717
"585",5,211,3,211,0.901156001087975
"586",5,211,7,211,0.92375797722717
"587",5,217,3,217,0.901156001087975
"588",5,217,4,217,0.992191767955393
"589",5,141,6,141,1
"590",5,141,7,141,0.92375797722717
"591",5,266,4,266,0.992191767955393
"592",5,50,2,50,0.854285428133962
"593",5,50,3,50,0.901156001087975
"594",5,50,4,50,0.992191767955393
"595",5,87,4,87,0.992191767955393
"596",5,104,1,104,0.844756442661504
"597",5,138,6,138,1
"598",5,138,7,138,0.92375797722717
"599",5,242,1,242,0.844756442661504
"600",5,242,2,242,0.854285428133962
"601",5,242,7,242,0.92375797722717
"602",5,270,3,270,0.901156001087975
"603",5,270,6,270,1
"604",5,270,7,270,0.92375797722717
"605",5,55,2,55,0.854285428133962
"606",5,55,3,55,0.901156001087975
"607",5,55,4,55,0.992191767955393
"608",5,55,6,55,1
"609",5,55,7,55,0.92375797722717
"610",5,163,2,163,0.854285428133962
"611",5,163,3,163,0.901156001087975
"612",5,163,4,163,0.992191767955393
"613",5,163,6,163,1
"614",5,163,7,163,0.92375797722717
"615",5,60,3,60,0.901156001087975
"616",5,60,4,60,0.992191767955393
"617",5,60,6,60,1
"618",5,187,1,187,0.844756442661504
"619",5,187,3,187,0.901156001087975
"620",5,187,4,187,0.992191767955393
"621",5,187,6,187,1
"622",5,167,4,167,0.992191767955393
"623",5,137,4,137,0.992191767955393
"624",5,190,7,190,0.92375797722717
"625",5,241,4,241,0.992191767955393
"626",5,139,3,139,0.901156001087975
"627",5,139,7,139,0.92375797722717
"628",5,276,3,276,0.901156001087975
"629",5,276,4,276,0.992191767955393
"630",5,96,7,96,0.92375797722717
"631",5,218,4,218,0.992191767955393
"632",5,101,1,101,0.844756442661504
"633",5,101,2,101,0.854285428133962
"634",5,101,3,101,0.901156001087975
"635",5,101,4,101,0.992191767955393
"636",5,101,6,101,1
"637",5,284,1,284,0.844756442661504
"638",5,284,2,284,0.854285428133962
"639",5,284,3,284,0.901156001087975
"640",5,284,4,284,0.992191767955393
"641",5,284,6,284,1
"642",5,44,3,44,0.901156001087975
"643",5,44,4,44,0.992191767955393
"644",5,44,6,44,1
"645",5,56,3,56,0.901156001087975
"646",5,56,4,56,0.992191767955393
"647",5,56,6,56,1
"648",5,109,4,109,0.992191767955393
"649",5,112,3,112,0.901156001087975
"650",5,193,7,193,0.92375797722717
"651",5,140,4,140,0.992191767955393
"652",5,140,7,140,0.92375797722717
"653",6,92,2,92,0.846852661022826
"654",6,92,3,92,0.890714569636423
"655",6,92,4,92,0.95043834059757
"656",6,92,5,92,1
"657",6,92,7,92,0.96299391606049
"658",6,111,2,111,0.846852661022826
"659",6,111,3,111,0.890714569636423
"660",6,111,4,111,0.95043834059757
"661",6,111,7,111,0.96299391606049
"662",6,165,3,165,0.890714569636423
"663",6,165,4,165,0.95043834059757
"664",6,165,5,165,1
"665",6,165,7,165,0.96299391606049
"666",6,192,4,192,0.95043834059757
"667",6,192,7,192,0.96299391606049
"668",6,215,3,215,0.890714569636423
"669",6,255,7,255,0.96299391606049
"670",6,270,3,270,0.890714569636423
"671",6,270,5,270,1
"672",6,270,7,270,0.96299391606049
"673",6,274,2,274,0.846852661022826
"674",6,274,3,274,0.890714569636423
"675",6,274,4,274,0.95043834059757
"676",6,274,5,274,1
"677",6,274,7,274,0.96299391606049
"678",6,275,2,275,0.846852661022826
"679",6,275,3,275,0.890714569636423
"680",6,275,4,275,0.95043834059757
"681",6,275,5,275,1
"682",6,275,7,275,0.96299391606049
"683",6,141,5,141,1
"684",6,141,7,141,0.96299391606049
"685",6,216,1,216,0.844602368427358
"686",6,216,2,216,0.846852661022826
"687",6,216,4,216,0.95043834059757
"688",6,219,2,219,0.846852661022826
"689",6,238,4,238,0.95043834059757
"690",6,126,5,126,1
"691",6,126,7,126,0.96299391606049
"692",6,207,7,207,0.96299391606049
"693",6,62,4,62,0.95043834059757
"694",6,138,5,138,1
"695",6,138,7,138,0.96299391606049
"696",6,187,1,187,0.844602368427358
"697",6,187,3,187,0.890714569636423
"698",6,187,4,187,0.95043834059757
"699",6,187,5,187,1
"700",6,197,2,197,0.846852661022826
"701",6,60,3,60,0.890714569636423
"702",6,60,4,60,0.95043834059757
"703",6,60,5,60,1
"704",6,163,2,163,0.846852661022826
"705",6,163,3,163,0.890714569636423
"706",6,163,4,163,0.95043834059757
"707",6,163,5,163,1
"708",6,163,7,163,0.96299391606049
"709",6,243,4,243,0.95043834059757
"710",6,243,7,243,0.96299391606049
"711",6,170,1,170,0.844602368427358
"712",6,170,2,170,0.846852661022826
"713",6,170,3,170,0.890714569636423
"714",6,170,4,170,0.95043834059757
"715",6,170,7,170,0.96299391606049
"716",6,55,2,55,0.846852661022826
"717",6,55,3,55,0.890714569636423
"718",6,55,4,55,0.95043834059757
"719",6,55,5,55,1
"720",6,55,7,55,0.96299391606049
"721",6,98,4,98,0.95043834059757
"722",6,98,7,98,0.96299391606049
"723",6,235,2,235,0.846852661022826
"724",6,235,3,235,0.890714569636423
"725",6,235,4,235,0.95043834059757
"726",6,108,7,108,0.96299391606049
"727",6,133,7,133,0.96299391606049
"728",6,101,1,101,0.844602368427358
"729",6,101,2,101,0.846852661022826
"730",6,101,3,101,0.890714569636423
"731",6,101,4,101,0.95043834059757
"732",6,101,5,101,1
"733",6,56,3,56,0.890714569636423
"734",6,56,4,56,0.95043834059757
"735",6,56,5,56,1
"736",6,239,3,239,0.890714569636423
"737",6,239,7,239,0.96299391606049
"738",6,44,3,44,0.890714569636423
"739",6,44,4,44,0.95043834059757
"740",6,44,5,44,1
"741",6,203,3,203,0.890714569636423
"742",6,284,1,284,0.844602368427358
"743",6,284,2,284,0.846852661022826
"744",6,284,3,284,0.890714569636423
"745",6,284,4,284,0.95043834059757
"746",6,284,5,284,1
"747",6,84,2,84,0.846852661022826
"748",6,84,4,84,0.95043834059757
"749",6,146,2,146,0.846852661022826
"750",6,143,4,143,0.95043834059757
"751",7,55,2,55,0.834515141041825
