"trial_number","layer_from","layer_to","turnover"
1,1,2,0.201754385964912
1,1,3,0.185840707964602
1,1,4,0.164179104477612
1,1,5,0.181102362204724
1,1,6,0.130081300813008
1,1,7,0.170940170940171
1,2,3,0.165137614678899
1,2,4,0.155038759689922
1,2,5,0.181818181818182
1,2,6,0.147826086956522
1,2,7,0.192660550458716
1,3,4,0.149606299212598
1,3,5,0.15702479338843
1,3,6,0.151785714285714
1,3,7,0.133928571428571
1,4,5,0.182481751824818
1,4,6,0.152671755725191
1,4,7,0.155038759689922
1,5,6,0.150793650793651
1,5,7,0.191666666666667
1,6,7,0.128205128205128
2,1,2,0.245454545454545
2,1,3,0.135593220338983
2,1,4,0.181818181818182
2,1,5,0.171875
2,1,6,0.188034188034188
2,1,7,0.170940170940171
2,2,3,0.114035087719298
2,2,4,0.146153846153846
2,2,5,0.16260162601626
2,2,6,0.137931034482759
2,2,7,0.181818181818182
2,3,4,0.149606299212598
2,3,5,0.138211382113821
2,3,6,0.131578947368421
2,3,7,0.114035087719298
2,4,5,0.157142857142857
2,4,6,0.188976377952756
2,4,7,0.173228346456693
2,5,6,0.188524590163934
2,5,7,0.211864406779661
2,6,7,0.137931034482759
3,1,2,0.201754385964912
3,1,3,0.155172413793103
3,1,4,0.248
3,1,5,0.181102362204724
3,1,6,0.158333333333333
3,1,7,0.191304347826087
3,2,3,0.144144144144144
3,2,4,0.211382113821138
3,2,5,0.172131147540984
3,2,6,0.109243697478992
3,2,7,0.140350877192982
3,3,4,0.168
3,3,5,0.147540983606557
3,3,6,0.121739130434783
3,3,7,0.123893805309735
3,4,5,0.148936170212766
3,4,6,0.152671755725191
3,4,7,0.182539682539683
3,5,6,0.169354838709677
3,5,7,0.172131147540984
3,6,7,0.11864406779661
4,1,2,0.181034482758621
4,1,3,0.145299145299145
4,1,4,0.190839694656489
4,1,5,0.181102362204724
4,1,6,0.219298245614035
4,1,7,0.151260504201681
4,2,3,0.154545454545455
4,2,4,0.137404580152672
4,2,5,0.222222222222222
4,2,6,0.157894736842105
4,2,7,0.160714285714286
4,3,4,0.168
4,3,5,0.147540983606557
4,3,6,0.141592920353982
4,3,7,0.0948275862068965
4,4,5,0.157142857142857
4,4,6,0.135338345864662
4,4,7,0.1640625
4,5,6,0.208333333333333
4,5,7,0.153225806451613
4,6,7,0.157894736842105
5,1,2,0.170940170940171
5,1,3,0.116666666666667
5,1,4,0.164179104477612
5,1,5,0.2
5,1,6,0.112
5,1,7,0.151260504201681
5,2,3,0.133928571428571
5,2,4,0.137404580152672
5,2,5,0.201680672268908
5,2,6,0.109243697478992
5,2,7,0.150442477876106
5,3,4,0.168
5,3,5,0.176470588235294
5,3,6,0.151785714285714
5,3,7,0.123893805309735
5,4,5,0.218045112781955
5,4,6,0.170542635658915
5,4,7,0.211382113821138
5,5,6,0.178861788617886
5,5,7,0.201680672268908
5,6,7,0.168141592920354
6,1,2,0.151260504201681
6,1,3,0.185840707964602
6,1,4,0.172932330827068
6,1,5,0.209677419354839
6,1,6,0.158333333333333
6,1,7,0.201754385964912
6,2,3,0.144144144144144
6,2,4,0.137404580152672
6,2,5,0.16260162601626
6,2,6,0.128205128205128
6,2,7,0.150442477876106
6,3,4,0.131782945736434
6,3,5,0.166666666666667
6,3,6,0.162162162162162
6,3,7,0.144144144144144
6,4,5,0.218045112781955
6,4,6,0.170542635658915
6,4,7,0.146153846153846
6,5,6,0.218487394957983
6,5,7,0.172131147540984
6,6,7,0.0909090909090909
7,1,2,0.141666666666667
7,1,3,0.135593220338983
7,1,4,0.122302158273381
7,1,5,0.153846153846154
7,1,6,0.130081300813008
7,1,7,0.132231404958678
7,2,3,0.19811320754717
7,2,4,0.1640625
7,2,5,0.16260162601626
7,2,6,0.157894736842105
7,2,7,0.181818181818182
7,3,4,0.149606299212598
7,3,5,0.228070175438596
7,3,6,0.172727272727273
7,3,7,0.20952380952381
7,4,5,0.236641221374046
7,4,6,0.170542635658915
7,4,7,0.173228346456693
7,5,6,0.169354838709677
7,5,7,0.125984251968504
7,6,7,0.128205128205128
8,1,2,0.141666666666667
8,1,3,0.126050420168067
8,1,4,0.122302158273381
8,1,5,0.12781954887218
8,1,6,0.148760330578512
8,1,7,0.132231404958678
8,2,3,0.20952380952381
8,2,4,0.173228346456693
8,2,5,0.16260162601626
8,2,6,0.157894736842105
8,2,7,0.192660550458716
8,3,4,0.186991869918699
8,3,5,0.15702479338843
8,3,6,0.162162162162162
8,3,7,0.165137614678899
8,4,5,0.208955223880597
8,4,6,0.161538461538462
8,4,7,0.137404580152672
8,5,6,0.169354838709677
8,5,7,0.222222222222222
8,6,7,0.178571428571429
9,1,2,0.181034482758621
9,1,3,0.175438596491228
9,1,4,0.147058823529412
9,1,5,0.19047619047619
9,1,6,0.177966101694915
9,1,7,0.191304347826087
9,2,3,0.133928571428571
9,2,4,0.137404580152672
9,2,5,0.144
9,2,6,0.147826086956522
9,2,7,0.150442477876106
9,3,4,0.0977443609022556
9,3,5,0.15702479338843
9,3,6,0.172727272727273
9,3,7,0.19811320754717
9,4,5,0.173913043478261
9,4,6,0.152671755725191
9,4,7,0.1640625
9,5,6,0.228813559322034
9,5,7,0.16260162601626
9,6,7,0.157894736842105
10,1,2,0.181034482758621
10,1,3,0.116666666666667
10,1,4,0.164179104477612
10,1,5,0.153846153846154
10,1,6,0.103174603174603
10,1,7,0.132231404958678
10,2,3,0.165137614678899
10,2,4,0.201612903225806
10,2,5,0.172131147540984
10,2,6,0.178571428571429
10,2,7,0.192660550458716
10,3,4,0.168
10,3,5,0.166666666666667
10,3,6,0.151785714285714
10,3,7,0.133928571428571
10,4,5,0.182481751824818
10,4,6,0.188976377952756
10,4,7,0.182539682539683
10,5,6,0.150793650793651
10,5,7,0.16260162601626
10,6,7,0.178571428571429
11,1,2,0.201754385964912
11,1,3,0.165217391304348
11,1,4,0.209302325581395
11,1,5,0.181102362204724
11,1,6,0.188034188034188
11,1,7,0.191304347826087
11,2,3,0.186915887850467
11,2,4,0.155038759689922
11,2,5,0.125984251968504
11,2,6,0.128205128205128
11,2,7,0.192660550458716
11,3,4,0.114503816793893
11,3,5,0.186440677966102
11,3,6,0.121739130434783
11,3,7,0.186915887850467
11,4,5,0.132867132867133
11,4,6,0.170542635658915
11,4,7,0.155038759689922
11,5,6,0.115384615384615
11,5,7,0.172131147540984
11,6,7,0.168141592920354
12,1,2,0.141666666666667
12,1,3,0.155172413793103
12,1,4,0.164179104477612
12,1,5,0.145038167938931
12,1,6,0.188034188034188
12,1,7,0.161016949152542
12,2,3,0.186915887850467
12,2,4,0.1640625
12,2,5,0.16260162601626
12,2,6,0.147826086956522
12,2,7,0.160714285714286
12,3,4,0.186991869918699
12,3,5,0.15702479338843
12,3,6,0.18348623853211
12,3,7,0.123893805309735
12,4,5,0.165467625899281
12,4,6,0.161538461538462
