"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared"
-0.858467836668974,6.39891336435526e-07,-7.29618322782455,-0.941313853467937,-0.678064418070513,-0.000534650657324791,0.29758651328379,0.723123185889588
