"node_id","module","layer_id","flow","type","species"
271,55,1,0.000208849,"pollinator","Thyreus_sp._aff._ramosus"
272,1,6,0.000979352,"pollinator","Thyridanthrax_indigenus"
273,1,1,0.000471281,"pollinator","Thysanoptera_sp."
274,8,2,0.00537024,"pollinator","Thysanoptera_sp._1"
274,8,3,0.0066324,"pollinator","Thysanoptera_sp._1"
274,8,4,0.00671142,"pollinator","Thysanoptera_sp._1"
274,8,5,0.00597554,"pollinator","Thysanoptera_sp._1"
274,8,6,0.0064867,"pollinator","Thysanoptera_sp._1"
274,8,7,0.00559253,"pollinator","Thysanoptera_sp._1"
275,7,2,0.00564762,"pollinator","Thysanoptera_sp._2"
275,7,3,0.00584067,"pollinator","Thysanoptera_sp._2"
275,7,4,0.00756142,"pollinator","Thysanoptera_sp._2"
275,7,5,0.00634854,"pollinator","Thysanoptera_sp._2"
275,7,6,0.00628994,"pollinator","Thysanoptera_sp._2"
275,7,7,0.00616802,"pollinator","Thysanoptera_sp._2"
276,47,3,0.000673298,"pollinator","Thysanoptera_sp._3"
276,47,4,0.000685286,"pollinator","Thysanoptera_sp._3"
276,47,5,0.000718529,"pollinator","Thysanoptera_sp._3"
277,5,2,5.89914e-05,"pollinator","Thysanoptera_sp._4"
278,10,5,0.00154258,"pollinator","Thysanoptera_sp._7"
279,3,4,0.000138748,"pollinator","Torymoides_lindbergi"
280,10,4,2.81964e-05,"pollinator","Trixoscelis_sp."
281,14,1,0.000200182,"pollinator","Troglops_sp."
282,3,3,4.70728e-05,"pollinator","Tropinota_squalida"
283,27,6,3.06214e-05,"pollinator","Trupanea_augur"
284,18,1,0.00228926,"pollinator","Urelliosoma_guimari"
284,18,2,0.00222236,"pollinator","Urelliosoma_guimari"
284,18,3,0.0022995,"pollinator","Urelliosoma_guimari"
284,18,4,0.0025096,"pollinator","Urelliosoma_guimari"
284,18,5,0.00262057,"pollinator","Urelliosoma_guimari"
284,18,6,0.00226988,"pollinator","Urelliosoma_guimari"
285,3,1,9.77309e-05,"pollinator","Urellliosoma_sp."
286,1,1,1.27373e-05,"pollinator","Vanessa_Cardui"
287,3,1,0.000130308,"pollinator","Vestitohalictus_sp."
288,23,7,4.96909e-05,"pollinator","Villa_nigriceps"
