"module","node_id","layer_id","flow","type","species","size_of_module"
59,154,4,5.4377e-05,"pollinator","Gnaphosidae_sp._1",3
60,115,3,0.000511109,"pollinator","Colletes_dimidiatus",2
60,115,7,0.000579568,"pollinator","Colletes_dimidiatus",2
61,81,5,0.000391081,"pollinator","Aulacoderus_canariensis",2
61,81,2,0.000641207,"pollinator","Aulacoderus_canariensis",2
62,238,6,0.000420365,"pollinator","Sarcophagidae_sp._8",2
62,238,4,0.000432959,"pollinator","Sarcophagidae_sp._8",2
63,73,3,0.000423509,"pollinator","Attagenus_wollastoni",2
63,73,4,0.000406586,"pollinator","Attagenus_wollastoni",2
64,215,3,0.000434411,"pollinator","Pieris_rapae",2
64,215,6,0.000355625,"pollinator","Pieris_rapae",2
65,190,7,0.000468185,"pollinator","Myathropa_florea",2
65,190,5,0.000321372,"pollinator","Myathropa_florea",2
66,130,4,0.000301876,"pollinator","Dinarmoides_spilopterus",2
66,130,3,0.000305117,"pollinator","Dinarmoides_spilopterus",2
67,207,6,0.000305442,"pollinator","Paratrechina_longicornis",2
67,207,7,0.000252347,"pollinator","Paratrechina_longicornis",2
68,95,2,0.000245783,"pollinator","Cephalodromia_sp.",2
68,95,3,0.00027658,"pollinator","Cephalodromia_sp.",2
69,143,6,0.000255835,"pollinator","Eupelmus_sp.",2
69,143,4,0.000258636,"pollinator","Eupelmus_sp.",2
70,197,2,0.000229573,"pollinator","Nyctia_lugubris",2
70,197,6,0.000278445,"pollinator","Nyctia_lugubris",2
71,167,5,0.000265752,"pollinator","Leptochilus_eatoni",2
71,167,4,0.000239378,"pollinator","Leptochilus_eatoni",2
72,109,5,0.000267414,"pollinator","Chloropidae_sp._5",2
72,109,4,0.000230724,"pollinator","Chloropidae_sp._5",2
73,133,6,0.00025153,"pollinator","Empididae_sp._1",2
73,133,7,0.000231919,"pollinator","Empididae_sp._1",2
74,137,5,0.000231433,"pollinator","Eristalis_tenax",2
74,137,4,0.000244949,"pollinator","Eristalis_tenax",2
75,241,5,0.000231422,"pollinator","Scenopinus_sp.",2
75,241,4,0.000244923,"pollinator","Scenopinus_sp.",2
76,146,2,0.000227741,"pollinator","Eurytoma_sp._2",2
76,146,6,0.000231799,"pollinator","Eurytoma_sp._2",2
77,96,5,0.000218045,"pollinator","Ceratogoponidae_sp.",2
77,96,7,0.000237499,"pollinator","Ceratogoponidae_sp.",2
78,218,4,0.000218343,"pollinator","Platypalpus_sp.",2
78,218,5,0.000223763,"pollinator","Platypalpus_sp.",2
79,212,1,0.000211095,"pollinator","Physiphora_alceae",2
79,212,4,0.000222095,"pollinator","Physiphora_alceae",2
80,108,6,0.000212896,"pollinator","Chloropidae_sp._4",2
80,108,7,0.000217388,"pollinator","Chloropidae_sp._4",2
81,188,2,0.000206891,"pollinator","Musca_osiris",2
81,188,1,0.000217661,"pollinator","Musca_osiris",2
82,106,3,0.000218452,"pollinator","Chloropidae_sp._2",2
82,106,2,0.000205402,"pollinator","Chloropidae_sp._2",2
83,87,4,0.000215274,"pollinator","Bracon_sp.",2
83,87,5,0.000205924,"pollinator","Bracon_sp.",2
84,112,5,0.000210588,"pollinator","Coccinella_miranda",2
84,112,3,0.000209337,"pollinator","Coccinella_miranda",2
85,219,2,0.000200831,"pollinator","Platypalpus_sp._1",2
85,219,6,0.000207105,"pollinator","Platypalpus_sp._1",2
