"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared"
-0.826569520988048,3.86949897025799e-06,-6.40140599784389,-0.927357426238588,-0.613952875005443,-7.83556954691489e-07,0.509773842435888,0.66654439265938
