"","layer","node_from","node_to","weight"
"135",3,7,166,0.00694444444444444
"136",3,7,197,0.00694444444444444
"137",3,7,206,0.00694444444444444
"138",3,7,225,0.548611111111111
"139",3,9,43,0.0677966101694915
"140",3,9,44,0.11864406779661
"141",3,9,46,0.0169491525423729
"142",3,9,61,0.0677966101694915
"143",3,9,69,0.0169491525423729
"144",3,9,75,0.23728813559322
"145",3,9,93,0.0169491525423729
"146",3,9,96,0.0338983050847458
"147",3,9,114,0.0169491525423729
"148",3,9,117,0.0508474576271186
"149",3,9,126,0.0169491525423729
"150",3,9,128,0.0169491525423729
"151",3,9,136,0.0677966101694915
"152",3,9,139,0.0338983050847458
"153",3,9,144,0.0508474576271186
"154",3,9,151,0.0169491525423729
"155",3,9,158,0.0508474576271186
"156",3,9,166,0.0847457627118644
"157",3,9,200,0.0169491525423729
"158",3,10,61,0.0434782608695652
"159",3,10,138,0.260869565217391
"160",3,10,226,0.695652173913043
"161",3,14,75,0.2
"162",3,14,221,0.4
"163",3,14,226,0.4
"164",3,15,58,0.25
"165",3,15,61,0.416666666666667
"166",3,15,184,0.0833333333333333
"167",3,15,221,0.166666666666667
"168",3,15,226,0.0833333333333333
"169",3,23,39,0.2
"170",3,23,46,0.266666666666667
"171",3,23,47,0.0666666666666667
"172",3,23,49,0.0666666666666667
"173",3,23,75,0.0666666666666667
"174",3,23,117,0.0666666666666667
"175",3,23,138,0.0666666666666667
"176",3,23,139,0.2
"177",3,30,61,0.230769230769231
"178",3,30,75,0.230769230769231
"179",3,30,96,0.230769230769231
"180",3,30,138,0.230769230769231
"181",3,30,166,0.0769230769230769
"182",3,31,43,0.0588235294117647
"183",3,31,75,0.705882352941177
"184",3,31,146,0.0588235294117647
"185",3,31,158,0.117647058823529
"186",3,31,166,0.0588235294117647
"187",3,34,61,0.142857142857143
"188",3,34,78,0.0714285714285714
"189",3,34,225,0.642857142857143
"190",3,34,226,0.0714285714285714
"191",3,34,227,0.0714285714285714
"192",4,6,56,0.0151515151515152
"193",4,6,75,0.939393939393939
"194",4,6,158,0.0303030303030303
"195",4,6,166,0.0151515151515152
"196",4,7,43,0.0229007633587786
"197",4,7,45,0.00763358778625954
"198",4,7,49,0.00763358778625954
"199",4,7,61,0.00763358778625954
"200",4,7,75,0.32824427480916
"201",4,7,88,0.0229007633587786
"202",4,7,93,0.00763358778625954
"203",4,7,138,0.00763358778625954
"204",4,7,166,0.0381679389312977
"205",4,7,210,0.00763358778625954
"206",4,7,225,0.534351145038168
"207",4,7,227,0.00763358778625954
"208",4,9,35,0.025
"209",4,9,43,0.1
"210",4,9,75,0.7
"211",4,9,136,0.1
"212",4,9,139,0.025
"213",4,9,197,0.025
"214",4,9,200,0.025
"215",4,10,44,0.0714285714285714
"216",4,10,61,0.142857142857143
"217",4,10,75,0.0714285714285714
"218",4,10,138,0.0714285714285714
"219",4,10,226,0.642857142857143
"220",4,15,37,0.0344827586206897
"221",4,15,43,0.344827586206897
"222",4,15,49,0.0344827586206897
"223",4,15,61,0.137931034482759
"224",4,15,108,0.0344827586206897
"225",4,15,139,0.137931034482759
"226",4,15,170,0.0689655172413793
"227",4,15,182,0.103448275862069
"228",4,15,232,0.0344827586206897
"229",4,15,234,0.0689655172413793
"230",4,17,46,1
"231",4,22,169,1
"232",4,23,39,0.0555555555555556
"233",4,23,46,0.5
"234",4,23,75,0.0555555555555556
"235",4,23,139,0.277777777777778
"236",4,23,182,0.0555555555555556
"237",4,23,184,0.0555555555555556
"238",4,30,49,0.130434782608696
"239",4,30,75,0.434782608695652
"240",4,30,108,0.0434782608695652
"241",4,30,138,0.173913043478261
"242",4,30,139,0.130434782608696
"243",4,30,178,0.0434782608695652
"244",4,30,223,0.0434782608695652
"245",4,31,61,0.0487804878048781
"246",4,31,75,0.780487804878049
"247",4,31,94,0.024390243902439
"248",4,31,144,0.0731707317073171
"249",4,31,158,0.0731707317073171
"250",5,1,166,0.0666666666666667
"251",5,1,191,0.0666666666666667
"252",5,1,202,0.0666666666666667
"253",5,1,225,0.8
"254",5,5,75,1
"255",5,6,35,0.0652173913043478
"256",5,6,75,0.91304347826087
"257",5,6,185,0.0217391304347826
"258",5,7,43,0.0188679245283019
"259",5,7,70,0.0188679245283019
"260",5,7,75,0.69811320754717
"261",5,7,81,0.0188679245283019
"262",5,7,108,0.0188679245283019
"263",5,7,139,0.0188679245283019
"264",5,7,220,0.188679245283019
"265",5,7,225,0.0188679245283019
"266",5,8,43,0.032258064516129
"267",5,8,49,0.032258064516129
"268",5,8,75,0.709677419354839
"269",5,8,114,0.0645161290322581
"270",5,8,145,0.032258064516129
"271",5,8,148,0.032258064516129
"272",5,8,180,0.032258064516129
"273",5,8,212,0.032258064516129
"274",5,8,225,0.032258064516129
"275",5,11,75,0.523809523809524
"276",5,11,184,0.0952380952380952
"277",5,11,220,0.380952380952381
"278",5,12,220,0.166666666666667
"279",5,12,225,0.166666666666667
"280",5,12,226,0.666666666666667
"281",5,15,58,0.0714285714285714
"282",5,15,75,0.0714285714285714
"283",5,15,81,0.0714285714285714
"284",5,15,121,0.0714285714285714
"285",5,15,123,0.142857142857143
"286",5,15,139,0.0714285714285714
"287",5,15,220,0.285714285714286
"288",5,15,234,0.214285714285714
"289",5,18,39,0.5
"290",5,18,47,0.125
"291",5,18,49,0.0625
"292",5,18,75,0.0625
"293",5,18,139,0.0625
"294",5,18,209,0.0625
"295",5,18,211,0.0625
"296",5,18,220,0.0625
"297",5,21,75,1
"298",5,23,46,0.2
"299",5,23,75,0.6
"300",5,23,220,0.2
"301",5,27,50,0.024390243902439
"302",5,27,75,0.719512195121951
"303",5,27,93,0.0121951219512195
"304",5,27,139,0.0121951219512195
"305",5,27,144,0.0365853658536585
"306",5,27,158,0.0121951219512195
"307",5,27,179,0.024390243902439
"308",5,27,197,0.0365853658536585
"309",5,27,199,0.109756097560976
"310",5,27,212,0.0121951219512195
"311",5,30,49,0.166666666666667
"312",5,30,75,0.666666666666667
"313",5,30,220,0.166666666666667
"314",5,33,139,0.2
"315",5,33,220,0.2
"316",5,33,225,0.6
"317",5,34,75,0.142857142857143
"318",5,34,139,0.0476190476190476
"319",5,34,162,0.523809523809524
"320",5,34,184,0.0952380952380952
"321",5,34,191,0.0476190476190476
"322",5,34,220,0.142857142857143
"323",6,1,43,0.0103092783505155
"324",6,1,58,0.0206185567010309
"325",6,1,113,0.0103092783505155
"326",6,1,134,0.0103092783505155
"327",6,1,138,0.0103092783505155
"328",6,1,162,0.0309278350515464
"329",6,1,166,0.0103092783505155
"330",6,1,171,0.0206185567010309
"331",6,1,184,0.0309278350515464
"332",6,1,192,0.0412371134020619
"333",6,1,213,0.0103092783505155
"334",6,1,220,0.0103092783505155
"335",6,1,225,0.288659793814433
"336",6,1,226,0.463917525773196
"337",6,1,227,0.0206185567010309
"338",6,1,231,0.0103092783505155
"339",6,6,49,0.0454545454545455
"340",6,6,75,0.818181818181818
"341",6,6,93,0.0909090909090909
"342",6,6,225,0.0454545454545455
"343",6,7,35,0.0416666666666667
"344",6,7,43,0.3125
"345",6,7,64,0.0208333333333333
"346",6,7,75,0.229166666666667
"347",6,7,141,0.0208333333333333
"348",6,7,167,0.0416666666666667
"349",6,7,184,0.0416666666666667
"350",6,7,207,0.0208333333333333
"351",6,7,225,0.270833333333333
"352",6,8,43,0.0714285714285714
"353",6,8,49,0.142857142857143
"354",6,8,51,0.0357142857142857
"355",6,8,68,0.0357142857142857
"356",6,8,75,0.142857142857143
"357",6,8,83,0.0357142857142857
"358",6,8,114,0.0357142857142857
"359",6,8,115,0.0357142857142857
"360",6,8,144,0.0714285714285714
"361",6,8,157,0.0357142857142857
"362",6,8,158,0.0357142857142857
"363",6,8,180,0.0714285714285714
"364",6,8,184,0.107142857142857
"365",6,8,187,0.0357142857142857
"366",6,8,204,0.0357142857142857
"367",6,8,212,0.0714285714285714
"368",6,10,226,1
"369",6,11,40,0.0909090909090909
"370",6,11,75,0.272727272727273
"371",6,11,156,0.0909090909090909
"372",6,11,220,0.545454545454545
"373",6,12,49,0.0909090909090909
"374",6,12,75,0.0909090909090909
"375",6,12,184,0.272727272727273
"376",6,12,225,0.181818181818182
"377",6,12,226,0.363636363636364
"378",6,15,43,0.037037037037037
"379",6,15,75,0.037037037037037
"380",6,15,108,0.037037037037037
"381",6,15,114,0.037037037037037
"382",6,15,118,0.037037037037037
"383",6,15,139,0.111111111111111
"384",6,15,162,0.037037037037037
"385",6,15,184,0.259259259259259
"386",6,15,226,0.185185185185185
"387",6,15,230,0.111111111111111
"388",6,15,234,0.111111111111111
"389",6,21,46,0.25
"390",6,21,153,0.25
"391",6,21,164,0.25
"392",6,21,220,0.25
"393",6,23,75,1
"394",6,27,75,0.144578313253012
"395",6,27,91,0.0120481927710843
"396",6,27,92,0.0120481927710843
"397",6,27,93,0.421686746987952
"398",6,27,127,0.036144578313253
"399",6,27,144,0.168674698795181
"400",6,27,156,0.0120481927710843
"401",6,27,158,0.036144578313253
"402",6,27,184,0.0120481927710843
"403",6,27,197,0.0481927710843374
"404",6,27,199,0.0240963855421687
"405",6,27,202,0.0120481927710843
"406",6,27,204,0.0602409638554217
"407",6,33,131,0.333333333333333
"408",6,33,158,0.333333333333333
"409",6,33,225,0.333333333333333
"410",6,34,49,0.0277777777777778
"411",6,34,58,0.0277777777777778
"412",6,34,75,0.0555555555555556
"413",6,34,118,0.0277777777777778
"414",6,34,162,0.527777777777778
"415",6,34,183,0.0555555555555556
"416",6,34,220,0.0277777777777778
"417",6,34,225,0.0277777777777778
"418",6,34,226,0.222222222222222
"419",7,1,66,0.0144927536231884
"420",7,1,75,0.101449275362319
"421",7,1,104,0.072463768115942
"422",7,1,110,0.0144927536231884
"423",7,1,113,0.0144927536231884
"424",7,1,139,0.159420289855072
"425",7,1,140,0.0144927536231884
"426",7,1,152,0.0579710144927536
"427",7,1,189,0.0289855072463768
"428",7,1,192,0.0289855072463768
"429",7,1,213,0.0144927536231884
"430",7,1,225,0.130434782608696
"431",7,1,226,0.188405797101449
"432",7,1,229,0.159420289855072
"433",7,3,75,0.419354838709677
"434",7,3,152,0.290322580645161
"435",7,3,178,0.258064516129032
"436",7,3,184,0.032258064516129
"437",7,6,75,0.828571428571429
"438",7,6,119,0.0571428571428571
"439",7,6,184,0.0571428571428571
"440",7,6,216,0.0285714285714286
"441",7,6,220,0.0285714285714286
"442",7,7,43,0.2
"443",7,7,63,0.00952380952380952
"444",7,7,70,0.00952380952380952
"445",7,7,75,0.19047619047619
"446",7,7,86,0.00952380952380952
"447",7,7,98,0.00952380952380952
"448",7,7,104,0.019047619047619
"449",7,7,116,0.00952380952380952
"450",7,7,119,0.0761904761904762
"451",7,7,139,0.019047619047619
"452",7,7,184,0.019047619047619
"453",7,7,203,0.00952380952380952
"454",7,7,223,0.00952380952380952
"455",7,7,225,0.247619047619048
"456",7,7,229,0.161904761904762
"457",7,8,75,0.916666666666667
"458",7,8,104,0.0833333333333333
"459",7,10,43,0.328358208955224
"460",7,10,46,0.0149253731343284
"461",7,10,75,0.0149253731343284
"462",7,10,138,0.0298507462686567
"463",7,10,139,0.0149253731343284
"464",7,10,226,0.597014925373134
"465",7,15,104,1
"466",7,23,38,0.0625
"467",7,23,43,0.0625
"468",7,23,46,0.625
"469",7,23,75,0.0625
"470",7,23,139,0.1875
"471",7,24,75,0.333333333333333
"472",7,24,226,0.666666666666667
"473",7,25,75,1
"474",7,27,43,0.0175438596491228
"475",7,27,49,0.0175438596491228
"476",7,27,75,0.859649122807018
"477",7,27,116,0.0526315789473684
"478",7,27,129,0.0175438596491228
"479",7,27,158,0.0175438596491228
"480",7,27,203,0.0175438596491228
"481",7,31,43,0.0909090909090909
"482",7,31,63,0.0909090909090909
"483",7,31,75,0.636363636363636
"484",7,31,147,0.0909090909090909
"485",7,31,203,0.0909090909090909
"486",7,34,43,0.230769230769231
"487",7,34,75,0.461538461538462
"488",7,34,139,0.153846153846154
"489",7,34,140,0.0769230769230769
"490",7,34,141,0.0769230769230769
"491",8,1,49,0.015625
"492",8,1,75,0.125
"493",8,1,104,0.046875
"494",8,1,115,0.015625
"495",8,1,139,0.0625
"496",8,1,160,0.015625
"497",8,1,202,0.015625
"498",8,1,213,0.046875
"499",8,1,225,0.046875
"500",8,1,226,0.03125
"501",8,1,229,0.578125
"502",8,2,117,1
"503",8,3,43,0.19047619047619
"504",8,3,75,0.285714285714286
"505",8,3,116,0.0476190476190476
"506",8,3,152,0.238095238095238
"507",8,3,178,0.19047619047619
"508",8,3,213,0.0476190476190476
"509",8,4,75,0.25
"510",8,4,227,0.25
"511",8,4,229,0.5
"512",8,6,75,0.324324324324324
"513",8,6,79,0.0135135135135135
"514",8,6,84,0.0135135135135135
"515",8,6,116,0.0135135135135135
"516",8,6,150,0.0405405405405405
"517",8,6,184,0.472972972972973
"518",8,6,185,0.027027027027027
"519",8,6,220,0.0945945945945946
"520",8,7,43,0.128378378378378
"521",8,7,67,0.027027027027027
"522",8,7,75,0.344594594594595
"523",8,7,97,0.00675675675675676
"524",8,7,102,0.00675675675675676
"525",8,7,116,0.0202702702702703
"526",8,7,119,0.0743243243243243
"527",8,7,120,0.0540540540540541
"528",8,7,147,0.0135135135135135
"529",8,7,155,0.00675675675675676
"530",8,7,203,0.0135135135135135
"531",8,7,220,0.0202702702702703
"532",8,7,225,0.283783783783784
"533",8,8,75,0.833333333333333
"534",8,8,116,0.0416666666666667
"535",8,8,117,0.0416666666666667
"536",8,8,120,0.0833333333333333
"537",8,10,75,0.2
"538",8,10,138,0.3
"539",8,10,226,0.5
"540",8,11,75,0.727272727272727
"541",8,11,83,0.0909090909090909
"542",8,11,135,0.181818181818182
"543",8,14,139,1
"544",8,15,150,0.333333333333333
"545",8,15,213,0.333333333333333
"546",8,15,234,0.333333333333333
"547",8,16,39,0.142857142857143
"548",8,16,46,0.142857142857143
"549",8,16,47,0.142857142857143
"550",8,16,75,0.5
"551",8,16,140,0.0714285714285714
"552",8,23,39,0.2
"553",8,23,46,0.2
"554",8,23,47,0.2
"555",8,23,75,0.2
"556",8,23,220,0.2
"557",8,24,75,0.457142857142857
"558",8,24,91,0.114285714285714
"559",8,24,226,0.428571428571429
"560",8,26,43,0.191919191919192
"561",8,26,46,0.0707070707070707
"562",8,26,75,0.0303030303030303
"563",8,26,102,0.0101010101010101
"564",8,26,104,0.0707070707070707
"565",8,26,116,0.0909090909090909
"566",8,26,117,0.0505050505050505
"567",8,26,139,0.161616161616162
"568",8,26,140,0.101010101010101
"569",8,26,152,0.111111111111111
"570",8,26,178,0.0101010101010101
"571",8,26,213,0.0909090909090909
"572",8,26,229,0.0101010101010101
"573",8,27,36,0.0188679245283019
"574",8,27,43,0.0566037735849057
"575",8,27,75,0.679245283018868
"576",8,27,94,0.0188679245283019
"577",8,27,116,0.0188679245283019
"578",8,27,119,0.0377358490566038
"579",8,27,158,0.150943396226415
"580",8,27,163,0.0188679245283019
"581",8,31,75,0.916666666666667
"582",8,31,203,0.0833333333333333
"583",8,34,75,0.25
"584",8,34,102,0.25
"585",8,34,118,0.25
"586",8,34,150,0.25
"587",9,1,65,0.0294117647058824
"588",9,1,71,0.0588235294117647
"589",9,1,73,0.0294117647058824
"590",9,1,75,0.0588235294117647
"591",9,1,93,0.0588235294117647
"592",9,1,139,0.147058823529412
"593",9,1,162,0.0294117647058824
"594",9,1,182,0.0294117647058824
"595",9,1,214,0.117647058823529
"596",9,1,222,0.0588235294117647
"597",9,1,223,0.0294117647058824
"598",9,1,224,0.0882352941176471
"599",9,1,225,0.0882352941176471
"600",9,1,226,0.176470588235294
"601",9,6,53,0.0222222222222222
"602",9,6,75,0.666666666666667
"603",9,6,119,0.133333333333333
"604",9,6,183,0.0666666666666667
"605",9,6,186,0.0222222222222222
"606",9,6,199,0.0222222222222222
"607",9,6,214,0.0444444444444444
"608",9,6,224,0.0222222222222222
"609",9,7,75,0.2
"610",9,7,104,0.0166666666666667
"611",9,7,119,0.283333333333333
"612",9,7,172,0.0166666666666667
"613",9,7,174,0.0333333333333333
"614",9,7,183,0.166666666666667
"615",9,7,214,0.0166666666666667
"616",9,7,224,0.0166666666666667
"617",9,7,225,0.25
"618",9,8,50,0.0588235294117647
"619",9,8,75,0.794117647058823
"620",9,8,116,0.0294117647058824
"621",9,8,158,0.0294117647058824
"622",9,8,165,0.0294117647058824
"623",9,8,214,0.0588235294117647
"624",9,14,226,1
"625",9,15,49,0.111111111111111
"626",9,15,71,0.222222222222222
"627",9,15,104,0.111111111111111
"628",9,15,133,0.111111111111111
"629",9,15,138,0.111111111111111
"630",9,15,139,0.111111111111111
"631",9,15,226,0.222222222222222
"632",9,18,75,1
"633",9,27,75,0.583333333333333
"634",9,27,139,0.0416666666666667
"635",9,27,149,0.0833333333333333
"636",9,27,174,0.125
"637",9,27,183,0.125
"638",9,27,205,0.0416666666666667
"639",9,29,71,0.0526315789473684
"640",9,29,139,0.315789473684211
"641",9,29,162,0.0526315789473684
"642",9,29,183,0.105263157894737
"643",9,29,224,0.157894736842105
"644",9,29,226,0.315789473684211
"645",9,30,49,0.2
"646",9,30,139,0.6
"647",9,30,214,0.2
"648",9,31,50,0.125
"649",9,31,54,0.125
"650",9,31,116,0.125
"651",9,31,138,0.25
"652",9,31,199,0.25
"653",9,31,204,0.125
"654",10,1,65,0.0196078431372549
"655",10,1,71,0.0980392156862745
"656",10,1,139,0.0392156862745098
"657",10,1,144,0.0980392156862745
"658",10,1,214,0.0784313725490196
"659",10,1,224,0.0196078431372549
"660",10,1,225,0.647058823529412
"661",10,2,46,0.5
"662",10,2,81,0.5
"663",10,6,71,0.0263157894736842
"664",10,6,75,0.263157894736842
"665",10,6,119,0.0263157894736842
"666",10,6,122,0.0263157894736842
"667",10,6,138,0.184210526315789
"668",10,6,183,0.421052631578947
"669",10,6,197,0.0263157894736842
"670",10,6,214,0.0263157894736842
"671",10,7,41,0.103448275862069
"672",10,7,75,0.160919540229885
"673",10,7,90,0.0114942528735632
"674",10,7,111,0.0344827586206897
"675",10,7,119,0.195402298850575
"676",10,7,138,0.0459770114942529
"677",10,7,139,0.0114942528735632
"678",10,7,183,0.126436781609195
"679",10,7,224,0.241379310344828
"680",10,7,225,0.0689655172413793
"681",10,8,75,0.727272727272727
"682",10,8,83,0.0303030303030303
"683",10,8,125,0.0303030303030303
"684",10,8,138,0.0303030303030303
"685",10,8,158,0.0303030303030303
"686",10,8,199,0.0303030303030303
"687",10,8,214,0.121212121212121
"688",10,10,46,0.2
"689",10,10,47,0.1
"690",10,10,49,0.2
"691",10,10,139,0.3
"692",10,10,200,0.2
"693",10,14,39,0.333333333333333
"694",10,14,46,0.333333333333333
"695",10,14,226,0.333333333333333
"696",10,15,46,0.0227272727272727
"697",10,15,49,0.113636363636364
"698",10,15,50,0.0227272727272727
"699",10,15,75,0.0227272727272727
"700",10,15,116,0.0227272727272727
"701",10,15,139,0.477272727272727
"702",10,15,170,0.0227272727272727
"703",10,15,182,0.0227272727272727
"704",10,15,183,0.113636363636364
"705",10,15,224,0.0227272727272727
"706",10,15,226,0.113636363636364
"707",10,15,234,0.0227272727272727
"708",10,23,39,0.285714285714286
"709",10,23,68,0.285714285714286
"710",10,23,138,0.285714285714286
"711",10,23,139,0.142857142857143
"712",10,27,50,0.171875
"713",10,27,75,0.75
"714",10,27,183,0.0625
"715",10,27,204,0.015625
"716",10,29,49,0.0285714285714286
"717",10,29,75,0.257142857142857
"718",10,29,124,0.0285714285714286
"719",10,29,138,0.0857142857142857
"720",10,29,139,0.0571428571428571
"721",10,29,144,0.0285714285714286
"722",10,29,162,0.0857142857142857
"723",10,29,183,0.0571428571428571
"724",10,29,224,0.0285714285714286
"725",10,29,226,0.314285714285714
"726",10,29,233,0.0285714285714286
"727",10,31,50,0.0769230769230769
"728",10,31,75,0.230769230769231
"729",10,31,121,0.0769230769230769
"730",10,31,138,0.0769230769230769
"731",10,31,165,0.0769230769230769
"732",10,31,183,0.461538461538462
"733",10,32,224,1
"734",11,2,46,0.2
"735",11,2,75,0.1
"736",11,2,95,0.1
"737",11,2,104,0.1
"738",11,2,116,0.1
"739",11,2,117,0.3
"740",11,2,119,0.1
"741",11,3,75,1
"742",11,6,75,0.84375
"743",11,6,107,0.03125
"744",11,6,111,0.03125
"745",11,6,138,0.0625
"746",11,6,139,0.03125
"747",11,7,75,0.592105263157895
"748",11,7,85,0.0131578947368421
"749",11,7,89,0.0263157894736842
"750",11,7,138,0.0921052631578947
"751",11,7,139,0.0263157894736842
"752",11,7,223,0.0131578947368421
"753",11,7,225,0.236842105263158
"754",11,8,46,0.0277777777777778
"755",11,8,75,0.402777777777778
"756",11,8,80,0.0138888888888889
"757",11,8,85,0.0277777777777778
"758",11,8,89,0.0277777777777778
"759",11,8,96,0.0277777777777778
"760",11,8,104,0.0138888888888889
"761",11,8,107,0.0277777777777778
"762",11,8,114,0.0138888888888889
"763",11,8,116,0.125
"764",11,8,117,0.0555555555555556
"765",11,8,119,0.0138888888888889
"766",11,8,138,0.0694444444444444
"767",11,8,139,0.0277777777777778
"768",11,8,143,0.0138888888888889
"769",11,8,144,0.0138888888888889
"770",11,8,160,0.0138888888888889
"771",11,8,161,0.0277777777777778
"772",11,8,176,0.0138888888888889
"773",11,8,200,0.0138888888888889
"774",11,8,214,0.0277777777777778
"775",11,19,81,0.1
"776",11,19,137,0.1
"777",11,19,139,0.1
"778",11,19,148,0.1
"779",11,19,169,0.1
"780",11,19,204,0.1
"781",11,19,226,0.4
"782",11,27,75,0.903225806451613
"783",11,27,105,0.032258064516129
"784",11,27,144,0.032258064516129
"785",11,27,219,0.032258064516129
"786",11,31,75,0.8
"787",11,31,160,0.2
"788",12,2,46,0.375
"789",12,2,75,0.125
"790",12,2,95,0.125
"791",12,2,116,0.25
"792",12,2,235,0.125
"793",12,3,75,0.714285714285714
"794",12,3,175,0.142857142857143
"795",12,3,178,0.142857142857143
"796",12,6,75,0.857142857142857
"797",12,6,89,0.0357142857142857
"798",12,6,116,0.0357142857142857
"799",12,6,160,0.0357142857142857
"800",12,6,191,0.0357142857142857
"801",12,7,75,0.363636363636364
"802",12,7,77,0.0181818181818182
"803",12,7,89,0.0181818181818182
"804",12,7,99,0.0181818181818182
"805",12,7,104,0.0181818181818182
"806",12,7,119,0.0181818181818182
"807",12,7,138,0.0181818181818182
"808",12,7,139,0.0363636363636364
"809",12,7,175,0.0181818181818182
"810",12,7,193,0.0181818181818182
"811",12,7,195,0.0181818181818182
"812",12,7,225,0.436363636363636
"813",12,8,60,0.0105263157894737
"814",12,8,75,0.442105263157895
"815",12,8,79,0.0210526315789474
"816",12,8,85,0.0105263157894737
"817",12,8,93,0.0105263157894737
"818",12,8,96,0.115789473684211
"819",12,8,104,0.0105263157894737
"820",12,8,112,0.0105263157894737
"821",12,8,116,0.0315789473684211
"822",12,8,119,0.0315789473684211
"823",12,8,138,0.0631578947368421
"824",12,8,139,0.0947368421052632
"825",12,8,144,0.0421052631578947
"826",12,8,160,0.0526315789473684
"827",12,8,174,0.0105263157894737
"828",12,8,203,0.0105263157894737
"829",12,8,213,0.0105263157894737
"830",12,8,219,0.0210526315789474
"831",12,27,75,0.934782608695652
"832",12,27,90,0.0217391304347826
"833",12,27,99,0.0217391304347826
