"layer_from","layer_to","ave","sd","mean_distance","type","mean_dist_in_km"
1,2,0.222222222222222,NA,305248.84735,"empirical",305.24884735
1,3,0.130434782608696,NA,244280.590775,"empirical",244.280590775
1,4,0.0740740740740741,NA,339381.7762,"empirical",339.3817762
1,5,0.103448275862069,NA,389094.179225,"empirical",389.094179225
1,6,0.115384615384615,NA,390008.86975,"empirical",390.00886975
2,3,0.523809523809524,NA,190474.59875,"empirical",190.47459875
2,4,0.25,NA,284225.3518,"empirical",284.2253518
2,5,0.310344827586207,NA,337055.48055,"empirical",337.05548055
2,6,0.346153846153846,NA,376892.630125,"empirical",376.892630125
2,7,0.12,NA,455676.643375,"empirical",455.676643375
3,4,0.392857142857143,NA,116460.649125,"empirical",116.460649125
3,5,0.4,NA,173858.830325,"empirical",173.858830325
3,6,0.5,NA,200274.260075,"empirical",200.274260075
3,7,0.230769230769231,NA,274346.546,"empirical",274.346546
4,5,0.551724137931034,NA,57464.1820425,"empirical",57.4641820425
4,6,0.555555555555556,NA,92999.56344,"empirical",92.99956344
4,7,0.25,NA,172763.448,"empirical",172.763448
5,6,0.5,NA,52751.492455,"empirical",52.751492455
5,7,0.461538461538462,NA,129414.4136,"empirical",129.4144136
6,7,0.346153846153846,NA,80112.73198,"empirical",80.11273198
1,2,0.226815874350695,0.0816423434194792,305248.84735,"null_pollinators",305.24884735
1,3,0.166293169096415,0.0726473264476164,244280.590775,"null_pollinators",244.280590775
1,4,0.140801972933935,0.0670903818440129,339381.7762,"null_pollinators",339.3817762
1,5,0.154722984006341,0.0676949612176848,389094.179225,"null_pollinators",389.094179225
1,6,0.15749035883251,0.0730162097666559,390008.86975,"null_pollinators",390.00886975
1,7,0.118383957725094,0.0671843148569695,437371.016375,"null_pollinators",437.371016375
2,3,0.208753561497733,0.0854646392710568,190474.59875,"null_pollinators",190.47459875
2,4,0.18579398008793,0.0770050782913792,284225.3518,"null_pollinators",284.2253518
2,5,0.182161645366197,0.0731641973778525,337055.48055,"null_pollinators",337.05548055
2,6,0.199426501384234,0.0821641436458516,376892.630125,"null_pollinators",376.892630125
2,7,0.133685496564205,0.0709641244773548,455676.643375,"null_pollinators",455.676643375
3,4,0.151872760320356,0.0745946361192306,116460.649125,"null_pollinators",116.460649125
3,5,0.162220129684158,0.0751134882124402,173858.830325,"null_pollinators",173.858830325
3,6,0.165998207796003,0.0802844997924358,200274.260075,"null_pollinators",200.274260075
3,7,0.114926907238365,0.0684186619584512,274346.546,"null_pollinators",274.346546
4,5,0.213944599747272,0.0826663628374342,57464.1820425,"null_pollinators",57.4641820425
4,6,0.19044259331622,0.0760920713760165,92999.56344,"null_pollinators",92.99956344
4,7,0.175305052799812,0.0827942646890326,172763.448,"null_pollinators",172.763448
