"","layer_from","node_from","layer_to","node_to","weight"
"102",1,28,2,28,4.5
"103",2,28,3,28,0.222222222222222
"104",3,28,4,28,3.5
"105",1,30,2,30,0.467213114754098
"106",2,30,3,30,2.59649122807018
"107",3,30,4,30,1.58783783783784
"108",4,30,5,30,1.79574468085106
"109",5,30,6,30,0.459715639810427
"110",1,31,2,31,2
"111",2,31,3,31,2
"112",1,32,2,32,0.347368421052632
"113",2,32,3,32,5.24242424242424
"114",3,32,4,32,1.66473988439306
"115",4,32,5,32,0.868055555555556
"116",5,32,6,32,0.528
"117",1,33,2,33,0.581196581196581
"118",2,33,3,33,3.97058823529412
"119",3,33,4,33,0.7
"120",4,33,5,33,1.01058201058201
"121",5,33,6,33,0.680628272251309
"122",4,34,5,34,2.12
"123",5,34,6,34,2.67924528301887
"124",4,35,5,35,0.0769230769230769
"125",1,36,2,36,0.214285714285714
"126",2,36,3,36,3.33333333333333
"127",3,36,4,36,2.35714285714286
"128",4,36,5,36,1.37575757575758
"129",5,36,6,36,0.348017621145374
"130",4,37,5,37,0.333333333333333
"131",1,38,2,38,0.333333333333333
"132",2,38,3,38,4.5
"133",3,38,4,38,1.81481481481481
"134",4,38,5,38,1.53061224489796
"135",5,38,6,38,0.4
"136",1,39,2,39,0.444444444444444
"137",2,39,3,39,0.75
"138",1,40,2,40,0.24007561436673
"139",2,40,3,40,3.80314960629921
"140",3,40,4,40,2.27743271221532
"141",4,40,5,40,3.00090909090909
"142",5,40,6,40,0.840957285671009
"143",1,41,2,41,1
"144",2,41,3,41,1.1
"145",3,41,4,41,0.318181818181818
"146",4,41,5,41,0.742857142857143
"147",5,41,6,41,1.92307692307692
"148",1,42,2,42,0.357142857142857
"149",2,42,3,42,3.4
"150",3,42,4,42,1.29411764705882
"151",4,42,5,42,1.95454545454545
"152",5,42,6,42,0.395348837209302
"153",1,43,2,43,0.90625
"154",2,43,3,43,1.58620689655172
"155",3,43,4,43,1.17391304347826
"156",4,43,5,43,1.66666666666667
"157",5,43,6,43,0.4
"158",1,44,2,44,0.571428571428571
"159",2,44,3,44,4.41666666666667
"160",3,44,4,44,1.39622641509434
"161",4,44,5,44,1.43243243243243
"162",5,44,6,44,0.575471698113208
"163",1,45,2,45,1.4
"164",2,45,3,45,22.4285714285714
"165",3,45,4,45,0.0191082802547771
"166",4,45,5,45,0.333333333333333
"167",5,45,6,45,9
"168",2,46,3,46,6
"169",3,46,4,46,0.5
"170",4,46,5,46,1.66666666666667
"171",5,46,6,46,0.2
"172",1,47,2,47,4
"173",2,47,3,47,0.333333333333333
"174",1,50,2,50,1.875
"175",2,50,3,50,4.06666666666667
"176",3,50,4,50,0.594262295081967
"177",4,50,5,50,0.317241379310345
"178",5,50,6,50,2.10869565217391
"179",1,51,2,51,1.17543859649123
"180",2,51,3,51,0.970149253731343
"181",3,51,4,51,10.6923076923077
"182",4,51,5,51,1.64028776978417
"183",5,51,6,51,0.419298245614035
"184",5,55,6,55,0.333333333333333
"185",3,57,4,57,1
"186",4,57,5,57,5.5
"187",5,57,6,57,0.181818181818182
"188",1,59,2,59,11
"189",2,59,3,59,3.77272727272727
"190",3,59,4,59,0.176706827309237
"191",4,59,5,59,0.136363636363636
"192",5,59,6,59,1.33333333333333
"193",1,60,2,60,1.5
"194",2,60,3,60,7.66666666666667
"195",5,60,6,60,5.52380952380952
"196",3,62,4,62,3
"197",4,62,5,62,1
"198",5,62,6,62,1.60606060606061
"199",1,63,2,63,18
"200",2,63,3,63,1.38888888888889
"201",3,63,4,63,0.352
"202",4,63,5,63,0.886363636363636
"203",5,63,6,63,0.743589743589744
"204",1,64,2,64,0.5
"205",2,64,3,64,7.6
"206",3,64,4,64,0.0526315789473684
"207",1,69,2,69,0.5
"208",2,69,3,69,4
"209",3,69,4,69,3.25
"210",4,69,5,69,1
"211",1,70,2,70,1.25
"212",2,70,3,70,4.6
"213",3,70,4,70,2.26086956521739
"214",4,70,5,70,0.923076923076923
"215",5,70,6,70,0.0625
"216",1,73,2,73,0.5
"217",2,73,3,73,0.5
"218",3,73,4,73,1
"219",4,73,5,73,3
"220",2,74,3,74,1
"221",2,77,3,77,4.5
"222",3,77,4,77,0.111111111111111
"223",1,78,2,78,1.33333333333333
"224",2,78,3,78,3.75
"225",3,78,4,78,0.133333333333333
"226",4,79,5,79,2
"227",5,79,6,79,1
"228",2,80,3,80,0.703703703703704
"229",1,81,2,81,1.58426966292135
"230",2,81,3,81,2.23404255319149
"231",3,81,4,81,1.92063492063492
"232",4,81,5,81,1.02809917355372
"233",5,81,6,81,0.27491961414791
"234",1,82,2,82,1.33333333333333
"235",2,82,3,82,5.375
"236",3,82,4,82,1.18604651162791
"237",4,82,5,82,2.74509803921569
"238",5,82,6,82,0.0785714285714286
"239",1,83,2,83,11
"240",2,83,3,83,0.863636363636364
"241",3,83,4,83,0.526315789473684
"242",4,83,5,83,6
"243",5,83,6,83,0.233333333333333
"244",1,84,2,84,1.9375
"245",2,84,3,84,0.516129032258065
"246",3,84,4,84,5.125
"247",4,84,5,84,0.75609756097561
"248",5,84,6,84,0.467741935483871
"249",2,85,3,85,24.6666666666667
"250",3,85,4,85,0.108108108108108
"251",4,85,5,85,0.75
"252",5,85,6,85,0.166666666666667
