"node_id","module","layer_id","flow","type","species","trial_num"
34,10,4,0.000809274,"plant","Plocama.pendula",0.1
34,10,6,0.000824309,"plant","Plocama.pendula",0.1
35,1,3,0.00396258,"plant","Rubia.fruticosa",0.1
35,1,5,0.00206024,"plant","Rubia.fruticosa",0.1
35,1,6,0.00324671,"plant","Rubia.fruticosa",0.1
35,1,7,0.00126087,"plant","Rubia.fruticosa",0.1
36,17,2,0.000783059,"plant","Salvia.aegyptiaca",0.1
36,2,6,0.000238732,"plant","Salvia.aegyptiaca",0.1
37,24,4,0.00107512,"plant","Satureja.kuegleri",0.1
37,24,7,0.000164686,"plant","Satureja.kuegleri",0.1
38,8,3,0.00207811,"plant","Schizogyne.sericea",0.1
38,8,4,0.00646306,"plant","Schizogyne.sericea",0.1
38,8,5,0.00270907,"plant","Schizogyne.sericea",0.1
38,8,7,0.00391559,"plant","Schizogyne.sericea",0.1
39,20,1,0.00203816,"plant","Zilla.spinosa",0.1
40,13,3,0.000136223,"pollinator","Agromyzidae_sp._1",0.1
40,3,4,0.000400872,"pollinator","Agromyzidae_sp._1",0.1
41,1,5,5.42485e-05,"pollinator","Agromyzidae?_sp._2",0.1
42,4,3,0.000128639,"pollinator","Alliophleps_elliptica",0.1
43,5,5,0.000117725,"pollinator","Amegilla_canifrons",0.1
44,5,3,0.000730714,"pollinator","Amegilla_quadrifasciata",0.1
44,18,4,0.00160535,"pollinator","Amegilla_quadrifasciata",0.1
44,5,5,0.000629239,"pollinator","Amegilla_quadrifasciata",0.1
44,5,6,0.00112949,"pollinator","Amegilla_quadrifasciata",0.1
45,6,1,0.00209258,"pollinator","Amegilla_sp.",0.1
46,15,4,7.88172e-05,"pollinator","Ammophila_terminata",0.1
47,2,6,0.000574929,"pollinator","Anaspis_cf._canariensis",0.1
48,4,2,0.000195298,"pollinator","Anaspis_cf._eversi",0.1
49,2,1,0.000114489,"pollinator","Anaspis_cf._saharensis",0.1
50,2,2,0.00106841,"pollinator","Anaspis_proteus",0.1
50,2,3,0.00304098,"pollinator","Anaspis_proteus",0.1
50,2,4,0.00260124,"pollinator","Anaspis_proteus",0.1
50,2,5,0.00529422,"pollinator","Anaspis_proteus",0.1
51,12,1,0.000282285,"pollinator","Andrena_vachali",0.1
52,13,3,0.000623725,"pollinator","Andrena_vulcana",0.1
53,2,3,3.70514e-05,"pollinator","Andrena_wollastoni",0.1
54,4,1,0.00111769,"pollinator","Anthaxia_sp._1",0.1
55,5,2,0.00377025,"pollinator","Anthophora_alluaudi",0.1
55,5,3,0.00307434,"pollinator","Anthophora_alluaudi",0.1
55,5,4,0.00150228,"pollinator","Anthophora_alluaudi",0.1
55,5,5,0.00281814,"pollinator","Anthophora_alluaudi",0.1
55,5,6,0.0023279,"pollinator","Anthophora_alluaudi",0.1
55,5,7,0.00171929,"pollinator","Anthophora_alluaudi",0.1
56,5,3,0.00027336,"pollinator","Anthophora_orotavae",0.1
56,18,4,0.000492019,"pollinator","Anthophora_orotavae",0.1
56,5,5,0.000476444,"pollinator","Anthophora_orotavae",0.1
56,6,6,0.000363314,"pollinator","Anthophora_orotavae",0.1
57,5,1,0.000111832,"pollinator","Anthophora_sp._1",0.1
58,5,1,0.000111832,"pollinator","Anthophora_sp._aff._orotavae",0.1
59,2,2,0.000574808,"pollinator","Aphthona_wachnitzae",0.1
60,10,3,0.000883395,"pollinator","Apis_mellifera",0.1
60,10,4,0.00137232,"pollinator","Apis_mellifera",0.1
60,10,5,0.000446216,"pollinator","Apis_mellifera",0.1
60,10,6,0.00154296,"pollinator","Apis_mellifera",0.1
61,12,1,8.50577e-05,"pollinator","Aplocnemus_sp._2",0.1
62,1,4,0.000238053,"pollinator","Aprostocetus_occidentalis",0.1
62,1,6,0.00126877,"pollinator","Aprostocetus_occidentalis",0.1
63,4,1,0.000223539,"pollinator","Aprostocetus_sp._1",0.1
64,1,4,0.000114377,"pollinator","Aprostocetus_sp._2",0.1
65,2,1,5.72444e-05,"pollinator","Arachnospila_sp.",0.1
66,3,2,3.76447e-05,"pollinator","Araneae_sp._1",0.1
67,3,6,6.52056e-05,"pollinator","Araneidae_sp._1",0.1
68,1,6,0.000113489,"pollinator","Araneidae_sp._2",0.1
69,2,2,0.000119868,"pollinator","Asteia_caesia",0.1
70,3,3,4.52024e-05,"pollinator","Atherigona_varia",0.1
71,4,2,9.76488e-05,"pollinator","Attagenus_abbreviatus",0.1
72,12,1,0.00044514,"pollinator","Attagenus_sp._1",0.1
73,4,3,0.000482705,"pollinator","Attagenus_wollastoni",0.1
73,4,4,0.000436047,"pollinator","Attagenus_wollastoni",0.1
74,4,2,9.76488e-05,"pollinator","Attalus_chrysanthemi",0.1
75,1,7,7.87419e-05,"pollinator","Attalus_crispus",0.1
76,4,3,0.00231555,"pollinator","Attalus_obscurus",0.1
77,2,2,0.00139893,"pollinator","Attalus_olivensis",0.1
78,1,5,0.000114546,"pollinator","Attalus_pallipes",0.1
79,2,4,8.4715e-05,"pollinator","Attalus_ruficollis",0.1
80,7,6,0.000184259,"pollinator","Attalus_rugifrons",0.1
81,2,2,0.00160403,"pollinator","Aulacoderus_canariensis",0.1
81,7,5,0.000215456,"pollinator","Aulacoderus_canariensis",0.1
82,3,1,0.000191759,"pollinator","Axinotarsus_sp._1",0.1
83,2,5,0.000178621,"pollinator","Bassus_sp.",0.1
84,3,2,0.000270469,"pollinator","Blaesoxipha_sp._1",0.1
84,1,4,0.000236663,"pollinator","Blaesoxipha_sp._1",0.1
84,5,6,0.000720616,"pollinator","Blaesoxipha_sp._1",0.1
85,13,3,7.92052e-05,"pollinator","Bombylius_pintuarius",0.1
86,20,1,0.000423454,"pollinator","Bombylius_sp._1",0.1
87,2,4,0.000116918,"pollinator","Bracon_sp.",0.1
87,2,5,7.97315e-05,"pollinator","Bracon_sp.",0.1
88,7,6,0.00100543,"pollinator","Bruchidius_wollastoni",0.1
89,4,2,0.000390595,"pollinator","Campiglossa_martii",0.1
90,7,6,9.21297e-05,"pollinator","Campiglossa_reticulata",0.1
91,17,2,0.00173453,"pollinator","Camponotus_cfr._feae",0.1
92,1,2,0.00720552,"pollinator","Camponotus_feae",0.1
92,1,3,0.0204204,"pollinator","Camponotus_feae",0.1
92,1,4,0.025626,"pollinator","Camponotus_feae",0.1
92,1,5,0.0270495,"pollinator","Camponotus_feae",0.1
92,1,6,0.0207829,"pollinator","Camponotus_feae",0.1
92,1,7,0.0269972,"pollinator","Camponotus_feae",0.1
93,2,2,3.99559e-05,"pollinator","Cecidomyiidae_sp.",0.1
94,2,7,6.9176e-05,"pollinator","Cecydomyiidae_sp.",0.1
95,4,2,0.000135449,"pollinator","Cephalodromia_sp.",0.1
95,8,3,0.000152164,"pollinator","Cephalodromia_sp.",0.1
96,3,5,9.16937e-05,"pollinator","Ceratogoponidae_sp.",0.1
96,1,7,0.000190611,"pollinator","Ceratogoponidae_sp.",0.1
97,1,7,7.87419e-05,"pollinator","Ceratogoponidae_sp._2",0.1
98,4,4,0.000366287,"pollinator","Chalicodoma_canescens",0.1
98,5,6,0.000852468,"pollinator","Chalicodoma_canescens",0.1
98,16,7,0.000617184,"pollinator","Chalicodoma_canescens",0.1
99,19,1,0.000269097,"pollinator","Chalicodoma_sicula",0.1
99,4,2,0.000339782,"pollinator","Chalicodoma_sicula",0.1
100,20,1,0.000465906,"pollinator","Chalicodoma_sp.",0.1
101,2,1,0.00030305,"pollinator","Chetogena_acuminata",0.1
101,17,2,0.000688497,"pollinator","Chetogena_acuminata",0.1
101,3,3,0.000291654,"pollinator","Chetogena_acuminata",0.1
101,1,4,0.000357119,"pollinator","Chetogena_acuminata",0.1
101,1,5,0.000375492,"pollinator","Chetogena_acuminata",0.1
101,1,6,0.000327185,"pollinator","Chetogena_acuminata",0.1
102,3,5,5.0923e-05,"pollinator","Chironomidae_sp.",0.1
103,1,7,0.000305402,"pollinator","Chironomidae_sp._1",0.1
104,12,1,0.000373968,"pollinator","Chloropidae_sp.",0.1
104,2,5,9.95945e-05,"pollinator","Chloropidae_sp.",0.1
105,17,2,0.000320938,"pollinator","Chloropidae_sp._1",0.1
106,2,2,7.70591e-05,"pollinator","Chloropidae_sp._2",0.1
106,2,3,0.00014315,"pollinator","Chloropidae_sp._2",0.1
107,2,7,0.000433905,"pollinator","Chloropidae_sp._3",0.1
108,2,6,9.77251e-05,"pollinator","Chloropidae_sp._4",0.1
108,1,7,0.000100973,"pollinator","Chloropidae_sp._4",0.1
109,1,4,0.000100043,"pollinator","Chloropidae_sp._5",0.1
109,6,5,0.000220209,"pollinator","Chloropidae_sp._5",0.1
110,1,4,5.69852e-05,"pollinator","Chloropidae_sp._6",0.1
111,3,2,0.000791437,"pollinator","Chrysomya_albiceps",0.1
111,3,3,0.00110383,"pollinator","Chrysomya_albiceps",0.1
111,1,4,0.00246531,"pollinator","Chrysomya_albiceps",0.1
111,7,6,0.000582502,"pollinator","Chrysomya_albiceps",0.1
111,1,7,0.000483024,"pollinator","Chrysomya_albiceps",0.1
112,1,3,8.18959e-05,"pollinator","Coccinella_miranda",0.1
112,1,5,8.66185e-05,"pollinator","Coccinella_miranda",0.1
113,4,1,0.00103528,"pollinator","Coleoptera_sp._5",0.1
114,5,7,0.000266799,"pollinator","Colias_croceus",0.1
115,10,3,0.000543389,"pollinator","Colletes_dimidiatus",0.1
115,1,7,0.00109168,"pollinator","Colletes_dimidiatus",0.1
116,5,1,0.00128157,"pollinator","Colletes1?_Waiting<85>",0.1
117,3,1,5.33506e-05,"pollinator","Colletes2?_Waiting<85>",0.1
118,2,5,4.46553e-05,"pollinator","Crematogaster_alluaudi",0.1
119,2,1,5.72444e-05,"pollinator","Crematogaster_scutellaris",0.1
120,2,5,4.46553e-05,"pollinator","Cryptocephalus_gounellei",0.1
121,2,7,0.000136556,"pollinator","Cryptocephalus_nitidicollis",0.1
122,2,2,0.000119868,"pollinator","Cryptocephalus_nubigena",0.1
123,3,3,4.52024e-05,"pollinator","Curculionidae_sp.",0.1
124,8,5,0.000227915,"pollinator","Dasytes_cf._subaenescens",0.1
125,4,2,0.000585893,"pollinator","Dasytes_lanzarotensis",0.1
126,9,5,0.0019603,"pollinator","Dasytes_subaenescens",0.1
126,9,6,0.000399857,"pollinator","Dasytes_subaenescens",0.1
126,9,7,0.00057932,"pollinator","Dasytes_subaenescens",0.1
127,1,7,6.73795e-05,"pollinator","Delia_flavibasis",0.1
128,4,2,0.000292946,"pollinator","Diglyphus_chabrias",0.1
129,1,7,0.000226377,"pollinator","Dilophus_hiemalis",0.1
130,4,3,0.000250886,"pollinator","Dinarmoides_spilopterus",0.1
130,4,4,0.000255531,"pollinator","Dinarmoides_spilopterus",0.1
131,5,2,0.000760501,"pollinator","Dischistus_atlanticus",0.1
132,7,5,6.54668e-05,"pollinator","Elasmus_platyedrae",0.1
133,2,6,0.000226372,"pollinator","Empididae_sp._1",0.1
133,3,7,0.000112427,"pollinator","Empididae_sp._1",0.1
134,1,7,7.87419e-05,"pollinator","Empis_sp._1",0.1
135,7,4,0.000118124,"pollinator","Eristalinus_aeneus",0.1
135,7,5,0.000100636,"pollinator","Eristalinus_aeneus",0.1
136,13,3,0.000182925,"pollinator","Eristalinus_taeniops",0.1
136,1,4,0.000546487,"pollinator","Eristalinus_taeniops",0.1
136,1,7,0.000182492,"pollinator","Eristalinus_taeniops",0.1
137,1,4,0.000148376,"pollinator","Eristalis_tenax",0.1
137,7,5,0.000102974,"pollinator","Eristalis_tenax",0.1
138,9,5,0.00135959,"pollinator","Estheria_simonyi",0.1
138,1,6,0.000562116,"pollinator","Estheria_simonyi",0.1
138,1,7,0.0016022,"pollinator","Estheria_simonyi",0.1
139,13,3,0.000546422,"pollinator","Eucera_gracilipes",0.1
139,9,5,0.00120602,"pollinator","Eucera_gracilipes",0.1
139,5,7,0.000891381,"pollinator","Eucera_gracilipes",0.1
140,8,4,0.000307266,"pollinator","Euderus_sp.",0.1
140,8,5,0.00022828,"pollinator","Euderus_sp.",0.1
140,8,7,0.000492962,"pollinator","Euderus_sp.",0.1
141,2,5,0.00137348,"pollinator","Eumerus_latitarsis",0.1
141,2,6,0.00283925,"pollinator","Eumerus_latitarsis",0.1
141,2,7,0.000868028,"pollinator","Eumerus_latitarsis",0.1
142,2,5,0.000530322,"pollinator","Eumerus_nivariae",0.1
143,4,4,0.000163186,"pollinator","Eupelmus_sp.",0.1
143,1,6,0.00015214,"pollinator","Eupelmus_sp.",0.1
144,3,6,6.52056e-05,"pollinator","Eupelmus_testaceiventris",0.1
145,6,2,0.000222633,"pollinator","Eurytoma_sp._1",0.1
145,4,4,0.000294021,"pollinator","Eurytoma_sp._1",0.1
146,4,2,0.000133245,"pollinator","Eurytoma_sp._2",0.1
146,6,6,0.00012365,"pollinator","Eurytoma_sp._2",0.1
147,2,1,0.000114489,"pollinator","Eurytoma_sp._3",0.1
148,1,6,8.27475e-05,"pollinator","Exetastes_segmentarius",0.1
149,13,3,7.92052e-05,"pollinator","Exhyalanthrax_canarionae",0.1
150,1,4,0.000170956,"pollinator","Fannia_sp.",0.1
151,13,3,7.92052e-05,"pollinator","Gasteruption_sp.",0.1
152,1,5,5.42485e-05,"pollinator","Geometridae_sp.",0.1
153,4,2,9.76488e-05,"pollinator","Geometridae_sp._2",0.1
154,24,4,0.000136398,"pollinator","Gnaphosidae_sp._1",0.1
155,21,2,0.000387521,"pollinator","Goniozus_sp.",0.1
156,4,6,0.000104003,"pollinator","Halictus_fulvipes",0.1
157,7,4,8.43056e-05,"pollinator","Holepyris_sp.",0.1
158,1,5,0.000267584,"pollinator","Hylaeus_ater",0.1
159,13,3,0.000633641,"pollinator","Hylaeus_hohmanni",0.1
160,4,1,0.000673336,"pollinator","Hylaeus_sp.",0.1
161,20,1,0.000249107,"pollinator","Hym._Waiting<85>.",0.1
162,16,7,0.000478772,"pollinator","Lasioglossum_arctifrons",0.1
163,10,2,0.000667965,"pollinator","Lasioglossum_loetum",0.1
163,10,3,0.00171356,"pollinator","Lasioglossum_loetum",0.1
163,10,4,0.000655337,"pollinator","Lasioglossum_loetum",0.1
163,10,5,0.000753463,"pollinator","Lasioglossum_loetum",0.1
163,10,6,0.00259485,"pollinator","Lasioglossum_loetum",0.1
163,10,7,0.00204939,"pollinator","Lasioglossum_loetum",0.1
164,4,1,0.00100295,"pollinator","Lasioglossum_phoenicurum",0.1
165,11,3,0.00297622,"pollinator","Lasioglossum_viride",0.1
165,11,4,0.00209266,"pollinator","Lasioglossum_viride",0.1
165,11,5,0.00409063,"pollinator","Lasioglossum_viride",0.1
165,11,6,0.00602159,"pollinator","Lasioglossum_viride",0.1
165,11,7,0.00271641,"pollinator","Lasioglossum_viride",0.1
166,9,5,0.000925845,"pollinator","Leptochilus_cruentatus",0.1
167,2,4,0.000122737,"pollinator","Leptochilus_eatoni",0.1
167,8,5,0.000155039,"pollinator","Leptochilus_eatoni",0.1
168,5,2,0.00100032,"pollinator","Leptochilus_fortunatus",0.1
169,1,7,7.87419e-05,"pollinator","Linnaemyia_soror",0.1
170,14,1,0.00329188,"pollinator","Lucilia_sericata",0.1
170,14,2,0.00176918,"pollinator","Lucilia_sericata",0.1
170,14,3,0.00108001,"pollinator","Lucilia_sericata",0.1
170,14,4,0.00180607,"pollinator","Lucilia_sericata",0.1
170,14,6,0.00119136,"pollinator","Lucilia_sericata",0.1
170,14,7,0.00110915,"pollinator","Lucilia_sericata",0.1
171,2,1,0.000858666,"pollinator","Lucilia_sp._1",0.1
172,12,1,0.000117103,"pollinator","Macrocoma_cf._henoni",0.1
173,1,4,0.000114377,"pollinator","Macrocoma_splendens",0.1
174,1,3,4.91609e-05,"pollinator","Macroglossum_stellatarum",0.1
175,2,5,0.000159202,"pollinator","Malthinus_mutabilis",0.1
176,1,4,0.000180505,"pollinator","Megachile_canariensis",0.1
176,16,7,0.000518762,"pollinator","Megachile_canariensis",0.1
177,1,6,0.000132338,"pollinator","Megaselia_sp._1",0.1
178,4,5,0.000965327,"pollinator","Megaselia_sp._2",0.1
179,13,3,7.92052e-05,"pollinator","Melecta_curvispina",0.1
180,20,1,0.000249107,"pollinator","Melecta_sp.",0.1
181,9,5,0.00162671,"pollinator","Meligethes_canariensis",0.1
182,23,4,0.000297397,"pollinator","Meligethes_cf._canariensis",0.1
183,2,2,3.99559e-05,"pollinator","Milichiidae_sp.",0.1
184,2,5,4.46553e-05,"pollinator","Minotetrastichus_sp.",0.1
185,15,4,0.000135802,"pollinator","Monomorium_subopacum",0.1
186,1,4,0.000114377,"pollinator","Mordellistena_cf._canariensis",0.1
187,1,1,0.000524009,"pollinator","Musca_domestica",0.1
187,1,3,0.00115162,"pollinator","Musca_domestica",0.1
187,1,4,0.000759453,"pollinator","Musca_domestica",0.1
187,1,5,0.000768428,"pollinator","Musca_domestica",0.1
187,1,6,0.00046416,"pollinator","Musca_domestica",0.1
188,2,1,0.000146325,"pollinator","Musca_osiris",0.1
188,3,2,7.49933e-05,"pollinator","Musca_osiris",0.1
189,2,1,0.000511306,"pollinator","Musca_sorbens",0.1
190,7,5,0.000146706,"pollinator","Myathropa_florea",0.1
190,1,7,0.000714326,"pollinator","Myathropa_florea",0.1
191,1,7,0.000157484,"pollinator","Mycetophilidae_sp._1",0.1
192,8,4,0.0031221,"pollinator","Myopites_nigrescens",0.1
192,8,6,0.000976,"pollinator","Myopites_nigrescens",0.1
192,8,7,0.00369018,"pollinator","Myopites_nigrescens",0.1
193,1,5,8.80347e-05,"pollinator","Neodryophilus_cryptophagoides",0.1
193,1,7,0.000100224,"pollinator","Neodryophilus_cryptophagoides",0.1
194,12,1,0.00465821,"pollinator","Nomioides_deceptor",0.1
195,23,4,0.000297397,"pollinator","Nomioides_fortunatus",0.1
196,5,1,0.00100648,"pollinator","Nomioides_sp.",0.1
197,2,2,8.36732e-05,"pollinator","Nyctia_lugubris",0.1
197,1,6,0.000228744,"pollinator","Nyctia_lugubris",0.1
198,4,1,0.000111769,"pollinator","Ormyrus_sp._1",0.1
199,13,3,0.000880701,"pollinator","Oscinella_sp._1",0.1
199,7,4,0.000262707,"pollinator","Oscinella_sp._1",0.1
200,2,4,0.00016943,"pollinator","Oscinella_sp._2",0.1
201,21,2,0.000387521,"pollinator","Oscinimorpha_sp.",0.1
202,22,3,0.0016216,"pollinator","Osmia_canaria",0.1
202,16,7,0.000630119,"pollinator","Osmia_canaria",0.1
203,4,3,0.000295131,"pollinator","Osmia_latreillei",0.1
203,4,6,0.00015285,"pollinator","Osmia_latreillei",0.1
204,7,4,0.000168611,"pollinator","Oxyopes_cf._kraepelinorum",0.1
205,2,6,6.3881e-05,"pollinator","Oxyopes_kraepelinorum",0.1
206,4,1,0.000373136,"pollinator","Paragus_tibialis",0.1
206,4,2,0.000152524,"pollinator","Paragus_tibialis",0.1
207,1,6,0.000362573,"pollinator","Paratrechina_longicornis",0.1
207,1,7,0.000132801,"pollinator","Paratrechina_longicornis",0.1
208,1,7,0.000168109,"pollinator","Perilampus_sp._1",0.1
209,1,7,7.87419e-05,"pollinator","Perilampus_sp._2",0.1
210,2,2,9.43261e-05,"pollinator","Phalacrus_coruscus",0.1
210,8,7,0.000366605,"pollinator","Phalacrus_coruscus",0.1
211,10,3,0.000194347,"pollinator","Phthiria_simonyi",0.1
211,9,5,0.00071367,"pollinator","Phthiria_simonyi",0.1
211,1,7,0.000215335,"pollinator","Phthiria_simonyi",0.1
212,2,1,9.46705e-05,"pollinator","Physiphora_alceae",0.1
212,1,4,0.000147327,"pollinator","Physiphora_alceae",0.1
213,1,4,0.000343132,"pollinator","Phyto_discrepans",0.1
214,2,2,3.99559e-05,"pollinator","Phyto_nigrobarbata",0.1
215,4,3,0.000540512,"pollinator","Pieris_rapae",0.1
215,4,6,0.000263941,"pollinator","Pieris_rapae",0.1
216,3,1,0.00281314,"pollinator","Plagiolepis_schmitzii",0.1
216,3,2,0.0116512,"pollinator","Plagiolepis_schmitzii",0.1
216,3,4,0.00155524,"pollinator","Plagiolepis_schmitzii",0.1
216,3,6,0.00571934,"pollinator","Plagiolepis_schmitzii",0.1
217,4,3,0.000629907,"pollinator","Plagiolepis_sp._2",0.1
217,4,4,0.00251853,"pollinator","Plagiolepis_sp._2",0.1
217,3,5,0.00229596,"pollinator","Plagiolepis_sp._2",0.1
218,3,4,0.000101488,"pollinator","Platypalpus_sp.",0.1
218,3,5,0.00013573,"pollinator","Platypalpus_sp.",0.1
219,2,2,7.34873e-05,"pollinator","Platypalpus_sp._1",0.1
219,3,6,9.69259e-05,"pollinator","Platypalpus_sp._1",0.1
220,1,4,0.000114377,"pollinator","Platypalpus_sp._2",0.1
221,12,1,0.000199546,"pollinator","Podalonia_sp.",0.1
222,12,1,0.000255173,"pollinator","Proconura_sp._1",0.1
223,4,2,9.76488e-05,"pollinator","Proconura_sp._2",0.1
224,7,5,0.000130934,"pollinator","Pteromalus_sp._1",0.1
225,4,1,0.000201391,"pollinator","Pteromalus_sp._2",0.1
225,4,2,0.000822794,"pollinator","Pteromalus_sp._2",0.1
226,8,4,0.000228893,"pollinator","Pteromalus_sp._3",0.1
226,8,7,0.000515567,"pollinator","Pteromalus_sp._3",0.1
227,7,4,0.000377649,"pollinator","Pteromalus_sp._4",0.1
227,7,5,0.000186157,"pollinator","Pteromalus_sp._4",0.1
228,2,7,6.9176e-05,"pollinator","Rondania_insularis",0.1
229,2,2,7.99117e-05,"pollinator","Sapromyza_sp.",0.1
230,12,1,0.000142302,"pollinator","Sarcophaga_sp._1",0.1
231,12,1,8.50577e-05,"pollinator","Sarcophagidae_sp.",0.1
232,2,1,0.000343466,"pollinator","Sarcophagidae_sp._2",0.1
233,2,7,6.9176e-05,"pollinator","Sarcophagidae_sp._3",0.1
234,17,2,0.00103566,"pollinator","Sarcophagidae_sp._4",0.1
235,2,2,0.000913134,"pollinator","Sarcophagidae_sp._5",0.1
235,2,3,0.000354283,"pollinator","Sarcophagidae_sp._5",0.1
235,1,4,0.000577148,"pollinator","Sarcophagidae_sp._5",0.1
235,3,6,0.000263937,"pollinator","Sarcophagidae_sp._5",0.1
236,4,2,0.000195298,"pollinator","Sarcophagidae_sp._6",0.1
237,2,1,0.000400711,"pollinator","Sarcophagidae_sp._7",0.1
238,1,4,0.000687971,"pollinator","Sarcophagidae_sp._8",0.1
238,1,6,0.000454134,"pollinator","Sarcophagidae_sp._8",0.1
239,13,3,0.000258329,"pollinator","Scaeva_albomaculata",0.1
239,6,6,0.000491396,"pollinator","Scaeva_albomaculata",0.1
239,1,7,0.000183931,"pollinator","Scaeva_albomaculata",0.1
240,2,2,3.99559e-05,"pollinator","Scaptomyza_sp._2",0.1
