"node_id","layer_id","flow","full_name","short","type","module","trial_num"
5,5,0.00153704,"Clethrionomys_glareolus","CLGLA","host",9,0.1
5,6,0.00865084,"Clethrionomys_glareolus","CLGLA","host",9,0.1
6,1,0.0036924,"Clethrionomys_rufocanus","CLRUF","host",4,0.1
6,2,0.000855224,"Clethrionomys_rufocanus","CLRUF","host",1,0.1
6,3,0.00252688,"Clethrionomys_rufocanus","CLRUF","host",1,0.1
6,4,0.00263746,"Clethrionomys_rufocanus","CLRUF","host",1,0.1
6,5,0.00249751,"Clethrionomys_rufocanus","CLRUF","host",1,0.1
6,6,0.00118951,"Clethrionomys_rufocanus","CLRUF","host",1,0.1
7,1,0.0018272,"Clethrionomys_turilus","CLRUT","host",4,0.1
7,2,0.00219049,"Clethrionomys_turilus","CLRUT","host",1,0.1
7,3,0.00426879,"Clethrionomys_turilus","CLRUT","host",1,0.1
7,4,0.00373096,"Clethrionomys_turilus","CLRUT","host",1,0.1
7,5,0.00278674,"Clethrionomys_turilus","CLRUT","host",1,0.1
7,6,0.00225031,"Clethrionomys_turilus","CLRUT","host",1,0.1
8,1,0.000837035,"Cricetus_cricetus","CRICE","host",4,0.1
8,4,0.0411776,"Cricetus_cricetus","CRICE","host",14,0.1
8,5,0.00233649,"Cricetus_cricetus","CRICE","host",1,0.1
8,6,0.00118631,"Cricetus_cricetus","CRICE","host",1,0.1
9,1,0.00237637,"Crocidura_sibirica","CRSIB","host",4,0.1
9,2,0.000544683,"Crocidura_sibirica","CRSIB","host",1,0.1
10,1,0.000642206,"Eutamias_sibiricus","EUSIB","host",6,0.1
10,2,0.00317842,"Eutamias_sibiricus","EUSIB","host",6,0.1
10,3,0.00339707,"Eutamias_sibiricus","EUSIB","host",6,0.1
10,4,0.00387168,"Eutamias_sibiricus","EUSIB","host",1,0.1
10,6,0.0190845,"Eutamias_sibiricus","EUSIB","host",20,0.1
11,1,0.00143623,"Microtus_agrestis","MAGRE","host",4,0.1
11,2,0.00459286,"Microtus_agrestis","MAGRE","host",1,0.1
11,3,0.00514382,"Microtus_agrestis","MAGRE","host",1,0.1
11,4,0.00231779,"Microtus_agrestis","MAGRE","host",1,0.1
11,5,0.00285913,"Microtus_agrestis","MAGRE","host",1,0.1
11,6,0.00156069,"Microtus_agrestis","MAGRE","host",1,0.1
12,1,0.00104711,"Microtus_arvalis","MARVA","host",4,0.1
12,2,0.00248146,"Microtus_arvalis","MARVA","host",1,0.1
12,3,0.00618731,"Microtus_arvalis","MARVA","host",1,0.1
12,4,0.00282857,"Microtus_arvalis","MARVA","host",1,0.1
12,5,0.00464314,"Microtus_arvalis","MARVA","host",1,0.1
12,6,0.00248143,"Microtus_arvalis","MARVA","host",1,0.1
13,1,0.00381727,"Microtus_gregalis","MGREG","host",4,0.1
13,2,0.00407689,"Microtus_gregalis","MGREG","host",10,0.1
13,3,0.0123705,"Microtus_gregalis","MGREG","host",10,0.1
13,4,0.00295347,"Microtus_gregalis","MGREG","host",1,0.1
13,5,0.00317555,"Microtus_gregalis","MGREG","host",1,0.1
13,6,0.000753751,"Microtus_gregalis","MGREG","host",1,0.1
14,1,0.000561415,"Microtus_minutus","MIMIN","host",4,0.1
14,2,0.00062818,"Microtus_minutus","MIMIN","host",5,0.1
14,3,0.000768655,"Microtus_minutus","MIMIN","host",5,0.1
14,4,0.00223775,"Microtus_minutus","MIMIN","host",5,0.1
14,5,0.00222057,"Microtus_minutus","MIMIN","host",13,0.1
14,6,0.000529796,"Microtus_minutus","MIMIN","host",13,0.1
15,1,0.00260987,"Microtus_oeconomus","MOECO","host",4,0.1
15,2,0.00166819,"Microtus_oeconomus","MOECO","host",1,0.1
15,3,0.00252056,"Microtus_oeconomus","MOECO","host",1,0.1
15,4,0.00358325,"Microtus_oeconomus","MOECO","host",1,0.1
15,5,0.00283801,"Microtus_oeconomus","MOECO","host",1,0.1
15,6,0.00692069,"Microtus_oeconomus","MOECO","host",1,0.1
16,2,0.00148084,"Mus_musculus","MUSMU","host",11,0.1
16,3,0.000557033,"Mus_musculus","MUSMU","host",11,0.1
16,4,0.000581788,"Mus_musculus","MUSMU","host",1,0.1
17,2,0.00183621,"Neomys_fodiens","NEOFO","host",3,0.1
17,3,0.0128351,"Neomys_fodiens","NEOFO","host",9,0.1
17,4,0.00714684,"Neomys_fodiens","NEOFO","host",9,0.1
17,5,0.00925557,"Neomys_fodiens","NEOFO","host",9,0.1
17,6,0.0157609,"Neomys_fodiens","NEOFO","host",9,0.1
18,2,0.000930395,"Rattus_norvegicus","RNORV","host",1,0.1
18,5,0.000960124,"Rattus_norvegicus","RNORV","host",1,0.1
19,1,0.00315902,"Sorex_araneus","SARAN","host",4,0.1
19,2,0.00171032,"Sorex_araneus","SARAN","host",3,0.1
19,3,0.00386859,"Sorex_araneus","SARAN","host",9,0.1
19,4,0.00222112,"Sorex_araneus","SARAN","host",9,0.1
19,5,0.00262796,"Sorex_araneus","SARAN","host",9,0.1
19,6,0.00449255,"Sorex_araneus","SARAN","host",9,0.1
20,1,0.00162867,"Sorex_caecutiens","SCAEC","host",4,0.1
20,2,0.000449417,"Sorex_caecutiens","SCAEC","host",1,0.1
20,4,0.00263727,"Sorex_caecutiens","SCAEC","host",9,0.1
20,5,0.00330192,"Sorex_caecutiens","SCAEC","host",9,0.1
21,1,0.000301766,"Sicista_betulina","SBETU","host",4,0.1
21,2,0.00114996,"Sicista_betulina","SBETU","host",1,0.1
21,3,0.000949738,"Sicista_betulina","SBETU","host",1,0.1
21,4,0.00116533,"Sicista_betulina","SBETU","host",9,0.1
21,5,0.0014697,"Sicista_betulina","SBETU","host",9,0.1
21,6,0.00143199,"Sicista_betulina","SBETU","host",9,0.1
22,1,0.0047581,"Sorex_isodon","SISOD","host",4,0.1
22,3,0.00147141,"Sorex_isodon","SISOD","host",9,0.1
22,4,0.00188009,"Sorex_isodon","SISOD","host",9,0.1
22,5,0.00301894,"Sorex_isodon","SISOD","host",9,0.1
22,6,0.00502115,"Sorex_isodon","SISOD","host",9,0.1
23,1,0.00091338,"Sorex_minutus","SMINU","host",4,0.1
23,2,0.00036879,"Sorex_minutus","SMINU","host",9,0.1
23,3,0.000631735,"Sorex_minutus","SMINU","host",9,0.1
23,4,0.00071807,"Sorex_minutus","SMINU","host",9,0.1
23,5,0.00115084,"Sorex_minutus","SMINU","host",9,0.1
23,6,0.00238435,"Sorex_minutus","SMINU","host",9,0.1
24,3,0.000474695,"Sorex_vir","SOVIR","host",9,0.1
25,1,0.000313347,"Sorex_tundrensis","STUND","host",4,0.1
25,2,0.000665301,"Sorex_tundrensis","STUND","host",3,0.1
25,3,0.00257823,"Sorex_tundrensis","STUND","host",9,0.1
25,4,0.00109856,"Sorex_tundrensis","STUND","host",9,0.1
25,5,0.00182046,"Sorex_tundrensis","STUND","host",9,0.1
25,6,0.00240108,"Sorex_tundrensis","STUND","host",1,0.1
26,1,0.000104731,"Amphipsylla_sibirica","Amphsib","paras",4,0.1
26,2,0.000233664,"Amphipsylla_sibirica","Amphsib","paras",1,0.1
26,3,0.000314709,"Amphipsylla_sibirica","Amphsib","paras",10,0.1
26,4,0.000155452,"Amphipsylla_sibirica","Amphsib","paras",15,0.1
26,5,0.000141473,"Amphipsylla_sibirica","Amphsib","paras",15,0.1
26,6,0.000125171,"Amphipsylla_sibirica","Amphsib","paras",15,0.1
27,1,6.54634e-05,"Megabothrys_calcarifer","Cercal","paras",4,0.1
28,1,0.000193366,"Ceratophyllus_indages","Cerind","paras",6,0.1
28,2,0.0018842,"Ceratophyllus_indages","Cerind","paras",6,0.1
28,3,0.0010344,"Ceratophyllus_indages","Cerind","paras",6,0.1
28,4,0.000535645,"Ceratophyllus_indages","Cerind","paras",1,0.1
28,6,0.000275344,"Ceratophyllus_indages","Cerind","paras",1,0.1
29,5,5.83757e-05,"Ceratophyllus_garei","Cgarei","paras",1,0.1
30,1,0.00320461,"Ctenophtalmus_assimilis","Ctass","paras",4,0.1
30,2,0.00705244,"Ctenophtalmus_assimilis","Ctass","paras",3,0.1
30,3,0.00434391,"Ctenophtalmus_assimilis","Ctass","paras",1,0.1
30,4,0.00517532,"Ctenophtalmus_assimilis","Ctass","paras",1,0.1
30,5,0.00871102,"Ctenophtalmus_assimilis","Ctass","paras",1,0.1
30,6,0.0106058,"Ctenophtalmus_assimilis","Ctass","paras",1,0.1
31,1,2.50342e-05,"Megabothris_turbidus","Cturb","paras",2,0.1
31,2,0.000252026,"Megabothris_turbidus","Cturb","paras",2,0.1
31,3,0.000190154,"Megabothris_turbidus","Cturb","paras",1,0.1
31,5,0.000167137,"Megabothris_turbidus","Cturb","paras",13,0.1
32,1,0.00397453,"Megabothris_rectangulatus","Crect","paras",4,0.1
32,2,0.00159354,"Megabothris_rectangulatus","Crect","paras",1,0.1
32,3,0.00478512,"Megabothris_rectangulatus","Crect","paras",1,0.1
32,4,0.00688675,"Megabothris_rectangulatus","Crect","paras",1,0.1
32,5,0.00544762,"Megabothris_rectangulatus","Crect","paras",1,0.1
32,6,0.00587685,"Megabothris_rectangulatus","Crect","paras",1,0.1
33,1,0.00670213,"Amalaraeus_penicilliger","Cpen","paras",4,0.1
33,2,0.00358823,"Amalaraeus_penicilliger","Cpen","paras",2,0.1
33,3,0.0101322,"Amalaraeus_penicilliger","Cpen","paras",2,0.1
33,4,0.00585635,"Amalaraeus_penicilliger","Cpen","paras",2,0.1
33,5,0.00507954,"Amalaraeus_penicilliger","Cpen","paras",2,0.1
33,6,0.00855824,"Amalaraeus_penicilliger","Cpen","paras",2,0.1
34,4,0.000294018,"Doratopsylla_birulai","Doratbir","paras",9,0.1
34,5,0.000524142,"Doratopsylla_birulai","Doratbir","paras",9,0.1
34,6,0.0016796,"Doratopsylla_birulai","Doratbir","paras",9,0.1
35,1,1.71127e-05,"Frontopsylla_elata","Frel","paras",4,0.1
35,4,5.93713e-05,"Frontopsylla_elata","Frel","paras",18,0.1
35,5,6.53887e-05,"Frontopsylla_elata","Frel","paras",18,0.1
36,1,0.00280089,"Histrichopsylla_talpae","Htalp","paras",4,0.1
36,2,0.00200935,"Histrichopsylla_talpae","Htalp","paras",1,0.1
36,3,0.00141513,"Histrichopsylla_talpae","Htalp","paras",1,0.1
36,4,0.00246535,"Histrichopsylla_talpae","Htalp","paras",1,0.1
36,5,0.00250469,"Histrichopsylla_talpae","Htalp","paras",1,0.1
36,6,0.00154224,"Histrichopsylla_talpae","Htalp","paras",1,0.1
37,2,0.000395421,"Leptopsylla_segnis","Leptsegn","paras",11,0.1
37,4,5.06099e-05,"Leptopsylla_segnis","Leptsegn","paras",5,0.1
37,5,0.000106808,"Leptopsylla_segnis","Leptsegn","paras",2,0.1
38,1,0.00069609,"Neopsylla_acanthina","Nac","paras",4,0.1
38,2,0.000812383,"Neopsylla_acanthina","Nac","paras",6,0.1
38,3,0.00243588,"Neopsylla_acanthina","Nac","paras",6,0.1
38,4,0.00147166,"Neopsylla_acanthina","Nac","paras",5,0.1
38,5,0.0020134,"Neopsylla_acanthina","Nac","paras",5,0.1
38,6,0.00103254,"Neopsylla_acanthina","Nac","paras",5,0.1
39,1,0.000280095,"Neopsylla_mana","Nmana","paras",4,0.1
39,2,0.000385756,"Neopsylla_mana","Nmana","paras",5,0.1
39,3,0.000209132,"Neopsylla_mana","Nmana","paras",5,0.1
39,5,1.97879e-05,"Neopsylla_mana","Nmana","paras",5,0.1
40,1,0.0111537,"Palaeopsylla_soricis","Psoric","paras",4,0.1
40,2,0.0123807,"Palaeopsylla_soricis","Psoric","paras",3,0.1
40,3,0.0168906,"Palaeopsylla_soricis","Psoric","paras",9,0.1
40,4,0.0126701,"Palaeopsylla_soricis","Psoric","paras",9,0.1
40,5,0.0204806,"Palaeopsylla_soricis","Psoric","paras",9,0.1
40,6,0.0321788,"Palaeopsylla_soricis","Psoric","paras",9,0.1
41,1,0.00261781,"Androlaelaps_glasgowi","Aglasg","paras",4,0.1
41,2,0.00479954,"Androlaelaps_glasgowi","Aglasg","paras",1,0.1
41,3,0.00321816,"Androlaelaps_glasgowi","Aglasg","paras",10,0.1
41,4,0.00135465,"Androlaelaps_glasgowi","Aglasg","paras",1,0.1
41,5,0.000880425,"Androlaelaps_glasgowi","Aglasg","paras",1,0.1
41,6,0.00107911,"Androlaelaps_glasgowi","Aglasg","paras",1,0.1
42,1,0.00032732,"Euryparasitus_emarginatus","Emarg","paras",4,0.1
42,2,0.00237081,"Euryparasitus_emarginatus","Emarg","paras",3,0.1
42,3,0.00128405,"Euryparasitus_emarginatus","Emarg","paras",9,0.1
42,4,0.00044708,"Euryparasitus_emarginatus","Emarg","paras",9,0.1
42,5,0.000303604,"Euryparasitus_emarginatus","Emarg","paras",9,0.1
42,6,0.000204397,"Euryparasitus_emarginatus","Emarg","paras",9,0.1
43,1,0.000909607,"Eulaelaps_stabularis","Eustab","paras",4,0.1
43,2,0.00159281,"Eulaelaps_stabularis","Eustab","paras",11,0.1
43,3,0.00133223,"Eulaelaps_stabularis","Eustab","paras",11,0.1
43,4,0.000935443,"Eulaelaps_stabularis","Eustab","paras",11,0.1
43,5,0.000892748,"Eulaelaps_stabularis","Eustab","paras",11,0.1
43,6,0.000890969,"Eulaelaps_stabularis","Eustab","paras",11,0.1
44,1,0.000627842,"Haemogamasus_ambulans","Hgamb","paras",4,0.1
44,2,0.000477759,"Haemogamasus_ambulans","Hgamb","paras",1,0.1
44,3,0.0021997,"Haemogamasus_ambulans","Hgamb","paras",1,0.1
44,4,0.000808377,"Haemogamasus_ambulans","Hgamb","paras",1,0.1
44,5,0.0011016,"Haemogamasus_ambulans","Hgamb","paras",1,0.1
44,6,0.00128615,"Haemogamasus_ambulans","Hgamb","paras",1,0.1
45,1,9.48958e-05,"Haemogamasus_mandschuricus","Hgmand","paras",4,0.1
45,2,0.00040127,"Haemogamasus_mandschuricus","Hgmand","paras",6,0.1
45,3,0.01043,"Haemogamasus_mandschuricus","Hgmand","paras",2,0.1
45,4,0.000112726,"Haemogamasus_mandschuricus","Hgmand","paras",2,0.1
45,5,0.000104639,"Haemogamasus_mandschuricus","Hgmand","paras",2,0.1
45,6,0.000574263,"Haemogamasus_mandschuricus","Hgmand","paras",2,0.1
46,2,2.36199e-05,"Haemogamasus_nidi","Hgnidi","paras",10,0.1
46,3,0.000206501,"Haemogamasus_nidi","Hgnidi","paras",10,0.1
46,4,8.61858e-05,"Haemogamasus_nidi","Hgnidi","paras",17,0.1
46,5,0.000160547,"Haemogamasus_nidi","Hgnidi","paras",17,0.1
46,6,0.000107275,"Haemogamasus_nidi","Hgnidi","paras",17,0.1
47,1,5.13163e-05,"Haemogamasus_nidiformes","Hgnidif","paras",4,0.1
47,2,0.0016211,"Haemogamasus_nidiformes","Hgnidif","paras",2,0.1
47,3,0.00021438,"Haemogamasus_nidiformes","Hgnidif","paras",2,0.1
47,6,0.000247433,"Haemogamasus_nidiformes","Hgnidif","paras",2,0.1
48,5,0.000394499,"Hirstionyssus_apodemi","Hiapodemi","paras",5,0.1
49,4,0.0389139,"Hirstionyssus_criceti","Hicric","paras",14,0.1
50,1,0.00129655,"Hirstionyssus_isabellinus","Hiisab","paras",4,0.1
50,2,0.00193625,"Hirstionyssus_isabellinus","Hiisab","paras",1,0.1
50,3,0.00800288,"Hirstionyssus_isabellinus","Hiisab","paras",1,0.1
50,4,0.00302122,"Hirstionyssus_isabellinus","Hiisab","paras",1,0.1
50,5,0.00117051,"Hirstionyssus_isabellinus","Hiisab","paras",1,0.1
50,6,0.0196075,"Hirstionyssus_isabellinus","Hiisab","paras",20,0.1
51,1,0.000847889,"Hirstionyssus_soricis","Hisoric","paras",4,0.1
51,2,0.00130307,"Hirstionyssus_soricis","Hisoric","paras",3,0.1
51,3,0.0030104,"Hirstionyssus_soricis","Hisoric","paras",9,0.1
51,4,0.00490033,"Hirstionyssus_soricis","Hisoric","paras",9,0.1
51,5,0.00449716,"Hirstionyssus_soricis","Hisoric","paras",9,0.1
51,6,0.00345716,"Hirstionyssus_soricis","Hisoric","paras",9,0.1
52,1,6.21643e-06,"Holoparasitus_gontscharovae","Holopargontch","paras",4,0.1
52,3,9.25667e-06,"Holoparasitus_gontscharovae","Holopargontch","paras",1,0.1
52,6,2.52945e-06,"Holoparasitus_gontscharovae","Holopargontch","paras",9,0.1
53,2,9.78757e-05,"Hypoaspis_forcipata","Hsforcipat","paras",3,0.1
54,4,1.16551e-06,"Hyperlaelaps_amphibius","Hyamph","paras",9,0.1
55,5,0.000123188,"Hyperlaelaps_arvalis","Hyarval","paras",1,0.1
55,6,0.000114216,"Hyperlaelaps_arvalis","Hyarval","paras",1,0.1
56,1,1.71127e-05,"Hypoaspis_austricaus","Hyaustr","paras",4,0.1
56,3,9.98579e-05,"Hypoaspis_austricaus","Hyaustr","paras",9,0.1
57,1,0.000178958,"Iphidosoma_fimetarium","Iphidfim","paras",6,0.1
57,3,2.29877e-05,"Iphidosoma_fimetarium","Iphidfim","paras",13,0.1
57,4,5.07676e-05,"Iphidosoma_fimetarium","Iphidfim","paras",13,0.1
57,5,0.000326382,"Iphidosoma_fimetarium","Iphidfim","paras",13,0.1
57,6,0.000346317,"Iphidosoma_fimetarium","Iphidfim","paras",20,0.1
58,5,1.15906e-06,"Laelaspis_astronomicus","Laelaspsiastr","paras",9,0.1
59,1,0.000475736,"Laelaps_clethrionomydis","Lclethr","paras",4,0.1
59,2,0.00177487,"Laelaps_clethrionomydis","Lclethr","paras",10,0.1
59,3,0.00822342,"Laelaps_clethrionomydis","Lclethr","paras",10,0.1
59,4,0.000635736,"Laelaps_clethrionomydis","Lclethr","paras",1,0.1
59,5,0.000218674,"Laelaps_clethrionomydis","Lclethr","paras",1,0.1
59,6,0.000455783,"Laelaps_clethrionomydis","Lclethr","paras",1,0.1
60,1,6.84072e-05,"Laelaps_hilaris","Lhilar","paras",4,0.1
60,2,0.00024529,"Laelaps_hilaris","Lhilar","paras",1,0.1
60,3,0.00126398,"Laelaps_hilaris","Lhilar","paras",1,0.1
60,5,0.000390013,"Laelaps_hilaris","Lhilar","paras",1,0.1
60,6,0.0023076,"Laelaps_hilaris","Lhilar","paras",1,0.1
61,5,0.000630966,"Laelaps_micromydis","Lmicrom","paras",13,0.1
62,1,0.00083785,"Laelaps_muris","Lmuris","paras",4,0.1
62,3,0.000497996,"Laelaps_muris","Lmuris","paras",2,0.1
62,4,0.00234267,"Laelaps_muris","Lmuris","paras",2,0.1
62,5,0.00200994,"Laelaps_muris","Lmuris","paras",2,0.1
62,6,0.00433617,"Laelaps_muris","Lmuris","paras",2,0.1
63,1,0.000125171,"Laelaps_pavlovskyi","Lpavl","paras",4,0.1
63,2,0.00200512,"Laelaps_pavlovskyi","Lpavl","paras",5,0.1
63,3,0.00193565,"Laelaps_pavlovskyi","Lpavl","paras",5,0.1
63,4,0.0020836,"Laelaps_pavlovskyi","Lpavl","paras",5,0.1
63,5,0.00103348,"Laelaps_pavlovskyi","Lpavl","paras",5,0.1
63,6,0.00323364,"Laelaps_pavlovskyi","Lpavl","paras",5,0.1
64,1,0.000231388,"Macrocheles_glaber","Mglab","paras",4,0.1
64,2,0.000183446,"Macrocheles_glaber","Mglab","paras",6,0.1
64,3,0.00159046,"Macrocheles_glaber","Mglab","paras",6,0.1
64,4,0.000117073,"Macrocheles_glaber","Mglab","paras",6,0.1
65,1,2.33182e-05,"Macrocheles_nataliae","Mnataliae","paras",4,0.1
65,3,9.8085e-05,"Macrocheles_nataliae","Mnataliae","paras",1,0.1
66,1,0.000111049,"Macrocheles_rotundiscutus","Mrotund","paras",4,0.1
66,3,6.77232e-05,"Macrocheles_rotundiscutus","Mrotund","paras",10,0.1
67,1,6.21643e-06,"Ololaelaps_sellnicki","Olsell","paras",4,0.1
68,5,4.68547e-05,"Parasitus_berlesei","Pberelesei","paras",9,0.1
69,1,2.12126e-05,"Parasitus_coleoptratorum","Pcoleop","paras",1,0.1
69,2,3.5224e-05,"Parasitus_coleoptratorum","Pcoleop","paras",1,0.1
69,3,0.000161968,"Parasitus_coleoptratorum","Pcoleop","paras",1,0.1
69,4,0.000755734,"Parasitus_coleoptratorum","Pcoleop","paras",1,0.1
69,5,0.000181356,"Parasitus_coleoptratorum","Pcoleop","paras",1,0.1
70,1,2.85101e-05,"Parasitus_consanguineus","Pcons","paras",5,0.1
70,2,0.000369398,"Parasitus_consanguineus","Pcons","paras",5,0.1
70,3,0.00048795,"Parasitus_consanguineus","Pcons","paras",1,0.1
70,4,0.000915961,"Parasitus_consanguineus","Pcons","paras",1,0.1
70,5,0.000371869,"Parasitus_consanguineus","Pcons","paras",1,0.1
70,6,0.000139183,"Parasitus_consanguineus","Pcons","paras",1,0.1
71,3,0.000104931,"Parasitus_convexus","Pconvexus","paras",1,0.1
72,2,2.34868e-05,"Parasitus_copridis","Pcopridis","paras",10,0.1
73,1,4.38028e-05,"Pergamasus_crassipes","Pergcrass","paras",8,0.1
73,2,6.8196e-05,"Pergamasus_crassipes","Pergcrass","paras",8,0.1
73,3,9.15184e-05,"Pergamasus_crassipes","Pergcrass","paras",8,0.1
73,4,8.47006e-05,"Pergamasus_crassipes","Pergcrass","paras",8,0.1
73,5,9.39904e-05,"Pergamasus_crassipes","Pergcrass","paras",8,0.1
74,2,6.78366e-06,"Pergamasus_lapponicus","Perlappon","paras",12,0.1
74,3,2.89489e-05,"Pergamasus_lapponicus","Perlappon","paras",12,0.1
75,1,2.15092e-05,"Pergamasus_misellus","Pergmis","paras",4,0.1
76,1,5.13054e-05,"Pergamasus_quisquilarum","Perquis","paras",4,0.1
77,2,8.35442e-05,"Pergamasus_septentrionalis","Persept","paras",5,0.1
77,3,0.000379457,"Pergamasus_septentrionalis","Persept","paras",5,0.1
77,4,8.774e-05,"Pergamasus_septentrionalis","Persept","paras",5,0.1
78,1,2.95455e-05,"Parasitus_fimetorum","Pfimet","paras",7,0.1
78,2,0.00019887,"Parasitus_fimetorum","Pfimet","paras",7,0.1
78,3,0.000426062,"Parasitus_fimetorum","Pfimet","paras",7,0.1
78,4,9.38846e-05,"Parasitus_fimetorum","Pfimet","paras",7,0.1
79,4,1.16551e-06,"Parasitus_lunaris","Plunaris","paras",19,0.1
79,5,1.6465e-05,"Parasitus_lunaris","Plunaris","paras",19,0.1
79,6,4.25647e-05,"Parasitus_lunaris","Plunaris","paras",19,0.1
80,2,0.0232754,"Parasitus_magnus","Pmagnus","paras",3,0.1
80,3,0.000896994,"Parasitus_magnus","Pmagnus","paras",1,0.1
81,1,0.00238767,"Poecilochirus_necrophori","Pnecr","paras",4,0.1
81,2,0.00417512,"Poecilochirus_necrophori","Pnecr","paras",1,0.1
81,3,0.00675892,"Poecilochirus_necrophori","Pnecr","paras",1,0.1
81,4,0.00888505,"Poecilochirus_necrophori","Pnecr","paras",1,0.1
81,5,0.00306783,"Poecilochirus_necrophori","Pnecr","paras",1,0.1
81,6,0.00350687,"Poecilochirus_necrophori","Pnecr","paras",1,0.1
82,1,0.000308389,"Parasitus_oudemansi","Poudem","paras",6,0.1
82,2,0.00223902,"Parasitus_oudemansi","Poudem","paras",3,0.1
82,3,0.00201044,"Parasitus_oudemansi","Poudem","paras",1,0.1
82,4,0.000786981,"Parasitus_oudemansi","Poudem","paras",1,0.1
82,5,0.00123278,"Parasitus_oudemansi","Poudem","paras",1,0.1
82,6,0.000356963,"Parasitus_oudemansi","Poudem","paras",1,0.1
83,1,2.12126e-05,"Parasitus_remberti","Premb","paras",3,0.1
83,2,0.00446047,"Parasitus_remberti","Premb","paras",3,0.1
83,3,0.000571156,"Parasitus_remberti","Premb","paras",1,0.1
83,4,0.000125433,"Parasitus_remberti","Premb","paras",3,0.1
83,5,0.000478057,"Parasitus_remberti","Premb","paras",3,0.1
83,6,0.000273835,"Parasitus_remberti","Premb","paras",3,0.1
84,1,0.000278949,"Poecilochirus_subterraneus","Psubterr","paras",4,0.1
84,2,0.000654449,"Poecilochirus_subterraneus","Psubterr","paras",1,0.1
84,3,0.000369555,"Poecilochirus_subterraneus","Psubterr","paras",1,0.1
84,4,0.000894544,"Poecilochirus_subterraneus","Psubterr","paras",1,0.1
84,5,0.000608425,"Poecilochirus_subterraneus","Psubterr","paras",1,0.1
84,6,0.00141668,"Poecilochirus_subterraneus","Psubterr","paras",1,0.1
85,2,0.000122475,"Proctolaelaps_pygmaeus","Proctpyg","paras",11,0.1
85,3,0.00180893,"Proctolaelaps_pygmaeus","Proctpyg","paras",2,0.1
85,4,0.000142975,"Proctolaelaps_pygmaeus","Proctpyg","paras",16,0.1
85,5,0.000166838,"Proctolaelaps_pygmaeus","Proctpyg","paras",16,0.1
85,6,9.77205e-05,"Proctolaelaps_pygmaeus","Proctpyg","paras",16,0.1
1,1,0.00139968,"Apodemus_agrarius","APAGR","host",4,0.2
1,2,0.00235026,"Apodemus_agrarius","APAGR","host",4,0.2
1,3,0.00410576,"Apodemus_agrarius","APAGR","host",4,0.2
1,4,0.0037885,"Apodemus_agrarius","APAGR","host",4,0.2
1,5,0.00354745,"Apodemus_agrarius","APAGR","host",4,0.2
1,6,0.00222574,"Apodemus_agrarius","APAGR","host",4,0.2
2,1,0.00133742,"Apodemus_peninsulae","APPEN","host",4,0.2
2,2,0.00141002,"Apodemus_peninsulae","APPEN","host",4,0.2
2,3,0.00194546,"Apodemus_peninsulae","APPEN","host",4,0.2
2,4,0.00297256,"Apodemus_peninsulae","APPEN","host",4,0.2
2,5,0.0015325,"Apodemus_peninsulae","APPEN","host",4,0.2
2,6,0.00296803,"Apodemus_peninsulae","APPEN","host",4,0.2
3,2,0.0428878,"Asioscalops_altaica","ASALT","host",3,0.2
3,3,0.00860763,"Asioscalops_altaica","ASALT","host",1,0.2
3,4,0.00290704,"Asioscalops_altaica","ASALT","host",1,0.2
