"node_id","layer_id","flow","full_name","short","type","module","relax_rate"
1,1,0.00377495,"Apodemus_agrarius","APAGR","host",2,0.1
1,2,0.00334546,"Apodemus_agrarius","APAGR","host",7,0.1
1,3,0.00469378,"Apodemus_agrarius","APAGR","host",7,0.1
1,4,0.00501297,"Apodemus_agrarius","APAGR","host",7,0.1
1,5,0.00560473,"Apodemus_agrarius","APAGR","host",7,0.1
1,6,0.00225645,"Apodemus_agrarius","APAGR","host",7,0.1
2,1,0.00292639,"Apodemus_peninsulae","APPEN","host",2,0.1
2,2,0.00222066,"Apodemus_peninsulae","APPEN","host",7,0.1
2,3,0.00216188,"Apodemus_peninsulae","APPEN","host",9,0.1
2,4,0.0032906,"Apodemus_peninsulae","APPEN","host",7,0.1
2,5,0.00193448,"Apodemus_peninsulae","APPEN","host",7,0.1
2,6,0.00318396,"Apodemus_peninsulae","APPEN","host",7,0.1
3,2,0.0246621,"Asioscalops_altaica","ASALT","host",6,0.1
3,3,0.00842315,"Asioscalops_altaica","ASALT","host",4,0.1
3,4,0.00311546,"Asioscalops_altaica","ASALT","host",4,0.1
3,5,0.0059431,"Asioscalops_altaica","ASALT","host",4,0.1
3,6,0.00620344,"Asioscalops_altaica","ASALT","host",4,0.1
4,1,0.00713916,"Arvicola_terrestris","ATERR","host",1,0.1
4,2,0.00617534,"Arvicola_terrestris","ATERR","host",1,0.1
4,3,0.0180391,"Arvicola_terrestris","ATERR","host",1,0.1
4,4,0.0107159,"Arvicola_terrestris","ATERR","host",1,0.1
4,5,0.00819948,"Arvicola_terrestris","ATERR","host",1,0.1
4,6,0.0189896,"Arvicola_terrestris","ATERR","host",1,0.1
5,1,0.00384924,"Clethrionomys_glareolus","CLGLA","host",2,0.1
5,2,0.00119079,"Clethrionomys_glareolus","CLGLA","host",11,0.1
5,3,0.00115682,"Clethrionomys_glareolus","CLGLA","host",4,0.1
5,4,0.000379247,"Clethrionomys_glareolus","CLGLA","host",4,0.1
5,5,0.00213734,"Clethrionomys_glareolus","CLGLA","host",5,0.1
5,6,0.00870486,"Clethrionomys_glareolus","CLGLA","host",5,0.1
6,1,0.00516801,"Clethrionomys_rufocanus","CLRUF","host",2,0.1
6,2,0.00120608,"Clethrionomys_rufocanus","CLRUF","host",4,0.1
6,3,0.00276356,"Clethrionomys_rufocanus","CLRUF","host",4,0.1
6,4,0.00274943,"Clethrionomys_rufocanus","CLRUF","host",4,0.1
6,5,0.003025,"Clethrionomys_rufocanus","CLRUF","host",4,0.1
6,6,0.00108901,"Clethrionomys_rufocanus","CLRUF","host",4,0.1
7,1,0.003729,"Clethrionomys_turilus","CLRUT","host",2,0.1
7,2,0.00435616,"Clethrionomys_turilus","CLRUT","host",4,0.1
7,3,0.00528591,"Clethrionomys_turilus","CLRUT","host",4,0.1
7,4,0.00433001,"Clethrionomys_turilus","CLRUT","host",4,0.1
7,5,0.00393354,"Clethrionomys_turilus","CLRUT","host",4,0.1
7,6,0.00271988,"Clethrionomys_turilus","CLRUT","host",4,0.1
8,1,0.000896354,"Cricetus_cricetus","CRICE","host",1,0.1
8,4,0.00941183,"Cricetus_cricetus","CRICE","host",12,0.1
8,5,0.00255928,"Cricetus_cricetus","CRICE","host",4,0.1
8,6,0.00108168,"Cricetus_cricetus","CRICE","host",4,0.1
9,1,0.00344663,"Crocidura_sibirica","CRSIB","host",2,0.1
9,2,0.000766546,"Crocidura_sibirica","CRSIB","host",4,0.1
10,1,0.00273755,"Eutamias_sibiricus","EUSIB","host",3,0.1
10,2,0.00484686,"Eutamias_sibiricus","EUSIB","host",9,0.1
10,3,0.00421119,"Eutamias_sibiricus","EUSIB","host",9,0.1
10,4,0.00500254,"Eutamias_sibiricus","EUSIB","host",4,0.1
10,6,0.00775439,"Eutamias_sibiricus","EUSIB","host",13,0.1
11,1,0.00213911,"Microtus_agrestis","MAGRE","host",2,0.1
11,2,0.00747529,"Microtus_agrestis","MAGRE","host",4,0.1
11,3,0.00540458,"Microtus_agrestis","MAGRE","host",4,0.1
11,4,0.00256599,"Microtus_agrestis","MAGRE","host",4,0.1
11,5,0.00332675,"Microtus_agrestis","MAGRE","host",4,0.1
11,6,0.0016665,"Microtus_agrestis","MAGRE","host",4,0.1
12,1,0.00160888,"Microtus_arvalis","MARVA","host",2,0.1
12,2,0.00277822,"Microtus_arvalis","MARVA","host",4,0.1
12,3,0.00669174,"Microtus_arvalis","MARVA","host",4,0.1
12,4,0.00309009,"Microtus_arvalis","MARVA","host",4,0.1
12,5,0.00693948,"Microtus_arvalis","MARVA","host",4,0.1
12,6,0.00347929,"Microtus_arvalis","MARVA","host",4,0.1
13,1,0.00657593,"Microtus_gregalis","MGREG","host",2,0.1
13,2,0.00550545,"Microtus_gregalis","MGREG","host",8,0.1
13,3,0.0130969,"Microtus_gregalis","MGREG","host",8,0.1
13,4,0.00362751,"Microtus_gregalis","MGREG","host",4,0.1
13,5,0.00443702,"Microtus_gregalis","MGREG","host",4,0.1
13,6,0.000673537,"Microtus_gregalis","MGREG","host",4,0.1
14,1,0.000858218,"Microtus_minutus","MIMIN","host",2,0.1
14,2,0.000724628,"Microtus_minutus","MIMIN","host",10,0.1
14,3,0.000634944,"Microtus_minutus","MIMIN","host",10,0.1
14,4,0.00237713,"Microtus_minutus","MIMIN","host",10,0.1
14,5,0.00403549,"Microtus_minutus","MIMIN","host",10,0.1
14,6,0.000425448,"Microtus_minutus","MIMIN","host",5,0.1
15,1,0.00532229,"Microtus_oeconomus","MOECO","host",2,0.1
15,2,0.00222981,"Microtus_oeconomus","MOECO","host",4,0.1
15,3,0.00271326,"Microtus_oeconomus","MOECO","host",4,0.1
15,4,0.00504615,"Microtus_oeconomus","MOECO","host",4,0.1
15,5,0.00373807,"Microtus_oeconomus","MOECO","host",4,0.1
15,6,0.00794923,"Microtus_oeconomus","MOECO","host",4,0.1
16,2,0.00305896,"Mus_musculus","MUSMU","host",11,0.1
16,3,0.000502004,"Mus_musculus","MUSMU","host",11,0.1
16,4,0.000551055,"Mus_musculus","MUSMU","host",4,0.1
17,2,0.001698,"Neomys_fodiens","NEOFO","host",5,0.1
17,3,0.0102248,"Neomys_fodiens","NEOFO","host",5,0.1
17,4,0.00800994,"Neomys_fodiens","NEOFO","host",5,0.1
17,5,0.0105613,"Neomys_fodiens","NEOFO","host",5,0.1
17,6,0.0161767,"Neomys_fodiens","NEOFO","host",5,0.1
18,2,0.00153309,"Rattus_norvegicus","RNORV","host",4,0.1
18,5,0.0010397,"Rattus_norvegicus","RNORV","host",4,0.1
19,1,0.00621285,"Sorex_araneus","SARAN","host",2,0.1
19,2,0.00309047,"Sorex_araneus","SARAN","host",5,0.1
19,3,0.00330715,"Sorex_araneus","SARAN","host",5,0.1
19,4,0.00427403,"Sorex_araneus","SARAN","host",5,0.1
19,5,0.00388558,"Sorex_araneus","SARAN","host",5,0.1
19,6,0.00544115,"Sorex_araneus","SARAN","host",5,0.1
20,1,0.00209637,"Sorex_caecutiens","SCAEC","host",2,0.1
20,2,0.000449935,"Sorex_caecutiens","SCAEC","host",4,0.1
20,4,0.00291933,"Sorex_caecutiens","SCAEC","host",5,0.1
20,5,0.0034681,"Sorex_caecutiens","SCAEC","host",5,0.1
21,1,0.000856482,"Sicista_betulina","SBETU","host",2,0.1
21,2,0.00173144,"Sicista_betulina","SBETU","host",4,0.1
21,3,0.000946761,"Sicista_betulina","SBETU","host",4,0.1
21,4,0.00210563,"Sicista_betulina","SBETU","host",4,0.1
21,5,0.0020114,"Sicista_betulina","SBETU","host",4,0.1
21,6,0.0017515,"Sicista_betulina","SBETU","host",4,0.1
22,1,0.0066657,"Sorex_isodon","SISOD","host",2,0.1
22,3,0.00179122,"Sorex_isodon","SISOD","host",5,0.1
22,4,0.0022166,"Sorex_isodon","SISOD","host",5,0.1
22,5,0.00405243,"Sorex_isodon","SISOD","host",5,0.1
22,6,0.00506697,"Sorex_isodon","SISOD","host",5,0.1
23,1,0.00200817,"Sorex_minutus","SMINU","host",2,0.1
23,2,0.000484134,"Sorex_minutus","SMINU","host",4,0.1
23,3,0.000519996,"Sorex_minutus","SMINU","host",5,0.1
23,4,0.000793435,"Sorex_minutus","SMINU","host",5,0.1
23,5,0.00176882,"Sorex_minutus","SMINU","host",5,0.1
23,6,0.00259542,"Sorex_minutus","SMINU","host",5,0.1
24,3,0.000348787,"Sorex_vir","SOVIR","host",5,0.1
25,1,0.000504932,"Sorex_tundrensis","STUND","host",2,0.1
25,2,0.00146615,"Sorex_tundrensis","STUND","host",5,0.1
25,3,0.00216126,"Sorex_tundrensis","STUND","host",5,0.1
25,4,0.00100049,"Sorex_tundrensis","STUND","host",5,0.1
25,5,0.00198263,"Sorex_tundrensis","STUND","host",5,0.1
25,6,0.00287461,"Sorex_tundrensis","STUND","host",4,0.1
26,1,0.000110736,"Amphipsylla_sibirica","Amphsib","paras",1,0.1
26,2,0.000260315,"Amphipsylla_sibirica","Amphsib","paras",4,0.1
26,3,0.000227118,"Amphipsylla_sibirica","Amphsib","paras",8,0.1
26,4,7.37804e-05,"Amphipsylla_sibirica","Amphsib","paras",5,0.1
26,5,7.03292e-05,"Amphipsylla_sibirica","Amphsib","paras",5,0.1
26,6,3.86649e-05,"Amphipsylla_sibirica","Amphsib","paras",4,0.1
27,1,0.000108931,"Megabothrys_calcarifer","Cercal","paras",2,0.1
28,1,0.000615833,"Ceratophyllus_indages","Cerind","paras",3,0.1
28,2,0.00263171,"Ceratophyllus_indages","Cerind","paras",9,0.1
28,3,0.00114847,"Ceratophyllus_indages","Cerind","paras",9,0.1
28,4,0.00057078,"Ceratophyllus_indages","Cerind","paras",4,0.1
28,6,0.00030587,"Ceratophyllus_indages","Cerind","paras",4,0.1
29,5,8.17665e-05,"Ceratophyllus_garei","Cgarei","paras",4,0.1
30,1,0.00493197,"Ctenophtalmus_assimilis","Ctass","paras",2,0.1
30,2,0.00523668,"Ctenophtalmus_assimilis","Ctass","paras",6,0.1
30,3,0.00402784,"Ctenophtalmus_assimilis","Ctass","paras",4,0.1
30,4,0.00508489,"Ctenophtalmus_assimilis","Ctass","paras",4,0.1
30,5,0.0112046,"Ctenophtalmus_assimilis","Ctass","paras",4,0.1
30,6,0.0113854,"Ctenophtalmus_assimilis","Ctass","paras",4,0.1
31,1,5.12117e-05,"Megabothris_turbidus","Cturb","paras",2,0.1
31,2,0.000240898,"Megabothris_turbidus","Cturb","paras",1,0.1
31,3,0.000119318,"Megabothris_turbidus","Cturb","paras",4,0.1
31,5,0.000266305,"Megabothris_turbidus","Cturb","paras",10,0.1
32,1,0.00607557,"Megabothris_rectangulatus","Crect","paras",2,0.1
32,2,0.00218009,"Megabothris_rectangulatus","Crect","paras",4,0.1
32,3,0.00462858,"Megabothris_rectangulatus","Crect","paras",4,0.1
32,4,0.00777335,"Megabothris_rectangulatus","Crect","paras",4,0.1
32,5,0.00691312,"Megabothris_rectangulatus","Crect","paras",4,0.1
32,6,0.00609377,"Megabothris_rectangulatus","Crect","paras",4,0.1
33,1,0.00834282,"Amalaraeus_penicilliger","Cpen","paras",1,0.1
33,2,0.00449897,"Amalaraeus_penicilliger","Cpen","paras",1,0.1
33,3,0.00887978,"Amalaraeus_penicilliger","Cpen","paras",1,0.1
33,4,0.00615993,"Amalaraeus_penicilliger","Cpen","paras",1,0.1
33,5,0.0060906,"Amalaraeus_penicilliger","Cpen","paras",1,0.1
33,6,0.00808615,"Amalaraeus_penicilliger","Cpen","paras",1,0.1
34,4,0.000341681,"Doratopsylla_birulai","Doratbir","paras",5,0.1
34,5,0.000456514,"Doratopsylla_birulai","Doratbir","paras",5,0.1
34,6,0.00152175,"Doratopsylla_birulai","Doratbir","paras",5,0.1
35,1,2.53283e-05,"Frontopsylla_elata","Frel","paras",2,0.1
35,4,8.24729e-05,"Frontopsylla_elata","Frel","paras",4,0.1
35,5,3.05354e-05,"Frontopsylla_elata","Frel","paras",7,0.1
36,1,0.00475049,"Histrichopsylla_talpae","Htalp","paras",2,0.1
36,2,0.0020284,"Histrichopsylla_talpae","Htalp","paras",4,0.1
36,3,0.00136709,"Histrichopsylla_talpae","Htalp","paras",4,0.1
36,4,0.0028266,"Histrichopsylla_talpae","Htalp","paras",4,0.1
36,5,0.00325655,"Histrichopsylla_talpae","Htalp","paras",4,0.1
36,6,0.00176407,"Histrichopsylla_talpae","Htalp","paras",4,0.1
37,2,0.000814615,"Leptopsylla_segnis","Leptsegn","paras",11,0.1
37,4,6.45434e-05,"Leptopsylla_segnis","Leptsegn","paras",7,0.1
37,5,7.0805e-05,"Leptopsylla_segnis","Leptsegn","paras",1,0.1
38,1,0.00150179,"Neopsylla_acanthina","Nac","paras",2,0.1
38,2,0.00114265,"Neopsylla_acanthina","Nac","paras",9,0.1
38,3,0.00283155,"Neopsylla_acanthina","Nac","paras",9,0.1
38,4,0.00109342,"Neopsylla_acanthina","Nac","paras",7,0.1
38,5,0.00259197,"Neopsylla_acanthina","Nac","paras",7,0.1
38,6,0.00115545,"Neopsylla_acanthina","Nac","paras",7,0.1
39,1,0.000526682,"Neopsylla_mana","Nmana","paras",2,0.1
39,2,0.00050021,"Neopsylla_mana","Nmana","paras",7,0.1
39,3,0.000104788,"Neopsylla_mana","Nmana","paras",1,0.1
39,5,3.05354e-05,"Neopsylla_mana","Nmana","paras",7,0.1
40,1,0.0169158,"Palaeopsylla_soricis","Psoric","paras",2,0.1
40,2,0.00842875,"Palaeopsylla_soricis","Psoric","paras",6,0.1
40,3,0.0141527,"Palaeopsylla_soricis","Psoric","paras",5,0.1
40,4,0.0144084,"Palaeopsylla_soricis","Psoric","paras",5,0.1
40,5,0.0248508,"Palaeopsylla_soricis","Psoric","paras",5,0.1
40,6,0.0336553,"Palaeopsylla_soricis","Psoric","paras",5,0.1
41,1,0.00399031,"Androlaelaps_glasgowi","Aglasg","paras",2,0.1
41,2,0.0066829,"Androlaelaps_glasgowi","Aglasg","paras",4,0.1
41,3,0.00299101,"Androlaelaps_glasgowi","Aglasg","paras",8,0.1
41,4,0.00153329,"Androlaelaps_glasgowi","Aglasg","paras",4,0.1
41,5,0.00110043,"Androlaelaps_glasgowi","Aglasg","paras",4,0.1
41,6,0.00114501,"Androlaelaps_glasgowi","Aglasg","paras",4,0.1
42,1,0.000519098,"Euryparasitus_emarginatus","Emarg","paras",2,0.1
42,2,0.00151567,"Euryparasitus_emarginatus","Emarg","paras",6,0.1
42,3,0.000980113,"Euryparasitus_emarginatus","Emarg","paras",5,0.1
42,4,0.000439331,"Euryparasitus_emarginatus","Emarg","paras",5,0.1
42,5,0.000316725,"Euryparasitus_emarginatus","Emarg","paras",10,0.1
42,6,0.00013487,"Euryparasitus_emarginatus","Emarg","paras",5,0.1
43,1,0.0016825,"Eulaelaps_stabularis","Eustab","paras",2,0.1
43,2,0.00261272,"Eulaelaps_stabularis","Eustab","paras",11,0.1
43,3,0.00147816,"Eulaelaps_stabularis","Eustab","paras",11,0.1
43,4,0.00109256,"Eulaelaps_stabularis","Eustab","paras",4,0.1
43,5,0.0010654,"Eulaelaps_stabularis","Eustab","paras",4,0.1
43,6,0.000853832,"Eulaelaps_stabularis","Eustab","paras",4,0.1
44,1,0.00105013,"Haemogamasus_ambulans","Hgamb","paras",2,0.1
44,2,0.000668125,"Haemogamasus_ambulans","Hgamb","paras",4,0.1
44,3,0.00193281,"Haemogamasus_ambulans","Hgamb","paras",4,0.1
44,4,0.000923968,"Haemogamasus_ambulans","Hgamb","paras",4,0.1
44,5,0.00125296,"Haemogamasus_ambulans","Hgamb","paras",4,0.1
44,6,0.00120717,"Haemogamasus_ambulans","Hgamb","paras",4,0.1
45,1,0.000184334,"Haemogamasus_mandschuricus","Hgmand","paras",2,0.1
45,2,0.000496464,"Haemogamasus_mandschuricus","Hgmand","paras",9,0.1
45,3,0.00769516,"Haemogamasus_mandschuricus","Hgmand","paras",1,0.1
45,4,2.39848e-05,"Haemogamasus_mandschuricus","Hgmand","paras",4,0.1
45,5,1.1888e-05,"Haemogamasus_mandschuricus","Hgmand","paras",5,0.1
45,6,0.000472929,"Haemogamasus_mandschuricus","Hgmand","paras",1,0.1
46,2,4.48475e-05,"Haemogamasus_nidi","Hgnidi","paras",4,0.1
46,3,0.00016755,"Haemogamasus_nidi","Hgnidi","paras",8,0.1
46,4,1.52773e-05,"Haemogamasus_nidi","Hgnidi","paras",4,0.1
46,5,0.000116343,"Haemogamasus_nidi","Hgnidi","paras",4,0.1
46,6,2.46702e-05,"Haemogamasus_nidi","Hgnidi","paras",4,0.1
47,1,8.73482e-05,"Haemogamasus_nidiformes","Hgnidif","paras",2,0.1
47,2,0.00174276,"Haemogamasus_nidiformes","Hgnidif","paras",1,0.1
47,3,0.000106871,"Haemogamasus_nidiformes","Hgnidif","paras",1,0.1
47,6,0.00022015,"Haemogamasus_nidiformes","Hgnidif","paras",1,0.1
48,5,0.000601858,"Hirstionyssus_apodemi","Hiapodemi","paras",7,0.1
49,4,0.00792723,"Hirstionyssus_criceti","Hicric","paras",12,0.1
50,1,0.00200442,"Hirstionyssus_isabellinus","Hiisab","paras",2,0.1
50,2,0.00299596,"Hirstionyssus_isabellinus","Hiisab","paras",4,0.1
50,3,0.00781503,"Hirstionyssus_isabellinus","Hiisab","paras",4,0.1
50,4,0.00350387,"Hirstionyssus_isabellinus","Hiisab","paras",4,0.1
50,5,0.00135479,"Hirstionyssus_isabellinus","Hiisab","paras",4,0.1
50,6,0.00784749,"Hirstionyssus_isabellinus","Hiisab","paras",13,0.1
51,1,0.00156616,"Hirstionyssus_soricis","Hisoric","paras",2,0.1
51,2,0.00208185,"Hirstionyssus_soricis","Hisoric","paras",5,0.1
51,3,0.00243209,"Hirstionyssus_soricis","Hisoric","paras",5,0.1
51,4,0.00581104,"Hirstionyssus_soricis","Hisoric","paras",5,0.1
51,5,0.00534599,"Hirstionyssus_soricis","Hisoric","paras",5,0.1
51,6,0.0035834,"Hirstionyssus_soricis","Hisoric","paras",5,0.1
52,1,1.07694e-05,"Holoparasitus_gontscharovae","Holopargontch","paras",2,0.1
52,3,1.09865e-05,"Holoparasitus_gontscharovae","Holopargontch","paras",4,0.1
52,6,3.04408e-06,"Holoparasitus_gontscharovae","Holopargontch","paras",5,0.1
53,2,0.000264625,"Hypoaspis_forcipata","Hsforcipat","paras",5,0.1
54,4,2.18992e-06,"Hyperlaelaps_amphibius","Hyamph","paras",5,0.1
55,5,0.000170983,"Hyperlaelaps_arvalis","Hyarval","paras",4,0.1
55,6,8.09981e-05,"Hyperlaelaps_arvalis","Hyarval","paras",4,0.1
56,1,2.53283e-05,"Hypoaspis_austricaus","Hyaustr","paras",2,0.1
56,3,0.000131434,"Hypoaspis_austricaus","Hyaustr","paras",5,0.1
57,1,0.000593901,"Iphidosoma_fimetarium","Iphidfim","paras",3,0.1
57,3,2.56688e-05,"Iphidosoma_fimetarium","Iphidfim","paras",7,0.1
57,4,3.50519e-05,"Iphidosoma_fimetarium","Iphidfim","paras",4,0.1
57,5,0.000486444,"Iphidosoma_fimetarium","Iphidfim","paras",10,0.1
57,6,0.000103605,"Iphidosoma_fimetarium","Iphidfim","paras",13,0.1
58,5,1.71012e-06,"Laelaspis_astronomicus","Laelaspsiastr","paras",5,0.1
59,1,0.000691245,"Laelaps_clethrionomydis","Lclethr","paras",2,0.1
59,2,0.00220155,"Laelaps_clethrionomydis","Lclethr","paras",8,0.1
59,3,0.00789999,"Laelaps_clethrionomydis","Lclethr","paras",8,0.1
59,4,0.000685995,"Laelaps_clethrionomydis","Lclethr","paras",4,0.1
59,5,0.000168401,"Laelaps_clethrionomydis","Lclethr","paras",4,0.1
59,6,0.000522823,"Laelaps_clethrionomydis","Lclethr","paras",4,0.1
60,1,0.00012404,"Laelaps_hilaris","Lhilar","paras",2,0.1
60,2,0.000279187,"Laelaps_hilaris","Lhilar","paras",4,0.1
60,3,0.00122038,"Laelaps_hilaris","Lhilar","paras",4,0.1
60,5,0.000540818,"Laelaps_hilaris","Lhilar","paras",4,0.1
60,6,0.00266717,"Laelaps_hilaris","Lhilar","paras",4,0.1
61,5,0.00116026,"Laelaps_micromydis","Lmicrom","paras",10,0.1
62,1,0.000885886,"Laelaps_muris","Lmuris","paras",1,0.1
62,3,0.000384911,"Laelaps_muris","Lmuris","paras",1,0.1
62,4,0.00209922,"Laelaps_muris","Lmuris","paras",1,0.1
62,5,0.00212829,"Laelaps_muris","Lmuris","paras",1,0.1
62,6,0.00377938,"Laelaps_muris","Lmuris","paras",1,0.1
63,1,0.000256059,"Laelaps_pavlovskyi","Lpavl","paras",2,0.1
63,2,0.00268433,"Laelaps_pavlovskyi","Lpavl","paras",7,0.1
63,3,0.00201716,"Laelaps_pavlovskyi","Lpavl","paras",7,0.1
63,4,0.00232979,"Laelaps_pavlovskyi","Lpavl","paras",7,0.1
63,5,0.00143997,"Laelaps_pavlovskyi","Lpavl","paras",7,0.1
63,6,0.00428477,"Laelaps_pavlovskyi","Lpavl","paras",7,0.1
64,1,0.000348801,"Macrocheles_glaber","Mglab","paras",2,0.1
64,2,0.000194574,"Macrocheles_glaber","Mglab","paras",4,0.1
64,3,0.00162047,"Macrocheles_glaber","Mglab","paras",9,0.1
64,4,2.98013e-05,"Macrocheles_glaber","Mglab","paras",5,0.1
65,1,4.17793e-05,"Macrocheles_nataliae","Mnataliae","paras",2,0.1
65,3,0.000102397,"Macrocheles_nataliae","Mnataliae","paras",4,0.1
66,1,0.000198536,"Macrocheles_rotundiscutus","Mrotund","paras",2,0.1
66,3,6.45608e-05,"Macrocheles_rotundiscutus","Mrotund","paras",8,0.1
67,1,1.07694e-05,"Ololaelaps_sellnicki","Olsell","paras",2,0.1
68,5,6.39455e-05,"Parasitus_berlesei","Pberelesei","paras",5,0.1
69,1,4.60805e-05,"Parasitus_coleoptratorum","Pcoleop","paras",2,0.1
69,2,1.25136e-05,"Parasitus_coleoptratorum","Pcoleop","paras",5,0.1
69,3,0.000155646,"Parasitus_coleoptratorum","Pcoleop","paras",4,0.1
69,4,0.000511358,"Parasitus_coleoptratorum","Pcoleop","paras",4,0.1
69,5,0.00012341,"Parasitus_coleoptratorum","Pcoleop","paras",4,0.1
70,1,7.17212e-05,"Parasitus_consanguineus","Pcons","paras",2,0.1
70,2,0.000562225,"Parasitus_consanguineus","Pcons","paras",7,0.1
70,3,0.000425879,"Parasitus_consanguineus","Pcons","paras",4,0.1
70,4,0.000899446,"Parasitus_consanguineus","Pcons","paras",1,0.1
70,5,0.000392295,"Parasitus_consanguineus","Pcons","paras",5,0.1
70,6,4.85334e-05,"Parasitus_consanguineus","Pcons","paras",5,0.1
71,3,9.59618e-05,"Parasitus_convexus","Pconvexus","paras",4,0.1
72,2,2.92777e-05,"Parasitus_copridis","Pcopridis","paras",8,0.1
73,1,0.000101083,"Pergamasus_crassipes","Pergcrass","paras",2,0.1
73,2,5.73611e-05,"Pergamasus_crassipes","Pergcrass","paras",4,0.1
73,3,3.22804e-05,"Pergamasus_crassipes","Pergcrass","paras",8,0.1
73,4,2.62813e-05,"Pergamasus_crassipes","Pergcrass","paras",4,0.1
73,5,2.32065e-05,"Pergamasus_crassipes","Pergcrass","paras",4,0.1
74,2,1.25136e-05,"Pergamasus_lapponicus","Perlappon","paras",5,0.1
74,3,1.09865e-05,"Pergamasus_lapponicus","Perlappon","paras",4,0.1
75,1,4.01314e-05,"Pergamasus_misellus","Pergmis","paras",2,0.1
76,1,9.30299e-05,"Pergamasus_quisquilarum","Perquis","paras",2,0.1
77,2,0.000131619,"Pergamasus_septentrionalis","Persept","paras",4,0.1
77,3,0.000385556,"Pergamasus_septentrionalis","Persept","paras",9,0.1
77,4,2.18992e-06,"Pergamasus_septentrionalis","Persept","paras",5,0.1
78,1,4.68671e-05,"Parasitus_fimetorum","Pfimet","paras",2,0.1
78,2,0.000230417,"Parasitus_fimetorum","Pfimet","paras",4,0.1
78,3,0.000346325,"Parasitus_fimetorum","Pfimet","paras",4,0.1
78,4,4.37983e-06,"Parasitus_fimetorum","Pfimet","paras",5,0.1
79,4,2.18992e-06,"Parasitus_lunaris","Plunaris","paras",5,0.1
79,5,1.71012e-06,"Parasitus_lunaris","Plunaris","paras",5,0.1
79,6,1.43787e-05,"Parasitus_lunaris","Plunaris","paras",5,0.1
80,2,0.0107756,"Parasitus_magnus","Pmagnus","paras",6,0.1
80,3,0.000769258,"Parasitus_magnus","Pmagnus","paras",4,0.1
81,1,0.00391139,"Poecilochirus_necrophori","Pnecr","paras",2,0.1
81,2,0.00769732,"Poecilochirus_necrophori","Pnecr","paras",4,0.1
81,3,0.00731022,"Poecilochirus_necrophori","Pnecr","paras",4,0.1
81,4,0.0109744,"Poecilochirus_necrophori","Pnecr","paras",4,0.1
81,5,0.00394999,"Poecilochirus_necrophori","Pnecr","paras",4,0.1
81,6,0.00399928,"Poecilochirus_necrophori","Pnecr","paras",4,0.1
82,1,0.00113943,"Parasitus_oudemansi","Poudem","paras",3,0.1
82,2,0.00124113,"Parasitus_oudemansi","Poudem","paras",6,0.1
82,3,0.00166961,"Parasitus_oudemansi","Poudem","paras",4,0.1
82,4,0.000844063,"Parasitus_oudemansi","Poudem","paras",4,0.1
82,5,0.00153054,"Parasitus_oudemansi","Poudem","paras",4,0.1
82,6,0.000248578,"Parasitus_oudemansi","Poudem","paras",1,0.1
83,1,4.60805e-05,"Parasitus_remberti","Premb","paras",2,0.1
83,2,0.00251678,"Parasitus_remberti","Premb","paras",6,0.1
83,3,0.00048286,"Parasitus_remberti","Premb","paras",4,0.1
83,4,5.46981e-05,"Parasitus_remberti","Premb","paras",4,0.1
83,5,0.000493081,"Parasitus_remberti","Premb","paras",4,0.1
83,6,0.000205508,"Parasitus_remberti","Premb","paras",5,0.1
84,1,0.000518813,"Poecilochirus_subterraneus","Psubterr","paras",2,0.1
84,2,0.000972997,"Poecilochirus_subterraneus","Psubterr","paras",4,0.1
84,3,0.000290064,"Poecilochirus_subterraneus","Psubterr","paras",4,0.1
84,4,0.000992949,"Poecilochirus_subterraneus","Psubterr","paras",4,0.1
84,5,0.000646776,"Poecilochirus_subterraneus","Psubterr","paras",4,0.1
84,6,0.0016304,"Poecilochirus_subterraneus","Psubterr","paras",4,0.1
85,2,0.000248501,"Proctolaelaps_pygmaeus","Proctpyg","paras",11,0.1
85,3,0.00155022,"Proctolaelaps_pygmaeus","Proctpyg","paras",1,0.1
85,4,6.67855e-05,"Proctolaelaps_pygmaeus","Proctpyg","paras",7,0.1
85,5,0.000106296,"Proctolaelaps_pygmaeus","Proctpyg","paras",4,0.1
85,6,3.04408e-06,"Proctolaelaps_pygmaeus","Proctpyg","paras",5,0.1
1,1,0.00306685,"Apodemus_agrarius","APAGR","host",4,0.2
1,2,0.00299725,"Apodemus_agrarius","APAGR","host",4,0.2
1,3,0.00466268,"Apodemus_agrarius","APAGR","host",4,0.2
1,4,0.00494666,"Apodemus_agrarius","APAGR","host",4,0.2
1,5,0.00547798,"Apodemus_agrarius","APAGR","host",4,0.2
1,6,0.00276418,"Apodemus_agrarius","APAGR","host",4,0.2
2,1,0.00239614,"Apodemus_peninsulae","APPEN","host",4,0.2
2,2,0.00205287,"Apodemus_peninsulae","APPEN","host",4,0.2
2,3,0.00218452,"Apodemus_peninsulae","APPEN","host",4,0.2
2,4,0.00326662,"Apodemus_peninsulae","APPEN","host",4,0.2
2,5,0.00187425,"Apodemus_peninsulae","APPEN","host",4,0.2
2,6,0.00389399,"Apodemus_peninsulae","APPEN","host",4,0.2
3,2,0.0226702,"Asioscalops_altaica","ASALT","host",6,0.2
3,3,0.00844937,"Asioscalops_altaica","ASALT","host",1,0.2
3,4,0.00304146,"Asioscalops_altaica","ASALT","host",1,0.2
3,5,0.00573073,"Asioscalops_altaica","ASALT","host",1,0.2
