"layer_from","layer_to","module","mean_distance","turnover","trial"
1,3,"5",244280.590775,0,378
1,3,"5",244280.590775,0,915
1,3,"5",244280.590775,0.0666666666666667,708
1,3,"5",244280.590775,0,407
1,3,"5",244280.590775,0.0714285714285714,916
1,3,"5",244280.590775,0.0666666666666667,423
1,3,"5",244280.590775,0.133333333333333,404
1,3,"5",244280.590775,0.0666666666666667,706
1,3,"5",244280.590775,0.0714285714285714,406
1,3,"5",244280.590775,0.125,689
1,3,"5",244280.590775,0,405
1,3,"5",244280.590775,0,383
1,3,"5",244280.590775,0.0666666666666667,343
1,3,"5",244280.590775,0,379
1,3,"5",244280.590775,0.0625,424
1,3,"5",244280.590775,0.111111111111111,707
1,3,"5",244280.590775,0.0588235294117647,691
1,3,"5",244280.590775,0.0666666666666667,709
1,3,"5",244280.590775,0.2,385
1,3,"5",244280.590775,0.0666666666666667,384
1,3,"5",244280.590775,0.142857142857143,344
1,3,"5",244280.590775,0.125,429
1,3,"5",244280.590775,0.0588235294117647,690
1,3,"5",244280.590775,0.235294117647059,431
1,3,"5",244280.590775,0.0714285714285714,408
1,3,"5",244280.590775,0.0625,917
1,3,"5",244280.590775,0.142857142857143,410
1,3,"5",244280.590775,0,403
1,3,"5",244280.590775,0.0714285714285714,345
1,3,"5",244280.590775,0,430
1,3,"5",244280.590775,0.0769230769230769,380
1,3,"5",244280.590775,0.176470588235294,425
1,3,"5",244280.590775,0,418
1,3,"5",244280.590775,0,918
1,3,"5",244280.590775,0.0588235294117647,436
1,3,"5",244280.590775,0,386
1,3,"5",244280.590775,0.0588235294117647,438
1,3,"5",244280.590775,0.230769230769231,692
1,3,"5",244280.590775,0,710
1,3,"5",244280.590775,0,426
1,3,"5",244280.590775,0.153846153846154,419
1,3,"5",244280.590775,0.105263157894737,714
1,3,"5",244280.590775,0.125,421
1,3,"5",244280.590775,0,716
1,3,"5",244280.590775,0.0666666666666667,432
1,3,"5",244280.590775,0,409
1,3,"5",244280.590775,0,402
1,3,"5",244280.590775,0.0714285714285714,427
1,3,"5",244280.590775,0.0714285714285714,697
1,3,"5",244280.590775,0,346
1,3,"5",244280.590775,0,699
1,3,"5",244280.590775,0.0625,381
1,3,"5",244280.590775,0,433
1,3,"5",244280.590775,0.133333333333333,435
1,3,"5",244280.590775,0.0625,919
1,3,"5",244280.590775,0.125,437
1,3,"5",244280.590775,0,387
1,3,"5",244280.590775,0.125,439
1,3,"5",244280.590775,0.0625,693
1,3,"5",244280.590775,0,711
1,3,"5",244280.590775,0,713
1,3,"5",244280.590775,0.117647058823529,420
1,3,"5",244280.590775,0.0666666666666667,715
1,3,"5",244280.590775,0,422
1,3,"5",244280.590775,0,717
1,3,"5",244280.590775,0,401
1,3,"5",244280.590775,0.133333333333333,694
1,3,"5",244280.590775,0,696
1,3,"5",244280.590775,0.125,428
1,3,"5",244280.590775,0.125,698
1,3,"5",244280.590775,0,347
1,3,"5",244280.590775,0.142857142857143,700
1,3,"5",244280.590775,0,382
1,3,"5",244280.590775,0.307692307692308,434
1,3,"5",244280.590775,0,411
1,3,"5",244280.590775,0.0666666666666667,920
1,3,"5",244280.590775,0.0666666666666667,463
1,3,"5",244280.590775,0.0625,388
1,3,"5",244280.590775,0,440
1,3,"5",244280.590775,0.1875,417
1,3,"5",244280.590775,0,712
1,3,"5",244280.590775,0.0625,394
1,3,"5",244280.590775,0.0714285714285714,903
1,3,"5",244280.590775,0.0714285714285714,446
1,3,"5",244280.590775,0.0714285714285714,932
1,3,"5",244280.590775,0,718
1,3,"5",244280.590775,0.0666666666666667,400
1,3,"5",244280.590775,0,695
1,3,"5",244280.590775,0.117647058823529,377
1,3,"5",244280.590775,0.235294117647059,938
1,3,"5",244280.590775,0,724
1,3,"5",244280.590775,0.125,348
1,3,"5",244280.590775,0,701
1,3,"5",244280.590775,0.0666666666666667,892
1,3,"5",244280.590775,0.133333333333333,944
1,3,"5",244280.590775,0,412
1,3,"5",244280.590775,0.133333333333333,921
1,3,"5",244280.590775,0.0625,464
1,3,"5",244280.590775,0,389
1,3,"5",244280.590775,0,441
1,3,"5",244280.590775,0.111111111111111,846
1,3,"5",244280.590775,0.0714285714285714,927
1,3,"5",244280.590775,0.1875,395
1,3,"5",244280.590775,0,904
1,3,"5",244280.590775,0,447
1,3,"5",244280.590775,0.142857142857143,933
1,3,"5",244280.590775,0.0555555555555556,719
1,3,"5",244280.590775,0.0714285714285714,557
1,3,"5",244280.590775,0.0714285714285714,910
1,3,"5",244280.590775,0,887
1,3,"5",244280.590775,0.117647058823529,939
1,3,"5",244280.590775,0,725
