"layer_id","module","module_size","n","Prop_sp","layer_name"
1,4,1,26,0.0384615384615385,"WesternSahara"
1,9,20,21,0.952380952380952,"WesternSahara"
1,12,10,10,1,"WesternSahara"
1,13,8,8,1,"WesternSahara"
1,14,14,14,1,"WesternSahara"
1,15,10,10,1,"WesternSahara"
1,21,4,4,1,"WesternSahara"
1,27,5,5,1,"WesternSahara"
2,1,1,109,0.00917431192660551,"Fuerteventura"
2,2,25,26,0.961538461538462,"Fuerteventura"
2,3,1,46,0.0217391304347826,"Fuerteventura"
2,4,19,26,0.730769230769231,"Fuerteventura"
2,8,5,21,0.238095238095238,"Fuerteventura"
2,11,6,6,1,"Fuerteventura"
2,20,5,5,1,"Fuerteventura"
2,24,3,3,1,"Fuerteventura"
3,1,9,109,0.0825688073394495,"GranCanaria"
3,3,7,46,0.152173913043478,"GranCanaria"
3,4,1,26,0.0384615384615385,"GranCanaria"
3,5,15,36,0.416666666666667,"GranCanaria"
3,7,5,19,0.263157894736842,"GranCanaria"
3,8,5,21,0.238095238095238,"GranCanaria"
3,10,3,19,0.157894736842105,"GranCanaria"
3,16,14,14,1,"GranCanaria"
3,26,2,2,1,"GranCanaria"
4,1,29,109,0.26605504587156,"TenerifeSouth"
4,3,7,46,0.152173913043478,"TenerifeSouth"
4,4,1,26,0.0384615384615385,"TenerifeSouth"
4,5,11,36,0.305555555555556,"TenerifeSouth"
4,6,12,33,0.363636363636364,"TenerifeSouth"
4,7,3,19,0.157894736842105,"TenerifeSouth"
4,8,2,21,0.0952380952380952,"TenerifeSouth"
4,10,5,19,0.263157894736842,"TenerifeSouth"
4,22,4,8,0.5,"TenerifeSouth"
4,25,5,5,1,"TenerifeSouth"
4,28,3,3,1,"TenerifeSouth"
4,29,2,2,1,"TenerifeSouth"
5,1,16,109,0.146788990825688,"TenerifeTeno"
5,3,14,46,0.304347826086957,"TenerifeTeno"
5,4,3,26,0.115384615384615,"TenerifeTeno"
5,5,2,36,0.0555555555555556,"TenerifeTeno"
5,6,11,33,0.333333333333333,"TenerifeTeno"
5,7,5,19,0.263157894736842,"TenerifeTeno"
5,8,6,21,0.285714285714286,"TenerifeTeno"
5,9,1,21,0.0476190476190476,"TenerifeTeno"
5,10,4,19,0.210526315789474,"TenerifeTeno"
5,17,8,13,0.615384615384615,"TenerifeTeno"
5,22,4,8,0.5,"TenerifeTeno"
5,23,2,7,0.285714285714286,"TenerifeTeno"
5,30,2,2,1,"TenerifeTeno"
6,1,22,109,0.201834862385321,"Gomera"
6,2,1,26,0.0384615384615385,"Gomera"
6,3,8,46,0.173913043478261,"Gomera"
6,4,1,26,0.0384615384615385,"Gomera"
6,5,7,36,0.194444444444444,"Gomera"
6,6,10,33,0.303030303030303,"Gomera"
6,7,6,19,0.315789473684211,"Gomera"
6,8,3,21,0.142857142857143,"Gomera"
6,17,1,13,0.0769230769230769,"Gomera"
6,18,6,6,1,"Gomera"
7,1,32,109,0.293577981651376,"Hierro"
7,3,9,46,0.195652173913043,"Hierro"
7,5,1,36,0.0277777777777778,"Hierro"
7,10,7,19,0.368421052631579,"Hierro"
7,17,4,13,0.307692307692308,"Hierro"
7,19,7,7,1,"Hierro"
7,23,5,7,0.714285714285714,"Hierro"
