"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared"
-0.750129006349696,0.000139510495752556,-4.81259436848433,-0.895417899096845,-0.460455285468901,-0.00104597182343767,0.544072178939279,0.538398722065359
