"module","node_id","layer_id","flow","type","species","size_of_module"
18,56,6,0.000312385,"pollinator","Anthophora_orotavae",6
18,239,6,0.000624769,"pollinator","Scaeva_albomaculata",6
19,162,7,0.000374008,"pollinator","Lasioglossum_arctifrons",7
19,275,7,0.00196413,"pollinator","Thysanoptera_sp._2",7
19,243,7,0.000374008,"pollinator","Sciaridae_sp._1",7
19,202,7,0.000374008,"pollinator","Osmia_canaria",7
19,98,7,0.000374008,"pollinator","Chalicodoma_canescens",7
19,21,7,0.00408849,"plant","Lotus.glaucus",7
19,176,7,0.000374008,"pollinator","Megachile_canariensis",7
20,32,2,0.00213236,"plant","Phagnalon.purpurascens",5
20,91,2,0.00285006,"pollinator","Camponotus_cfr._feae",5
20,105,2,0.000418179,"pollinator","Chloropidae_sp._1",5
20,264,2,0.000528327,"pollinator","Tetramesa_sp.",5
20,22,2,0.00116432,"plant","Lotus.lancerottensis",5
21,261,1,0.0010705,"pollinator","Tethinidae_sp._1",4
21,24,1,0.00321474,"plant","Lotus.sp.",4
21,99,1,0.0002141,"pollinator","Chalicodoma_sicula",4
21,262,1,0.00136689,"pollinator","Tethinidae_sp._2",4
22,13,5,0.000800895,"plant","Frankenia.laevis",8
22,46,4,5.6272e-05,"pollinator","Ammophila_terminata",8
22,158,5,0.00015646,"pollinator","Hylaeus_ater",8
22,185,4,8.49506e-05,"pollinator","Monomorium_subopacum",8
22,101,5,7.82299e-05,"pollinator","Chetogena_acuminata",8
22,13,4,0.00180687,"plant","Frankenia.laevis",8
22,266,4,0.00232801,"pollinator","Themnothorax_hesperius",8
22,266,5,0.000224189,"pollinator","Themnothorax_hesperius",8
23,4,7,0.00244844,"plant","Asphaltklee.bituminosa",7
23,288,7,0.000118773,"pollinator","Villa_nigriceps",7
23,139,5,0.000479939,"pollinator","Eucera_gracilipes",7
23,4,5,7.28046e-05,"plant","Asphaltklee.bituminosa",7
23,114,7,0.000237547,"pollinator","Colias_croceus",7
23,55,7,0.000731581,"pollinator","Anthophora_alluaudi",7
23,139,7,0.000971505,"pollinator","Eucera_gracilipes",7
24,36,2,0.00137253,"plant","Salvia.aegyptiaca",3
24,234,2,0.00259042,"pollinator","Sarcophagidae_sp._4",3
24,101,2,0.000704107,"pollinator","Chetogena_acuminata",3
25,252,4,0.000148447,"pollinator","Stomorhina_lunata",5
25,20,4,0.00279303,"plant","Lavendula.multifida",5
25,249,4,0.000148447,"pollinator","Sphaeniscus_filiolus",5
25,56,4,0.000296894,"pollinator","Anthophora_orotavae",5
25,44,4,0.00118758,"pollinator","Amegilla_quadrifasciata",5
26,25,3,0.00176576,"plant","Lotus.spartioides",2
26,202,3,0.00176576,"pollinator","Osmia_canaria",2
27,39,1,0.00192066,"plant","Zilla.spinosa",5
27,100,1,0.000451278,"pollinator","Chalicodoma_sp.",5
27,161,1,0.000237179,"pollinator","Hym._Waiting<85>.",5
27,86,1,0.000396694,"pollinator","Bombylius_sp._1",5
27,180,1,0.000237179,"pollinator","Melecta_sp.",5
28,182,4,0.000224435,"pollinator","Meligethes_cf._canariensis",3
28,195,4,0.000224435,"pollinator","Nomioides_fortunatus",3
28,23,4,0.00127264,"plant","Lotus.sessilifolius",3
29,37,4,0.000686025,"plant","Satureja.kuegleri",2
29,154,4,0.000105998,"pollinator","Gnaphosidae_sp._1",2
30,276,5,0.000165692,"pollinator","Thysanoptera_sp._3",2
30,6,5,0.000468123,"plant","Ceropegia.dichotoma",2
