"layer_from","node_from","layer_to","node_to","weight"
1,6,1,52,0.00746268656716418
1,6,1,66,0.0298507462686567
1,6,1,93,0.00746268656716418
1,6,1,159,0.00746268656716418
1,6,1,183,0.335820895522388
1,7,1,48,0.0315457413249211
1,7,1,62,0.0157728706624606
1,7,1,66,0.0315457413249211
1,7,1,76,0.00315457413249211
1,7,1,88,0.00315457413249211
1,7,1,144,0.0126182965299685
1,7,1,154,0.00315457413249211
1,7,1,165,0.00315457413249211
1,7,1,181,0.00315457413249211
1,7,1,183,0.167192429022082
1,7,1,197,0.056782334384858
1,7,1,201,0.00315457413249211
1,7,1,203,0.0189274447949527
1,7,1,215,0.00315457413249211
1,7,1,225,0.0662460567823344
1,12,1,109,0.0769230769230769
1,12,1,196,0.153846153846154
1,12,1,226,0.461538461538462
1,15,1,43,0.021978021978022
1,15,1,46,0.010989010989011
1,15,1,48,0.010989010989011
1,15,1,57,0.010989010989011
1,15,1,62,0.032967032967033
1,15,1,66,0.043956043956044
1,15,1,72,0.021978021978022
1,15,1,74,0.021978021978022
1,15,1,78,0.010989010989011
1,15,1,103,0.0659340659340659
1,15,1,109,0.010989010989011
1,15,1,124,0.010989010989011
1,15,1,138,0.010989010989011
1,15,1,144,0.0659340659340659
1,15,1,173,0.010989010989011
1,15,1,183,0.131868131868132
1,15,1,188,0.010989010989011
1,15,1,190,0.0769230769230769
1,15,1,198,0.010989010989011
1,15,1,203,0.032967032967033
1,15,1,226,0.021978021978022
1,15,1,234,0.021978021978022
1,23,1,46,0.192307692307692
1,23,1,74,0.0384615384615385
1,23,1,75,0.0384615384615385
1,23,1,225,0.0384615384615385
1,23,1,226,0.0384615384615385
1,23,1,228,0.0384615384615385
1,28,1,218,0.166666666666667
1,32,1,46,0.25
1,32,1,83,0.25
1,32,1,196,0.5
1,6,1,48,0.00746268656716418
1,6,1,66,0.0149253731343284
1,6,1,68,0.0298507462686567
1,6,1,93,0.0149253731343284
1,6,1,109,0.00746268656716418
1,6,1,183,0.462686567164179
1,6,1,196,0.00746268656716418
1,6,1,197,0.00746268656716418
1,6,1,203,0.0597014925373134
1,7,1,43,0.00630914826498423
1,7,1,48,0.00315457413249211
1,7,1,55,0.00946372239747634
1,7,1,62,0.028391167192429
1,7,1,66,0.0252365930599369
1,7,1,100,0.00946372239747634
1,7,1,144,0.00946372239747634
1,7,1,177,0.00315457413249211
1,7,1,183,0.28391167192429
1,7,1,186,0.00315457413249211
1,7,1,194,0.00630914826498423
1,7,1,196,0.00946372239747634
1,7,1,203,0.00630914826498423
1,7,1,217,0.00315457413249211
1,7,1,218,0.00315457413249211
1,7,1,225,0.167192429022082
1,12,1,123,0.0769230769230769
1,12,1,226,0.230769230769231
1,13,1,132,0.25
1,13,1,168,0.25
1,13,1,226,0.5
1,15,1,42,0.021978021978022
1,15,1,46,0.021978021978022
1,15,1,59,0.010989010989011
1,15,1,72,0.021978021978022
1,15,1,82,0.032967032967033
1,15,1,93,0.032967032967033
1,15,1,106,0.032967032967033
1,15,1,130,0.010989010989011
1,15,1,142,0.010989010989011
1,15,1,144,0.032967032967033
1,15,1,190,0.010989010989011
1,15,1,196,0.010989010989011
1,15,1,198,0.010989010989011
1,15,1,203,0.043956043956044
1,15,1,234,0.021978021978022
1,20,1,62,0.333333333333333
1,20,1,74,0.333333333333333
1,20,1,87,0.333333333333333
1,23,1,46,0.230769230769231
1,23,1,62,0.0384615384615385
1,23,1,66,0.0384615384615385
1,23,1,109,0.0769230769230769
1,23,1,142,0.153846153846154
1,23,1,203,0.0384615384615385
1,23,1,225,0.0384615384615385
1,28,1,74,0.666666666666667
1,28,1,83,0.166666666666667
2,6,2,49,0.00826446280991736
2,6,2,75,0.28099173553719
2,6,2,83,0.00826446280991736
2,6,2,93,0.0661157024793388
2,6,2,96,0.00826446280991736
2,6,2,101,0.00826446280991736
2,6,2,139,0.00826446280991736
2,6,2,144,0.00826446280991736
2,6,2,158,0.0247933884297521
2,6,2,166,0.00826446280991736
2,6,2,197,0.00826446280991736
2,6,2,206,0.00826446280991736
2,6,2,225,0.00826446280991736
2,7,2,43,0.0290909090909091
2,7,2,49,0.00363636363636364
2,7,2,58,0.00363636363636364
2,7,2,61,0.00363636363636364
2,7,2,75,0.130909090909091
2,7,2,93,0.0254545454545455
2,7,2,138,0.00363636363636364
2,7,2,139,0.00727272727272727
2,7,2,158,0.0181818181818182
2,7,2,166,0.00363636363636364
2,7,2,197,0.00363636363636364
2,7,2,206,0.00363636363636364
2,7,2,225,0.287272727272727
2,9,2,43,0.0404040404040404
2,9,2,44,0.0707070707070707
2,9,2,46,0.0101010101010101
2,9,2,61,0.0404040404040404
2,9,2,69,0.0101010101010101
2,9,2,75,0.141414141414141
2,9,2,93,0.0101010101010101
2,9,2,96,0.0202020202020202
2,9,2,114,0.0101010101010101
2,9,2,117,0.0303030303030303
2,9,2,126,0.0101010101010101
2,9,2,128,0.0101010101010101
2,9,2,136,0.0404040404040404
2,9,2,139,0.0202020202020202
2,9,2,144,0.0303030303030303
2,9,2,151,0.0101010101010101
2,9,2,158,0.0303030303030303
