"","layer","node_from","node_to","weight"
"1",1,3,72,0.027027027027027
"2",1,3,82,0.0135135135135135
"3",1,3,104,0.0540540540540541
"4",1,3,170,0.148648648648649
"5",1,3,194,0.0540540540540541
"6",1,3,242,0.027027027027027
"7",1,8,51,0.0087719298245614
"8",1,8,113,0.0087719298245614
"9",1,8,170,0.0087719298245614
"10",1,8,189,0.0087719298245614
"11",1,8,216,0.0526315789473684
"12",1,8,244,0.263157894736842
"13",1,8,258,0.210526315789474
"14",1,9,49,0.00476190476190476
"15",1,9,65,0.00476190476190476
"16",1,9,113,0.00476190476190476
"17",1,9,119,0.00476190476190476
"18",1,9,160,0.00476190476190476
"19",1,9,170,0.0857142857142857
"20",1,9,171,0.0714285714285714
"21",1,9,187,0.00952380952380952
"22",1,9,189,0.00952380952380952
"23",1,9,216,0.00476190476190476
"24",1,9,230,0.00476190476190476
"25",1,9,232,0.019047619047619
"26",1,9,242,0.138095238095238
"27",1,9,258,0.0714285714285714
"28",1,9,273,0.119047619047619
"29",1,9,286,0.00476190476190476
"30",1,14,258,1
"31",1,15,216,0.166666666666667
"32",1,17,54,0.0483870967741935
"33",1,17,113,0.112903225806452
"34",1,17,198,0.0161290322580645
"35",1,17,225,0.0161290322580645
"36",1,17,271,0.0483870967741935
"37",1,17,284,0.0645161290322581
"38",1,17,287,0.0645161290322581
"39",1,24,99,0.0714285714285714
"40",1,24,100,0.0714285714285714
"41",1,24,170,0.0714285714285714
"42",1,24,261,0.357142857142857
"43",1,24,262,0.428571428571429
"44",1,26,45,0.0571428571428571
"45",1,26,51,0.0285714285714286
"46",1,26,58,0.0285714285714286
"47",1,28,51,0.0833333333333333
"48",1,28,194,0.333333333333333
"49",1,28,216,0.0833333333333333
"50",1,28,242,0.333333333333333
"51",1,39,45,0.125
"52",1,39,86,0.125
"53",1,39,100,0.125
"54",1,39,161,0.125
"55",1,39,180,0.125
"56",1,39,216,0.125
"57",1,39,271,0.125
"58",1,2,258,1
"59",1,3,61,0.0135135135135135
"60",1,3,113,0.0135135135135135
"61",1,3,170,0.0135135135135135
"62",1,3,194,0.540540540540541
"63",1,3,221,0.0135135135135135
"64",1,3,222,0.0405405405405405
"65",1,3,230,0.0135135135135135
"66",1,3,231,0.0135135135135135
"67",1,3,262,0.0135135135135135
"68",1,8,82,0.0175438596491228
"69",1,8,117,0.0087719298245614
"70",1,8,170,0.0263157894736842
"71",1,8,216,0.087719298245614
"72",1,8,244,0.114035087719298
"73",1,8,258,0.184210526315789
"74",1,9,49,0.00476190476190476
"75",1,9,86,0.00476190476190476
"76",1,9,101,0.00476190476190476
"77",1,9,113,0.00476190476190476
"78",1,9,147,0.00952380952380952
"79",1,9,160,0.00476190476190476
"80",1,9,164,0.00476190476190476
"81",1,9,170,0.0238095238095238
"82",1,9,187,0.00952380952380952
"83",1,9,188,0.00952380952380952
"84",1,9,189,0.0285714285714286
"85",1,9,212,0.00476190476190476
"86",1,9,216,0.00476190476190476
"87",1,9,221,0.00952380952380952
"88",1,9,232,0.00952380952380952
"89",1,9,237,0.0333333333333333
"90",1,9,242,0.166666666666667
"91",1,9,256,0.00476190476190476
"92",1,9,258,0.00476190476190476
"93",1,9,267,0.019047619047619
"94",1,9,273,0.0571428571428571
"95",1,9,284,0.0142857142857143
"96",1,12,45,0.75
"97",1,12,281,0.25
"98",1,15,45,0.166666666666667
"99",1,15,72,0.166666666666667
"100",1,15,116,0.166666666666667
"101",1,15,164,0.166666666666667
"102",1,15,258,0.166666666666667
"103",1,17,54,0.112903225806452
"104",1,17,63,0.032258064516129
"105",1,17,72,0.0161290322580645
"106",1,17,160,0.0806451612903226
"107",1,17,164,0.0967741935483871
"108",1,17,194,0.0161290322580645
"109",1,17,206,0.0483870967741935
"110",1,17,242,0.0161290322580645
"111",1,17,250,0.0483870967741935
"112",1,17,259,0.0967741935483871
"113",1,17,284,0.0161290322580645
"114",1,17,285,0.0483870967741935
"115",1,26,45,0.0857142857142857
"116",1,26,57,0.0285714285714286
"117",1,26,116,0.285714285714286
"118",1,26,164,0.0285714285714286
"119",1,26,194,0.0857142857142857
"120",1,26,196,0.257142857142857
"121",1,26,244,0.0285714285714286
"122",1,26,258,0.0857142857142857
"123",1,28,86,0.0833333333333333
"124",1,28,172,0.0833333333333333
"125",1,39,258,0.125
"126",2,8,66,0.00746268656716418
"127",2,8,81,0.0298507462686567
"128",2,8,111,0.00746268656716418
"129",2,8,188,0.00746268656716418
"130",2,8,216,0.335820895522388
"131",2,9,59,0.0315457413249211
"132",2,9,77,0.0157728706624606
"133",2,9,81,0.0315457413249211
"134",2,9,93,0.00315457413249211
"135",2,9,106,0.00315457413249211
"136",2,9,170,0.0126182965299685
"137",2,9,183,0.00315457413249211
"138",2,9,197,0.00315457413249211
"139",2,9,214,0.00315457413249211
"140",2,9,216,0.167192429022082
"141",2,9,235,0.056782334384858
"142",2,9,240,0.00315457413249211
"143",2,9,242,0.0189274447949527
"144",2,9,257,0.00315457413249211
"145",2,9,274,0.0662460567823344
"146",2,14,131,0.0769230769230769
"147",2,14,234,0.153846153846154
"148",2,14,275,0.461538461538462
"149",2,17,50,0.021978021978022
"150",2,17,55,0.010989010989011
"151",2,17,59,0.010989010989011
"152",2,17,71,0.010989010989011
"153",2,17,77,0.032967032967033
"154",2,17,81,0.043956043956044
"155",2,17,89,0.021978021978022
"156",2,17,91,0.021978021978022
"157",2,17,95,0.010989010989011
"158",2,17,125,0.0659340659340659
"159",2,17,131,0.010989010989011
"160",2,17,146,0.010989010989011
"161",2,17,163,0.010989010989011
"162",2,17,170,0.0659340659340659
"163",2,17,206,0.010989010989011
"164",2,17,216,0.131868131868132
"165",2,17,223,0.010989010989011
"166",2,17,225,0.0769230769230769
"167",2,17,236,0.010989010989011
"168",2,17,242,0.032967032967033
"169",2,17,275,0.021978021978022
"170",2,17,284,0.021978021978022
"171",2,26,55,0.192307692307692
"172",2,26,91,0.0384615384615385
"173",2,26,92,0.0384615384615385
"174",2,26,274,0.0384615384615385
"175",2,26,275,0.0384615384615385
"176",2,26,277,0.0384615384615385
"177",2,32,264,0.166666666666667
"178",2,36,55,0.25
"179",2,36,101,0.25
"180",2,36,234,0.5
"181",2,8,59,0.00746268656716418
"182",2,8,81,0.0149253731343284
"183",2,8,84,0.0298507462686567
"184",2,8,111,0.0149253731343284
"185",2,8,131,0.00746268656716418
"186",2,8,216,0.462686567164179
"187",2,8,234,0.00746268656716418
"188",2,8,235,0.00746268656716418
"189",2,8,242,0.0597014925373134
"190",2,9,50,0.00630914826498423
"191",2,9,59,0.00315457413249211
"192",2,9,69,0.00946372239747634
"193",2,9,77,0.028391167192429
"194",2,9,81,0.0252365930599369
"195",2,9,122,0.00946372239747634
"196",2,9,170,0.00946372239747634
"197",2,9,210,0.00315457413249211
"198",2,9,216,0.28391167192429
"199",2,9,219,0.00315457413249211
"200",2,9,229,0.00630914826498423
"201",2,9,234,0.00946372239747634
"202",2,9,242,0.00630914826498423
"203",2,9,263,0.00315457413249211
"204",2,9,264,0.00315457413249211
"205",2,9,274,0.167192429022082
"206",2,14,145,0.0769230769230769
"207",2,14,275,0.230769230769231
"208",2,15,155,0.25
"209",2,15,201,0.25
"210",2,15,275,0.5
"211",2,17,48,0.021978021978022
"212",2,17,55,0.021978021978022
"213",2,17,74,0.010989010989011
"214",2,17,89,0.021978021978022
"215",2,17,99,0.032967032967033
"216",2,17,111,0.032967032967033
"217",2,17,128,0.032967032967033
"218",2,17,153,0.010989010989011
"219",2,17,168,0.010989010989011
"220",2,17,170,0.032967032967033
"221",2,17,225,0.010989010989011
"222",2,17,234,0.010989010989011
"223",2,17,236,0.010989010989011
"224",2,17,242,0.043956043956044
"225",2,17,284,0.021978021978022
"226",2,22,77,0.333333333333333
"227",2,22,91,0.333333333333333
"228",2,22,105,0.333333333333333
"229",2,26,55,0.230769230769231
"230",2,26,77,0.0384615384615385
"231",2,26,81,0.0384615384615385
"232",2,26,131,0.0769230769230769
"233",2,26,168,0.153846153846154
"234",2,26,242,0.0384615384615385
"235",2,26,274,0.0384615384615385
"236",2,32,91,0.666666666666667
"237",2,32,101,0.166666666666667
"238",3,8,60,0.00826446280991736
"239",3,8,92,0.28099173553719
"240",3,8,101,0.00826446280991736
"241",3,8,111,0.0661157024793388
"242",3,8,115,0.00826446280991736
"243",3,8,123,0.00826446280991736
"244",3,8,165,0.00826446280991736
"245",3,8,170,0.00826446280991736
"246",3,8,187,0.0247933884297521
"247",3,8,199,0.00826446280991736
"248",3,8,235,0.00826446280991736
"249",3,8,246,0.00826446280991736
"250",3,8,274,0.00826446280991736
"251",3,9,50,0.0290909090909091
"252",3,9,60,0.00363636363636364
"253",3,9,73,0.00363636363636364
"254",3,9,76,0.00363636363636364
"255",3,9,92,0.130909090909091
"256",3,9,111,0.0254545454545455
"257",3,9,163,0.00363636363636364
"258",3,9,165,0.00727272727272727
"259",3,9,187,0.0181818181818182
"260",3,9,199,0.00363636363636364
"261",3,9,235,0.00363636363636364
"262",3,9,246,0.00363636363636364
"263",3,9,274,0.287272727272727
"264",3,11,50,0.0404040404040404
"265",3,11,52,0.0707070707070707
"266",3,11,55,0.0101010101010101
"267",3,11,76,0.0404040404040404
"268",3,11,85,0.0101010101010101
"269",3,11,92,0.141414141414141
"270",3,11,111,0.0101010101010101
"271",3,11,115,0.0202020202020202
"272",3,11,136,0.0101010101010101
"273",3,11,139,0.0303030303030303
"274",3,11,149,0.0101010101010101
"275",3,11,151,0.0101010101010101
"276",3,11,159,0.0404040404040404
"277",3,11,165,0.0202020202020202
"278",3,11,170,0.0303030303030303
"279",3,11,179,0.0101010101010101
"280",3,11,187,0.0303030303030303
"281",3,11,199,0.0505050505050505
"282",3,11,239,0.0101010101010101
"283",3,12,76,0.027027027027027
"284",3,12,163,0.162162162162162
"285",3,12,275,0.432432432432432
"286",3,16,92,0.2
"287",3,16,268,0.4
"288",3,16,275,0.4
"289",3,17,73,0.0731707317073171
"290",3,17,76,0.121951219512195
"291",3,17,217,0.024390243902439
"292",3,17,268,0.0487804878048781
"293",3,17,275,0.024390243902439
"294",3,26,44,0.0909090909090909
"295",3,26,55,0.121212121212121
"296",3,26,56,0.0303030303030303
"297",3,26,60,0.0303030303030303
"298",3,26,92,0.0303030303030303
"299",3,26,139,0.0303030303030303
"300",3,26,163,0.0303030303030303
"301",3,26,165,0.0909090909090909
"302",3,34,76,0.0833333333333333
"303",3,34,92,0.0833333333333333
"304",3,34,115,0.0833333333333333
"305",3,34,163,0.0833333333333333
"306",3,34,199,0.0277777777777778
"307",3,35,50,0.0172413793103448
"308",3,35,92,0.206896551724138
"309",3,35,174,0.0172413793103448
"310",3,35,187,0.0344827586206897
"311",3,35,199,0.0172413793103448
"312",3,38,76,0.142857142857143
"313",3,38,95,0.0714285714285714
"314",3,38,274,0.642857142857143
"315",3,38,275,0.0714285714285714
"316",3,38,276,0.0714285714285714
"317",3,8,70,0.00826446280991736
"318",3,8,92,0.512396694214876
"319",3,8,187,0.0165289256198347
"320",3,8,199,0.00826446280991736
"321",3,9,50,0.0109090909090909
"322",3,9,53,0.00363636363636364
"323",3,9,60,0.00363636363636364
"324",3,9,76,0.00363636363636364
"325",3,9,92,0.156363636363636
"326",3,9,106,0.0109090909090909
"327",3,9,111,0.00363636363636364
"328",3,9,163,0.00363636363636364
"329",3,9,199,0.0181818181818182
"330",3,9,251,0.00363636363636364
"331",3,9,274,0.254545454545455
"332",3,9,276,0.00363636363636364
"333",3,11,41,0.0101010101010101
"334",3,11,50,0.0404040404040404
"335",3,11,92,0.282828282828283
"336",3,11,159,0.0404040404040404
"337",3,11,165,0.0101010101010101
"338",3,11,235,0.0101010101010101
"339",3,11,239,0.0101010101010101
"340",3,12,52,0.027027027027027
"341",3,12,76,0.0540540540540541
"342",3,12,92,0.027027027027027
"343",3,12,163,0.027027027027027
"344",3,12,275,0.243243243243243
"345",3,17,42,0.024390243902439
"346",3,17,50,0.24390243902439
"347",3,17,60,0.024390243902439
"348",3,17,76,0.0975609756097561
"349",3,17,130,0.024390243902439
"350",3,17,165,0.0975609756097561
"351",3,17,203,0.0487804878048781
"352",3,17,215,0.0731707317073171
