"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared"
-0.781063858516276,4.80353002558172e-05,-5.3066973487191,-0.909297715611155,-0.517362795534462,-0.00102378578413887,0.557908181348271,0.588397459473685
