"layer_from","layer_to","ave","sd","ave_dist","type","mean_dist_in_km"
1,2,0.222222222222222,NA,305248.84735,"empirical",305.24884735
1,3,0.130434782608696,NA,244280.590775,"empirical",244.280590775
1,4,0.0740740740740741,NA,339381.7762,"empirical",339.3817762
1,5,0.103448275862069,NA,389094.179225,"empirical",389.094179225
1,6,0.115384615384615,NA,390008.86975,"empirical",390.00886975
2,3,0.523809523809524,NA,190474.59875,"empirical",190.47459875
2,4,0.25,NA,284225.3518,"empirical",284.2253518
2,5,0.310344827586207,NA,337055.48055,"empirical",337.05548055
2,6,0.346153846153846,NA,376892.630125,"empirical",376.892630125
2,7,0.12,NA,455676.643375,"empirical",455.676643375
3,4,0.392857142857143,NA,116460.649125,"empirical",116.460649125
3,5,0.4,NA,173858.830325,"empirical",173.858830325
3,6,0.5,NA,200274.260075,"empirical",200.274260075
3,7,0.230769230769231,NA,274346.546,"empirical",274.346546
4,5,0.551724137931034,NA,57464.1820425,"empirical",57.4641820425
4,6,0.555555555555556,NA,92999.56344,"empirical",92.99956344
4,7,0.25,NA,172763.448,"empirical",172.763448
5,6,0.5,NA,52751.492455,"empirical",52.751492455
5,7,0.461538461538462,NA,129414.4136,"empirical",129.4144136
6,7,0.346153846153846,NA,80112.73198,"empirical",80.11273198
1,2,0.258931831742859,0.0373657228938581,305248.84735,"null_model_int",305.24884735
1,3,0.0827826519185322,0.0204103832383646,244280.590775,"null_model_int",244.280590775
1,4,0.0877305727209537,0.0191843735641298,339381.7762,"null_model_int",339.3817762
1,5,0.0785252630543873,0.0162959639752886,389094.179225,"null_model_int",389.094179225
1,6,0.106354589456838,0.0232918125924705,390008.86975,"null_model_int",390.00886975
1,7,0.0515249044336358,0.0229416171792407,437371.016375,"null_model_int",437.371016375
2,3,0.338110347400502,0.0309036318687599,190474.59875,"null_model_int",190.47459875
2,4,0.27100263144842,0.0206775912473403,284225.3518,"null_model_int",284.2253518
2,5,0.220212457200558,0.0144056309587406,337055.48055,"null_model_int",337.05548055
2,6,0.250200633500969,0.0246882407082832,376892.630125,"null_model_int",376.892630125
2,7,0.168641032233035,0.0281866174131844,455676.643375,"null_model_int",455.676643375
3,4,0.381753010699592,0.026189654485757,116460.649125,"null_model_int",116.460649125
3,5,0.315846081884767,0.026295577845084,173858.830325,"null_model_int",173.858830325
3,6,0.403737017062365,0.0313751883940362,200274.260075,"null_model_int",200.274260075
3,7,0.19423460915881,0.023013146722967,274346.546,"null_model_int",274.346546
4,5,0.489625759922257,0.0218695477538413,57464.1820425,"null_model_int",57.4641820425
4,6,0.416204174082002,0.0252765642218697,92999.56344,"null_model_int",92.99956344
4,7,0.256816039360164,0.0193920171729374,172763.448,"null_model_int",172.763448
5,6,0.377513507536112,0.026297115045117,52751.492455,"null_model_int",52.751492455
5,7,0.39806016980059,0.0218871352410242,129414.4136,"null_model_int",129.4144136
6,7,0.375708332714502,0.0259448009182749,80112.73198,"null_model_int",80.11273198
