"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared","trial_num"
-0.277577285690909,0.0132597905520249,-2.53536213575026,-0.469850506856303,-0.0601591662427027,-4.35693369341181e-07,0.373584865142305,0.0650627748501237,1
-0.248316029690851,0.0273429348196062,-2.24941817645045,-0.444993925617848,-0.0287861381862464,-4.01154087774042e-07,0.374006207051476,0.0494746278819659,2
-0.209353301158361,0.0640702899368898,-1.8786996210613,-0.411419036563142,0.0123277548080673,-3.59009966625143e-07,0.344223925323489,0.0314109969748112,3
-0.234970351756469,0.0371189164556725,-2.12124597235011,-0.433555635486281,-0.014619496964432,-4.07584287631955e-07,0.437022572879966,0.0429410800513712,4
-0.169319898995969,0.135763518785253,-1.50754328164482,-0.376340710197416,0.0538048706050097,-2.45472261645074e-07,0.388005317194853,0.0160545428479013,5
-0.277103207364421,0.0134242824929349,-2.53067146677726,-0.469450206535915,-0.0596474273664482,-3.93565889115259e-07,0.378325975141892,0.0647963977593333,6
-0.335987003085239,0.00246794302418333,-3.13024574566566,-0.518572536437035,-0.124095698134218,-4.95953190692173e-07,0.383279682462839,0.101366321647943,7
-0.261360342889402,0.0199870075423852,-2.3760148848614,-0.456112250191596,-0.0427186288606681,-5.05329457133332e-07,0.416552880428419,0.0562093486902695,8
-0.268706465940082,0.0166446806329985,-2.44791896106293,-0.462347073667947,-0.0506025538615495,-4.02752634921836e-07,0.347774436094984,0.0601538552904503,9
-0.243336548516525,0.0306997301039399,-2.20144063053001,-0.440733612391527,-0.0234900088130159,-4.23741748048619e-07,0.356523383321469,0.0469946586471029,10
-0.252785816529081,0.0245994259257047,-2.29264650608969,-0.448810590631241,-0.0335506822283559,-4.08019617868429e-07,0.380160419447128,0.05174353486994,11
-0.256776469173993,0.0223511139586758,-2.33137341256503,-0.452212100186036,-0.0378129324481448,-4.17164941375783e-07,0.402857178291059,0.0538034298632997,12
-0.320799412573875,0.00394557971185889,-2.97208665012315,-0.50601697433981,-0.107300025496771,-4.8092563739652e-07,0.418607639056387,0.0912617730182337,13
-0.228432540071962,0.0428830011284831,-2.05892593334553,-0.427928768712175,-0.00771164422789375,-3.14584865623179e-07,0.396113342237044,0.0398720932255953,14
-0.37292322773997,0.000712404592063165,-3.5268039101103,-0.548782554141118,-0.165455853068205,-5.51895606291972e-07,0.455749015303827,0.127890847213816,15
-0.302759678525319,0.00668663091462102,-2.78753286628979,-0.491000855798427,-0.0875073057649515,-4.15502734089509e-07,0.399561041940757,0.0798668440179073,16
-0.275957506424029,0.0138291250535531,-2.51934382382985,-0.468482477706791,-0.0584111842171724,-4.67117228892406e-07,0.40484683508227,0.0641545264602328,17
-0.240423699916869,0.0328195308880742,-2.17346128336327,-0.438237326203137,-0.0203976403447003,-3.68959511281039e-07,0.421436605211127,0.0455672380204404,18
-0.184588646592686,0.103411184250381,-1.64807961688107,-0.389789977156629,0.0380757987698302,-2.65537662587549e-07,0.348705004897493,0.0215284615476847,19
-0.327602707356675,0.00320690199275361,-3.04260659306247,-0.511650971975197,-0.114808625155724,-5.27455659739049e-07,0.459053336750906,0.0957303330085589,20
-0.189699933975854,0.0940409026753651,-1.69539495477452,-0.394272713262971,0.0327856497499594,-3.05576770631018e-07,0.352894386079974,0.0234664034562934,21
-0.26437855239426,0.0185500595338815,-2.40550260325907,-0.458676189922928,-0.0459545061503018,-4.29451537074844e-07,0.370934450368189,0.0578167464851246,22
-0.233396631319515,0.0384436594986504,-2.10621744433269,-0.432202602827104,-0.0129547793172401,-3.36110527640015e-07,0.327313552675047,0.0421944289075481,23
-0.192665202252144,0.088918867888311,-1.72290977599683,-0.396868878608877,0.0297108918928255,-2.79069333050245e-07,0.352504058436609,0.0246149435375461,24
-0.369840686000742,0.00079477891814737,-3.49301007387314,-0.546278798881506,-0.161975969984629,-5.42417406833276e-07,0.420941867255312,0.125571511372428,25
-0.267044354013904,0.0173555068143025,-2.43161048076979,-0.460938075151043,-0.0488163779265845,-4.64639418582162e-07,0.376991569520827,0.059251812816037,26
-0.298977806913982,0.00743881360175379,-2.74927109023643,-0.487838611394743,-0.0833793739552707,-4.90789323673385e-07,0.42555181144772,0.0775615956378356,27
-0.228618711271609,0.0427091599167531,-2.06069644697906,-0.428089213981264,-0.00790806177476752,-3.8535584040592e-07,0.387455689380708,0.0399582880674326,28
