"","module_sub_module","layer_from","layer_to","sub_module_sharing","distance"
"550","1 . 2",11,12,0.333333333333333,70.701802
"551","1 . 2",13,14,0.5,93.399466
"552","1 . 2",1,2,0.333333333333333,505.679714
"553","1 . 2",11,12,0.333333333333333,70.701802
"554","1 . 2",13,14,0.5,93.399466
"555","1 . 2",1,2,0.333333333333333,505.679714
"556","1 . 2",11,12,0.333333333333333,70.701802
"557","1 . 2",13,14,0.5,93.399466
"558","1 . 2",1,2,0.333333333333333,505.679714
"559","1 . 2",11,12,0.333333333333333,70.701802
"560","1 . 2",13,14,0.5,93.399466
"561","1 . 2",1,2,0.333333333333333,505.679714
"562","1 . 2",11,12,0.333333333333333,70.701802
"563","1 . 2",13,14,0.5,93.399466
"564","1 . 2",1,2,0.333333333333333,505.679714
"565","1 . 2",11,12,0.333333333333333,70.701802
"566","1 . 2",13,14,0.5,93.399466
"567","1 . 2",1,2,0.333333333333333,505.679714
"568","1 . 2",11,12,0.333333333333333,70.701802
"569","1 . 2",13,14,0.5,93.399466
"570","1 . 2",1,2,0.333333333333333,505.679714
"571","1 . 2",11,12,0.333333333333333,70.701802
"572","1 . 2",13,14,0.5,93.399466
"573","1 . 2",1,2,0.333333333333333,505.679714
"574","1 . 2",11,12,0.333333333333333,70.701802
"575","1 . 2",13,14,0.5,93.399466
"576","1 . 2",1,2,0.333333333333333,505.679714
"577","1 . 2",11,12,0.333333333333333,70.701802
"578","1 . 2",13,14,0.5,93.399466
"579","1 . 2",1,2,0.333333333333333,505.679714
"580","1 . 2",11,12,0.333333333333333,70.701802
"581","1 . 2",13,14,0.5,93.399466
"582","1 . 2",1,2,0.333333333333333,505.679714
"583","1 . 2",11,12,0.333333333333333,70.701802
"584","1 . 2",13,14,0.5,93.399466
"585","1 . 2",1,2,0.333333333333333,505.679714
"586","1 . 2",11,12,0.333333333333333,70.701802
"587","1 . 2",13,14,0.5,93.399466
"588","1 . 2",1,2,0.333333333333333,505.679714
"589","1 . 2",11,12,0.333333333333333,70.701802
"590","1 . 2",13,14,0.5,93.399466
"591","1 . 2",1,2,0.333333333333333,505.679714
"592","1 . 2",11,12,0.333333333333333,70.701802
"593","1 . 2",13,14,0.5,93.399466
"594","1 . 2",1,2,0.333333333333333,505.679714
"595","1 . 2",11,12,0.333333333333333,70.701802
"596","1 . 2",13,14,0.5,93.399466
"597","1 . 2",1,2,0.333333333333333,505.679714
"598","1 . 2",11,12,0.333333333333333,70.701802
"599","1 . 2",13,14,0.5,93.399466
"600","1 . 2",1,2,0.333333333333333,505.679714
"601","1 . 2",11,12,0.333333333333333,70.701802
"602","1 . 2",13,14,0.5,93.399466
"603","1 . 2",1,2,0.333333333333333,505.679714
"604","1 . 2",11,12,0.333333333333333,70.701802
"605","1 . 2",13,14,0.5,93.399466
"606","1 . 2",1,2,0.333333333333333,505.679714
"607","1 . 2",11,12,0.333333333333333,70.701802
"608","1 . 2",13,14,0.5,93.399466
"609","1 . 2",1,2,0.333333333333333,505.679714
"610","1 . 2",11,12,0.333333333333333,70.701802
"611","1 . 2",13,14,0.5,93.399466
"612","1 . 2",1,2,0.333333333333333,505.679714
"613","1 . 2",11,12,0.333333333333333,70.701802
"614","1 . 2",13,14,0.5,93.399466
"615","1 . 2",1,2,0.333333333333333,505.679714
"616","1 . 2",11,12,0.333333333333333,70.701802
"617","1 . 2",13,14,0.5,93.399466
"618","1 . 2",1,2,0.333333333333333,505.679714
"619","1 . 2",11,12,0.333333333333333,70.701802
"620","1 . 2",13,14,0.5,93.399466
"621","1 . 2",1,2,0.333333333333333,505.679714
"622","1 . 2",11,12,0.333333333333333,70.701802
"623","1 . 2",13,14,0.5,93.399466
"624","1 . 2",1,2,0.333333333333333,505.679714
"625","1 . 2",11,12,0.333333333333333,70.701802
"626","1 . 2",13,14,0.5,93.399466
"627","1 . 2",1,2,0.333333333333333,505.679714
"628","1 . 2",11,12,0.333333333333333,70.701802
"629","1 . 2",13,14,0.5,93.399466
"630","1 . 2",1,2,0.333333333333333,505.679714
"631","1 . 2",11,12,0.333333333333333,70.701802
"632","1 . 2",13,14,0.5,93.399466
"633","1 . 2",1,2,0.333333333333333,505.679714
"634","1 . 2",11,12,0.333333333333333,70.701802
"635","1 . 2",13,14,0.5,93.399466
"636","1 . 2",1,2,0.333333333333333,505.679714
"637","1 . 2",11,12,0.333333333333333,70.701802
"638","1 . 2",13,14,0.5,93.399466
"639","1 . 2",1,2,0.333333333333333,505.679714
"640","1 . 2",11,12,0.333333333333333,70.701802
"641","1 . 2",13,14,0.5,93.399466
"642","1 . 2",1,2,0.333333333333333,505.679714
"643","1 . 2",11,12,0.333333333333333,70.701802
"644","1 . 2",13,14,0.5,93.399466
"645","1 . 2",1,2,0.333333333333333,505.679714
"646","1 . 2",11,12,0.333333333333333,70.701802
"647","1 . 2",13,14,0.5,93.399466
"648","1 . 2",1,2,0.333333333333333,505.679714
"649","1 . 2",11,12,0.333333333333333,70.701802
"650","1 . 2",13,14,0.5,93.399466
"651","1 . 2",1,2,0.333333333333333,505.679714
"652","1 . 2",11,12,0.333333333333333,70.701802
"653","1 . 2",13,14,0.5,93.399466
"654","1 . 2",1,2,0.333333333333333,505.679714
"655","1 . 2",11,12,0.333333333333333,70.701802
"656","1 . 2",13,14,0.5,93.399466
"657","1 . 2",1,2,0.333333333333333,505.679714
"658","1 . 2",11,12,0.333333333333333,70.701802
"659","1 . 2",13,14,0.5,93.399466
"660","1 . 2",1,2,0.333333333333333,505.679714
"661","1 . 2",11,12,0.333333333333333,70.701802
"662","1 . 2",13,14,0.5,93.399466
"663","1 . 2",1,2,0.333333333333333,505.679714
"664","1 . 2",11,12,0.333333333333333,70.701802
"665","1 . 2",13,14,0.5,93.399466
"666","1 . 2",1,2,0.333333333333333,505.679714
"667","1 . 2",11,12,0.333333333333333,70.701802
"668","1 . 2",13,14,0.5,93.399466
"669","1 . 2",1,2,0.333333333333333,505.679714
"670","1 . 2",11,12,0.333333333333333,70.701802
"671","1 . 2",13,14,0.5,93.399466
"672","1 . 2",1,2,0.333333333333333,505.679714
"673","1 . 2",11,12,0.333333333333333,70.701802
"674","1 . 2",13,14,0.5,93.399466
"675","1 . 2",1,2,0.333333333333333,505.679714
"676","1 . 2",11,12,0.333333333333333,70.701802
"677","1 . 2",13,14,0.5,93.399466
"678","1 . 2",1,2,0.333333333333333,505.679714
"679","1 . 2",11,12,0.333333333333333,70.701802
"680","1 . 2",13,14,0.5,93.399466
"681","1 . 2",1,2,0.333333333333333,505.679714
"682","1 . 2",11,12,0.333333333333333,70.701802
"683","1 . 2",13,14,0.5,93.399466
"684","1 . 2",1,2,0.333333333333333,505.679714
"685","1 . 2",11,12,0.333333333333333,70.701802
"686","1 . 2",13,14,0.5,93.399466
"687","1 . 3",7,14,0.5,172748.3908
"688","1 . 3",8,14,0.5,172824.6395
"689","1 . 3",7,14,0.5,172748.3908
"690","1 . 3",8,14,0.5,172824.6395
"691","1 . 3",7,14,0.5,172748.3908
"692","1 . 3",8,14,0.5,172824.6395
"693","1 . 3",7,14,0.5,172748.3908
"694","1 . 3",8,14,0.5,172824.6395
"695","1 . 3",7,14,0.5,172748.3908
"696","1 . 3",8,14,0.5,172824.6395
"697","1 . 3",7,14,0.5,172748.3908
"698","1 . 3",8,14,0.5,172824.6395
"699","1 . 3",7,14,0.5,172748.3908
"700","1 . 3",8,14,0.5,172824.6395
"701","1 . 3",7,14,0.5,172748.3908
"702","1 . 3",8,14,0.5,172824.6395
"703","1 . 3",7,14,0.5,172748.3908
"704","1 . 3",8,14,0.5,172824.6395
"705","1 . 3",7,14,0.5,172748.3908
"706","1 . 3",8,14,0.5,172824.6395
"707","1 . 3",7,14,0.5,172748.3908
"708","1 . 3",8,14,0.5,172824.6395
"709","1 . 3",7,14,0.5,172748.3908
"710","1 . 3",8,14,0.5,172824.6395
"711","1 . 3",7,14,0.5,172748.3908
"712","1 . 3",8,14,0.5,172824.6395
"713","1 . 3",7,14,0.5,172748.3908
"714","1 . 3",8,14,0.5,172824.6395
"715","1 . 3",7,14,0.5,172748.3908
"716","1 . 3",8,14,0.5,172824.6395
"717","1 . 3",7,14,0.5,172748.3908
"718","1 . 3",8,14,0.5,172824.6395
"719","1 . 3",7,14,0.5,172748.3908
"720","1 . 3",8,14,0.5,172824.6395
"721","1 . 3",7,14,0.5,172748.3908
"722","1 . 3",8,14,0.5,172824.6395
"723","1 . 3",7,14,0.5,172748.3908
"724","1 . 3",8,14,0.5,172824.6395
"725","1 . 3",7,14,0.5,172748.3908
"726","1 . 3",8,14,0.5,172824.6395
"727","1 . 3",7,14,0.5,172748.3908
"728","1 . 3",8,14,0.5,172824.6395
"729","1 . 3",7,14,0.5,172748.3908
"730","1 . 3",8,14,0.5,172824.6395
"731","1 . 3",7,14,0.5,172748.3908
"732","1 . 3",8,14,0.5,172824.6395
"733","1 . 3",7,14,0.5,172748.3908
"734","1 . 3",8,14,0.5,172824.6395
"735","1 . 3",7,14,0.5,172748.3908
"736","1 . 3",8,14,0.5,172824.6395
"737","1 . 3",7,14,0.5,172748.3908
"738","1 . 3",8,14,0.5,172824.6395
"739","1 . 3",7,14,0.5,172748.3908
"740","1 . 3",8,14,0.5,172824.6395
"741","1 . 3",7,14,0.5,172748.3908
"742","1 . 3",8,14,0.5,172824.6395
"743","1 . 3",7,14,0.5,172748.3908
"744","1 . 3",8,14,0.5,172824.6395
"745","1 . 3",7,14,0.5,172748.3908
"746","1 . 3",8,14,0.5,172824.6395
"747","1 . 3",7,14,0.5,172748.3908
"748","1 . 3",8,14,0.5,172824.6395
"749","1 . 3",7,14,0.5,172748.3908
"750","1 . 3",8,14,0.5,172824.6395
"751","1 . 3",7,14,0.5,172748.3908
"752","1 . 3",8,14,0.5,172824.6395
"753","1 . 3",7,14,0.5,172748.3908
"754","1 . 3",8,14,0.5,172824.6395
"755","1 . 3",7,14,0.5,172748.3908
"756","1 . 3",8,14,0.5,172824.6395
"757","1 . 3",7,14,0.5,172748.3908
"758","1 . 3",8,14,0.5,172824.6395
"759","1 . 3",7,14,0.5,172748.3908
"760","1 . 3",8,14,0.5,172824.6395
"761","1 . 3",7,14,0.5,172748.3908
"762","1 . 3",8,14,0.5,172824.6395
"763","1 . 3",7,14,0.5,172748.3908
"764","1 . 3",8,14,0.5,172824.6395
"765","1 . 3",7,14,0.5,172748.3908
"766","1 . 3",8,14,0.5,172824.6395
"767","1 . 3",7,14,0.5,172748.3908
"768","1 . 3",8,14,0.5,172824.6395
"769","1 . 3",7,14,0.5,172748.3908
"770","1 . 3",8,14,0.5,172824.6395
"771","1 . 3",7,14,0.5,172748.3908
"772","1 . 3",8,14,0.5,172824.6395
"773","1 . 3",7,14,0.5,172748.3908
"774","1 . 3",8,14,0.5,172824.6395
"775","1 . 3",7,14,0.5,172748.3908
"776","1 . 3",8,14,0.5,172824.6395
"777","1 . 3",7,14,0.5,172748.3908
"778","1 . 3",8,14,0.5,172824.6395
"779","1 . 3",7,14,0.5,172748.3908
"780","1 . 3",8,14,0.5,172824.6395
"781","1 . 3",7,14,0.5,172748.3908
"782","1 . 3",8,14,0.5,172824.6395
"783","1 . 3",7,14,0.5,172748.3908
"784","1 . 3",8,14,0.5,172824.6395
"785","1 . 3",7,14,0.5,172748.3908
"786","1 . 3",8,14,0.5,172824.6395
"787","1 . 3",7,14,0.5,172748.3908
"788","1 . 3",8,14,0.5,172824.6395
"789","1 . 3",7,14,0.5,172748.3908
"790","1 . 3",8,14,0.5,172824.6395
"791","1 . 3",7,14,0.5,172748.3908
"792","1 . 3",8,14,0.5,172824.6395
"793","1 . 3",7,14,0.5,172748.3908
"794","1 . 3",8,14,0.5,172824.6395
"795","1 . 3",7,14,0.5,172748.3908
"796","1 . 3",8,14,0.5,172824.6395
"797","1 . 3",7,14,0.5,172748.3908
"798","1 . 3",8,14,0.5,172824.6395
"799","1 . 3",7,14,0.5,172748.3908
"800","1 . 3",8,14,0.5,172824.6395
"801","1 . 3",7,14,0.5,172748.3908
"802","1 . 3",8,14,0.5,172824.6395
"803","1 . 3",7,14,0.5,172748.3908
"804","1 . 3",8,14,0.5,172824.6395
"805","1 . 3",7,14,0.5,172748.3908
"806","1 . 3",8,14,0.5,172824.6395
"807","1 . 3",7,14,0.5,172748.3908
"808","1 . 3",8,14,0.5,172824.6395
"809","1 . 3",7,14,0.5,172748.3908
"810","1 . 3",8,14,0.5,172824.6395
"811","1 . 3",7,14,0.5,172748.3908
"812","1 . 3",8,14,0.5,172824.6395
"813","1 . 3",7,14,0.5,172748.3908
"814","1 . 3",8,14,0.5,172824.6395
"815","1 . 3",7,14,0.5,172748.3908
"816","1 . 3",8,14,0.5,172824.6395
"817","1 . 3",7,14,0.5,172748.3908
"818","1 . 3",8,14,0.5,172824.6395
"819","1 . 4",3,4,0.3125,67.363151
"820","1 . 4",5,6,0.454545454545455,95.95512
"821","1 . 4",5,7,0.444444444444444,116498.0882
"822","1 . 4",5,11,0.571428571428571,200279.0495
"823","1 . 4",6,7,0.461538461538462,116448.0545
"824","1 . 4",6,8,0.416666666666667,116423.1775
"825","1 . 4",6,10,0.333333333333333,173890.0276
"826","1 . 4",6,11,0.416666666666667,200252.1231
"827","1 . 4",6,12,0.545454545454545,200269.4864
"828","1 . 4",7,8,0.555555555555556,95.901643
"829","1 . 4",7,10,0.444444444444444,57507.0912
"830","1 . 4",7,11,0.4,92943.79946
"831","1 . 4",7,12,0.4,92982.62174
"832","1 . 4",8,10,0.571428571428571,57537.41864
"833","1 . 4",8,12,0.5,93055.34728
"834","1 . 4",10,12,0.571428571428571,52699.21787
"835","1 . 4",11,12,0.5,70.701802
"836","1 . 4",3,4,0.3125,67.363151
"837","1 . 4",5,6,0.454545454545455,95.95512
"838","1 . 4",5,7,0.444444444444444,116498.0882
"839","1 . 4",5,11,0.571428571428571,200279.0495
"840","1 . 4",6,7,0.461538461538462,116448.0545
"841","1 . 4",6,8,0.416666666666667,116423.1775
"842","1 . 4",6,10,0.333333333333333,173890.0276
"843","1 . 4",6,11,0.416666666666667,200252.1231
"844","1 . 4",6,12,0.545454545454545,200269.4864
"845","1 . 4",7,8,0.555555555555556,95.901643
"846","1 . 4",7,10,0.444444444444444,57507.0912
"847","1 . 4",7,11,0.4,92943.79946
"848","1 . 4",7,12,0.4,92982.62174
"849","1 . 4",8,10,0.571428571428571,57537.41864
"850","1 . 4",8,12,0.5,93055.34728
"851","1 . 4",10,12,0.571428571428571,52699.21787
"852","1 . 4",11,12,0.5,70.701802
"853","1 . 4",3,4,0.3125,67.363151
"854","1 . 4",5,6,0.454545454545455,95.95512
"855","1 . 4",5,7,0.444444444444444,116498.0882
"856","1 . 4",5,11,0.571428571428571,200279.0495
"857","1 . 4",6,7,0.461538461538462,116448.0545
"858","1 . 4",6,8,0.416666666666667,116423.1775
"859","1 . 4",6,10,0.333333333333333,173890.0276
"860","1 . 4",6,11,0.416666666666667,200252.1231
"861","1 . 4",6,12,0.545454545454545,200269.4864
"862","1 . 4",7,8,0.555555555555556,95.901643
"863","1 . 4",7,10,0.444444444444444,57507.0912
"864","1 . 4",7,11,0.4,92943.79946
"865","1 . 4",7,12,0.4,92982.62174
"866","1 . 4",8,10,0.571428571428571,57537.41864
"867","1 . 4",8,12,0.5,93055.34728
"868","1 . 4",10,12,0.571428571428571,52699.21787
"869","1 . 4",11,12,0.5,70.701802
"870","1 . 4",3,4,0.3125,67.363151
"871","1 . 4",5,6,0.454545454545455,95.95512
"872","1 . 4",5,7,0.444444444444444,116498.0882
"873","1 . 4",5,11,0.571428571428571,200279.0495
"874","1 . 4",6,7,0.461538461538462,116448.0545
"875","1 . 4",6,8,0.416666666666667,116423.1775
"876","1 . 4",6,10,0.333333333333333,173890.0276
"877","1 . 4",6,11,0.416666666666667,200252.1231
"878","1 . 4",6,12,0.545454545454545,200269.4864
"879","1 . 4",7,8,0.555555555555556,95.901643
"880","1 . 4",7,10,0.444444444444444,57507.0912
"881","1 . 4",7,11,0.4,92943.79946
"882","1 . 4",7,12,0.4,92982.62174
"883","1 . 4",8,10,0.571428571428571,57537.41864
"884","1 . 4",8,12,0.5,93055.34728
"885","1 . 4",10,12,0.571428571428571,52699.21787
"886","1 . 4",11,12,0.5,70.701802
"887","1 . 4",3,4,0.3125,67.363151
"888","1 . 4",5,6,0.454545454545455,95.95512
"889","1 . 4",5,7,0.444444444444444,116498.0882
"890","1 . 4",5,11,0.571428571428571,200279.0495
"891","1 . 4",6,7,0.461538461538462,116448.0545
"892","1 . 4",6,8,0.416666666666667,116423.1775
"893","1 . 4",6,10,0.333333333333333,173890.0276
"894","1 . 4",6,11,0.416666666666667,200252.1231
"895","1 . 4",6,12,0.545454545454545,200269.4864
"896","1 . 4",7,8,0.555555555555556,95.901643
"897","1 . 4",7,10,0.444444444444444,57507.0912
"898","1 . 4",7,11,0.4,92943.79946
"899","1 . 4",7,12,0.4,92982.62174
"900","1 . 4",8,10,0.571428571428571,57537.41864
"901","1 . 4",8,12,0.5,93055.34728
"902","1 . 4",10,12,0.571428571428571,52699.21787
"903","1 . 4",11,12,0.5,70.701802
"904","1 . 4",3,4,0.3125,67.363151
"905","1 . 4",5,6,0.454545454545455,95.95512
"906","1 . 4",5,7,0.444444444444444,116498.0882
"907","1 . 4",5,11,0.571428571428571,200279.0495
"908","1 . 4",6,7,0.461538461538462,116448.0545
"909","1 . 4",6,8,0.416666666666667,116423.1775
"910","1 . 4",6,10,0.333333333333333,173890.0276
"911","1 . 4",6,11,0.416666666666667,200252.1231
"912","1 . 4",6,12,0.545454545454545,200269.4864
"913","1 . 4",7,8,0.555555555555556,95.901643
"914","1 . 4",7,10,0.444444444444444,57507.0912
"915","1 . 4",7,11,0.4,92943.79946
"916","1 . 4",7,12,0.4,92982.62174
"917","1 . 4",8,10,0.571428571428571,57537.41864
"918","1 . 4",8,12,0.5,93055.34728
"919","1 . 4",10,12,0.571428571428571,52699.21787
"920","1 . 4",11,12,0.5,70.701802
"921","1 . 4",3,4,0.3125,67.363151
"922","1 . 4",5,6,0.454545454545455,95.95512
"923","1 . 4",5,7,0.444444444444444,116498.0882
"924","1 . 4",5,11,0.571428571428571,200279.0495
"925","1 . 4",6,7,0.461538461538462,116448.0545
"926","1 . 4",6,8,0.416666666666667,116423.1775
"927","1 . 4",6,10,0.333333333333333,173890.0276
"928","1 . 4",6,11,0.416666666666667,200252.1231
"929","1 . 4",6,12,0.545454545454545,200269.4864
"930","1 . 4",7,8,0.555555555555556,95.901643
"931","1 . 4",7,10,0.444444444444444,57507.0912
"932","1 . 4",7,11,0.4,92943.79946
"933","1 . 4",7,12,0.4,92982.62174
"934","1 . 4",8,10,0.571428571428571,57537.41864
"935","1 . 4",8,12,0.5,93055.34728
"936","1 . 4",10,12,0.571428571428571,52699.21787
"937","1 . 4",11,12,0.5,70.701802
"938","1 . 4",3,4,0.3125,67.363151
"939","1 . 4",5,6,0.454545454545455,95.95512
"940","1 . 4",5,7,0.444444444444444,116498.0882
"941","1 . 4",5,11,0.571428571428571,200279.0495
"942","1 . 4",6,7,0.461538461538462,116448.0545
"943","1 . 4",6,8,0.416666666666667,116423.1775
"944","1 . 4",6,10,0.333333333333333,173890.0276
"945","1 . 4",6,11,0.416666666666667,200252.1231
"946","1 . 4",6,12,0.545454545454545,200269.4864
"947","1 . 4",7,8,0.555555555555556,95.901643
"948","1 . 4",7,10,0.444444444444444,57507.0912
"949","1 . 4",7,11,0.4,92943.79946
"950","1 . 4",7,12,0.4,92982.62174
"951","1 . 4",8,10,0.571428571428571,57537.41864
"952","1 . 4",8,12,0.5,93055.34728
"953","1 . 4",10,12,0.571428571428571,52699.21787
"954","1 . 4",11,12,0.5,70.701802
"955","1 . 4",3,4,0.3125,67.363151
"956","1 . 4",5,6,0.454545454545455,95.95512
"957","1 . 4",5,7,0.444444444444444,116498.0882
"958","1 . 4",5,11,0.571428571428571,200279.0495
"959","1 . 4",6,7,0.461538461538462,116448.0545
"960","1 . 4",6,8,0.416666666666667,116423.1775
"961","1 . 4",6,10,0.333333333333333,173890.0276
"962","1 . 4",6,11,0.416666666666667,200252.1231
"963","1 . 4",6,12,0.545454545454545,200269.4864
"964","1 . 4",7,8,0.555555555555556,95.901643
"965","1 . 4",7,10,0.444444444444444,57507.0912
"966","1 . 4",7,11,0.4,92943.79946
"967","1 . 4",7,12,0.4,92982.62174
"968","1 . 4",8,10,0.571428571428571,57537.41864
"969","1 . 4",8,12,0.5,93055.34728
"970","1 . 4",10,12,0.571428571428571,52699.21787
"971","1 . 4",11,12,0.5,70.701802
"972","1 . 4",3,4,0.3125,67.363151
"973","1 . 4",5,6,0.454545454545455,95.95512
"974","1 . 4",5,7,0.444444444444444,116498.0882
"975","1 . 4",5,11,0.571428571428571,200279.0495
"976","1 . 4",6,7,0.461538461538462,116448.0545
"977","1 . 4",6,8,0.416666666666667,116423.1775
"978","1 . 4",6,10,0.333333333333333,173890.0276
"979","1 . 4",6,11,0.416666666666667,200252.1231
"980","1 . 4",6,12,0.545454545454545,200269.4864
"981","1 . 4",7,8,0.555555555555556,95.901643
"982","1 . 4",7,10,0.444444444444444,57507.0912
"983","1 . 4",7,11,0.4,92943.79946
"984","1 . 4",7,12,0.4,92982.62174
"985","1 . 4",8,10,0.571428571428571,57537.41864
"986","1 . 4",8,12,0.5,93055.34728
"987","1 . 4",10,12,0.571428571428571,52699.21787
"988","1 . 4",11,12,0.5,70.701802
"989","1 . 4",3,4,0.3125,67.363151
"990","1 . 4",5,6,0.454545454545455,95.95512
"991","1 . 4",5,7,0.444444444444444,116498.0882
"992","1 . 4",5,11,0.571428571428571,200279.0495
"993","1 . 4",6,7,0.461538461538462,116448.0545
"994","1 . 4",6,8,0.416666666666667,116423.1775
"995","1 . 4",6,10,0.333333333333333,173890.0276
"996","1 . 4",6,11,0.416666666666667,200252.1231
"997","1 . 4",6,12,0.545454545454545,200269.4864
"998","1 . 4",7,8,0.555555555555556,95.901643
"999","1 . 4",7,10,0.444444444444444,57507.0912
"1000","1 . 4",7,11,0.4,92943.79946
"1001","1 . 4",7,12,0.4,92982.62174
"1002","1 . 4",8,10,0.571428571428571,57537.41864
"1003","1 . 4",8,12,0.5,93055.34728
"1004","1 . 4",10,12,0.571428571428571,52699.21787
"1005","1 . 4",11,12,0.5,70.701802
"1006","1 . 4",3,4,0.3125,67.363151
"1007","1 . 4",5,6,0.454545454545455,95.95512
"1008","1 . 4",5,7,0.444444444444444,116498.0882
"1009","1 . 4",5,11,0.571428571428571,200279.0495
"1010","1 . 4",6,7,0.461538461538462,116448.0545
"1011","1 . 4",6,8,0.416666666666667,116423.1775
"1012","1 . 4",6,10,0.333333333333333,173890.0276
"1013","1 . 4",6,11,0.416666666666667,200252.1231
"1014","1 . 4",6,12,0.545454545454545,200269.4864
"1015","1 . 4",7,8,0.555555555555556,95.901643
"1016","1 . 4",7,10,0.444444444444444,57507.0912
"1017","1 . 4",7,11,0.4,92943.79946
"1018","1 . 4",7,12,0.4,92982.62174
"1019","1 . 4",8,10,0.571428571428571,57537.41864
"1020","1 . 4",8,12,0.5,93055.34728
"1021","1 . 4",10,12,0.571428571428571,52699.21787
"1022","1 . 4",11,12,0.5,70.701802
"1023","1 . 4",3,4,0.3125,67.363151
"1024","1 . 4",5,6,0.454545454545455,95.95512
"1025","1 . 4",5,7,0.444444444444444,116498.0882
"1026","1 . 4",5,11,0.571428571428571,200279.0495
"1027","1 . 4",6,7,0.461538461538462,116448.0545
"1028","1 . 4",6,8,0.416666666666667,116423.1775
"1029","1 . 4",6,10,0.333333333333333,173890.0276
"1030","1 . 4",6,11,0.416666666666667,200252.1231
"1031","1 . 4",6,12,0.545454545454545,200269.4864
"1032","1 . 4",7,8,0.555555555555556,95.901643
"1033","1 . 4",7,10,0.444444444444444,57507.0912
"1034","1 . 4",7,11,0.4,92943.79946
"1035","1 . 4",7,12,0.4,92982.62174
"1036","1 . 4",8,10,0.571428571428571,57537.41864
"1037","1 . 4",8,12,0.5,93055.34728
"1038","1 . 4",10,12,0.571428571428571,52699.21787
"1039","1 . 4",11,12,0.5,70.701802
"1040","1 . 4",3,4,0.3125,67.363151
"1041","1 . 4",5,6,0.454545454545455,95.95512
"1042","1 . 4",5,7,0.444444444444444,116498.0882
"1043","1 . 4",5,11,0.571428571428571,200279.0495
"1044","1 . 4",6,7,0.461538461538462,116448.0545
"1045","1 . 4",6,8,0.416666666666667,116423.1775
"1046","1 . 4",6,10,0.333333333333333,173890.0276
"1047","1 . 4",6,11,0.416666666666667,200252.1231
"1048","1 . 4",6,12,0.545454545454545,200269.4864
"1049","1 . 4",7,8,0.555555555555556,95.901643
"1050","1 . 4",7,10,0.444444444444444,57507.0912
"1051","1 . 4",7,11,0.4,92943.79946
"1052","1 . 4",7,12,0.4,92982.62174
"1053","1 . 4",8,10,0.571428571428571,57537.41864
"1054","1 . 4",8,12,0.5,93055.34728
"1055","1 . 4",10,12,0.571428571428571,52699.21787
"1056","1 . 4",11,12,0.5,70.701802
"1057","1 . 4",3,4,0.3125,67.363151
"1058","1 . 4",5,6,0.454545454545455,95.95512
"1059","1 . 4",5,7,0.444444444444444,116498.0882
"1060","1 . 4",5,11,0.571428571428571,200279.0495
"1061","1 . 4",6,7,0.461538461538462,116448.0545
"1062","1 . 4",6,8,0.416666666666667,116423.1775
"1063","1 . 4",6,10,0.333333333333333,173890.0276
"1064","1 . 4",6,11,0.416666666666667,200252.1231
"1065","1 . 4",6,12,0.545454545454545,200269.4864
"1066","1 . 4",7,8,0.555555555555556,95.901643
"1067","1 . 4",7,10,0.444444444444444,57507.0912
"1068","1 . 4",7,11,0.4,92943.79946
"1069","1 . 4",7,12,0.4,92982.62174
"1070","1 . 4",8,10,0.571428571428571,57537.41864
"1071","1 . 4",8,12,0.5,93055.34728
"1072","1 . 4",10,12,0.571428571428571,52699.21787
"1073","1 . 4",11,12,0.5,70.701802
"1074","1 . 4",3,4,0.3125,67.363151
"1075","1 . 4",5,6,0.454545454545455,95.95512
"1076","1 . 4",5,7,0.444444444444444,116498.0882
"1077","1 . 4",5,11,0.571428571428571,200279.0495
"1078","1 . 4",6,7,0.461538461538462,116448.0545
"1079","1 . 4",6,8,0.416666666666667,116423.1775
"1080","1 . 4",6,10,0.333333333333333,173890.0276
"1081","1 . 4",6,11,0.416666666666667,200252.1231
"1082","1 . 4",6,12,0.545454545454545,200269.4864
"1083","1 . 4",7,8,0.555555555555556,95.901643
"1084","1 . 4",7,10,0.444444444444444,57507.0912
"1085","1 . 4",7,11,0.4,92943.79946
"1086","1 . 4",7,12,0.4,92982.62174
"1087","1 . 4",8,10,0.571428571428571,57537.41864
"1088","1 . 4",8,12,0.5,93055.34728
"1089","1 . 4",10,12,0.571428571428571,52699.21787
"1090","1 . 4",11,12,0.5,70.701802
"1091","1 . 4",3,4,0.3125,67.363151
"1092","1 . 4",5,6,0.454545454545455,95.95512
"1093","1 . 4",5,7,0.444444444444444,116498.0882
"1094","1 . 4",5,11,0.571428571428571,200279.0495
"1095","1 . 4",6,7,0.461538461538462,116448.0545
"1096","1 . 4",6,8,0.416666666666667,116423.1775
"1097","1 . 4",6,10,0.333333333333333,173890.0276
"1098","1 . 4",6,11,0.416666666666667,200252.1231
"1099","1 . 4",6,12,0.545454545454545,200269.4864
"1100","1 . 4",7,8,0.555555555555556,95.901643
"1101","1 . 4",7,10,0.444444444444444,57507.0912
"1102","1 . 4",7,11,0.4,92943.79946
"1103","1 . 4",7,12,0.4,92982.62174
"1104","1 . 4",8,10,0.571428571428571,57537.41864
"1105","1 . 4",8,12,0.5,93055.34728
"1106","1 . 4",10,12,0.571428571428571,52699.21787
"1107","1 . 4",11,12,0.5,70.701802
"1108","1 . 4",3,4,0.3125,67.363151
