"","node_id","module","layer_id","flow","type","species"
"113",27,23,9,0.00109515,"plant","Nauplius.aquaticus"
"114",27,23,10,0.0019127,"plant","Nauplius.aquaticus"
"115",28,30,1,0.00111239,"plant","Nauplius.sp."
"116",28,30,2,0.00114086,"plant","Nauplius.sp."
"117",29,8,9,0.000364847,"plant","Neochamaelea.pulverulenta"
"118",30,13,10,0.00523568,"plant","Parolinia.intermedia"
"119",31,5,7,0.0092668,"plant","Periploca.laevigata"
"120",31,5,8,0.0093311,"plant","Periploca.laevigata"
"121",31,5,9,0.00796586,"plant","Periploca.laevigata"
"122",31,5,10,0.0076463,"plant","Periploca.laevigata"
"123",31,5,11,0.00722711,"plant","Periploca.laevigata"
"124",31,5,12,0.00778414,"plant","Periploca.laevigata"
"125",31,5,13,0.00693993,"plant","Periploca.laevigata"
"126",31,5,14,0.00738461,"plant","Periploca.laevigata"
"127",32,21,3,0.00199524,"plant","Phagnalon.purpurascens"
"128",32,21,4,0.00209336,"plant","Phagnalon.purpurascens"
"129",33,12,11,0.00356513,"plant","Phagnalon.saxatile"
"130",33,12,12,0.0037153,"plant","Phagnalon.saxatile"
"131",33,12,14,0.00249423,"plant","Phagnalon.saxatile"
"132",34,20,5,0.00194094,"plant","Plocama.pendula"
"133",34,20,6,0.00236875,"plant","Plocama.pendula"
"134",34,20,7,0.00115708,"plant","Plocama.pendula"
"135",34,20,11,0.00129358,"plant","Plocama.pendula"
"136",35,10,5,0.00299822,"plant","Rubia.fruticosa"
"137",35,10,6,0.00355406,"plant","Rubia.fruticosa"
"138",35,10,9,0.00295633,"plant","Rubia.fruticosa"
"139",35,10,10,0.00275498,"plant","Rubia.fruticosa"
"140",35,10,11,0.00366099,"plant","Rubia.fruticosa"
"141",35,10,12,0.0032631,"plant","Rubia.fruticosa"
"142",35,10,13,0.00261776,"plant","Rubia.fruticosa"
"143",35,10,14,0.00254343,"plant","Rubia.fruticosa"
"144",36,33,3,0.000729998,"plant","Salvia.aegyptiaca"
"145",36,33,12,0.000268743,"plant","Salvia.aegyptiaca"
"146",37,27,7,0.00105252,"plant","Satureja.kuegleri"
"147",37,27,8,0.000997174,"plant","Satureja.kuegleri"
"148",37,27,14,0.000398598,"plant","Satureja.kuegleri"
"149",38,11,5,0.00250043,"plant","Schizogyne.sericea"
"150",38,11,7,0.00367854,"plant","Schizogyne.sericea"
"151",38,11,8,0.00393598,"plant","Schizogyne.sericea"
"152",38,11,9,0.00293424,"plant","Schizogyne.sericea"
"153",38,11,10,0.00289006,"plant","Schizogyne.sericea"
"154",38,11,14,0.00310569,"plant","Schizogyne.sericea"
"155",39,29,1,0.00168024,"plant","Zilla.spinosa"
"156",39,29,2,0.000718038,"plant","Zilla.spinosa"
"157",40,15,6,4.67855e-05,"pollinator","Agromyzidae_sp._1"
"158",40,2,7,8.6988e-05,"pollinator","Agromyzidae_sp._1"
"159",40,1,8,8.56479e-05,"pollinator","Agromyzidae_sp._1"
"160",41,5,10,3.26643e-05,"pollinator","Agromyzidae?_sp._2"
"161",42,3,6,4.78917e-05,"pollinator","Alliophleps_elliptica"
"162",43,7,9,5.56913e-05,"pollinator","Amegilla_canifrons"
"163",44,7,5,0.000188522,"pollinator","Amegilla_quadrifasciata"
"164",44,7,6,5.31529e-05,"pollinator","Amegilla_quadrifasciata"
"165",44,28,7,0.000623914,"pollinator","Amegilla_quadrifasciata"
"166",44,34,10,0.000293235,"pollinator","Amegilla_quadrifasciata"
"167",44,7,12,0.000401402,"pollinator","Amegilla_quadrifasciata"
"168",45,7,1,0.000591681,"pollinator","Amegilla_sp."
"169",45,9,2,0.00084593,"pollinator","Amegilla_sp."
"170",46,18,8,8.56548e-05,"pollinator","Ammophila_terminata"
"171",47,1,12,0.000217722,"pollinator","Anaspis_cf._canariensis"
"172",48,3,4,0.000100903,"pollinator","Anaspis_cf._eversi"
"173",49,1,1,1.97282e-05,"pollinator","Anaspis_cf._saharensis"
"174",49,1,2,2.52328e-05,"pollinator","Anaspis_cf._saharensis"
"175",50,3,3,5.37186e-05,"pollinator","Anaspis_proteus"
"176",50,1,4,2.46809e-05,"pollinator","Anaspis_proteus"
"177",50,1,5,0.00033305,"pollinator","Anaspis_proteus"
"178",50,3,6,0.000715155,"pollinator","Anaspis_proteus"
"179",50,1,7,9.2751e-05,"pollinator","Anaspis_proteus"
"180",50,1,8,0.000848206,"pollinator","Anaspis_proteus"
"181",50,1,9,0.0011675,"pollinator","Anaspis_proteus"
"182",50,13,10,0.00143902,"pollinator","Anaspis_proteus"
"183",51,7,1,0.000317197,"pollinator","Andrena_vachali"
"184",52,15,5,0.000290959,"pollinator","Andrena_vulcana"
"185",52,9,6,6.70186e-05,"pollinator","Andrena_vulcana"
"186",53,1,6,1.63654e-05,"pollinator","Andrena_wollastoni"
"187",54,3,1,0.000185556,"pollinator","Anthaxia_sp._1"
"188",54,3,2,0.000264129,"pollinator","Anthaxia_sp._1"
"189",55,7,3,0.000641823,"pollinator","Anthophora_alluaudi"
"190",55,7,4,0.000441288,"pollinator","Anthophora_alluaudi"
"191",55,7,5,0.000292928,"pollinator","Anthophora_alluaudi"
"192",55,7,6,0.000927272,"pollinator","Anthophora_alluaudi"
"193",55,7,7,0.000161647,"pollinator","Anthophora_alluaudi"
"194",55,31,8,0.000190508,"pollinator","Anthophora_alluaudi"
"195",55,7,9,0.000573197,"pollinator","Anthophora_alluaudi"
"196",55,13,10,0.000617452,"pollinator","Anthophora_alluaudi"
"197",55,17,12,0.000747333,"pollinator","Anthophora_alluaudi"
"198",55,17,13,0.000226121,"pollinator","Anthophora_alluaudi"
"199",55,17,14,0.000323901,"pollinator","Anthophora_alluaudi"
"200",56,7,5,6.28405e-05,"pollinator","Anthophora_orotavae"
"201",56,28,7,0.000155978,"pollinator","Anthophora_orotavae"
"202",56,34,10,0.000293235,"pollinator","Anthophora_orotavae"
"203",56,9,12,9.31158e-05,"pollinator","Anthophora_orotavae"
"204",57,7,2,3.35178e-05,"pollinator","Anthophora_sp._1"
"205",58,7,1,0.000225337,"pollinator","Anthophora_sp._aff._orotavae"
"206",59,1,3,0.000194071,"pollinator","Aphthona_wachnitzae"
"207",59,1,4,2.84842e-05,"pollinator","Aphthona_wachnitzae"
"208",60,7,5,0.000102624,"pollinator","Apis_mellifera"
"209",60,20,6,0.000181789,"pollinator","Apis_mellifera"
"210",60,20,7,0.000233132,"pollinator","Apis_mellifera"
"211",60,4,8,0.000405524,"pollinator","Apis_mellifera"
"212",60,5,9,3.15436e-05,"pollinator","Apis_mellifera"
"213",60,6,10,3.55101e-05,"pollinator","Apis_mellifera"
"214",60,20,11,0.000276383,"pollinator","Apis_mellifera"
"215",60,3,12,0.000392383,"pollinator","Apis_mellifera"
"216",61,16,2,4.01318e-05,"pollinator","Aplocnemus_sp._2"
"217",62,5,7,4.98643e-05,"pollinator","Aprostocetus_occidentalis"
"218",62,4,11,0.00020712,"pollinator","Aprostocetus_occidentalis"
"219",62,5,12,0.000385137,"pollinator","Aprostocetus_occidentalis"
"220",63,3,2,7.54655e-05,"pollinator","Aprostocetus_sp._1"
"221",64,4,8,6.42158e-05,"pollinator","Aprostocetus_sp._2"
"222",65,1,1,1.97282e-05,"pollinator","Arachnospila_sp."
"223",66,2,3,2.46674e-05,"pollinator","Araneae_sp._1"
"224",67,2,11,3.08187e-05,"pollinator","Araneidae_sp._1"
"225",68,10,11,0.000109523,"pollinator","Araneidae_sp._2"
"226",69,1,4,3.70213e-05,"pollinator","Asteia_caesia"
"227",70,2,6,1.9919e-05,"pollinator","Atherigona_varia"
"228",71,3,3,2.68593e-05,"pollinator","Attagenus_abbreviatus"
"229",72,16,1,0.000135833,"pollinator","Attagenus_sp._1"
"230",72,24,2,0.000147064,"pollinator","Attagenus_sp._1"
"231",73,3,5,0.000332382,"pollinator","Attagenus_wollastoni"
"232",73,3,7,9.46901e-05,"pollinator","Attagenus_wollastoni"
"233",73,6,8,8.49481e-05,"pollinator","Attagenus_wollastoni"
"234",74,3,4,5.04516e-05,"pollinator","Attalus_chrysanthemi"
"235",75,4,14,2.41532e-05,"pollinator","Attalus_crispus"
"236",76,3,5,0.00105772,"pollinator","Attalus_obscurus"
"237",76,3,6,0.000385558,"pollinator","Attalus_obscurus"
"238",77,1,3,0.000164184,"pollinator","Attalus_olivensis"
"239",77,1,4,0.000367391,"pollinator","Attalus_olivensis"
"240",78,10,9,9.06302e-05,"pollinator","Attalus_pallipes"
"241",79,1,8,4.2824e-05,"pollinator","Attalus_ruficollis"
"242",80,6,11,6.74336e-05,"pollinator","Attalus_rugifrons"
"243",80,6,12,4.10301e-05,"pollinator","Attalus_rugifrons"
"244",81,1,3,0.000373318,"pollinator","Aulacoderus_canariensis"
"245",81,1,4,0.000187742,"pollinator","Aulacoderus_canariensis"
"246",81,6,9,3.48019e-05,"pollinator","Aulacoderus_canariensis"
"247",82,16,1,6.79165e-05,"pollinator","Axinotarsus_sp._1"
"248",82,2,2,5.66521e-05,"pollinator","Axinotarsus_sp._1"
"249",83,1,10,6.27189e-05,"pollinator","Bassus_sp."
"250",84,2,4,6.45753e-05,"pollinator","Blaesoxipha_sp._1"
"251",84,4,8,6.42158e-05,"pollinator","Blaesoxipha_sp._1"
"252",84,7,12,0.000249874,"pollinator","Blaesoxipha_sp._1"
"253",85,15,5,4.15656e-05,"pollinator","Bombylius_pintuarius"
"254",86,29,1,0.000141007,"pollinator","Bombylius_sp._1"
"255",86,30,2,0.000381999,"pollinator","Bombylius_sp._1"
"256",87,1,7,3.85465e-05,"pollinator","Bracon_sp."
"257",87,1,9,2.12606e-05,"pollinator","Bracon_sp."
"258",88,3,11,0.000494541,"pollinator","Bruchidius_wollastoni"
"259",88,6,12,0.00023966,"pollinator","Bruchidius_wollastoni"
"260",89,3,3,5.37186e-05,"pollinator","Campiglossa_martii"
"261",89,3,4,0.000100903,"pollinator","Campiglossa_martii"
"262",90,6,11,6.74336e-05,"pollinator","Campiglossa_reticulata"
"263",91,3,3,0.000146597,"pollinator","Camponotus_cfr._feae"
"264",91,21,4,0.00101935,"pollinator","Camponotus_cfr._feae"
"265",92,7,3,9.28783e-05,"pollinator","Camponotus_feae"
"266",92,8,5,0.00284269,"pollinator","Camponotus_feae"
"267",92,8,6,0.00445805,"pollinator","Camponotus_feae"
"268",92,8,7,0.00768403,"pollinator","Camponotus_feae"
"269",92,8,8,0.00322733,"pollinator","Camponotus_feae"
"270",92,8,9,0.00658011,"pollinator","Camponotus_feae"
"271",92,8,10,0.0071557,"pollinator","Camponotus_feae"
"272",92,8,11,0.00418451,"pollinator","Camponotus_feae"
"273",92,8,12,0.00372153,"pollinator","Camponotus_feae"
"274",92,8,13,0.0058957,"pollinator","Camponotus_feae"
"275",92,8,14,0.00578258,"pollinator","Camponotus_feae"
"276",93,1,3,1.67211e-05,"pollinator","Cecidomyiidae_sp."
"277",94,1,14,3.737e-05,"pollinator","Cecydomyiidae_sp."
"278",95,3,3,2.68593e-05,"pollinator","Cephalodromia_sp."
"279",95,11,5,6.47309e-05,"pollinator","Cephalodromia_sp."
"280",96,2,10,1.95821e-05,"pollinator","Ceratogoponidae_sp."
"281",96,4,14,4.83065e-05,"pollinator","Ceratogoponidae_sp."
"282",97,4,13,3.08104e-05,"pollinator","Ceratogoponidae_sp._2"
"283",98,3,7,0.000133237,"pollinator","Chalicodoma_canescens"
"284",98,17,12,0.000376756,"pollinator","Chalicodoma_canescens"
"285",98,22,13,0.000255098,"pollinator","Chalicodoma_canescens"
"286",99,26,1,0.000124864,"pollinator","Chalicodoma_sicula"
"287",99,3,4,0.000151355,"pollinator","Chalicodoma_sicula"
"288",100,29,1,0.000265871,"pollinator","Chalicodoma_sp."
"289",101,1,2,2.52328e-05,"pollinator","Chetogena_acuminata"
"290",101,33,3,0.000150573,"pollinator","Chetogena_acuminata"
"291",101,21,4,0.000204938,"pollinator","Chetogena_acuminata"
"292",101,2,5,2.46327e-05,"pollinator","Chetogena_acuminata"
"293",101,4,8,6.42158e-05,"pollinator","Chetogena_acuminata"
"294",101,18,10,7.51637e-05,"pollinator","Chetogena_acuminata"
"295",101,4,12,4.88504e-05,"pollinator","Chetogena_acuminata"
"296",102,2,10,1.95821e-05,"pollinator","Chironomidae_sp."
"297",103,4,13,8.90273e-05,"pollinator","Chironomidae_sp._1"
"298",103,4,14,2.41532e-05,"pollinator","Chironomidae_sp._1"
"299",104,16,1,0.000271666,"pollinator","Chloropidae_sp."
"300",104,1,9,2.12606e-05,"pollinator","Chloropidae_sp."
"301",105,21,4,0.000199596,"pollinator","Chloropidae_sp._1"
"302",106,1,3,1.67211e-05,"pollinator","Chloropidae_sp._2"
"303",106,1,6,4.90963e-05,"pollinator","Chloropidae_sp._2"
"304",107,4,13,0.000116434,"pollinator","Chloropidae_sp._3"
"305",107,2,14,8.1914e-05,"pollinator","Chloropidae_sp._3"
"306",108,1,12,2.41913e-05,"pollinator","Chloropidae_sp._4"
"307",108,5,14,3.63206e-05,"pollinator","Chloropidae_sp._4"
"308",109,5,8,2.4792e-05,"pollinator","Chloropidae_sp._5"
"309",109,23,10,0.00011788,"pollinator","Chloropidae_sp._5"
"310",110,5,8,2.4792e-05,"pollinator","Chloropidae_sp._6"
"311",111,2,3,2.46674e-05,"pollinator","Chrysomya_albiceps"
"312",111,3,4,0.000183643,"pollinator","Chrysomya_albiceps"
"313",111,2,5,0.000344681,"pollinator","Chrysomya_albiceps"
"314",111,1,6,1.63654e-05,"pollinator","Chrysomya_albiceps"
"315",111,5,7,2.49321e-05,"pollinator","Chrysomya_albiceps"
"316",111,5,8,0.000980838,"pollinator","Chrysomya_albiceps"
"317",111,6,11,0.000134867,"pollinator","Chrysomya_albiceps"
"318",111,4,14,2.41532e-05,"pollinator","Chrysomya_albiceps"
"319",112,10,6,2.17942e-05,"pollinator","Coccinella_miranda"
"320",112,5,10,3.26643e-05,"pollinator","Coccinella_miranda"
"321",113,3,1,0.000474642,"pollinator","Coleoptera_sp._5"
"322",113,16,2,6.53645e-05,"pollinator","Coleoptera_sp._5"
"323",114,17,13,8.22502e-05,"pollinator","Colias_croceus"
"324",114,17,14,0.000107967,"pollinator","Colias_croceus"
"325",115,20,5,0.000283778,"pollinator","Colletes_dimidiatus"
"326",115,4,13,6.16208e-05,"pollinator","Colletes_dimidiatus"
"327",115,4,14,0.000265686,"pollinator","Colletes_dimidiatus"
"328",116,7,2,0.00044451,"pollinator","Colletes1?_Waiting<85>"
"329",117,2,2,2.83261e-05,"pollinator","Colletes2?_Waiting<85>"
"330",118,1,10,1.56797e-05,"pollinator","Crematogaster_alluaudi"
"331",119,1,1,1.97282e-05,"pollinator","Crematogaster_scutellaris"
"332",120,1,9,2.12606e-05,"pollinator","Cryptocephalus_gounellei"
"333",121,5,14,7.36907e-05,"pollinator","Cryptocephalus_nitidicollis"
"334",122,1,4,3.70213e-05,"pollinator","Cryptocephalus_nubigena"
"335",123,2,5,2.46327e-05,"pollinator","Curculionidae_sp."
"336",124,11,10,0.000282503,"pollinator","Dasytes_cf._subaenescens"
"337",125,3,3,0.000161156,"pollinator","Dasytes_lanzarotensis"
"338",126,3,9,0.00143358,"pollinator","Dasytes_subaenescens"
"339",126,13,10,0.000430746,"pollinator","Dasytes_subaenescens"
"340",126,3,11,0.000176806,"pollinator","Dasytes_subaenescens"
"341",126,17,13,0.000113061,"pollinator","Dasytes_subaenescens"
"342",126,4,14,6.15233e-05,"pollinator","Dasytes_subaenescens"
"343",127,5,13,5.09113e-05,"pollinator","Delia_flavibasis"
"344",128,3,4,0.000151355,"pollinator","Diglyphus_chabrias"
"345",129,4,13,0.000101274,"pollinator","Dilophus_hiemalis"
"346",130,20,6,8.7069e-05,"pollinator","Dinarmoides_spilopterus"
"347",130,1,7,3.85465e-05,"pollinator","Dinarmoides_spilopterus"
"348",130,3,8,5.04792e-05,"pollinator","Dinarmoides_spilopterus"
"349",131,14,3,0.000113459,"pollinator","Dischistus_atlanticus"
"350",131,7,4,0.000129605,"pollinator","Dischistus_atlanticus"
"351",132,6,9,3.48019e-05,"pollinator","Elasmus_platyedrae"
"352",133,1,12,7.2574e-05,"pollinator","Empididae_sp._1"
"353",133,2,13,3.96532e-05,"pollinator","Empididae_sp._1"
"354",134,4,14,2.41532e-05,"pollinator","Empis_sp._1"
"355",135,6,8,2.6936e-05,"pollinator","Eristalinus_aeneus"
"356",135,6,9,3.48019e-05,"pollinator","Eristalinus_aeneus"
"357",136,15,5,4.15656e-05,"pollinator","Eristalinus_taeniops"
"358",136,4,7,0.000108409,"pollinator","Eristalinus_taeniops"
"359",136,4,8,0.000114695,"pollinator","Eristalinus_taeniops"
"360",136,4,13,3.08104e-05,"pollinator","Eristalinus_taeniops"
"361",137,4,8,6.42158e-05,"pollinator","Eristalis_tenax"
"362",137,6,10,3.55101e-05,"pollinator","Eristalis_tenax"
"363",138,5,9,0.000115891,"pollinator","Estheria_simonyi"
"364",138,13,10,0.000616487,"pollinator","Estheria_simonyi"
"365",138,10,11,0.000158321,"pollinator","Estheria_simonyi"
"366",138,3,12,3.28172e-05,"pollinator","Estheria_simonyi"
"367",138,4,13,0.000359544,"pollinator","Estheria_simonyi"
"368",138,17,14,0.000332938,"pollinator","Estheria_simonyi"
"369",139,15,5,0.000187537,"pollinator","Eucera_gracilipes"
"370",139,13,10,0.000836836,"pollinator","Eucera_gracilipes"
"371",139,17,13,0.000369992,"pollinator","Eucera_gracilipes"
"372",140,11,8,8.15553e-05,"pollinator","Euderus_sp."
"373",140,11,10,0.000220507,"pollinator","Euderus_sp."
"374",140,11,14,0.000156434,"pollinator","Euderus_sp."
"375",141,1,9,0.000244805,"pollinator","Eumerus_latitarsis"
"376",141,1,10,0.000237806,"pollinator","Eumerus_latitarsis"
"377",141,1,11,0.000767866,"pollinator","Eumerus_latitarsis"
"378",141,1,12,0.000445762,"pollinator","Eumerus_latitarsis"
"379",141,17,13,0.000113061,"pollinator","Eumerus_latitarsis"
"380",141,4,14,0.00010983,"pollinator","Eumerus_latitarsis"
"381",142,1,10,0.000244596,"pollinator","Eumerus_nivariae"
"382",143,3,7,9.46901e-05,"pollinator","Eupelmus_sp."
"383",143,10,12,6.12029e-05,"pollinator","Eupelmus_sp."
"384",144,2,12,3.45092e-05,"pollinator","Eupelmus_testaceiventris"
"385",145,14,4,0.000197158,"pollinator","Eurytoma_sp._1"
"386",145,3,7,0.00018938,"pollinator","Eurytoma_sp._1"
"387",146,3,3,2.68593e-05,"pollinator","Eurytoma_sp._2"
"388",146,12,12,4.20655e-05,"pollinator","Eurytoma_sp._2"
"389",147,1,2,5.04655e-05,"pollinator","Eurytoma_sp._3"
"390",148,4,12,4.88504e-05,"pollinator","Exetastes_segmentarius"
"391",149,15,5,4.15656e-05,"pollinator","Exhyalanthrax_canarionae"
"392",150,5,8,7.4376e-05,"pollinator","Fannia_sp."
"393",151,15,5,4.15656e-05,"pollinator","Gasteruption_sp."
"394",152,5,9,3.15436e-05,"pollinator","Geometridae_sp."
"395",153,3,4,5.04516e-05,"pollinator","Geometridae_sp._2"
"396",154,27,8,0.000169375,"pollinator","Gnaphosidae_sp._1"
"397",155,24,4,0.000204869,"pollinator","Goniozus_sp."
"398",156,3,11,0.000142514,"pollinator","Halictus_fulvipes"
"399",157,6,8,2.6936e-05,"pollinator","Holepyris_sp."
"400",158,18,10,0.000150327,"pollinator","Hylaeus_ater"
"401",159,15,5,0.000166262,"pollinator","Hylaeus_hohmanni"
"402",159,15,6,0.000187142,"pollinator","Hylaeus_hohmanni"
"403",160,1,1,1.97282e-05,"pollinator","Hylaeus_sp."
"404",160,3,2,0.000213897,"pollinator","Hylaeus_sp."
"405",161,29,1,0.000141007,"pollinator","Hym._Waiting<85>."
"406",162,22,13,0.000255098,"pollinator","Lasioglossum_arctifrons"
"407",163,3,3,2.68593e-05,"pollinator","Lasioglossum_loetum"
"408",163,9,5,0.000506705,"pollinator","Lasioglossum_loetum"
"409",163,20,6,0.000240093,"pollinator","Lasioglossum_loetum"
"410",163,6,8,2.6936e-05,"pollinator","Lasioglossum_loetum"
"411",163,9,9,3.25681e-05,"pollinator","Lasioglossum_loetum"
"412",163,9,10,0.000259339,"pollinator","Lasioglossum_loetum"
"413",163,10,11,0.00036156,"pollinator","Lasioglossum_loetum"
"414",163,2,12,0.000824454,"pollinator","Lasioglossum_loetum"
"415",163,4,13,0.000425204,"pollinator","Lasioglossum_loetum"
"416",163,4,14,0.000182289,"pollinator","Lasioglossum_loetum"
