"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared"
-0.745327151758909,3.33605135413701e-15,-9.80985436403243,-0.829702864926469,-0.627653843506666,-0.000865025978053932,0.611355197928408,0.5497399990341
