"node_from","node_to","layer_from","co_occurrences","interactions","weight"
38,60,8,5,1,1
38,60,9,5,1,0
38,60,10,5,1,0
38,73,5,3,1,0
38,73,7,3,1,0
38,73,8,3,1,1
38,76,5,1,1,2
38,92,5,6,4,0
38,92,7,6,4,3
38,92,8,6,4,2
38,92,9,6,4,6
38,92,10,6,4,1
38,92,14,6,4,0
38,95,5,1,1,1
39,100,1,1,1,1
39,161,1,1,1,1
39,180,1,1,1,1
39,216,1,2,1,1
39,216,2,2,1,0
39,258,1,2,1,0
39,258,2,2,1,1
39,271,1,1,1,1
39,45,1,2,1,1
39,45,2,2,1,0
39,86,1,2,1,1
39,86,2,2,1,0
4,114,13,2,2,1
4,114,14,2,2,1
4,126,10,3,1,0
4,126,13,3,1,1
4,126,14,3,1,0
4,138,10,4,2,0
4,138,12,4,2,0
4,138,13,4,2,1
4,138,14,4,2,2
4,139,10,2,2,1
4,139,13,2,2,3
4,141,10,4,1,0
4,141,12,4,1,0
4,141,13,4,1,1
4,141,14,4,1,0
4,288,14,1,1,1
4,55,10,4,3,0
4,55,12,4,3,2
4,55,13,4,3,2
4,55,14,4,3,3
4,92,10,4,2,0
4,92,12,4,2,0
4,92,13,4,2,1
4,92,14,4,2,1
4,98,12,2,1,2
4,98,13,2,1,0
5,138,9,4,1,0
5,138,10,4,1,1
5,138,13,4,1,0
5,138,14,4,1,0
5,181,9,2,2,9
5,181,10,2,2,5
5,208,14,1,1,1
5,211,9,3,3,8
5,211,10,3,3,4
5,211,14,3,3,1
5,217,9,2,1,1
5,217,10,2,1,0
5,254,9,3,1,0
5,254,10,3,1,1
5,254,14,3,1,0
5,50,9,2,1,0
5,50,10,2,1,4
5,92,9,4,4,13
5,92,10,4,4,6
5,92,13,4,4,8
5,92,14,4,4,5
6,276,10,1,1,1
6,278,10,1,1,2
6,92,10,1,1,1
7,92,7,1,1,2
8,101,2,7,1,0
8,101,3,7,1,0
8,101,4,7,1,0
8,101,5,7,1,1
8,101,8,7,1,0
8,101,10,7,1,0
8,101,12,7,1,0
8,102,10,1,1,1
8,107,13,2,1,0
8,107,14,2,1,1
8,111,3,8,4,1
8,111,4,8,4,2
8,111,5,8,4,8
8,111,6,8,4,0
8,111,7,8,4,0
8,111,8,8,4,2
8,111,11,8,4,0
8,111,14,8,4,0
8,113,1,2,1,1
8,113,2,2,1,0
8,115,5,3,1,1
8,115,13,3,1,0
8,115,14,3,1,0
8,117,2,1,1,1
8,123,5,1,1,1
8,129,13,1,1,1
8,131,3,2,1,0
8,131,4,2,1,1
8,133,12,2,1,0
8,133,13,2,1,1
8,138,9,6,2,0
8,138,10,6,2,1
8,138,11,6,2,0
8,138,12,6,2,0
8,138,13,6,2,0
8,138,14,6,2,1
8,141,9,6,3,2
8,141,10,6,3,0
8,141,11,6,3,6
8,141,12,6,3,1
8,141,13,6,3,0
8,141,14,6,3,0
8,144,12,1,1,1
8,163,3,10,2,0
8,163,5,10,2,0
8,163,6,10,2,0
8,163,8,10,2,0
8,163,9,10,2,0
8,163,10,10,2,0
8,163,11,10,2,0
8,163,12,10,2,7
8,163,13,10,2,2
8,163,14,10,2,0
8,165,5,10,2,1
8,165,6,10,2,0
8,165,7,10,2,0
8,165,8,10,2,0
8,165,9,10,2,0
8,165,10,10,2,0
8,165,11,10,2,0
8,165,12,10,2,0
8,165,13,10,2,1
8,165,14,10,2,0
8,170,1,11,3,1
8,170,2,11,3,3
8,170,3,11,3,0
8,170,4,11,3,0
8,170,5,11,3,1
8,170,6,11,3,0
8,170,7,11,3,0
8,170,8,11,3,0
8,170,12,11,3,0
8,170,13,11,3,0
8,170,14,11,3,0
8,178,10,1,1,3
8,187,1,10,2,0
8,187,2,10,2,0
8,187,5,10,2,3
8,187,6,10,2,2
8,187,7,10,2,0
8,187,8,10,2,0
8,187,9,10,2,0
8,187,10,10,2,0
8,187,11,10,2,0
8,187,12,10,2,0
8,188,2,2,1,0
8,188,3,2,1,1
8,189,1,2,1,1
8,189,2,2,1,0
8,190,10,3,1,0
8,190,13,3,1,0
8,190,14,3,1,1
8,199,5,4,2,1
8,199,6,4,2,1
8,199,7,4,2,0
8,199,8,4,2,0
8,216,1,7,6,6
8,216,2,7,6,10
8,216,3,7,6,45
8,216,4,7,6,62
8,216,8,7,6,0
8,216,11,7,6,3
8,216,12,7,6,16
8,217,5,6,2,0
8,217,6,6,2,0
8,217,7,6,2,0
8,217,8,6,2,0
8,217,9,6,2,2
8,217,10,6,2,35
8,218,7,2,2,1
8,218,10,2,2,2
8,219,4,2,1,0
8,219,11,2,1,1
8,226,7,2,1,0
8,226,14,2,1,1
8,234,3,2,1,0
8,234,4,2,1,1
8,235,3,7,3,0
8,235,4,7,3,1
8,235,5,7,3,1
8,235,6,7,3,0
8,235,7,7,3,0
8,235,8,7,3,0
8,235,12,7,3,1
8,238,7,4,1,0
8,238,8,4,1,0
8,238,11,4,1,1
8,238,12,4,1,0
8,242,1,7,1,0
8,242,2,7,1,0
8,242,3,7,1,0
8,242,4,7,1,8
8,242,9,7,1,0
8,242,10,7,1,0
8,242,14,7,1,0
8,244,1,2,2,30
8,244,2,2,2,13
8,246,5,1,1,1
8,255,11,3,2,2
8,255,12,3,2,1
8,255,13,3,2,0
8,258,1,2,2,24
8,258,2,2,2,21
8,260,9,1,1,1
8,266,7,4,2,0
8,266,8,4,2,0
8,266,9,4,2,1
8,266,10,4,2,7
8,272,11,2,1,1
8,272,12,2,1,0
8,274,3,12,2,0
8,274,4,12,2,0
8,274,5,12,2,1
8,274,6,12,2,0
8,274,7,12,2,0
8,274,8,12,2,1
8,274,9,12,2,0
8,274,10,12,2,0
8,274,11,12,2,0
8,274,12,12,2,0
8,274,13,12,2,0
8,274,14,12,2,0
8,40,6,3,1,0
8,40,7,3,1,3
8,40,8,3,1,0
8,51,1,1,1,1
8,59,3,2,1,0
8,59,4,2,1,1
8,60,5,8,2,1
8,60,6,8,2,0
8,60,7,8,2,0
8,60,8,8,2,1
8,60,9,8,2,0
8,60,10,8,2,0
8,60,11,8,2,0
8,60,12,8,2,0
8,66,3,1,1,1
8,67,11,1,1,1
8,70,6,1,1,1
8,81,3,3,2,4
8,81,4,3,2,2
8,81,9,3,2,0
8,82,1,2,1,0
8,82,2,2,1,2
8,84,4,3,1,4
8,84,8,3,1,0
8,84,12,3,1,0
8,88,11,2,1,0
8,88,12,2,1,1
8,92,3,11,10,0
8,92,5,11,10,34
8,92,6,11,10,62
8,92,7,11,10,42
8,92,8,11,10,18
8,92,9,11,10,29
8,92,10,11,10,24
8,92,11,11,10,30
8,92,12,11,10,10
8,92,13,11,10,27
8,92,14,11,10,24
8,96,10,2,1,1
8,96,14,2,1,0
9,101,2,7,1,1
9,101,3,7,1,0
9,101,4,7,1,0
9,101,5,7,1,0
9,101,8,7,1,0
9,101,10,7,1,0
9,101,12,7,1,0
9,103,13,2,1,1
9,103,14,2,1,0
9,104,1,2,1,0
9,104,9,2,1,1
9,106,3,2,2,1
9,106,6,2,2,3
9,107,13,2,2,2
9,107,14,2,2,1
9,108,12,2,1,1
9,108,14,2,1,0
9,111,3,8,2,0
9,111,4,8,2,0
9,111,5,8,2,7
9,111,6,8,2,1
9,111,7,8,2,0
9,111,8,8,2,0
9,111,11,8,2,0
9,111,14,8,2,0
9,113,1,2,2,1
9,113,2,2,2,1
9,118,10,1,1,1
9,119,1,1,1,1
9,120,9,1,1,1
9,121,14,1,1,1
9,122,4,1,1,3
9,124,10,1,1,1
9,126,9,5,3,2
9,126,10,5,3,0
9,126,11,5,3,1
9,126,13,5,3,0
9,126,14,5,3,1
9,130,6,3,1,0
9,130,7,3,1,1
9,130,8,3,1,0
9,133,12,2,1,3
9,133,13,2,1,0
9,138,9,6,2,1
9,138,10,6,2,3
9,138,11,6,2,0
9,138,12,6,2,0
9,138,13,6,2,0
9,138,14,6,2,0
9,141,9,6,5,8
9,141,10,6,5,11
9,141,11,6,5,17
9,141,12,6,5,17
9,141,13,6,5,0
9,141,14,6,5,1
9,142,10,1,1,8
9,147,2,1,1,2
9,160,1,2,2,1
9,160,2,2,2,1
9,163,3,10,5,0
9,163,5,10,5,1
9,163,6,10,5,1
9,163,8,10,5,0
9,163,9,10,5,0
9,163,10,10,5,0
9,163,11,10,5,0
9,163,12,10,5,4
9,163,13,10,5,7
9,163,14,10,5,1
9,164,2,1,1,1
9,165,5,10,6,2
9,165,6,10,6,0
9,165,7,10,6,1
9,165,8,10,6,0
9,165,9,10,6,2
9,165,10,10,6,0
9,165,11,10,6,0
9,165,12,10,6,1
9,165,13,10,6,2
9,165,14,10,6,2
9,167,8,2,1,1
9,167,9,2,1,0
9,170,1,11,4,18
9,170,2,11,4,5
9,170,3,11,4,4
9,170,4,11,4,3
9,170,5,11,4,0
9,170,6,11,4,0
9,170,7,11,4,0
9,170,8,11,4,0
9,170,12,11,4,0
9,170,13,11,4,0
9,170,14,11,4,0
9,171,1,1,1,15
9,175,9,2,1,0
9,175,10,2,1,2
9,183,3,1,1,1
9,184,10,1,1,1
9,187,1,10,3,2
9,187,2,10,3,2
9,187,5,10,3,5
9,187,6,10,3,0
9,187,7,10,3,0
9,187,8,10,3,0
9,187,9,10,3,0
9,187,10,10,3,0
9,187,11,10,3,0
9,187,12,10,3,0
9,188,2,2,1,2
9,188,3,2,1,0
9,189,1,2,2,2
9,189,2,2,2,6
9,197,3,3,1,1
9,197,11,3,1,0
9,197,12,3,1,0
9,199,5,4,2,1
9,199,6,4,2,5
9,199,7,4,2,0
9,199,8,4,2,0
9,200,8,1,1,2
9,205,11,1,1,1
9,207,11,2,1,2
9,207,14,2,1,0
9,208,14,1,1,1
9,210,4,2,1,1
9,210,14,2,1,0
9,212,2,2,1,1
9,212,7,2,1,0
9,214,3,1,1,1
9,216,1,7,6,1
9,216,2,7,6,1
9,216,3,7,6,53
9,216,4,7,6,90
9,216,8,7,6,0
9,216,11,7,6,10
9,216,12,7,6,11
9,217,5,6,2,0
9,217,6,6,2,0
9,217,7,6,2,0
9,217,8,6,2,2
9,217,9,6,2,2
9,217,10,6,2,0
9,219,4,2,1,1
9,219,11,2,1,0
9,221,2,1,1,2
9,228,14,1,1,1
9,229,4,1,1,2
9,230,1,2,1,1
9,230,2,2,1,0
9,232,1,2,2,4
9,232,2,2,2,2
9,233,14,1,1,1
9,234,3,2,1,0
9,234,4,2,1,3
9,235,3,7,2,18
9,235,4,7,2,0
9,235,5,7,2,1
9,235,6,7,2,0
9,235,7,7,2,0
9,235,8,7,2,0
9,235,12,7,2,0
9,237,2,1,1,7
9,240,3,1,1,1
9,242,1,7,6,29
9,242,2,7,6,35
9,242,3,7,6,6
9,242,4,7,6,2
9,242,9,7,6,1
9,242,10,7,6,2
9,242,14,7,6,0
9,246,5,1,1,1
9,247,8,1,1,1
9,251,6,1,1,1
9,255,11,3,1,1
9,255,12,3,1,0
9,255,13,3,1,0
9,256,2,1,1,1
9,257,3,1,1,1
9,258,1,2,2,15
9,258,2,2,2,1
9,263,4,1,1,1
9,264,3,2,1,0
9,264,4,2,1,1
9,266,7,4,2,10
9,266,8,4,2,0
9,266,9,4,2,0
9,266,10,4,2,3
9,267,2,1,1,4
9,270,6,4,2,0
9,270,9,4,2,1
9,270,11,4,2,0
9,270,13,4,2,1
9,272,11,2,2,1
9,272,12,2,2,21
9,273,1,2,2,25
9,273,2,2,2,12
9,274,3,12,12,21
9,274,4,12,12,53
9,274,5,12,12,79
9,274,6,12,12,70
9,274,7,12,12,1
9,274,8,12,12,13
9,274,9,12,12,26
9,274,10,12,12,42
9,274,11,12,12,15
9,274,12,12,12,6
9,274,13,12,12,18
9,274,14,12,12,24
9,276,5,4,1,0
9,276,6,4,1,1
9,276,8,4,1,0
9,276,10,4,1,0
9,278,9,2,1,17
9,278,10,2,1,0
9,284,1,9,1,0
9,284,2,9,1,3
9,284,3,9,1,0
9,284,4,9,1,0
9,284,6,9,1,0
9,284,7,9,1,0
9,284,8,9,1,0
9,284,10,9,1,0
9,284,12,9,1,0
9,286,1,1,1,1
9,40,6,3,1,0
9,40,7,3,1,0
9,40,8,3,1,2
9,47,12,1,1,9
9,49,1,2,2,1
9,49,2,2,2,1
9,50,3,8,7,0
9,50,4,8,7,2
9,50,5,8,7,8
9,50,6,8,7,3
9,50,7,8,7,1
9,50,8,8,7,15
9,50,9,8,7,21
9,50,10,8,7,19
9,53,6,1,1,1
9,59,3,2,2,10
9,59,4,2,2,1
9,60,5,8,2,1
9,60,6,8,2,1
9,60,7,8,2,0
9,60,8,8,2,0
9,60,9,8,2,0
9,60,10,8,2,0
9,60,11,8,2,0
9,60,12,8,2,0
9,65,1,1,1,1
9,69,4,1,1,3
9,73,5,3,1,1
9,73,7,3,1,0
9,73,8,3,1,0
9,76,5,2,2,1
9,76,6,2,2,1
9,77,3,2,2,5
9,77,4,2,2,9
9,78,9,1,1,1
9,79,8,1,1,1
9,81,3,3,2,10
9,81,4,3,2,8
9,81,9,3,2,0
9,83,10,1,1,4
9,86,1,2,1,0
9,86,2,2,1,1
9,87,7,2,2,1
9,87,9,2,2,1
9,92,3,11,10,0
9,92,5,11,10,36
9,92,6,11,10,43
9,92,7,11,10,37
9,92,8,11,10,11
9,92,9,11,10,20
9,92,10,11,10,51
9,92,11,11,10,12
9,92,12,11,10,14
9,92,13,11,10,45
9,92,14,11,10,20
9,93,3,1,1,1
9,94,14,1,1,1
9,98,7,3,1,1
9,98,12,3,1,0
9,98,13,3,1,0
