"trial_number","layer_from","layer_to","turnover"
1,1,2,0.230088495575221
1,1,3,0.192982456140351
1,1,4,0.161764705882353
1,1,5,0.170542635658915
1,1,6,0.128
1,1,7,0.139344262295082
1,2,3,0.131578947368421
1,2,4,0.143939393939394
1,2,5,0.170731707317073
1,2,6,0.135593220338983
1,2,7,0.147826086956522
1,3,4,0.147286821705426
1,3,5,0.184873949579832
1,3,6,0.15929203539823
1,3,7,0.102564102564103
1,4,5,0.198529411764706
1,4,6,0.186046511627907
1,4,7,0.170542635658915
1,5,6,0.206611570247934
1,5,7,0.230769230769231
1,6,7,0.135593220338983
2,1,2,0.230088495575221
2,1,3,0.12396694214876
2,1,4,0.17910447761194
2,1,5,0.161538461538462
2,1,6,0.184873949579832
2,1,7,0.139344262295082
2,2,3,0.102564102564103
2,2,4,0.143939393939394
2,2,5,0.142857142857143
2,2,6,0.155172413793103
2,2,7,0.147826086956522
2,3,4,0.15625
2,3,5,0.155737704918033
2,3,6,0.149122807017544
2,3,7,0.102564102564103
2,4,5,0.181159420289855
2,4,6,0.214285714285714
2,4,7,0.1796875
2,5,6,0.226890756302521
2,5,7,0.230769230769231
2,6,7,0.165217391304348
3,1,2,0.219298245614035
3,1,3,0.152542372881356
3,1,4,0.234375
3,1,5,0.161538461538462
3,1,6,0.165289256198347
3,1,7,0.139344262295082
3,2,3,0.131578947368421
3,2,4,0.188976377952756
3,2,5,0.152
3,2,6,0.126050420168067
3,2,7,0.128205128205128
3,3,4,0.165354330708661
3,3,5,0.146341463414634
3,3,6,0.149122807017544
3,3,7,0.112068965517241
3,4,5,0.172661870503597
3,4,6,0.186046511627907
3,4,7,0.188976377952756
3,5,6,0.226890756302521
3,5,7,0.190082644628099
3,6,7,0.126050420168067
4,1,2,0.198275862068966
4,1,3,0.142857142857143
4,1,4,0.206106870229008
4,1,5,0.143939393939394
4,1,6,0.194915254237288
4,1,7,0.120967741935484
4,2,3,0.151785714285714
4,2,4,0.143939393939394
4,2,5,0.190082644628099
4,2,6,0.165217391304348
4,2,7,0.137931034482759
4,3,4,0.165354330708661
4,3,5,0.146341463414634
4,3,6,0.169642857142857
4,3,7,0.112068965517241
4,4,5,0.172661870503597
4,4,6,0.16793893129771
4,4,7,0.1796875
4,5,6,0.23728813559322
4,5,7,0.152
4,6,7,0.175438596491228
