"layer_from","layer_to","ave_distance","turnover","trial"
"1","1",505.679714,1,731
"1","1",505.679714,1,460
"1","1",505.679714,1,455
"1","1",505.679714,1,719
"1","1",505.679714,1,457
"1","1",505.679714,1,756
"1","1",505.679714,1,858
"1","1",505.679714,1,730
"1","1",505.679714,1,732
"1","1",505.679714,1,720
"1","1",505.679714,1,758
"1","1",505.679714,1,456
"1","1",505.679714,1,407
"1","1",505.679714,1,749
"1","1",505.679714,1,757
"1","1",505.679714,1,469
"1","1",505.679714,1,471
"1","1",505.679714,1,406
"1","1",505.679714,1,459
"1","1",505.679714,1,721
"1","1",505.679714,1,470
"1","1",505.679714,1,859
"1","1",505.679714,1,453
"1","1",505.679714,1,712
"1","1",505.679714,1,715
"1","1",505.679714,1,472
"1","1",505.679714,1,450
"1","1",505.679714,1,755
"1","1",505.679714,1,857
"1","1",505.679714,1,722
"1","1",505.679714,1,465
"1","1",505.679714,1,754
"1","1",505.679714,1,713
"1","1",505.679714,1,759
"1","1",505.679714,1,932
"1","1",505.679714,1,408
"1","1",505.679714,1,853
"1","1",505.679714,1,693
"1","1",505.679714,1,931
"1","1",505.679714,1,404
"1","1",505.679714,1,752
"1","1",505.679714,1,714
"1","1",505.679714,1,695
"1","1",505.679714,1,933
"1","1",505.679714,1,733
"1","1",505.679714,1,454
"1","1",505.679714,1,694
"1","1",505.679714,1,467
"1","1",505.679714,1,405
"1","1",505.679714,1,461
"1","1",505.679714,1,761
"1","1",505.679714,1,466
"1","1",505.679714,1,934
"1","1",505.679714,1,458
"1","1",505.679714,1,760
"1","1",505.679714,1,444
"1","1",505.679714,1,468
"1","1",505.679714,1,892
"1","1",505.679714,1,735
"1","1",505.679714,1,762
"1","1",505.679714,1,716
"1","1",505.679714,1,473
"1","1",505.679714,1,750
"1","1",505.679714,1,691
"1","1",505.679714,1,696
"1","1",505.679714,1,893
"1","1",505.679714,1,674
"1","1",505.679714,1,736
"1","1",505.679714,1,998
"1","1",505.679714,1,88
"1","1",505.679714,1,860
"1","1",505.679714,1,751
"1","1",505.679714,1,854
"1","1",505.679714,1,584
"1","1",505.679714,1,894
"1","1",505.679714,1,994
"1","1",505.679714,1,27
"1","1",505.679714,1,445
"1","1",505.679714,1,723
"1","1",505.679714,1,709
"1","1",505.679714,1,280
"1","1",505.679714,1,452
"1","1",505.679714,1,585
"1","1",505.679714,1,895
"1","1",505.679714,1,409
"1","1",505.679714,1,462
"1","1",505.679714,1,414
"1","1",505.679714,1,686
"1","1",505.679714,1,710
"1","1",505.679714,1,753
"1","1",505.679714,1,718
"1","1",505.679714,1,119
"1","1",505.679714,1,615
"1","1",505.679714,1,124
"1","1",505.679714,1,687
"1","1",505.679714,1,763
"1","1",505.679714,1,711
"1","1",505.679714,1,20
"1","1",505.679714,1,282
"1","1",505.679714,1,692
"1","1",505.679714,1,697
"1","1",505.679714,1,87
"1","1",505.679714,1,578
"1","1",505.679714,1,729
"1","1",505.679714,1,764
"1","1",505.679714,1,21
"1","1",505.679714,1,402
"1","1",505.679714,1,283
"1","1",505.679714,1,855
"1","1",505.679714,1,717
"1","1",505.679714,1,474
"1","1",505.679714,1,403
"1","1",505.679714,1,451
"1","1",505.679714,1,446
"1","1",505.679714,1,22
"1","1",505.679714,1,675
"1","1",505.679714,1,737
"1","1",505.679714,1,999
"1","1",505.679714,1,89
"1","1",505.679714,1,861
"1","1",505.679714,1,890
"1","1",505.679714,1,690
"1","1",505.679714,1,447
"1","1",505.679714,1,23
"1","1",505.679714,1,995
"1","1",505.679714,1,28
"1","1",505.679714,1,1000
"1","1",505.679714,1,724
"1","1",505.679714,1,114
"1","1",505.679714,1,281
"1","1",505.679714,1,767
"1","1",505.679714,1,586
"1","1",505.679714,1,896
"1","1",505.679714,1,410
"1","1",505.679714,1,463
"1","1",505.679714,1,415
"1","1",505.679714,1,863
"1","1",505.679714,1,115
