"layer_from","layer_to","ave_distance","number_of_modules","trial"
"3","6",274338.064233333,2,189
"4east","4east",95.901643,11,189
"4east","4west",57446.493647037,12,189
"4east","5",93003.447654,3,189
"4east","6",172743.050833333,2,189
"4west","4west",176.725963,4,189
"4west","5",52712.299914,9,189
"4west","6",129338.85493,7,189
"5","5",70.701802,7,189
"5","6",80104.0588621429,5,189
"6","6",93.399466,2,189
"1","1",505.679714,11,190
"1","2",305268.485325,18,190
"1","3",244298.738567391,21,190
"1","4east",339385.831704348,18,190
"1","4west",389095.367678947,11,190
"1","5",390007.489181818,4,190
"2","2",67.363151,13,190
"2","3",190472.441486957,19,190
"2","4east",284219.7803,17,190
"2","4west",337026.610204167,12,190
"2","5",376895.087628571,4,190
"3","3",95.95512,10,190
"3","4east",116463.905404348,18,190
"3","4west",173845.127513043,12,190
"3","5",200275.499185714,4,190
"4east","4east",95.901643,15,190
"4east","4west",57454.5032295833,11,190
"4east","5",93001.7213366667,5,190
"4west","4west",176.725963,2,190
"4west","5",52698.5813425,10,190
"4west","6",129326.0508,3,190
"5","5",70.701802,8,190
"5","6",80112.73198,3,190
"6","6",93.399466,1,190
"1","1",505.679714,13,191
"1","2",305269.501886364,13,191
"1","3",244290.444713636,14,191
"1","4east",339384.537978947,11,191
"1","4west",389088.482242105,9,191
"1","5",390008.86975,4,191
"1","6",437343.94112,4,191
"2","2",67.363151,12,191
"2","3",190476.640129412,16,191
"2","4east",284226.89992093,15,191
"2","4west",337030.102072727,11,191
"2","5",376896.332411111,5,191
"2","6",455660.50258,4,191
"3","3",95.95512,13,191
"3","4east",116460.64835,15,191
"3","4west",173837.515796154,12,191
"3","5",200275.755111111,5,191
"3","6",274323.7785625,4,191
"4east","4east",95.901643,11,191
"4east","4west",57431.6067166667,10,191
"4east","5",92994.3701771429,4,191
"4east","6",172751.914425,3,191
"4west","4west",176.725963,2,191
"4west","5",52697.4580995455,10,191
"4west","6",129334.963892308,9,191
"5","5",70.701802,10,191
"5","6",80104.5253932,11,191
"6","6",93.399466,5,191
"1","1",505.679714,11,192
"1","2",305291.511113636,19,192
"1","3",244279.980097959,18,192
"1","4east",339385.706216279,17,192
"1","4west",389088.202675,10,192
"1","5",390007.489181818,4,192
"1","6",437345.836285714,3,192
"2","2",67.363151,11,192
"2","3",190479.430557447,18,192
"2","4east",284232.962427273,17,192
"2","4west",337020.016641176,9,192
"2","5",376901.050641667,4,192
"2","6",455678.718683333,3,192
"3","3",95.95512,13,192
"3","4east",116462.435612245,18,192
"3","4west",173828.042672222,9,192
"3","5",200277.42025,5,192
"3","6",274330.141325,3,192
"4east","4east",95.901643,13,192
"4east","4west",57431.3534415789,10,192
"4east","5",92995.6553446154,5,192
"4east","6",172748.113785714,3,192
"4west","4west",176.725963,1,192
"4west","5",52714.60851,9,192
"4west","6",129386.311688889,5,192
"5","5",70.701802,10,192
"5","6",80110.4833938889,6,192
"6","6",93.399466,3,192
"1","1",505.679714,11,193
"1","2",305254.570829268,15,193
"1","3",244267.1889,13,193
"1","4east",339379.588379167,17,193
"1","4west",389080.902786364,10,193
"1","5",390008.020781818,4,193
"1","6",437370.545144444,3,193
"2","2",67.363151,10,193
"2","3",190473.989903226,11,193
"2","4east",284225.358819512,16,193
"2","4west",337025.675744444,9,193
"2","5",376896.07063,3,193
"2","6",455676.643375,2,193
"3","3",95.95512,10,193
"3","4east",116460.335861538,14,193
"3","4west",173831.6151,10,193
"3","5",200275.99483,3,193
"3","6",274346.546,2,193
"4east","4east",95.901643,14,193
"4east","4west",57440.7985808696,11,193
"4east","5",92998.0250909091,4,193
"4east","6",172756.647422222,3,193
"4west","4west",176.725963,3,193
"4west","5",52692.1653229167,12,193
"4west","6",129353.657941176,9,193
"5","5",70.701802,8,193
"5","6",80107.3325286957,8,193
"6","6",93.399466,5,193
"1","1",505.679714,14,194
"1","2",305248.509220455,16,194
"1","3",244282.43516,19,194
"1","4east",339385.164955814,14,194
"1","4west",389085.974741935,13,194
"1","5",390008.86975,5,194
"1","6",437340.932758333,5,194
"2","2",67.363151,8,194
"2","3",190471.623977143,16,194
"2","4east",284223.26245625,11,194
"2","4west",337023.291392,13,194
"2","5",376883.617523077,5,194
"2","6",455653.87713,5,194
"3","3",95.95512,11,194
"3","4east",116459.255937778,15,194
"3","4west",173835.574682143,14,194
"3","5",200273.94078,5,194
"3","6",274318.82686,5,194
"4east","4east",95.901643,15,194
"4east","4west",57441.8463203846,11,194
"4east","5",92999.56344,4,194
"4east","6",172749.60771,4,194
"4west","4west",176.725963,3,194
"4west","5",52700.6156668421,9,194
"4west","6",129384.782354545,6,194
"5","5",70.701802,9,194
"5","6",80107.67266125,8,194
"6","6",93.399466,3,194
"1","1",505.679714,13,195
"1","2",305238.737907143,14,195
"1","3",244271.621322222,17,195
"1","4east",339379.992830612,17,195
"1","4west",389080.328603571,13,195
"1","5",390010.39983125,5,195
"1","6",437330.433655556,5,195
"2","2",67.363151,10,195
"2","3",190474.466778378,14,195
"2","4east",284225.358195556,16,195
"2","4west",337016.161704,13,195
"2","5",376890.718733333,5,195
"2","6",455649.74205,5,195
"3","3",95.95512,12,195
"3","4east",116460.932490698,16,195
"3","4west",173822.67058,13,195
"3","5",200272.337885714,4,195
"3","6",274312.686285714,4,195
"4east","4east",95.901643,13,195
"4east","4west",57429.60727,13,195
"4east","5",92996.7890014286,5,195
"4east","6",172740.38085,5,195
"4west","4west",176.725963,2,195
"4west","5",52699.2408196,12,195
"4west","6",129360.279984615,8,195
"5","5",70.701802,12,195
"5","6",80104.0545526087,9,195
"6","6",93.399466,3,195
"1","1",505.679714,11,196
"1","2",305237.164847727,18,196
"1","3",244266.914295349,18,196
"1","4east",339381.388935556,18,196
"1","4west",389079.703408333,12,196
"1","5",390006.5405375,3,196
"1","6",437369.9543875,3,196
"2","2",67.363151,10,196
"2","3",190469.638965854,16,196
"2","4east",284220.576228571,15,196
"2","4west",336999.060852381,11,196
"2","5",376880.807442857,3,196
"2","6",455645.591116667,3,196
"3","3",95.95512,10,196
"3","4east",116460.369244444,17,196
"3","4west",173829.100333333,13,196
"3","5",200275.99483,3,196
"3","6",274339.98413,3,196
"4east","4east",95.901643,13,196
"4east","4west",57432.0175343478,12,196
"4east","5",93005.7616444444,3,196
"4east","6",172767.2140125,3,196
"4west","4west",176.725963,2,196
"4west","5",52698.5813425,10,196
"4west","6",129364.024923077,7,196
"5","5",70.701802,10,196
"5","6",80107.3325286957,9,196
"6","6",93.399466,6,196
"1","1",505.679714,13,197
"1","2",305293.113236538,20,197
"1","3",244300.366151064,19,197
"1","4east",339391.734245833,18,197
"1","4west",389096.977033333,8,197
"1","5",390006.829641667,4,197
"1","6",437353.81442,2,197
"2","2",67.363151,12,197
"2","3",190476.695591111,17,197
"2","4east",284231.127782609,16,197
"2","4west",337033.130831579,8,197
"2","5",376891.390307692,4,197
"2","6",455667.676266667,2,197
"3","3",95.95512,13,197
"3","4east",116463.698608889,17,197
"3","4west",173847.453428571,7,197
"3","5",200270.6127,4,197
"3","6",274338.51362,2,197
"4east","4east",95.901643,13,197
"4east","4west",57446.7654535,8,197
"4east","5",93003.8545046154,4,197
"4east","6",172755.75895,2,197
"4west","4west",176.725963,3,197
"4west","5",52712.3017643478,9,197
"4west","6",129357.66546875,7,197
"5","5",70.701802,11,197
"5","6",80110.202320625,9,197
"6","6",93.399466,7,197
"1","1",505.679714,12,198
"1","2",305277.402097436,16,198
"1","3",244292.851865789,14,198
"1","4east",339382.937993333,16,198
"1","4west",389089.019528571,11,198
"1","5",390010.03435625,5,198
"1","6",437371.724366667,4,198
"2","2",67.363151,8,198
"2","3",190471.903385714,12,198
"2","4east",284230.702389189,16,198
"2","4west",337025.675788889,11,198
"2","5",376878.491215385,5,198
"2","6",455661.228066667,4,198
"3","3",95.95512,11,198
"3","4east",116467.043543902,15,198
"3","4west",173844.62868,11,198
"3","5",200274.85776875,5,198
"3","6",274353.240608333,4,198
"4east","4east",95.901643,12,198
"4east","4west",57441.2340995238,12,198
"4east","5",92990.998796,5,198
"4east","6",172755.146218182,4,198
"4west","4west",176.725963,1,198
"4west","5",52686.1766861538,13,198
"4west","6",129355.505061111,9,198
"5","5",70.701802,12,198
"5","6",80114.0422309091,10,198
"6","6",93.399466,7,198
"1","1",505.679714,11,199
"1","2",305258.957930952,17,199
"1","3",244259.943838095,19,199
"1","4east",339369.465197778,18,199
"1","4west",389079.703408333,12,199
"1","5",390009.35705,2,199
"1","6",437371.016375,1,199
"2","2",67.363151,10,199
"2","3",190470.96134359,15,199
"2","4east",284228.728528205,15,199
"2","4west",337019.542752174,10,199
"2","5",376892.630125,2,199
"2","6",455676.643375,1,199
"3","3",95.95512,12,199
"3","4east",116461.831419048,16,199
"3","4west",173833.142541667,12,199
"3","5",200274.260075,2,199
"3","6",274346.546,1,199
"4east","4east",95.901643,13,199
"4east","4west",57429.9219528571,13,199
"4east","5",92995.679226,3,199
"4east","6",172755.75895,2,199
"4west","4west",176.725963,3,199
"4west","5",52714.6099935294,7,199
"4west","6",129368.203691667,6,199
"5","5",70.701802,9,199
"5","6",80110.7486836842,6,199
"6","6",93.399466,4,199
"1","1",505.679714,13,200
"1","2",305253.331781633,15,200
"1","3",244300.923611364,17,200
"1","4east",339384.274952381,16,200
"1","4west",389081.360681818,11,200
"1","5",390010.422558333,4,200
"1","6",437344.79071,4,200
"2","2",67.363151,12,200
"2","3",190472.902285714,17,200
"2","4east",284226.818235556,18,200
"2","4west",337006.89216087,12,200
"2","5",376880.652457143,5,200
"2","6",455656.633691667,5,200
"3","3",95.95512,9,200
"3","4east",116458.373386364,20,200
"3","4west",173828.600959091,13,200
"3","5",200274.85776875,5,200
"3","6",274338.223085714,5,200
"4east","4east",95.901643,10,200
"4east","4west",57430.7655957692,14,200
"4east","5",93000.6928866667,5,200
"4east","6",172755.75895,5,200
"4west","4west",176.725963,2,200
"4west","5",52718.4916942105,8,200
"4west","6",129389.341,7,200
"5","5",70.701802,11,200
"5","6",80104.2572782143,11,200
"6","6",93.399466,6,200
"1","1",505.679714,10,201
"1","2",305287.456141463,16,201
"1","3",244294.840530769,15,201
"1","4east",339387.866731111,17,201
"1","4west",389084.241521053,10,201
"1","5",390012.297811111,4,201
"1","6",437355.974566667,3,201
"2","2",67.363151,13,201
"2","3",190472.980004878,16,201
"2","4east",284225.3518,16,201
"2","4west",337005.468538095,10,201
"2","5",376896.6596375,4,201
"2","6",455667.676266667,3,201
"3","3",95.95512,12,201
"3","4east",116461.189221739,16,201
"3","4west",173833.265157143,10,201
"3","5",200272.52532,4,201
"3","6",274340.1832375,3,201
"4east","4east",95.901643,13,201
"4east","4west",57428.7317672,11,201
"4east","5",92988.410644,4,201
"4east","6",172748.1484125,3,201
"4west","4west",176.725963,3,201
"4west","5",52705.773866,8,201
"4west","6",129380.902306667,8,201
"5","5",70.701802,9,201
"5","6",80106.2948688889,8,201
"6","6",93.399466,3,201
"1","1",505.679714,12,202
"1","2",305257.935346,17,202
"1","3",244283.148727027,16,202
"1","4east",339386.149016667,16,202
"1","4west",389085.442194118,8,202
"1","5",390007.758945455,4,202
"1","6",437361.99129,3,202
"2","2",67.363151,14,202
"2","3",190474.249135,14,202
"2","4east",284223.898365217,14,202
"2","4west",337016.744093333,8,202
"2","5",376888.037154545,4,202
"2","6",455661.6361125,3,202
"3","3",95.95512,8,202
"3","4east",116462.903361538,16,202
"3","4west",173840.251972727,7,202
"3","5",200277.780555556,4,202
"3","6",274345.011685714,3,202
"4east","4east",95.901643,14,202
"4east","4west",57431.9193327778,9,202
"4east","5",92999.56344,4,202
"4east","6",172758.83457,3,202
"4west","4west",176.725963,1,202
"4west","5",52697.6047470833,13,202
"4west","6",129367.189425,11,202
"5","5",70.701802,9,202
"5","6",80104.0809412,11,202
"6","6",93.399466,4,202
"1","1",505.679714,13,203
"1","2",305270.13959434,21,203
"1","3",244292.328942222,17,203
"1","4east",339381.674805263,18,203
"1","4west",389085.154379167,12,203
"1","5",390008.707316667,5,203
"1","6",437365.176735714,5,203
"2","2",67.363151,12,203
"2","3",190474.2488,16,203
"2","4east",284227.806574074,19,203
"2","4west",337020.363947619,11,203
"2","5",376900.96026875,5,203
"2","6",455676.643442857,5,203
"3","3",95.95512,12,203
"3","4east",116465.831619512,14,203
"3","4west",173830.8058,11,203
"3","5",200277.62390625,5,203
"3","6",274351.536,4,203
"4east","4east",95.901643,16,203
"4east","4west",57431.3616203704,12,203
"4east","5",92999.56344,5,203
"4east","6",172763.448,5,203
"4west","4west",176.725963,2,203
"4west","5",52708.2815807692,13,203
"4west","6",129370.635789474,9,203
"5","5",70.701802,10,203
"5","6",80109.4246959259,9,203
"6","6",93.399466,8,203
"1","1",505.679714,12,204
"1","2",305273.263916667,18,204
"1","3",244291.4301075,15,204
"1","4east",339387.866731111,17,204
"1","4west",389096.171521053,9,204
"1","5",390007.329928571,4,204
"1","6",437348.4536625,3,204
"2","2",67.363151,7,204
"2","3",190466.3534,14,204
"2","4east",284218.131740541,16,204
"2","4west",337018.200093333,8,204
"2","5",376890.839277778,3,204
"2","6",455660.381771429,3,204
"3","3",95.95512,11,204
"3","4east",116461.187806522,17,204
"3","4west",173841.104317647,7,204
"3","5",200275.99483,3,204
"3","6",274330.141325,3,204
"4east","4east",95.901643,14,204
"4east","4west",57443.5793105263,8,204
"4east","5",93003.447654,3,204
"4east","6",172751.914425,3,204
"4west","4west",176.725963,2,204
"4west","5",52698.5106172222,8,204
"4west","6",129358.961706667,7,204
"5","5",70.701802,10,204
"5","6",80109.091066087,7,204
"6","6",93.399466,7,204
"1","1",505.679714,10,205
"1","2",305254.998274419,19,205
"1","3",244279.925815556,18,205
"1","4east",339382.840281818,19,205
"1","4west",389076.312580952,13,205
"1","5",390008.86975,2,205
"1","6",437325.89095,2,205
"2","2",67.363151,9,205
"2","3",190474.831271429,18,205
"2","4east",284222.052345,19,205
"2","4west",336992.91983,12,205
"2","5",376892.630125,2,205
"2","6",455649.74205,2,205
"3","3",95.95512,12,205
"3","4east",116461.528576744,18,205
"3","4west",173818.908910526,11,205
"3","5",200278.745183333,2,205
"3","6",274316.1875,2,205
"4east","4east",95.901643,10,205
"4east","4west",57417.8877242857,13,205
"4east","5",93011.6810533333,2,205
"4east","6",172753.093533333,2,205
"4west","4west",176.725963,1,205
"4west","5",52703.8094315,10,205
"4west","6",129346.6857,9,205
"5","5",70.701802,9,205
"5","6",80098.7774925,10,205
"6","6",93.399466,5,205
"1","1",505.679714,15,206
"1","2",305234.503502128,18,206
"1","3",244267.367612245,20,206
"1","4east",339378.017837778,17,206
"1","4west",389084.241521053,9,206
"1","5",390008.57737,3,206
"1","6",437317.71408,3,206
"2","2",67.363151,12,206
"2","3",190474.707111111,18,206
"2","4east",284223.773719048,16,206
"2","4west",337025.675744444,10,206
"2","5",376887.870042857,4,206
"2","6",455643.1166,3,206
"3","3",95.95512,11,206
"3","4east",116460.049380952,18,206
"3","4west",173826.504654167,13,206
"3","5",200272.337885714,4,206
"3","6",274313.73665,3,206
"4east","4east",95.901643,12,206
"4east","4west",57441.9942331579,11,206
"4east","5",92994.3701771429,4,206
"4east","6",172732.75324,3,206
"4west","4west",176.725963,1,206
"4west","5",52700.4825433333,10,206
"4west","6",129358.561455556,6,206
"5","5",70.701802,11,206
"5","6",80097.206795625,7,206
"6","6",93.399466,2,206
"1","1",505.679714,8,207
"1","2",305271.075170968,15,207
"1","3",244291.197988571,16,207
"1","4east",339385.939528571,13,207
"1","4west",389090.71366875,7,207
"1","5",390007.507255556,3,207
"1","6",437362.84088,3,207
"2","2",67.363151,11,207
"2","3",190476.300164103,16,207
"2","4east",284223.449851429,14,207
"2","4west",337024.462411111,8,207
"2","5",376905.2609,3,207
"2","6",455683.26892,3,207
"3","3",95.95512,10,207
"3","4east",116457.292926829,15,207
"3","4west",173826.451321739,11,207
"3","5",200279.79235,3,207
"3","6",274348.01766,3,207
"4east","4east",95.901643,11,207
"4east","4west",57433.326946087,10,207
"4east","5",93005.7616444444,3,207
"4east","6",172771.07424,3,207
"4west","4west",176.725963,3,207
"4west","5",52712.299914,8,207
"4west","6",129386.2767,7,207
"5","5",70.701802,8,207
"5","6",80104.3592875,7,207
"6","6",93.399466,6,207
"1","1",505.679714,13,208
"1","2",305271.56734,16,208
"1","3",244281.360969048,14,208
"1","4east",339383.0428,17,208
"1","4west",389093.42667,9,208
"1","5",390006.708352941,6,208
"1","6",437341.64075,5,208
"2","2",67.363151,9,208
"2","3",190469.102772973,13,208
"2","4east",284225.345106977,15,208
"2","4west",337020.724616667,10,208
"2","5",376893.849286667,5,208
"2","6",455659.2573,4,208
"3","3",95.95512,11,208
"3","4east",116461.778418182,15,208
"3","4west",173836.475054545,10,208
"3","5",200274.816107143,5,208
"3","6",274327.501633333,4,208
"4east","4east",95.901643,15,208
"4east","4west",57435.6594081481,12,208
"4east","5",93000.7160947368,6,208
"4east","6",172745.559225,5,208
"4west","4west",176.725963,3,208
"4west","5",52729.9057813043,10,208
"4west","6",129386.2373625,9,208
"5","5",70.701802,10,208
"5","6",80100.9694067857,11,208
"6","6",93.399466,5,208
"1","1",505.679714,11,209
"1","2",305267.780675,17,209
"1","3",244293.42748913,18,209
"1","4east",339386.873725,17,209
"1","4west",389086.628577778,9,209
"1","5",390011.0255,3,209
"1","6",437325.89095,3,209
"2","2",67.363151,12,209
"2","3",190476.601395556,17,209
"2","4east",284228.291133333,16,209
"2","4west",337020.58516875,8,209
"2","5",376889.18962,3,209
"2","6",455649.74205,3,209
"3","3",95.95512,12,209
"3","4east",116463.449671429,18,209
"3","4west",173828.022836842,9,209
"3","5",200272.52532,3,209
"3","6",274313.73665,3,209
"4east","4east",95.901643,12,209
"4east","4west",57429.7683642105,9,209
"4east","5",92995.679226,3,209
"4east","6",172740.38085,3,209
"4west","4west",176.725963,1,209
"4west","5",52715.8645918182,6,209
"4west","6",129358.561455556,6,209
"5","5",70.701802,3,209
"5","6",80095.989414,6,209
"6","6",93.399466,2,209
"1","1",505.679714,14,210
"1","2",305239.447507143,16,210
"1","3",244267.715529167,16,210
"1","4east",339380.351513333,16,210
"1","4west",389080.218645455,11,210
"1","5",390009.16213,3,210
"1","6",437411.89385,1,210
"2","2",67.363151,9,210
"2","3",190480.722888235,15,210
"2","4east",284234.133731579,17,210
"2","4west",337023.749705263,12,210
"2","5",376885.96601,3,210
"2","6",455643.51565,1,210
"3","3",95.95512,12,210
"3","4east",116465.698629787,18,210
"3","4west",173833.142541667,13,210
"3","5",200274.260075,4,210
"3","6",274335.60955,2,210
"4east","4east",95.901643,11,210
"4east","4west",57431.1410848,15,210
"4east","5",92994.3701771429,4,210
"4east","6",172732.848825,2,210
"4west","4west",176.725963,1,210
"4west","5",52700.545777,9,210
"4west","6",129341.629955556,7,210
"5","5",70.701802,10,210
"5","6",80109.8409407143,5,210
"6","6",93.399466,3,210
"1","1",505.679714,14,211
"1","2",305247.60555,16,211
"1","3",244267.155197826,18,211
"1","4east",339375.402388372,15,211
"1","4west",389085.790754167,13,211
"1","5",390009.032183333,6,211
"1","6",437356.805392308,5,211
"2","2",67.363151,13,211
"2","3",190471.104843478,16,211
"2","4east",284221.994435,14,211
"2","4west",337020.093479167,12,211
"2","5",376887.761911765,6,211
"2","6",455657.671425,5,211
"3","3",95.95512,12,211
"3","4east",116460.376906667,16,211
"3","4west",173837.515796154,14,211
"3","5",200273.0958,6,211
"3","6",274328.914941667,5,211
"4east","4east",95.901643,12,211
"4east","4west",57444.8244166667,12,211
"4east","5",92996.627448421,6,211
"4east","6",172745.559225,5,211
"4west","4west",176.725963,1,211
"4west","5",52710.1271916667,10,211
"4west","6",129393.600925,8,211
"5","5",70.701802,8,211
"5","6",80100.3118325,9,211
"6","6",93.399466,3,211
"1","1",505.679714,16,212
"1","2",305236.408496226,16,212
"1","3",244273.763694,16,212
"1","4east",339381.895532653,17,212
"1","4west",389076.552242105,9,212
"1","5",390008.86975,1,212
"2","2",67.363151,13,212
"2","3",190474.059118182,16,212
"2","4east",284223.81715814,16,212
"2","4west",336989.555775,10,212
"2","5",376892.630125,1,212
"3","3",95.95512,12,212
"3","4east",116460.085218182,17,212
"3","4west",173814.210347059,10,212
"3","5",200287.7154,1,212
"4east","4east",95.901643,11,212
"4east","4west",57422.50966375,9,212
"4east","5",92999.56344,1,212
"4west","4west",176.725963,1,212
"4west","5",52695.21833,6,212
"4west","6",129324.944336364,6,212
"5","5",70.701802,7,212
"5","6",80109.4441085714,4,212
"6","6",93.399466,5,212
"1","1",505.679714,11,213
"1","2",305257.298319231,21,213
"1","3",244298.898826531,22,213
"1","4east",339390.900604348,21,213
"1","4west",389086.62554,12,213
"1","5",390009.786157143,3,213
"1","6",437330.1389,1,213
"2","2",67.363151,13,213
"2","3",190472.418884,20,213
"2","4east",284221.34036,19,213
"2","4west",337000.958316,12,213
"2","5",376889.18962,3,213
"2","6",455676.643375,1,213
"3","3",95.95512,12,213
"3","4east",116458.56303125,21,213
"3","4west",173817.137825926,15,213
"3","5",200272.52532,3,213
"3","6",274346.546,1,213
"4east","4east",95.901643,13,213
"4east","4west",57426.72164375,12,213
"4east","5",92995.679226,3,213
"4east","6",172763.448,1,213
"4west","4west",176.725963,2,213
"4west","5",52708.5699180952,11,213
"4west","6",129354.863336364,6,213
"5","5",70.701802,7,213
"5","6",80103.7392016667,8,213
"6","6",93.399466,3,213
"1","1",505.679714,10,214
"1","2",305266.665813514,15,214
"1","3",244295.708177778,17,214
"1","4east",339384.816834783,19,214
"1","4west",389088.818626087,13,214
"1","5",390009.588107692,4,214
"1","6",437345.836285714,3,214
"2","2",67.363151,11,214
"2","3",190473.8124625,16,214
"2","4east",284225.340208,17,214
"2","4west",337016.3801,11,214
"2","5",376890.172621429,4,214
"2","6",455663.1927125,3,214
"3","3",95.95512,12,214
"3","4east",116461.826128302,19,214
"3","4west",173830.983212,12,214
"3","5",200274.628492308,4,214
"3","6",274333.535214286,3,214
"4east","4east",95.901643,15,214
"4east","4west",57428.7317672,12,214
"4east","5",92994.4921818182,4,214
"4east","6",172759.010371429,3,214
"4west","4west",176.725963,2,214
"4west","5",52725.3653553333,7,214
"4west","6",129383.607,5,214
"5","5",70.701802,6,214
"5","6",80107.8076958824,8,214
"6","6",93.399466,5,214
"1","1",505.679714,10,215
"1","2",305272.183314286,22,215
"1","3",244289.487857143,17,215
"1","4east",339382.9886125,22,215
"1","4west",389085.182685714,12,215
"1","5",390008.504275,5,215
"1","6",437339.355790909,5,215
"2","2",67.363151,14,215
"2","3",190481.756608889,16,215
"2","4east",284227.968,20,215
"2","4west",337024.20019,12,215
"2","5",376892.630125,6,215
"2","6",455663.1927125,6,215
"3","3",95.95512,13,215
"3","4east",116465.160610638,19,215
"3","4west",173837.759325,13,215
"3","5",200276.502629167,7,215
"3","6",274334.334452941,7,215
"4east","4east",95.901643,12,215
"4east","4west",57439.980615,14,215
"4east","5",92996.2586363636,7,215
"4east","6",172750.140793333,7,215
"4west","4west",176.725963,1,215
"4west","5",52708.6441292,13,215
"4west","6",129387.428364286,8,215
"5","5",70.701802,13,215
"5","6",80107.0539824138,10,215
"6","6",93.399466,6,215
"1","1",505.679714,11,216
"1","2",305264.178960465,15,216
"1","3",244279.071358537,17,216
"1","4east",339377.608547619,18,216
"1","4west",389085.182685714,11,216
"1","5",390007.857333333,5,216
"1","6",437325.89095,2,216
"2","2",67.363151,13,216
"2","3",190473.201045455,14,216
"2","4east",284226.933078049,16,216
"2","4west",337012.101217647,8,216
"2","5",376895.087628571,4,216
"2","6",455649.74205,2,216
"3","3",95.95512,12,216
"3","4east",116458.134968889,18,216
"3","4west",173826.399095455,11,216
"3","5",200272.337885714,4,216
"3","6",274313.73665,2,216
"4east","4east",95.901643,12,216
"4east","4west",57432.9120315385,11,216
"4east","5",92998.5668694118,5,216
"4east","6",172740.38085,2,216
"4west","4west",176.725963,3,216
"4west","5",52731.3018327273,9,216
"4west","6",129364.372757143,5,216
"5","5",70.701802,9,216
"5","6",80090.4011418182,6,216
"6","6",93.399466,1,216
"1","1",505.679714,9,217
"1","2",305285.734,14,217
"1","3",244283.147389189,16,217
"1","4east",339390.674015789,15,217
"1","4west",389084.284653333,8,217
"1","5",390005.276833333,3,217
"1","6",437384.6422,2,217
"2","2",67.363151,10,217
"2","3",190476.455687805,16,217
"2","4east",284223.790246512,15,217
"2","4west",337002.39994375,8,217
"2","5",376895.242614286,3,217
"2","6",455665.6008,2,217
"3","3",95.95512,11,217
"3","4east",116465.416564286,15,217
"3","4west",173828.022836842,8,217
"3","5",200278.5969625,3,217
"3","6",274346.546,2,217
"4east","4east",95.901643,14,217
"4east","4west",57431.9193327778,7,217
"4east","5",93009.273975,3,217
"4east","6",172763.448,2,217
"4west","4west",176.725963,2,217
"4west","5",52726.3638984615,7,217
"4west","6",129379.491669231,6,217
"5","5",70.701802,6,217
"5","6",80107.4808929412,7,217
"6","6",93.399466,5,217
"1","1",505.679714,8,218
"1","2",305218.542347727,18,218
"1","3",244267.3023,18,218
"1","4east",339373.725795238,17,218
"1","4west",389086.61850625,9,218
"1","5",390011.243023077,5,218
"1","6",437327.306933333,3,218
"2","2",67.363151,18,218
"2","3",190475.545817778,14,218
"2","4east",284226.843951111,17,218
"2","4west",337028.673848,11,218
"2","5",376893.578270588,5,218
"2","6",455667.676266667,4,218
"3","3",95.95512,11,218
"3","4east",116460.963223077,15,218
"3","4west",173830.918164706,8,218
"3","5",200272.52532,3,218
"3","6",274313.73665,2,218
"4east","4east",95.901643,10,218
"4east","4west",57444.293585625,8,218
"4east","5",92999.2078257143,5,218
"4east","6",172760.7803,3,218
"4west","4west",176.725963,2,218
"4west","5",52692.7078265385,12,218
"4west","6",129352.226047059,12,218
"5","5",70.701802,12,218
"5","6",80107.8481607692,12,218
"6","6",93.399466,2,218
"1","1",505.679714,12,219
"1","2",305260.021761905,19,219
"1","3",244289.678941176,17,219
"1","4east",339385.015851111,19,219
"1","4west",389084.1075125,14,219
"1","5",390010.409571429,4,219
"1","6",437343.94112,4,219
"2","2",67.363151,9,219
"2","3",190474.59875,18,219
"2","4east",284223.845427273,20,219
"2","4west",337026.342813043,15,219
"2","5",376894.64488125,5,219
"2","6",455661.74786,5,219
"3","3",95.95512,15,219
"3","4east",116458.355608163,18,219
"3","4west",173835.354444444,14,219
"3","5",200273.296322222,5,219
"3","6",274324.6731,5,219
"4east","4east",95.901643,11,219
"4east","4west",57428.7317672,14,219
"4east","5",92987.88438,4,219
"4east","6",172730.628542857,4,219
"4west","4west",176.725963,1,219
"4west","5",52683.5639713333,17,219
"4west","6",129338.966641176,13,219
"5","5",70.701802,11,219
"5","6",80094.7904960714,14,219
"6","6",93.399466,5,219
"1","1",505.679714,14,220
"1","2",305248.333089655,20,220
"1","3",244276.7493375,20,220
"1","4east",339380.5637875,18,220
"1","4west",389084.1075125,13,220
"1","5",390008.86975,5,220
"1","6",437359.73501875,5,220
"2","2",67.363151,15,220
"2","3",190471.817203922,21,220
"2","4east",284221.720752727,22,220
"2","4west",337016.3801,14,220
"2","5",376895.289257895,6,220
"2","6",455673.471593333,6,220
"3","3",95.95512,10,220
"3","4east",116462.44264898,20,220
"3","4west",173833.640427273,14,220
"3","5",200278.727282353,6,220
"3","6",274341.805169231,6,220
"4east","4east",95.901643,13,220
"4east","4west",57431.5654454167,13,220
"4east","5",93009.7997455556,6,220
"4east","6",172769.536886667,6,220
"4west","4west",176.725963,1,220
"4west","5",52727.8505080952,12,220
"4west","6",129403.36824375,10,220
"5","5",70.701802,7,220
"5","6",80109.1276154167,10,220
"6","6",93.399466,4,220
"1","1",505.679714,12,221
"1","2",305233.169190698,16,221
"1","3",244290.891246667,15,221
"1","4east",339379.070578049,16,221
"1","4west",389094.07302,10,221
