"","i","mutual_information"
"1",1,0.989756743439468
"2",2,0.993138550634437
"3",3,0.997506678227953
"4",4,0.988716330364296
"5",5,0.990917876635878
"6",6,0.985761277159919
"7",7,0.990543222648443
"8",8,0.991336805910358
"9",9,0.991783203865406
"10",10,0.993170696447319
"11",11,0.983837275397516
"12",12,0.982167499916558
"13",13,0.986235645606668
"14",14,0.995244752075204
"15",15,0.989129639991738
"16",16,0.981739071107599
"17",17,0.981403645930697
"18",18,0.991130428208615
"19",19,0.989528749208427
"20",20,0.989336288617413
"21",21,0.995430910229818
"22",22,0.991095641556056
"23",23,0.995053916404485
"24",24,0.989767472558526
"25",25,0.984235608460245
"26",26,0.995053916404485
"27",27,0.986463236860883
"28",28,0.988294661995044
"29",29,0.988930886121943
"30",30,0.98893429791564
"31",31,0.986880788199538
"32",32,0.988471653021985
"33",33,0.989049609562091
"34",34,0.988929692639955
"35",35,0.986816956393357
"36",36,0.993170696447319
"37",37,0.986662653300922
"38",38,0.993911801212043
"39",39,0.986481234110789
"40",40,0.989162228531923
"41",41,0.99071645850101
"42",42,0.984217328435127
"43",43,0.993455364052739
"44",44,0.98913516101421
"45",45,0.990720493351891
"46",46,0.98564603259296
"47",47,0.99044741730523
"48",48,0.979171771769588
"49",49,0.988708709102432
"50",50,0.988471653021985
"51",51,0.988471653021985
"52",52,0.991735962039146
"53",53,0.991281036598574
"54",54,0.988443984773922
"55",55,0.986082748329629
"56",56,0.986082748329629
"57",57,0.99381015434559
"58",58,0.992979225403848
"59",59,0.990644841404206
"60",60,0.993354131253685
"61",61,0.993354131253685
"62",62,0.984132725794823
"63",63,0.988531027310193
"64",64,0.989027458982314
"65",65,0.988613831976634
"66",66,0.988471653021985
"67",67,0.984428812153634
"68",68,0.989465019272744
"69",69,0.988471653021985
"70",70,0.988471653021985
"71",71,0.991122296133203
"72",72,0.99279347320917
"73",73,0.986222148341573
"74",74,0.983451392384999
"75",75,0.982418558856545
"76",76,0.983912715573557
"77",77,0.990728564416862
"78",78,0.988495741967662
"79",79,0.993731241309129
"80",80,0.99326383249097
"81",81,0.993787421906485
"82",82,0.983837275397516
"83",83,0.989834547508392
"84",84,0.993455364052739
"85",85,0.990601194233447
"86",86,0.989318115973176
"87",87,0.991380856825348
"88",88,0.986860296943936
"89",89,0.99114295350267
"90",90,0.992854856454046
"91",91,0.986680336394782
"92",92,0.984519567999584
"93",93,0.99525060875732
"94",94,0.99279347320917
"95",95,0.991064739815124
"96",96,0.991472980499822
"97",97,0.989821557557823
"98",98,0.98578138364114
"99",99,0.989049609562091
"100",100,0.986082748329629
"101",101,0.981819896662341
"102",102,0.988530311999886
"103",103,0.9895234117301
"104",104,0.991755013469677
"105",105,0.986538989840443
"106",106,0.991150334800291
"107",107,0.986239804285095
"108",108,0.986680336394782
"109",109,0.99248214248736
"110",110,0.99279347320917
"111",111,0.988152556956259
"112",112,0.98518958289191
"113",113,0.989750013591473
"114",114,0.993170696447319
"115",115,0.986681267872708
"116",116,0.98199650403081
"117",117,0.989221870672903
"118",118,0.989024255792917
"119",119,0.990867390316783
"120",120,0.986280877495081
"121",121,0.977780384476146
"122",122,0.991003123193147
"123",123,0.988333244802973
"124",124,0.995805411717709
"125",125,0.987108749979108
"126",126,0.993827285625034
"127",127,0.991499865698116
"128",128,0.989451327395001
"129",129,0.990543222648443
"130",130,0.988471653021985
"131",131,0.995053916404485
"132",132,0.993759549014665
"133",133,0.991003123193147
"134",134,0.983837275397516
"135",135,0.991505196368316
"136",136,0.988336182823592
"137",137,0.990527190419001
"138",138,0.983837275397516
"139",139,0.986222148341573
"140",140,0.986082748329629
"141",141,0.990867390316783
"142",142,0.986372672339728
"143",143,0.993170696447319
"144",144,0.986913653855932
"145",145,0.990720493351891
"146",146,0.987884665798599
"147",147,0.981823495811678
"148",148,0.982164170922221
"149",149,0.991188689648093
"150",150,0.988533095423761
"151",151,0.983527218438529
"152",152,0.988987970081094
"153",153,0.98648219594034
"154",154,0.986082748329629
"155",155,0.982880423551233
"156",156,0.992990514237881
"157",157,0.986372672339728
"158",158,0.98757835617043
"159",159,0.993354131253685
"160",160,0.988929692639955
"161",161,0.990720493351891
"162",162,0.991095641556056
"163",163,0.98331256134452
"164",164,0.988333244802973
"165",165,0.990412928720462
"166",166,0.991380856825348
"167",167,0.988471653021985
"168",168,0.989954160884367
"169",169,0.986082748329629
"170",170,0.991103764748483
"171",171,0.990720493351892
"172",172,0.989490569141269
"173",173,0.987713852580241
"174",174,0.98919973893416
"175",175,0.988629038433662
"176",176,0.988850126551653
"177",177,0.991683072155277
"178",178,0.983972167874704
"179",179,0.990142614645767
"180",180,0.989030063568787
"181",181,0.991533433198827
"182",182,0.9817390711076
"183",183,0.995244752075204
"184",184,0.989032080355352
"185",185,0.995053916404485
"186",186,0.990543222648443
"187",187,0.989032080355352
"188",188,0.988152556956259
"189",189,0.989610270725891
"190",190,0.99279347320917
"191",191,0.988157890509414
"192",192,0.993424753492283
"193",193,0.991478304080136
"194",194,0.988751426197966
"195",195,0.99248214248736
"196",196,0.988530311999886
"197",197,0.988860554990689
"198",198,0.991082067607132
"199",199,0.984593869521928
"200",200,0.982072662176534
"201",201,0.991095641556056
"202",202,0.987831639209593
"203",203,0.988530311999886
"204",204,0.987005412594104
"205",205,0.995244752075204
"206",206,0.991380856825348
"207",207,0.99279347320917
"208",208,0.979039425679049
"209",209,0.99279347320917
"210",210,0.990720493351892
"211",211,0.991996984775683
"212",212,0.984633015836048
"213",213,0.986082748329629
"214",214,0.990720493351891
"215",215,0.99279347320917
"216",216,0.991735962039146
"217",217,0.989169910858792
"218",218,0.986264987547439
"219",219,0.990728564416862
"220",220,0.99279347320917
"221",221,0.986406570464659
"222",222,0.986914811148883
"223",223,0.98538502629846
"224",224,0.990728564416862
"225",225,0.990720493351891
"226",226,0.986836324294092
"227",227,0.990984263958796
"228",228,0.986082748329629
"229",229,0.991281036598574
"230",230,0.989305359910284
"231",231,0.986681586714884
"232",232,0.988772141298666
"233",233,0.988152556956259
"234",234,0.991188689648093
"235",235,0.995430910229818
"236",236,0.988810966743805
"237",237,0.99279347320917
"238",238,0.991130428208615
"239",239,0.989838895505459
"240",240,0.989127523892473
"241",241,0.981270172357455
"242",242,0.994100303191422
"243",243,0.99279347320917
"244",244,0.988495741967662
"245",245,0.987508837746052
"246",246,0.99044741730523
"247",247,0.986638795895798
"248",248,0.986222148341573
"249",249,0.991319687189082
"250",250,0.982143113949466
"251",251,0.98578138364114
"252",252,0.986680336394782
"253",253,0.985774021583672
"254",254,0.988530311999886
"255",255,0.988156063242902
"256",256,0.991787048755669
"257",257,0.986082748329629
"258",258,0.991577819253237
"259",259,0.990728564416862
"260",260,0.990867390316783
"261",261,0.991064739815124
"262",262,0.988530311999886
"263",263,0.985961285263707
"264",264,0.991122296133203
"265",265,0.990543222648443
"266",266,0.994007080658057
"267",267,0.990935867991544
"268",268,0.995053916404485
"269",269,0.980068715564747
"270",270,0.992397252521632
"271",271,0.988501188596471
"272",272,0.990601194233447
"273",273,0.983472080891532
"274",274,0.991281036598574
"275",275,0.991269534247825
"276",276,0.994007080658057
"277",277,0.984366326876923
"278",278,0.988375985713665
"279",279,0.995296979299222
"280",280,0.983038922185633
"281",281,0.986372672339728
"282",282,0.994472973919214
"283",283,0.988872338091904
"284",284,0.992801843362617
"285",285,0.98882423763878
"286",286,0.984294083893672
"287",287,0.988719285532209
"288",288,0.990607321945512
"289",289,0.990681925935531
"290",290,0.991380856825348
"291",291,0.995244752075204
"292",292,0.993579251238243
"293",293,0.994268227189872
"294",294,0.991697920101051
"295",295,0.990543222648443
"296",296,0.986657455953436
"297",297,0.983515199327431
"298",298,0.986777117826599
"299",299,0.990702060233121
"300",300,0.992941845223798
"301",301,0.990896609406818
"302",302,0.995053916404485
"303",303,0.980724137638969
"304",304,0.99580541171771
"305",305,0.995768592985093
"306",306,0.981403645930697
"307",307,0.985107174524019
"308",308,0.988929692639955
"309",309,0.993176260621357
"310",310,0.983837275397516
"311",311,0.993424753492283
"312",312,0.993354131253685
"313",313,0.989499067424153
"314",314,0.992941845223798
"315",315,0.993138550634437
"316",316,0.99279347320917
"317",317,0.982167499916558
"318",318,0.993170696447318
"319",319,0.992675908423976
"320",320,0.988156063242902
"321",321,0.987263903127768
"322",322,0.991095641556056
"323",323,0.983899810017565
"324",324,0.99415573295284
"325",325,0.995053916404485
"326",326,0.983837275397516
"327",327,0.996262624094123
"328",328,0.991103764748483
"329",329,0.993551056431108
"330",330,0.990601194233447
"331",331,0.986680333657966
"332",332,0.99279347320917
"333",333,0.989221870672903
