"trial_number","layer_from","layer_to","turnover"
1,1,2,0.159090909090909
1,1,3,0.236842105263158
1,1,4,0.175
1,1,5,0.194805194805195
1,1,6,0.134146341463415
1,1,7,0.188235294117647
1,1,8,0.128712871287129
1,1,9,0.130952380952381
1,1,10,0.182795698924731
1,1,11,0.277777777777778
1,1,12,0.19047619047619
1,1,13,0.186666666666667
1,1,14,0.205128205128205
1,2,3,0.120879120879121
1,2,4,0.24390243902439
1,2,5,0.219512195121951
1,2,6,0.174418604651163
1,2,7,0.159574468085106
1,2,8,0.161904761904762
1,2,9,0.197674418604651
1,2,10,0.204081632653061
1,2,11,0.25
1,2,12,0.148936170212766
1,2,13,0.114942528735632
1,2,14,0.146067415730337
1,3,4,0.205128205128205
1,3,5,0.164556962025316
1,3,6,0.134146341463415
1,3,7,0.134831460674157
1,3,8,0.0961538461538462
1,3,9,0.130952380952381
1,3,10,0.182795698924731
1,3,11,0.15
1,3,12,0.162790697674419
1,3,13,0.155844155844156
1,3,14,0.189873417721519
1,4,5,0.277777777777778
1,4,6,0.223684210526316
1,4,7,0.216867469879518
1,4,8,0.163265306122449
1,4,9,0.233766233766234
1,4,10,0.235955056179775
1,4,11,0.210526315789474
1,4,12,0.176470588235294
1,4,13,0.202702702702703
1,4,14,0.205128205128205
1,5,6,0.197368421052632
1,5,7,0.269230769230769
1,5,8,0.244444444444444
1,5,9,0.177215189873418
1,5,10,0.186813186813187
1,5,11,0.2
1,5,12,0.195121951219512
1,5,13,0.191780821917808
1,5,14,0.194805194805195
1,6,7,0.162790697674419
1,6,8,0.13
1,6,9,0.205128205128205
1,6,10,0.224719101123595
1,6,11,0.213333333333333
1,6,12,0.137931034482759
1,6,13,0.157894736842105
1,6,14,0.148148148148148
1,7,8,0.163461538461538
1,7,9,0.186046511627907
1,7,10,0.193877551020408
1,7,11,0.164705882352941
1,7,12,0.215909090909091
1,7,13,0.230769230769231
1,7,14,0.216867469879518
1,8,9,0.15
1,8,10,0.171171171171171
1,8,11,0.166666666666667
1,8,12,0.142857142857143
1,8,13,0.159574468085106
1,8,14,0.128712871287129
1,9,10,0.233333333333333
1,9,11,0.192307692307692
1,9,12,0.202380952380952
1,9,13,0.153846153846154
1,9,14,0.144578313253012
1,10,11,0.227272727272727
1,10,12,0.221052631578947
1,10,13,0.166666666666667
1,10,14,0.170212765957447
1,11,12,0.195121951219512
1,11,13,0.175675675675676
1,11,14,0.164556962025316
1,12,13,0.172839506172839
1,12,14,0.162790697674419
1,13,14,0.141025641025641
2,1,2,0.186046511627907
2,1,3,0.189873417721519
2,1,4,0.1625
2,1,5,0.192307692307692
2,1,6,0.177215189873418
2,1,7,0.216867469879518
2,1,8,0.212765957446809
2,1,9,0.233766233766234
2,1,10,0.233333333333333
2,1,11,0.243243243243243
2,1,12,0.207317073170732
2,1,13,0.155844155844156
2,1,14,0.217948717948718
2,2,3,0.159090909090909
2,2,4,0.134831460674157
2,2,5,0.147727272727273
2,2,6,0.147727272727273
2,2,7,0.123711340206186
2,2,8,0.161904761904762
2,2,9,0.144444444444444
2,2,10,0.202020202020202
2,2,11,0.176470588235294
2,2,12,0.202247191011236
2,2,13,0.127906976744186
2,2,14,0.157303370786517
2,3,4,0.134146341463415
2,3,5,0.1625
2,3,6,0.148148148148148
2,3,7,0.134831460674157
2,3,8,0.1875
2,3,9,0.158536585365854
2,3,10,0.261363636363636
2,3,11,0.179487179487179
2,3,12,0.137931034482759
2,3,13,0.141025641025641
2,3,14,0.158536585365854
2,4,5,0.210526315789474
2,4,6,0.15
2,4,7,0.176470588235294
2,4,8,0.228260869565217
2,4,9,0.205128205128205
2,4,10,0.208791208791209
2,4,11,0.22972972972973
2,4,12,0.195121951219512
2,4,13,0.157894736842105
2,4,14,0.160493827160494
2,5,6,0.164556962025316
2,5,7,0.176470588235294
2,5,8,0.21505376344086
2,5,9,0.175
2,5,10,0.195652173913043
2,5,11,0.246575342465753
2,5,12,0.180722891566265
2,5,13,0.142857142857143
2,5,14,0.253333333333333
2,6,7,0.19047619047619
2,6,8,0.177083333333333
2,6,9,0.160493827160494
2,6,10,0.195652173913043
2,6,11,0.181818181818182
2,6,12,0.166666666666667
2,6,13,0.157894736842105
2,6,14,0.189873417721519
2,7,8,0.163461538461538
2,7,9,0.172413793103448
2,7,10,0.229166666666667
2,7,11,0.222222222222222
2,7,12,0.177777777777778
2,7,13,0.116279069767442
2,7,14,0.172413793103448
2,8,9,0.173469387755102
2,8,10,0.190909090909091
2,8,11,0.204301075268817
2,8,12,0.214285714285714
2,8,13,0.147368421052632
2,8,14,0.173469387755102
2,9,10,0.230769230769231
2,9,11,0.223684210526316
2,9,12,0.162790697674419
2,9,13,0.139240506329114
2,9,14,0.185185185185185
2,10,11,0.238636363636364
2,10,12,0.221052631578947
2,10,13,0.177777777777778
2,10,14,0.191489361702128
2,11,12,0.168674698795181
2,11,13,0.10126582278481
2,11,14,0.207792207792208
2,12,13,0.220779220779221
2,12,14,0.162790697674419
2,13,14,0.153846153846154
3,1,2,0.211764705882353
3,1,3,0.266666666666667
3,1,4,0.20253164556962
3,1,5,0.27027027027027
3,1,6,0.205128205128205
3,1,7,0.186046511627907
3,1,8,0.223404255319149
3,1,9,0.263157894736842
3,1,10,0.247191011235955
3,1,11,0.177215189873418
3,1,12,0.282051282051282
3,1,13,0.168831168831169
3,1,14,0.215189873417722
3,2,3,0.172413793103448
3,2,4,0.133333333333333
3,2,5,0.134831460674157
3,2,6,0.188235294117647
3,2,7,0.123711340206186
3,2,8,0.161904761904762
3,2,9,0.144444444444444
3,2,10,0.204081632653061
3,2,11,0.123595505617978
3,2,12,0.202247191011236
3,2,13,0.127906976744186
3,2,14,0.197674418604651
3,3,4,0.205128205128205
3,3,5,0.223684210526316
3,3,6,0.134146341463415
3,3,7,0.147727272727273
3,3,8,0.175257731958763
3,3,9,0.25
3,3,10,0.25
3,3,11,0.179487179487179
3,3,12,0.207317073170732
3,3,13,0.155844155844156
3,3,14,0.20253164556962
3,4,5,0.177215189873418
3,4,6,0.223684210526316
3,4,7,0.134831460674157
3,4,8,0.117647058823529
3,4,9,0.1875
3,4,10,0.195652173913043
3,4,11,0.179487179487179
3,4,12,0.137931034482759
3,4,13,0.0987654320987654
3,4,14,0.158536585365854
3,5,6,0.164556962025316
3,5,7,0.162790697674419
3,5,8,0.164948453608247
3,5,9,0.220779220779221
3,5,10,0.211111111111111
3,5,11,0.181818181818182
3,5,12,0.209876543209877
3,5,13,0.173333333333333
3,5,14,0.175
3,6,7,0.176470588235294
3,6,8,0.202127659574468
3,6,9,0.160493827160494
3,6,10,0.172043010752688
3,6,11,0.166666666666667
3,6,12,0.195121951219512
3,6,13,0.173333333333333
3,6,14,0.146341463414634
3,7,8,0.152380952380952
3,7,9,0.186046511627907
3,7,10,0.17
3,7,11,0.151162790697674
3,7,12,0.191011235955056
3,7,13,0.185185185185185
3,7,14,0.159090909090909
3,8,9,0.197916666666667
3,8,10,0.226415094339623
3,8,11,0.166666666666667
3,8,12,0.178217821782178
3,8,13,0.112244897959184
3,8,14,0.161616161616162
3,9,10,0.21978021978022
3,9,11,0.177215189873418
3,9,12,0.234567901234568
3,9,13,0.111111111111111
3,9,14,0.215189873417722
3,10,11,0.186813186813187
3,10,12,0.210526315789474
3,10,13,0.206896551724138
3,10,14,0.233333333333333
3,11,12,0.154761904761905
3,11,13,0.12987012987013
3,11,14,0.177215189873418
3,12,13,0.175
3,12,14,0.176470588235294
3,13,14,0.139240506329114
4,1,2,0.133333333333333
4,1,3,0.1875
4,1,4,0.20253164556962
4,1,5,0.24
4,1,6,0.205128205128205
4,1,7,0.228915662650602
4,1,8,0.210526315789474
4,1,9,0.215189873417722
4,1,10,0.193548387096774
4,1,11,0.207792207792208
4,1,12,0.202380952380952
4,1,13,0.153846153846154
4,1,14,0.142857142857143
4,2,3,0.188235294117647
4,2,4,0.147727272727273
4,2,5,0.1
4,2,6,0.149425287356322
4,2,7,0.148936170212766
4,2,8,0.186274509803922
4,2,9,0.146067415730337
4,2,10,0.147058823529412
4,2,11,0.178571428571429
4,2,12,0.188888888888889
4,2,13,0.142857142857143
4,2,14,0.133333333333333
4,3,4,0.189873417721519
4,3,5,0.164556962025316
4,3,6,0.134146341463415
4,3,7,0.231707317073171
4,3,8,0.225806451612903
4,3,9,0.1875
4,3,10,0.145833333333333
4,3,11,0.15
4,3,12,0.204819277108434
4,3,13,0.141025641025641
4,3,14,0.158536585365854
4,4,5,0.194805194805195
4,4,6,0.192307692307692
4,4,7,0.2625
4,4,8,0.225806451612903
4,4,9,0.20253164556962
4,4,10,0.170212765957447
4,4,11,0.210526315789474
4,4,12,0.176470588235294
4,4,13,0.171052631578947
4,4,14,0.172839506172839
4,5,6,0.166666666666667
4,5,7,0.192771084337349
4,5,8,0.166666666666667
4,5,9,0.223684210526316
4,5,10,0.213483146067416
4,5,11,0.184210526315789
4,5,12,0.166666666666667
4,5,13,0.16
4,5,14,0.120481927710843
4,6,7,0.204819277108434
4,6,8,0.189473684210526
4,6,9,0.205128205128205
4,6,10,0.224719101123595
4,6,11,0.213333333333333
4,6,12,0.222222222222222
4,6,13,0.173333333333333
4,6,14,0.132530120481928
4,7,8,0.247422680412371
4,7,9,0.186046511627907
4,7,10,0.206185567010309
4,7,11,0.2375
4,7,12,0.215909090909091
4,7,13,0.156626506024096
4,7,14,0.228915662650602
4,8,9,0.185567010309278
4,8,10,0.160714285714286
4,8,11,0.217391304347826
4,8,12,0.16504854368932
4,8,13,0.135416666666667
4,8,14,0.173469387755102
4,9,10,0.168421052631579
4,9,11,0.223684210526316
4,9,12,0.231707317073171
4,9,13,0.232876712328767
4,9,14,0.116279069767442
4,10,11,0.255813953488372
4,10,12,0.171717171717172
4,10,13,0.129032258064516
4,10,14,0.193548387096774
4,11,12,0.180722891566265
4,11,13,0.225352112676056
4,11,14,0.207792207792208
4,12,13,0.117647058823529
4,12,14,0.147727272727273
4,13,14,0.0975609756097561
5,1,2,0.183908045977011
5,1,3,0.233766233766234
5,1,4,0.233766233766234
5,1,5,0.175
5,1,6,0.192307692307692
5,1,7,0.214285714285714
5,1,8,0.236559139784946
5,1,9,0.215189873417722
5,1,10,0.21978021978022
5,1,11,0.273972602739726
5,1,12,0.219512195121951
5,1,13,0.153846153846154
5,1,14,0.170731707317073
5,2,3,0.214285714285714
5,2,4,0.186046511627907
5,2,5,0.160919540229885
5,2,6,0.204819277108434
5,2,7,0.252873563218391
5,2,8,0.207920792079208
5,2,9,0.157303370786517
5,2,10,0.18
5,2,11,0.219512195121951
5,2,12,0.202247191011236
5,2,13,0.141176470588235
5,2,14,0.170454545454545
5,3,4,0.205128205128205
5,3,5,0.1625
5,3,6,0.15
5,3,7,0.202380952380952
5,3,8,0.2
5,3,9,0.20253164556962
5,3,10,0.208791208791209
5,3,11,0.164556962025316
5,3,12,0.2375
5,3,13,0.155844155844156
5,3,14,0.158536585365854
5,4,5,0.107142857142857
5,4,6,0.15
5,4,7,0.147727272727273
5,4,8,0.151515151515152
5,4,9,0.130952380952381
5,4,10,0.157894736842105
5,4,11,0.194805194805195
5,4,12,0.178571428571429
5,4,13,0.171052631578947
5,4,14,0.172839506172839
5,5,6,0.151898734177215
5,5,7,0.234567901234568
5,5,8,0.189473684210526
5,5,9,0.189873417721519
5,5,10,0.135416666666667
5,5,11,0.166666666666667
5,5,12,0.195121951219512
5,5,13,0.128205128205128
5,5,14,0.146341463414634
5,6,7,0.125
5,6,8,0.191489361702128
5,6,9,0.134146341463415
5,6,10,0.186813186813187
5,6,11,0.168831168831169
5,6,12,0.2125
5,6,13,0.175675675675676
5,6,14,0.1625
5,7,8,0.198019801980198
5,7,9,0.186046511627907
5,7,10,0.147058823529412
5,7,11,0.207317073170732
5,7,12,0.164835164835165
5,7,13,0.142857142857143
5,7,14,0.2
5,8,9,0.210526315789474
5,8,10,0.171171171171171
5,8,11,0.217391304347826
5,8,12,0.252631578947368
5,8,13,0.172043010752688
5,8,14,0.185567010309278
5,9,10,0.144329896907216
5,9,11,0.207792207792208
5,9,12,0.234567901234568
5,9,13,0.125
5,9,14,0.142857142857143
5,10,11,0.186813186813187
5,10,12,0.161616161616162
5,10,13,0.235294117647059
5,10,14,0.144329896907216
5,11,12,0.2125
5,11,13,0.144736842105263
5,11,14,0.192307692307692
5,12,13,0.146341463414634
5,12,14,0.19047619047619
5,13,14,0.125
6,1,2,0.146067415730337
6,1,3,0.119047619047619
6,1,4,0.189873417721519
6,1,5,0.15
6,1,6,0.177215189873418
6,1,7,0.160919540229885
6,1,8,0.175257731958763
6,1,9,0.158536585365854
6,1,10,0.180851063829787
6,1,11,0.15
6,1,12,0.204819277108434
6,1,13,0.186666666666667
6,1,14,0.217948717948718
6,2,3,0.2
6,2,4,0.172413793103448
6,2,5,0.136363636363636
6,2,6,0.202380952380952
6,2,7,0.224719101123595
6,2,8,0.184466019417476
6,2,9,0.183908045977011
6,2,10,0.214285714285714
6,2,11,0.162790697674419
6,2,12,0.161290322580645
6,2,13,0.197530864197531
6,2,14,0.183908045977011
6,3,4,0.160493827160494
6,3,5,0.135802469135802
6,3,6,0.177215189873418
6,3,7,0.147727272727273
6,3,8,0.163265306122449
6,3,9,0.217948717948718
6,3,10,0.168421052631579
6,3,11,0.135802469135802
6,3,12,0.123595505617978
6,3,13,0.155844155844156
6,3,14,0.1875
6,4,5,0.179487179487179
6,4,6,0.177215189873418
6,4,7,0.202380952380952
6,4,8,0.252747252747253
6,4,9,0.144578313253012
6,4,10,0.21978021978022
6,4,11,0.194805194805195
6,4,12,0.162790697674419
6,4,13,0.186666666666667
6,4,14,0.144578313253012
6,5,6,0.263888888888889
6,5,7,0.207317073170732
6,5,8,0.178947368421053
6,5,9,0.192307692307692
6,5,10,0.224719101123595
6,5,11,0.168831168831169
6,5,12,0.180722891566265
6,5,13,0.208333333333333
6,5,14,0.192307692307692
6,6,7,0.204819277108434
6,6,8,0.177083333333333
6,6,9,0.175
6,6,10,0.182795698924731
6,6,11,0.166666666666667
6,6,12,0.164705882352941
6,6,13,0.173333333333333
6,6,14,0.236842105263158
6,7,8,0.152380952380952
6,7,9,0.159090909090909
6,7,10,0.242105263157895
6,7,11,0.164705882352941
6,7,12,0.202247191011236
6,7,13,0.230769230769231
6,7,14,0.214285714285714
6,8,9,0.210526315789474
6,8,10,0.235849056603774
6,8,11,0.166666666666667
6,8,12,0.188118811881188
6,8,13,0.172043010752688
6,8,14,0.161616161616162
6,9,10,0.166666666666667
6,9,11,0.148148148148148
6,9,12,0.188235294117647
6,9,13,0.168831168831169
6,9,14,0.263157894736842
6,10,11,0.197802197802198
6,10,12,0.21875
6,10,13,0.218390804597701
6,10,14,0.204301075268817
6,11,12,0.126436781609195
6,11,13,0.175675675675676
