"layer_from","layer_to","ave_distance","turnover","trial"
1,10,389081.6723,0.423076923076923,986
1,10,389081.6723,0.3,234
1,10,389081.6723,0.310344827586207,982
1,10,389081.6723,0.444444444444444,943
1,10,389081.6723,0.375,957
1,10,389081.6723,0.3125,981
1,10,389081.6723,0.366666666666667,938
1,10,389081.6723,0.392857142857143,274
1,10,389081.6723,0.379310344827586,54
1,10,389081.6723,0.458333333333333,942
1,10,389081.6723,0.290322580645161,178
1,10,389081.6723,0.357142857142857,212
1,10,389081.6723,0.428571428571429,278
1,10,389081.6723,0.392857142857143,35
1,10,389081.6723,0.352941176470588,173
1,10,389081.6723,0.28125,235
1,10,389081.6723,0.354838709677419,455
1,10,389081.6723,0.333333333333333,133
1,10,389081.6723,0.379310344827586,984
1,10,389081.6723,0.354838709677419,944
1,10,389081.6723,0.32258064516129,177
1,10,389081.6723,0.387096774193548,985
1,10,389081.6723,0.257142857142857,129
1,10,389081.6723,0.333333333333333,939
1,10,389081.6723,0.458333333333333,299
1,10,389081.6723,0.28125,432
1,10,389081.6723,0.48,940
1,10,389081.6723,0.444444444444444,988
1,10,389081.6723,0.413793103448276,32
1,10,389081.6723,0.266666666666667,941
1,10,389081.6723,0.448275862068966,55
1,10,389081.6723,0.275862068965517,195
1,10,389081.6723,0.32258064516129,231
1,10,389081.6723,0.310344827586207,250
1,10,389081.6723,0.384615384615385,276
1,10,389081.6723,0.37037037037037,56
1,10,389081.6723,0.344827586206897,232
1,10,389081.6723,0.384615384615385,130
1,10,389081.6723,0.310344827586207,987
1,10,389081.6723,0.272727272727273,233
1,10,389081.6723,0.413793103448276,131
1,10,389081.6723,0.25,213
1,10,389081.6723,0.366666666666667,983
1,10,389081.6723,0.379310344827586,275
1,10,389081.6723,0.407407407407407,134
1,10,389081.6723,0.290322580645161,236
1,10,389081.6723,0.258064516129032,34
1,10,389081.6723,0.28125,128
1,10,389081.6723,0.466666666666667,27
1,10,389081.6723,0.344827586206897,924
1,10,389081.6723,0.266666666666667,945
1,10,389081.6723,0.310344827586207,958
1,10,389081.6723,0.366666666666667,36
1,10,389081.6723,0.242424242424242,273
1,10,389081.6723,0.333333333333333,179
1,10,389081.6723,0.333333333333333,174
1,10,389081.6723,0.366666666666667,456
1,10,389081.6723,0.433333333333333,928
1,10,389081.6723,0.333333333333333,33
1,10,389081.6723,0.344827586206897,230
1,10,389081.6723,0.333333333333333,256
1,10,389081.6723,0.258064516129032,297
1,10,389081.6723,0.344827586206897,291
1,10,389081.6723,0.413793103448276,272
1,10,389081.6723,0.481481481481481,279
1,10,389081.6723,0.366666666666667,998
1,10,389081.6723,0.413793103448276,925
1,10,389081.6723,0.357142857142857,152
1,10,389081.6723,0.375,132
1,10,389081.6723,0.346153846153846,960
1,10,389081.6723,0.310344827586207,335
1,10,389081.6723,0.379310344827586,537
1,10,389081.6723,0.407407407407407,175
1,10,389081.6723,0.413793103448276,323
1,10,389081.6723,0.344827586206897,929
1,10,389081.6723,0.379310344827586,196
1,10,389081.6723,0.266666666666667,237
1,10,389081.6723,0.379310344827586,251
1,10,389081.6723,0.333333333333333,57
1,10,389081.6723,0.354838709677419,285
1,10,389081.6723,0.344827586206897,300
1,10,389081.6723,0.32258064516129,919
