"layer_from","layer_to","ave_distance","number_of_modules","trial"
"1","1",505.679714,13,1
"1","2",305271.56734,14,1
"1","3",244287.080495349,14,1
"1","4east",339386.438335,15,1
"1","4west",389083.480383333,11,1
"1","5",390008.86975,2,1
"1","6",437355.974566667,2,1
"2","2",67.363151,11,1
"2","3",190477.440102222,17,1
"2","4east",284226.818235556,17,1
"2","4west",337003.346616667,12,1
"2","5",376892.630125,2,1
"2","6",455667.676266667,2,1
"3","3",95.95512,13,1
"3","4east",116461.473442222,16,1
"3","4west",173818.934362963,13,1
"3","5",200274.260075,2,1
"3","6",274335.60955,2,1
"4east","4east",95.901643,15,1
"4east","4west",57422.7582311111,13,1
"4east","5",92999.56344,2,1
"4east","6",172755.75895,2,1
"4west","4west",176.725963,2,1
"4west","5",52707.9458877778,8,1
"4west","6",129358.961706667,7,1
"5","5",70.701802,8,1
"5","6",80103.8587152,11,1
"6","6",93.399466,7,1
"1","1",505.679714,13,2
"1","2",305269.386368571,13,2
"1","3",244287.917541176,13,2
"1","4east",339387.886842857,14,2
"1","4west",389084.413052,13,2
"1","5",390008.86975,2,2
"1","6",437353.81442,3,2
"2","2",67.363151,10,2
"2","3",190477.173771429,15,2
"2","4east",284220.926733333,18,2
"2","4west",337001.665381818,15,2
"2","5",376903.736983333,3,2
"2","6",455664.63766,4,2
"3","3",95.95512,12,2
"3","4east",116462.267158974,16,2
"3","4west",173830.672126087,14,2
"3","5",200271.56901,3,2
"3","6",274340.806942857,4,2
"4east","4east",95.901643,16,2
"4east","4west",57421.8866325,13,2
"4east","5",93011.6810533333,2,2
"4east","6",172766.46218,3,2
"4west","4west",176.725963,1,2
"4west","5",52688.4802111765,9,2
"4west","6",129353.47655,8,2
"5","5",70.701802,9,2
"5","6",80104.44678375,7,2
"6","6",93.399466,5,2
"1","1",505.679714,13,3
"1","2",305243.48732439,16,3
"1","3",244284.43324375,19,3
"1","4east",339383.2336625,18,3
"1","4west",389080.0008,10,3
"1","5",390008.86975,1,3
"2","2",67.363151,12,3
"2","3",190475.03784186,19,3
"2","4east",284221.041808696,20,3
"2","4west",336991.497995455,12,3
"2","5",376892.630125,1,3
"3","3",95.95512,13,3
"3","4east",116458.252978846,21,3
"3","4west",173811.938361538,15,3
"3","5",200274.260075,1,3
"4east","4east",95.901643,20,3
"4east","4west",57414.9755204,15,3
"4east","5",93035.91628,1,3
"4west","4west",176.725963,1,3
"4west","5",52690.8416478571,6,3
"4west","6",129323.008025,5,3
"5","5",70.701802,6,3
"5","6",80105.9033994737,8,3
"6","6",93.399466,5,3
"1","1",505.679714,16,4
"1","2",305247.414044231,20,4
"1","3",244280.59028,18,4
"1","4east",339382.208459259,19,4
"1","4west",389077.206982609,12,4
"1","5",390010.73748,2,4
"1","6",437349.51565,3,4
"2","2",67.363151,13,4
"2","3",190466.969428571,22,4
"2","4east",284220.65494386,22,4
"2","4west",336997.219867857,18,4
"2","5",376894.421066667,4,4
"2","6",455665.379,4,4
"3","3",95.95512,14,4
"3","4east",116459.508652727,22,4
"3","4west",173812.523285185,17,4
"3","5",200266.886333333,3,4
"3","6",274335.60955,4,4
"4east","4east",95.901643,20,4
"4east","4west",57421.5814635484,16,4
"4east","5",92987.4458266667,3,4
"4east","6",172748.113785714,3,4
"4west","4west",176.725963,1,4
"4west","5",52695.21833,8,4
"4west","6",129350.430653846,8,4
"5","5",70.701802,6,4
"5","6",80106.3816055,10,4
"6","6",93.399466,6,4
"1","1",505.679714,12,5
"1","2",305249.675216667,14,5
"1","3",244286.966852941,14,5
"1","4east",339385.709369767,13,5
"1","4west",389083.266453333,9,5
"1","5",390007.40785,1,5
"2","2",67.363151,11,5
"2","3",190476.073755556,19,5
"2","4east",284226.700452,21,5
"2","4west",337005.942630435,15,5
"2","5",376881.523266667,2,5
"2","6",455646.62885,2,5
"3","3",95.95512,13,5
"3","4east",116462.372952941,19,5
"3","4west",173832.923472,14,5
"3","5",200274.260075,2,5
"3","6",274335.60955,2,5
"4east","4east",95.901643,17,5
"4east","4west",57422.6061803333,17,5
"4east","5",93011.6810533333,2,5
"4east","6",172770.980025,2,5
"4west","4west",176.725963,1,5
"4west","5",52690.8416478571,7,5
"4west","6",129337.021106667,8,5
"5","5",70.701802,6,5
"5","6",80108.684525,9,5
"6","6",93.399466,7,5
"1","1",505.679714,11,6
"1","2",305238.604975,14,6
"1","3",244279.512503333,10,6
"1","4east",339380.6091,14,6
"1","4west",389083.269547619,12,6
"1","5",390012.462666667,2,6
"1","6",437386.058183333,2,6
"2","2",67.363151,11,6
"2","3",190477.479604878,16,6
"2","4east",284235.833647059,21,6
"2","4west",337014.964555556,16,6
"2","5",376896.6596375,3,6
"2","6",455685.610483333,2,6
"3","3",95.95512,12,6
"3","4east",116459.560728261,19,6
"3","4west",173836.812225,16,6
"3","5",200274.57832,5,6
"3","6",274350.197081818,4,6
"4east","4east",95.901643,19,6
"4east","4west",57428.82763375,17,6
"4east","5",92995.679226,3,6
"4east","6",172771.13705,2,6
"4west","4west",176.725963,2,6
"4west","5",52697.3743009524,9,6
"4west","6",129350.42562,9,6
"5","5",70.701802,11,6
"5","6",80113.5046971053,14,6
"6","6",93.399466,8,6
"1","1",505.679714,13,7
"1","2",305237.673755263,12,7
"1","3",244281.498287879,11,7
"1","4east",339380.517794118,15,7
"1","4west",389072.108664706,10,7
"1","5",390012.462666667,2,7
"1","6",437416.1418,1,7
"2","2",67.363151,11,7
"2","3",190478.215747059,15,7
"2","4east",284222.399586667,17,7
"2","4west",336979.522353333,9,7
"2","5",376886.89595,2,7
"2","6",455703.5447,1,7
"3","3",95.95512,14,7
"3","4east",116461.778418182,17,7
"3","4west",173804.567466667,13,7
"3","5",200263.195525,2,7
"3","6",274371.9913,1,7
"4east","4east",95.901643,17,7
"4east","4west",57406.7114944,14,7
"4east","5",92993.08975,2,7
"4east","6",172786.51515,1,7
"4west","5",52683.564812,6,7
"4west","6",129321.993766667,2,7
"5","5",70.701802,5,7
"5","6",80108.12896,4,7
"6","6",93.399466,2,7
"1","1",505.679714,13,8
"1","2",305276.735507317,17,8
"1","3",244287.746107692,16,8
"1","4east",339388.833010526,14,8
"1","4west",389079.817205882,11,8
"2","2",67.363151,11,8
"2","3",190474.230557895,15,8
"2","4east",284221.078080851,17,8
"2","4west",336968.426873684,13,8
"3","3",95.95512,11,8
"3","4east",116462.285821739,17,8
"3","4west",173807.242010526,12,8
"4east","4east",95.901643,19,8
"4east","4west",57406.109165,16,8
"4west","5",52671.2436885714,8,8
"4west","6",129326.0508,6,8
"5","5",70.701802,6,8
"5","6",80108.4811,7,8
"6","6",93.399466,7,8
"1","1",505.679714,11,9
"1","2",305248.847919048,16,9
"1","3",244282.370662857,13,9
"1","4east",339386.546545455,16,9
"1","4west",389078.1309625,11,9
"2","2",67.363151,14,9
"2","3",190475.018177778,17,9
"2","4east",284227.777730909,19,9
"2","4west",336980.337881818,13,9
"2","6",455736.6729,1,9
"3","3",95.95512,14,9
"3","4east",116459.400613333,21,9
"3","4west",173802.257633333,13,9
"3","6",274351.63506,2,9
"4east","4east",95.901643,19,9
"4east","4west",57406.109165,13,9
"4east","6",172794.047175,2,9
"4west","5",52666.581325,5,9
"4west","6",129348.1414875,6,9
"5","5",70.701802,8,9
"5","6",80105.4251817647,7,9
"6","6",93.399466,4,9
"1","1",505.679714,14,10
"1","2",305257.040772,19,10
"1","3",244293.252244898,18,10
"1","4east",339386.90914,18,10
"1","4west",389075.760078947,12,10
"1","5",390019.168466667,2,10
"1","6",437370.408542857,3,10
"2","2",67.363151,15,10
"2","3",190475.512230769,22,10
"2","4east",284221.516842308,20,10
"2","4west",336982.085442857,14,10
"2","5",376875.4276,2,10
"2","6",455677.88856,3,10
"3","3",95.95512,15,10
"3","4east",116458.566718333,24,10
"3","4west",173802.136063158,13,10
"3","5",200265.5863,2,10
"3","6",274333.154866667,2,10
"4east","4east",95.901643,19,10
"4east","4west",57406.109165,14,10
"4east","5",92980.14237,2,10
"4east","6",172758.83457,3,10
"4west","5",52688.5595163636,7,10
"4west","6",129391.213476923,8,10
"5","5",70.701802,6,10
"5","6",80115.0581852381,9,10
"6","6",93.399466,5,10
"1","1",505.679714,13,11
"1","2",305270.130635714,15,11
"1","3",244297.972629268,16,11
"1","4east",339391.676327907,17,11
"1","4west",389076.5606625,11,11
"1","5",390010.33165,1,11
"1","6",437457.0124,1,11
"2","2",67.363151,14,11
"2","3",190472.383493617,16,11
"2","4east",284224.005053061,17,11
"2","4west",336980.543164706,11,11
"2","5",376903.736983333,2,11
"2","6",455714.587433333,2,11
"3","3",95.95512,15,11
"3","4east",116460.877845614,21,11
"3","4west",173813.488509091,13,11
"3","5",200274.260075,2,11
"3","6",274379.35535,2,11
"4east","4east",95.901643,17,11
"4east","4west",57419.4057309091,14,11
"4east","5",92999.56344,1,11
"4east","6",172786.51515,1,11
"4west","5",52663.6143663636,6,11
"4west","6",129326.0508,5,11
"5","5",70.701802,10,11
"5","6",80110.1747466667,8,11
"6","6",93.399466,3,11
"1","1",505.679714,12,12
"1","2",305261.8835,12,12
"1","3",244304.835235135,15,12
"1","4east",339388.460929268,16,12
"1","4west",389076.267794444,10,12
"1","5",390003.807666667,2,12
"1","6",437375.2712,2,12
"2","2",67.363151,16,12
"2","3",190478.763432,19,12
"2","4east",284226.629675472,19,12
"2","4west",336989.310557692,14,12
"2","5",376892.630125,3,12
"2","6",455703.5447,1,12
"3","3",95.95512,13,12
"3","4east",116460.029183607,24,12
"3","4west",173810.627741667,14,12
"3","5",200275.499185714,4,12
"3","6",274379.35535,2,12
"4east","4east",95.901643,17,12
"4east","4west",57413.8851280769,14,12
"4east","5",92996.7414783333,4,12
"4east","6",172786.51515,2,12
"4west","4west",176.725963,1,12
"4west","5",52721.3448315385,6,12
"4west","6",129353.036028571,4,12
"5","5",70.701802,7,12
"5","6",80106.978205,7,12
"6","6",93.399466,3,12
"1","1",505.679714,15,13
"1","2",305255.660607317,14,13
"1","3",244294.474104082,17,13
"1","4east",339383.964020833,17,13
"1","4west",389076.219886667,9,13
"2","2",67.363151,11,13
"2","3",190475.590334884,18,13
"2","4east",284230.099819048,17,13
"2","4west",336979.867384615,8,13
"3","3",95.95512,14,13
"3","4east",116461.512336207,23,13
"3","4west",173806.107355556,11,13
"4east","4east",95.901643,16,13
"4east","4west",57406.109165,13,13
"4west","5",52670.2076077778,5,13
"4west","6",129320.834614286,5,13
"5","5",70.701802,7,13
"5","6",80104.081505,8,13
"6","6",93.399466,4,13
"1","1",505.679714,11,14
"1","2",305276.015032353,15,14
"1","3",244305.34424,11,14
"1","4east",339385.154026316,15,14
"1","4west",389081.585692857,10,14
"1","5",390007.40785,1,14
"1","6",437285.0066,1,14
"2","2",67.363151,11,14
"2","3",190477.897637209,16,14
"2","4east",284226.817813043,18,14
"2","4west",336991.25980625,11,14
"2","5",376925.9507,1,14
"2","6",455682.8693,1,14
"3","3",95.95512,13,14
"3","4east",116457.652046,18,14
"3","4west",173815.025364706,9,14
"3","5",200274.260075,1,14
"3","6",274313.73665,1,14
"4east","4east",95.901643,15,14
"4east","4west",57419.4057309091,13,14
"4east","5",92999.56344,1,14
"4east","6",172740.38085,1,14
"4west","5",52666.581325,8,14
"4west","6",129323.61658,6,14
"5","5",70.701802,7,14
"5","6",80111.0410863158,7,14
"6","6",93.399466,5,14
"1","1",505.679714,10,15
"1","2",305270.178145455,14,15
"1","3",244295.616369697,13,15
"1","4east",339395.588663158,16,15
"1","4west",389088.411105882,11,15
"1","5",389998.091,1,15
"1","6",437371.016375,1,15
"2","2",67.363151,11,15
"2","3",190471.143232432,16,15
"2","4east",284225.339704167,19,15
"2","4west",336980.199636842,12,15
"2","5",376920.939366667,2,15
"2","6",455706.6579,2,15
"3","3",95.95512,11,15
"3","4east",116460.390763265,21,15
"3","4west",173813.80334,14,15
"3","5",200282.93385,2,15
"3","6",274359.9333,2,15
"4east","4east",95.901643,19,15
"4east","4west",57412.4046367857,17,15
"4east","5",92982.62174,2,15
"4east","6",172733.008133333,2,15
"4west","5",52660.054016,7,15
"4west","6",129326.0508,2,15
"5","5",70.701802,3,15
"5","6",80096.2449736364,6,15
"6","6",93.399466,4,15
"1","1",505.679714,10,16
"1","2",305278.482119565,17,16
"1","3",244304.3349,15,16
"1","4east",339397.195406667,17,16
"1","4west",389083.671476471,11,16
"2","2",67.363151,15,16
"2","3",190475.786275,17,16
"2","4east",284224.260501639,21,16
"2","4west",336983.125442857,13,16
"2","6",455643.51565,1,16
"3","3",95.95512,11,16
"3","4east",116460.887373585,21,16
"3","4west",173804.839211765,11,16
"4east","4east",95.901643,20,16
"4east","4west",57412.8889038461,16,16
"4east","6",172725.3168,1,16
"4west","5",52672.0207491667,7,16
"4west","6",129326.0508,5,16
"5","5",70.701802,8,16
"5","6",80114.6719188889,6,16
"6","6",93.399466,5,16
"1","1",505.679714,13,17
"1","2",305271.9392825,16,17
"1","3",244278.994074359,14,17
"1","4east",339384.139791892,14,17
"1","4west",389072.893763636,13,17
"1","5",390010.33165,1,17
"1","6",437411.89385,1,17
"2","2",67.363151,10,17
"2","3",190475.108864865,13,17
"2","4east",284220.088763158,15,17
"2","4west",336989.417173913,14,17
"2","5",376892.630125,1,17
"2","6",455676.643375,1,17
"3","3",95.95512,11,17
"3","4east",116463.1524375,15,17
"3","4west",173811.995934783,13,17
"3","5",200274.260075,1,17
"3","6",274346.546,1,17
"4east","4east",95.901643,14,17
"4east","4west",57410.5803665385,16,17
"4east","5",93035.91628,1,17
"4east","6",172801.5792,1,17
"4west","4west",176.725963,1,17
"4west","5",52690.8416478571,7,17
"4west","6",129352.303115385,7,17
"5","5",70.701802,7,17
"5","6",80110.6716719048,9,17
"6","6",93.399466,7,17
"1","1",505.679714,12,18
"1","2",305285.659827907,16,18
"1","3",244299.719008824,13,18
"1","4east",339391.921369565,19,18
"1","4west",389084.338981818,12,18
"1","5",390019.6485,1,18
"1","6",437371.016375,2,18
"2","2",67.363151,13,18
"2","3",190469.640795238,17,18
"2","4east",284218.465331034,23,18
"2","4west",336996.166026923,14,18
"2","5",376853.575233333,2,18
"2","6",455658.6028,3,18
"3","3",95.95512,12,18
"3","4east",116462.859460784,20,18
"3","4west",173818.525,13,18
"3","5",200276.65085,2,18
"3","6",274341.45464,2,18
"4east","4east",95.901643,17,18
"4east","4west",57426.142515,17,18
"4east","5",92993.08975,2,18
"4east","6",172767.2140125,3,18
"4west","4west",176.725963,2,18
"4west","5",52691.4000626667,8,18
"4west","6",129360.443121429,7,18
"5","5",70.701802,6,18
"5","6",80109.0075247619,9,18
"6","6",93.399466,7,18
"1","1",505.679714,11,19
"1","2",305275.577452941,13,19
"1","3",244275.837178125,12,19
"1","4east",339386.309844444,13,19
"1","4west",389076.219886667,9,19
"2","2",67.363151,9,19
"2","3",190478.473321212,14,19
"2","4east",284230.35166,14,19
"2","4west",336983.216217647,11,19
"3","3",95.95512,10,19
"3","4east",116463.448342857,20,19
"3","4west",173806.107355556,13,19
"4east","4east",95.901643,18,19
"4east","4west",57404.9508392308,14,19
"4west","5",52671.2436885714,4,19
"4west","6",129321.993766667,2,19
"5","5",70.701802,5,19
"5","6",80099.478485,4,19
"6","6",93.399466,3,19
"1","1",505.679714,15,20
"1","2",305261.104385455,20,20
"1","3",244280.647169767,16,20
"1","4east",339383.646016981,17,20
"1","4west",389081.340615,10,20
"1","5",390008.86975,1,20
"2","2",67.363151,13,20
"2","3",190476.968169565,19,20
"2","4east",284220.8946,21,20
"2","4west",336995.513552632,10,20
"2","5",376892.630125,1,20
"3","3",95.95512,12,20
"3","4east",116464.320260784,19,20
"3","4west",173815.189784,14,20
"3","5",200274.260075,1,20
"4east","4east",95.901643,20,20
"4east","4west",57414.533125,13,20
"4east","5",92999.56344,1,20
"4west","4west",176.725963,1,20
"4west","5",52682.7396394737,10,20
"4west","6",129323.61658,6,20
"5","5",70.701802,8,20
"5","6",80107.2127231818,9,20
"6","6",93.399466,5,20
"1","1",505.679714,11,21
"1","2",305234.196613333,11,21
"1","3",244294.3427,9,21
"1","4east",339381.77394,12,21
"1","4west",389079.496016667,7,21
"2","2",67.363151,13,21
"2","3",190479.453958974,14,21
"2","4east",284232.026028,19,21
"2","4west",336994.364078947,11,21
"2","6",455709.7711,1,21
"3","3",95.95512,10,21
"3","4east",116461.189221739,19,21
"3","4west",173804.689036842,13,21
"4east","4east",95.901643,16,21
"4east","4west",57413.8522153333,17,21
"4east","6",172763.448,1,21
"4west","4west",176.725963,1,21
"4west","5",52669.5482836364,6,21
"4west","6",129357.533583333,6,21
"5","5",70.701802,6,21
"5","6",80114.5290757143,8,21
"6","6",93.399466,5,21
"1","1",505.679714,12,22
"1","2",305247.875506522,19,22
"1","3",244283.723266667,15,22
"1","4east",339383.143146808,18,22
"1","4west",389074.0358,13,22
"2","2",67.363151,13,22
"2","3",190470.867646809,17,22
"2","4east",284222.886274074,20,22
"2","4west",336976.766582609,14,22
"2","5",376876.5125,1,22
"2","6",455643.51565,1,22
"3","3",95.95512,15,22
"3","4east",116457.463858824,18,22
"3","4west",173801.546915385,15,22
"4east","4east",95.901643,17,22
"4east","4west",57413.1276843478,14,22
"4east","5",93055.34728,1,22
"4east","6",172801.5792,1,22
"4west","5",52669.5482836364,6,22
"4west","6",129324.312071429,4,22
"5","5",70.701802,7,22
"5","6",80101.0118853333,7,22
"6","6",93.399466,4,22
"1","1",505.679714,13,23
"1","2",305270.130635714,15,23
"1","3",244298.657016667,13,23
"1","4east",339382.308240909,14,23
"1","4west",389088.860572222,8,23
"1","5",390008.86975,4,23
"1","6",437386.058183333,3,23
"2","2",67.363151,12,23
"2","3",190469.993948718,15,23
"2","4east",284222.6775,19,23
"2","4west",337014.090440741,14,23
"2","5",376888.927838889,5,23
"2","6",455675.605641667,4,23
"3","3",95.95512,12,23
"3","4east",116462.187436585,15,23
"3","4west",173842.416130435,11,23
"3","5",200277.62390625,5,23
"3","6",274356.05119,4,23
"4east","4east",95.901643,17,23
"4east","4west",57432.118270303,16,23
"4east","5",93003.6026444444,5,23
"4east","6",172773.647725,4,23
"4west","4west",176.725963,3,23
"4west","5",52708.2815807692,11,23
"4west","6",129377.312964706,8,23
"5","5",70.701802,15,23
"5","6",80109.0496705556,12,23
"6","6",93.399466,8,23
"1","1",505.679714,10,24
"1","2",305243.963771111,17,24
"1","3",244299.1564925,17,24
"1","4east",339383.423546154,13,24
"1","4west",389070.989163158,12,24
"1","5",389999.5747,1,24
"1","6",437411.89385,1,24
"2","2",67.363151,16,24
"2","3",190475.737496296,19,24
"2","4east",284229.209011538,17,24
"2","4west",336993.1165125,13,24
"2","5",376909.83265,1,24
"2","6",455676.643375,1,24
"3","3",95.95512,12,24
"3","4east",116461.196717391,17,24
"3","4west",173805.617390909,15,24
"4east","4east",95.901643,19,24
"4east","4west",57406.6668774074,15,24
"4west","5",52669.5482836364,6,24
"4west","6",129326.0508,6,24
"5","5",70.701802,7,24
"5","6",80110.7479088462,8,24
"6","6",93.399466,8,24
"1","1",505.679714,12,25
"1","2",305248.455202632,13,25
"1","3",244286.295686842,13,25
"1","4east",339378.56896,14,25
"1","4west",389076.219886667,9,25
"1","6",437371.016375,1,25
"2","2",67.363151,15,25
"2","3",190476.30374,17,25
"2","4east",284232.58123913,16,25
"2","4west",337008.953375,14,25
"2","5",376892.630125,2,25
"2","6",455676.643375,2,25
"3","3",95.95512,15,25
"3","4east",116462.431048214,22,25
"3","4west",173812.87813,19,25
"3","5",200278.745183333,2,25
"3","6",274346.546,3,25
"4east","4east",95.901643,17,25
"4east","4west",57406.109165,16,25
"4east","6",172801.5792,1,25
"4west","4west",176.725963,1,25
"4west","5",52690.8416478571,7,25
"4west","6",129370.2322,8,25
"5","5",70.701802,9,25
"5","6",80108.1324474074,9,25
"6","6",93.399466,9,25
"1","1",505.679714,14,26
"1","2",305229.604072917,18,26
"1","3",244284.766864865,14,26
"1","4east",339380.871731111,16,26
"1","4west",389072.311521053,11,26
"1","5",390008.86975,1,26
"1","6",437325.89095,1,26
"2","2",67.363151,13,26
"2","3",190474.878576,22,26
"2","4east",284225.371086667,22,26
"2","4west",336981.017488889,16,26
"2","5",376892.630125,1,26
"2","6",455649.74205,1,26
"3","3",95.95512,13,26
"3","4east",116457.171995082,22,26
"3","4west",173801.546915385,17,26
"3","5",200260.80475,1,26
"3","6",274306.3841,1,26
"4east","4east",95.901643,21,26
"4east","4west",57407.6669134483,16,26
"4east","5",92999.56344,1,26
"4east","6",172740.38085,1,26
"4west","5",52700.545777,5,26
"4west","6",129351.44805,4,26
"5","5",70.701802,7,26
"5","6",80107.325433125,6,26
"6","6",93.399466,3,26
"1","1",505.679714,11,27
"1","2",305264.177848837,15,27
"1","3",244299.96334,17,27
"1","4east",339387.322295122,16,27
"1","4west",389082.226125,11,27
"1","5",390010.33165,1,27
"1","6",437366.7753,1,27
"2","2",67.363151,11,27
"2","3",190474.707111111,19,27
"2","4east",284229.674369565,16,27
"2","4west",336977.27965,12,27
"2","5",376925.9507,1,27
"2","6",455682.8693,1,27
"3","3",95.95512,12,27
"3","4east",116460.198735714,22,27
"3","4west",173804.689036842,12,27
"3","5",200260.80475,1,27
"3","6",274306.3841,1,27
"4east","4east",95.901643,18,27
"4east","4west",57404.6033415,12,27
"4east","5",92963.2106,1,27
"4east","6",172702.2428,1,27
"4west","5",52700.4250581818,6,27
"4west","6",129383.607,6,27
"5","5",70.701802,7,27
"5","6",80109.3062863636,9,27
"6","6",93.399466,6,27
"1","1",505.679714,16,28
"1","2",305254.570829268,14,28
"1","3",244279.142604651,13,28
"1","4east",339382.889338095,14,28
"1","4west",389078.512116667,9,28
"1","5",390007.01074,2,28
"1","6",437384.6422,2,28
"2","2",67.363151,12,28
"2","3",190478.092761905,16,28
"2","4east",284231.41665,18,28
"2","4west",336984.500923529,12,28
"2","5",376884.5711,2,28
"2","6",455665.6008,2,28
"3","3",95.95512,15,28
"3","4east",116459.158484746,23,28
"3","4west",173806.2442,13,28
"3","5",200290.604033333,2,28
"3","6",274353.9043,2,28
"4east","4east",95.901643,15,28
"4east","4west",57409.8389315789,11,28
"4east","5",92969.68098,2,28
"4east","6",172725.3168,2,28
"4west","4west",176.725963,1,28
"4west","5",52694.885035,5,28
"4west","6",129378.282557143,3,28
"5","5",70.701802,6,28
"5","6",80107.8511775,10,28
"6","6",93.399466,5,28
"1","1",505.679714,10,29
"1","2",305305.180903125,14,29
"1","3",244316.898545714,14,29
"1","4east",339397.93354,13,29
"1","4west",389093.930355,10,29
"1","5",390008.57737,3,29
"1","6",437285.0066,1,29
"2","2",67.363151,9,29
"2","3",190470.797853659,18,29
"2","4east",284226.768123404,21,29
"2","4west",337028.503583333,13,29
"2","5",376897.390207143,4,29
"2","6",455677.88856,2,29
"3","3",95.95512,13,29
"3","4east",116461.743531579,21,29
"3","4west",173828.940940741,13,29
"3","5",200274.260075,4,29
"3","6",274338.064233333,2,29
"4east","4east",95.901643,20,29
"4east","4west",57424.72916,17,29
"4east","5",92999.56344,4,29
"4east","6",172763.448,3,29
"4west","4west",176.725963,3,29
"4west","5",52705.7710773077,10,29
"4west","6",129353.47655,7,29
"5","5",70.701802,14,29
"5","6",80109.8409407143,8,29
"6","6",93.399466,8,29
"1","1",505.679714,13,30
"1","2",305253.264974419,15,30
"1","3",244288.3159225,14,30
"1","4east",339387.889958537,17,30
"1","4west",389087.071847826,13,30
"1","5",390008.154746154,4,30
"1","6",437369.9543875,3,30
"2","2",67.363151,11,30
"2","3",190474.159813953,14,30
"2","4east",284221.915805128,14,30
"2","4west",337008.297811111,10,30
"2","5",376885.1066,4,30
"2","6",455645.591116667,3,30
"3","3",95.95512,14,30
"3","4east",116463.841790196,19,30
"3","4west",173828.603936364,11,30
"3","5",200273.46315,4,30
"3","6",274336.5040875,3,30
"4east","4east",95.901643,20,30
"4east","4west",57423.3817,18,30
"4east","5",92995.3304975,3,30
"4east","6",172750.7376,2,30
"4west","4west",176.725963,1,30
"4west","5",52691.4000626667,8,30
"4west","6",129323.008025,5,30
"5","5",70.701802,7,30
"5","6",80101.3505178947,9,30
"6","6",93.399466,7,30
"1","1",505.679714,15,31
"1","2",305243.301477778,16,31
"1","3",244288.48976383,17,31
"1","4east",339382.083124561,19,31
"1","4west",389074.0358,11,31
"2","2",67.363151,14,31
"2","3",190473.123893333,18,31
"2","4east",284224.02385098,18,31
"2","4west",336977.27965,12,31
"3","3",95.95512,13,31
"3","4east",116461.604680769,19,31
"3","4west",173803.41255,15,31
"3","5",200287.7154,1,31
"3","6",274353.9043,1,31
"4east","4east",95.901643,21,31
"4east","4west",57404.3021768,15,31
"4west","5",52664.0708215385,7,31
"4west","6",129327.789528571,5,31
"5","5",70.701802,7,31
"5","6",80112.5850368421,7,31
"6","6",93.399466,4,31
"1","1",505.679714,13,32
"1","2",305277.099543902,17,32
"1","3",244293.274665909,17,32
"1","4east",339389.50497907,14,32
"1","4west",389079.817205882,10,32
"2","2",67.363151,10,32
"2","3",190479.946052174,20,32
"2","4east",284220.720939535,17,32
"2","4west",336984.755327778,12,32
"3","3",95.95512,15,32
"3","4east",116464.658224528,23,32
"3","4west",173805.433654167,15,32
"4east","4east",95.901643,16,32
"4east","4west",57407.4780954545,13,32
"4west","5",52666.581325,5,32
"4west","6",129323.61658,3,32
"5","5",70.701802,6,32
"5","6",80105.5232508333,4,32
"6","6",93.399466,5,32
"1","1",505.679714,13,33
"1","2",305243.661745098,19,33
"1","3",244289.560777778,16,33
"1","4east",339382.24304,21,33
"1","4west",389075.760078947,11,33
"1","5",390018.2084,1,33
"1","6",437371.016375,1,33
"2","2",67.363151,15,33
"2","3",190475.900094118,20,33
"2","4east",284227.729289286,21,33
"2","4west",336978.742282609,13,33
"2","5",376875.4276,1,33
"2","6",455676.643375,1,33
"3","3",95.95512,13,33
"3","4east",116466.007922449,22,33
"3","4west",173803.41255,15,33
"3","5",200265.5863,1,33
"4east","4east",95.901643,16,33
"4east","4west",57406.109165,14,33
"4east","5",93016.48528,1,33
"4east","6",172763.448,1,33
"4west","5",52681.8255833333,5,33
"4west","6",129366.6755,5,33
"5","5",70.701802,5,33
"5","6",80112.2690091667,4,33
"6","6",93.399466,7,33
"1","1",505.679714,10,34
"1","2",305306.101604651,16,34
"1","3",244313.244039474,17,34
"1","4east",339397.914155814,19,34
"1","4west",389088.076357143,15,34
"1","6",437330.1389,1,34
"2","2",67.363151,15,34
"2","3",190474.179768889,17,34
"2","4east",284225.361793103,21,34
"2","4west",336978.439668966,16,34
"3","3",95.95512,13,34
"3","4east",116461.789005455,22,34
"3","4west",173801.680175,18,34
"3","6",274353.9043,1,34
"4east","4east",95.901643,19,34
"4east","4west",57407.991444375,20,34
"4east","6",172801.5792,1,34
"4west","5",52666.581325,4,34
"4west","6",129330.107833333,2,34
"5","5",70.701802,6,34
"5","6",80112.2690091667,5,34
"6","6",93.399466,3,34
"1","1",505.679714,12,35
"1","2",305274.746953488,17,35
"1","3",244284.404820408,22,35
"1","4east",339387.346513333,18,35
"1","4west",389074.399442857,12,35
"1","6",437371.016375,1,35
"2","2",67.363151,12,35
"2","3",190473.778130435,20,35
"2","4east",284222.6775,20,35
"2","4west",336990.647775,13,35
"2","5",376875.4276,1,35
"2","6",455665.6008,2,35
"3","3",95.95512,11,35
"3","4east",116461.446393617,19,35
"3","4west",173814.102065217,15,35
"3","5",200279.0495,1,35
"3","6",274348.998766667,2,35
"4east","4east",95.901643,17,35
"4east","4west",57425.1360684615,13,35
"4east","5",92980.14237,1,35
"4east","6",172763.448,2,35
"4west","4west",176.725963,1,35
"4west","5",52663.6143663636,7,35
"4west","6",129357.533583333,7,35
"5","5",70.701802,6,35
"5","6",80117.0572175,8,35
"6","6",93.399466,6,35
