"trial_number","layer_from","layer_to","turnover"
1,1,2,0.2
1,1,3,0.233766233766234
1,1,4,0.1875
1,1,5,0.160493827160494
1,1,6,0.119047619047619
1,1,7,0.188235294117647
1,1,8,0.127450980392157
1,1,9,0.142857142857143
1,1,10,0.15625
1,1,11,0.192307692307692
1,1,12,0.176470588235294
1,1,13,0.139240506329114
1,1,14,0.185185185185185
1,2,3,0.122222222222222
1,2,4,0.231707317073171
1,2,5,0.204819277108434
1,2,6,0.19047619047619
1,2,7,0.138297872340426
1,2,8,0.141509433962264
1,2,9,0.186046511627907
1,2,10,0.193877551020408
1,2,11,0.222222222222222
1,2,12,0.152173913043478
1,2,13,0.103448275862069
1,2,14,0.108695652173913
1,3,4,0.236842105263158
1,3,5,0.1625
1,3,6,0.120481927710843
1,3,7,0.162790697674419
1,3,8,0.106796116504854
1,3,9,0.144578313253012
1,3,10,0.145833333333333
1,3,11,0.108433734939759
1,3,12,0.164705882352941
1,3,13,0.126582278481013
1,3,14,0.1875
1,4,5,0.223684210526316
1,4,6,0.207792207792208
1,4,7,0.19047619047619
1,4,8,0.163265306122449
1,4,9,0.1875
1,4,10,0.208791208791209
1,4,11,0.164556962025316
1,4,12,0.178571428571429
1,4,13,0.186666666666667
1,4,14,0.172839506172839
1,5,6,0.26027397260274
1,5,7,0.2375
1,5,8,0.21505376344086
1,5,9,0.205128205128205
1,5,10,0.211111111111111
1,5,11,0.22972972972973
1,5,12,0.209876543209877
1,5,13,0.189189189189189
1,5,14,0.160493827160494
1,6,7,0.178571428571429
1,6,8,0.153061224489796
1,6,9,0.205128205128205
1,6,10,0.224719101123595
1,6,11,0.213333333333333
1,6,12,0.166666666666667
1,6,13,0.142857142857143
1,6,14,0.119047619047619
1,7,8,0.212121212121212
1,7,9,0.202380952380952
1,7,10,0.195876288659794
1,7,11,0.195121951219512
1,7,12,0.206896551724138
1,7,13,0.217948717948718
1,7,14,0.216867469879518
1,8,9,0.197916666666667
1,8,10,0.192660550458716
1,8,11,0.178947368421053
1,8,12,0.166666666666667
1,8,13,0.159574468085106
1,8,14,0.15
1,9,10,0.290697674418605
1,9,11,0.207792207792208
1,9,12,0.265822784810127
1,9,13,0.168831168831169
1,9,14,0.170731707317073
1,10,11,0.227272727272727
1,10,12,0.25
1,10,13,0.193181818181818
1,10,14,0.168421052631579
1,11,12,0.227848101265823
1,11,13,0.16
1,11,14,0.192307692307692
