"trial_number","layer_from","layer_to","turnover"
1,1,2,0.201754385964912
1,1,3,0.184210526315789
1,1,4,0.164179104477612
1,1,5,0.188976377952756
1,1,6,0.129032258064516
1,1,7,0.169491525423729
1,2,3,0.163636363636364
1,2,4,0.155038759689922
1,2,5,0.180327868852459
1,2,6,0.146551724137931
1,2,7,0.190909090909091
1,3,4,0.1484375
1,3,5,0.163934426229508
1,3,6,0.149122807017544
1,3,7,0.131578947368421
1,4,5,0.181159420289855
1,4,6,0.151515151515152
1,4,7,0.153846153846154
1,5,6,0.15748031496063
1,5,7,0.198347107438017
1,6,7,0.135593220338983
2,1,2,0.254545454545455
2,1,3,0.134453781512605
2,1,4,0.181818181818182
2,1,5,0.171875
2,1,6,0.186440677966102
2,1,7,0.169491525423729
2,2,3,0.112068965517241
2,2,4,0.145038167938931
2,2,5,0.161290322580645
2,2,6,0.135593220338983
2,2,7,0.178571428571429
2,3,4,0.15748031496063
2,3,5,0.137096774193548
2,3,6,0.129310344827586
2,3,7,0.112068965517241
2,4,5,0.157142857142857
2,4,6,0.1875
2,4,7,0.171875
2,5,6,0.19672131147541
2,5,7,0.220338983050847
2,6,7,0.135593220338983
3,1,2,0.198275862068966
3,1,3,0.162393162393162
3,1,4,0.246031746031746
3,1,5,0.188976377952756
3,1,6,0.165289256198347
3,1,7,0.188034188034188
3,2,3,0.141592920353982
3,2,4,0.219512195121951
3,2,5,0.170731707317073
3,2,6,0.107438016528926
3,2,7,0.147826086956522
3,3,4,0.166666666666667
3,3,5,0.146341463414634
3,3,6,0.129310344827586
3,3,7,0.121739130434783
3,4,5,0.148936170212766
3,4,6,0.151515151515152
3,4,7,0.181102362204724
3,5,6,0.17741935483871
3,5,7,0.170731707317073
3,6,7,0.116666666666667
4,1,2,0.177966101694915
4,1,3,0.162393162393162
4,1,4,0.198473282442748
4,1,5,0.1875
4,1,6,0.217391304347826
4,1,7,0.15
4,2,3,0.151785714285714
4,2,4,0.136363636363636
4,2,5,0.218487394957983
4,2,6,0.166666666666667
4,2,7,0.15929203539823
4,3,4,0.166666666666667
4,3,5,0.154471544715447
4,3,6,0.140350877192982
4,3,7,0.094017094017094
4,4,5,0.164285714285714
4,4,6,0.135338345864662
4,4,7,0.1640625
4,5,6,0.206611570247934
4,5,7,0.152
4,6,7,0.157894736842105
5,1,2,0.177966101694915
5,1,3,0.133333333333333
5,1,4,0.17037037037037
5,1,5,0.206349206349206
5,1,6,0.12
5,1,7,0.159663865546218
5,2,3,0.131578947368421
5,2,4,0.135338345864662
5,2,5,0.198347107438017
5,2,6,0.108333333333333
5,2,7,0.149122807017544
5,3,4,0.174603174603175
5,3,5,0.173553719008264
5,3,6,0.150442477876106
5,3,7,0.12280701754386
5,4,5,0.223880597014925
5,4,6,0.169230769230769
5,4,7,0.209677419354839
5,5,6,0.186991869918699
5,5,7,0.2
5,6,7,0.168141592920354
6,1,2,0.15
6,1,3,0.184210526315789
6,1,4,0.172932330827068
6,1,5,0.208
6,1,6,0.15702479338843
6,1,7,0.2
6,2,3,0.151785714285714
6,2,4,0.136363636363636
6,2,5,0.16
6,2,6,0.126050420168067
6,2,7,0.147826086956522
6,3,4,0.13953488372093
6,3,5,0.173553719008264
6,3,6,0.15929203539823
6,3,7,0.141592920353982
6,4,5,0.216417910447761
6,4,6,0.178294573643411
6,4,7,0.145038167938931
6,5,6,0.225
6,5,7,0.178861788617886
6,6,7,0.0894308943089431
7,1,2,0.140495867768595
7,1,3,0.134453781512605
7,1,4,0.129496402877698
7,1,5,0.153846153846154
7,1,6,0.129032258064516
7,1,7,0.131147540983607
7,2,3,0.194444444444444
7,2,4,0.170542635658915
7,2,5,0.161290322580645
7,2,6,0.155172413793103
7,2,7,0.178571428571429
7,3,4,0.15625
7,3,5,0.226086956521739
7,3,6,0.190909090909091
7,3,7,0.205607476635514
7,4,5,0.244274809160305
7,4,6,0.16793893129771
7,4,7,0.1796875
7,5,6,0.168
7,5,7,0.125
7,6,7,0.126050420168067
8,1,2,0.139344262295082
8,1,3,0.142857142857143
8,1,4,0.129496402877698
8,1,5,0.134328358208955
8,1,6,0.146341463414634
8,1,7,0.130081300813008
8,2,3,0.205607476635514
8,2,4,0.171875
8,2,5,0.16
8,2,6,0.155172413793103
8,2,7,0.2
8,3,4,0.185483870967742
8,3,5,0.154471544715447
8,3,6,0.169642857142857
8,3,7,0.172727272727273
8,4,5,0.216417910447761
8,4,6,0.16030534351145
8,4,7,0.136363636363636
8,5,6,0.176
8,5,7,0.218487394957983
8,6,7,0.175438596491228
9,1,2,0.179487179487179
9,1,3,0.173913043478261
9,1,4,0.147058823529412
9,1,5,0.19047619047619
9,1,6,0.176470588235294
9,1,7,0.2
9,2,3,0.151785714285714
9,2,4,0.136363636363636
9,2,5,0.142857142857143
9,2,6,0.145299145299145
9,2,7,0.147826086956522
9,3,4,0.0970149253731343
9,3,5,0.155737704918033
9,3,6,0.169642857142857
9,3,7,0.194444444444444
9,4,5,0.173913043478261
9,4,6,0.16030534351145
9,4,7,0.162790697674419
9,5,6,0.226890756302521
9,5,7,0.161290322580645
9,6,7,0.155172413793103
10,1,2,0.188034188034188
10,1,3,0.12396694214876
10,1,4,0.171641791044776
10,1,5,0.169230769230769
10,1,6,0.1015625
10,1,7,0.130081300813008
10,2,3,0.162162162162162
10,2,4,0.2
10,2,5,0.169354838709677
10,2,6,0.175438596491228
10,2,7,0.2
10,3,4,0.166666666666667
10,3,5,0.163934426229508
10,3,6,0.149122807017544
10,3,7,0.131578947368421
10,4,5,0.18978102189781
10,4,6,0.1875
10,4,7,0.181102362204724
10,5,6,0.15748031496063
10,5,7,0.16
10,6,7,0.185840707964602
11,1,2,0.198275862068966
11,1,3,0.172413793103448
11,1,4,0.217054263565891
11,1,5,0.1875
11,1,6,0.184873949579832
11,1,7,0.189655172413793
11,2,3,0.18348623853211
11,2,4,0.153846153846154
11,2,5,0.124031007751938
11,2,6,0.135593220338983
11,2,7,0.190909090909091
11,3,4,0.122137404580153
11,3,5,0.183333333333333
11,3,6,0.11965811965812
11,3,7,0.185185185185185
11,4,5,0.131944444444444
11,4,6,0.169230769230769
11,4,7,0.155038759689922
11,5,6,0.130769230769231
11,5,7,0.180327868852459
11,6,7,0.166666666666667
12,1,2,0.148760330578512
12,1,3,0.152542372881356
12,1,4,0.17037037037037
12,1,5,0.151515151515152
12,1,6,0.184873949579832
12,1,7,0.158333333333333
12,2,3,0.18348623853211
12,2,4,0.1796875
12,2,5,0.16
12,2,6,0.145299145299145
12,2,7,0.157894736842105
12,3,4,0.193548387096774
12,3,5,0.173553719008264
12,3,6,0.190909090909091
12,3,7,0.131578947368421
12,4,5,0.163120567375887
12,4,6,0.16793893129771
12,4,7,0.152671755725191
12,5,6,0.195121951219512
12,5,7,0.169354838709677
12,6,7,0.155172413793103
13,1,2,0.168067226890756
13,1,3,0.172413793103448
13,1,4,0.153284671532847
13,1,5,0.161538461538462
13,1,6,0.205128205128205
13,1,7,0.148760330578512
13,2,3,0.131578947368421
13,2,4,0.152671755725191
13,2,5,0.116279069767442
13,2,6,0.145299145299145
13,2,7,0.147826086956522
13,3,4,0.193548387096774
13,3,5,0.184873949579832
13,3,6,0.149122807017544
13,3,7,0.18348623853211
13,4,5,0.164285714285714
13,4,6,0.159090909090909
13,4,7,0.1796875
13,5,6,0.17741935483871
13,5,7,0.190082644628099
13,6,7,0.196428571428571
14,1,2,0.120967741935484
14,1,3,0.172413793103448
14,1,4,0.180451127819549
14,1,5,0.169230769230769
14,1,6,0.176470588235294
14,1,7,0.168067226890756
14,2,3,0.172727272727273
14,2,4,0.19047619047619
14,2,5,0.115384615384615
14,2,6,0.136752136752137
14,2,7,0.147826086956522
14,3,4,0.225
14,3,5,0.224137931034483
14,3,6,0.160714285714286
14,3,7,0.151785714285714
14,4,5,0.156028368794326
14,4,6,0.170542635658915
14,4,7,0.171875
14,5,6,0.168
14,5,7,0.124031007751938
14,6,7,0.166666666666667
15,1,2,0.169491525423729
15,1,3,0.134453781512605
15,1,4,0.190839694656489
15,1,5,0.162790697674419
15,1,6,0.166666666666667
15,1,7,0.189655172413793
15,2,3,0.172727272727273
15,2,4,0.136363636363636
15,2,5,0.152
15,2,6,0.185840707964602
15,2,7,0.147826086956522
15,3,4,0.1484375
15,3,5,0.194915254237288
15,3,6,0.11965811965812
15,3,7,0.172727272727273
15,4,5,0.208955223880597
15,4,6,0.125925925925926
15,4,7,0.153846153846154
15,5,6,0.158730158730159
15,5,7,0.180327868852459
15,6,7,0.165217391304348
16,1,2,0.188034188034188
16,1,3,0.162393162393162
16,1,4,0.198473282442748
16,1,5,0.135338345864662
16,1,6,0.236842105263158
16,1,7,0.210526315789474
16,2,3,0.162162162162162
16,2,4,0.209677419354839
16,2,5,0.125
16,2,6,0.218181818181818
16,2,7,0.129310344827586
16,3,4,0.15748031496063
16,3,5,0.137096774193548
16,3,6,0.169642857142857
16,3,7,0.12280701754386
16,4,5,0.157142857142857
16,4,6,0.169230769230769
16,4,7,0.146153846153846
16,5,6,0.149606299212598
16,5,7,0.144
16,6,7,0.136752136752137
17,1,2,0.0952380952380952
17,1,3,0.162393162393162
17,1,4,0.17910447761194
17,1,5,0.1875
17,1,6,0.128
17,1,7,0.168067226890756
17,2,3,0.174311926605505
17,2,4,0.136363636363636
17,2,5,0.142857142857143
17,2,6,0.127118644067797
17,2,7,0.149122807017544
17,3,4,0.165354330708661
17,3,5,0.213675213675214
17,3,6,0.18018018018018
17,3,7,0.18348623853211
17,4,5,0.205882352941176
17,4,6,0.159090909090909
17,4,7,0.227642276422764
17,5,6,0.15748031496063
