"estimate","p_val","statistic","confidence_int_low","confidence_int_high","slope","intercept","rsquared"
-0.716476805219114,1.40601136545891e-15,-9.68910968077198,-0.803814970984291,-0.59890289868719,-7.85734806125672e-07,0.610126095624138,0.50787091143291
