"layer_from","node_from","layer_to","node_to","weight"
"WesternSahara1","Asparagus.pastorianus","WesternSahara1","Attagenus_sp._1","2"
"WesternSahara1","Asparagus.pastorianus","WesternSahara1","Axinotarsus_sp._1","1"
"WesternSahara1","Asparagus.pastorianus","WesternSahara1","Chloropidae_sp.","4"
"WesternSahara1","Asparagus.pastorianus","WesternSahara1","Lucilia_sericata","11"
"WesternSahara1","Asparagus.pastorianus","WesternSahara1","Nomioides_deceptor","4"
"WesternSahara1","Asparagus.pastorianus","WesternSahara1","Sciaridae_sp.","2"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Andrena_vachali","1"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Coleoptera_sp._5","1"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Lucilia_sericata","1"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Musca_sorbens","1"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Plagiolepis_schmitzii","6"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Sciaridae_sp._4","30"
"WesternSahara1","Euphorbia.balsamifera..f.","WesternSahara1","Tapinoma_nigerrimum","24"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Anaspis_cf._saharensis","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Arachnospila_sp.","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Coleoptera_sp._5","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Crematogaster_scutellaris","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Hylaeus_sp.","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Lucilia_sericata","18"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Lucilia_sp._1","15"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Musca_domestica","2"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Musca_sorbens","2"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Plagiolepis_schmitzii","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Sarcophaga_sp._1","1"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Sarcophagidae_sp._2","4"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Sciaridae_sp.","29"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Tapinoma_nigerrimum","15"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Thysanoptera_sp.","25"
"WesternSahara1","Euphorbia.balsamifera..m.","WesternSahara1","Vanessa_Cardui","1"
"WesternSahara1","Helianthemum.canariensis","WesternSahara1","Tapinoma_nigerrimum","1"
"WesternSahara1","Kickxia.heterophylla","WesternSahara1","Plagiolepis_schmitzii","1"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Anthaxia_sp._1","3"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Coleoptera_sp._5","7"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Ormyrus_sp._1","1"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Pteromalus_sp._2","1"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Thyreus_sp._aff._ramosus","3"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Urelliosoma_guimari","4"
"WesternSahara1","Launaea.arborescens","WesternSahara1","Vestitohalictus_sp.","4"
"WesternSahara1","Lotus.sp.","WesternSahara1","Chalicodoma_sicula","1"
"WesternSahara1","Lotus.sp.","WesternSahara1","Chalicodoma_sp.","1"
"WesternSahara1","Lotus.sp.","WesternSahara1","Lucilia_sericata","1"
"WesternSahara1","Lotus.sp.","WesternSahara1","Tethinidae_sp._1","5"
"WesternSahara1","Lotus.sp.","WesternSahara1","Tethinidae_sp._2","6"
"WesternSahara1","Lycium.intricatum","WesternSahara1","Amegilla_sp.","2"
"WesternSahara1","Lycium.intricatum","WesternSahara1","Andrena_vachali","1"
"WesternSahara1","Lycium.intricatum","WesternSahara1","Anthophora_sp._aff._orotavae","1"
"WesternSahara1","Nauplius.sp.","WesternSahara1","Andrena_vachali","1"
"WesternSahara1","Nauplius.sp.","WesternSahara1","Nomioides_deceptor","4"
"WesternSahara1","Nauplius.sp.","WesternSahara1","Plagiolepis_schmitzii","1"
"WesternSahara1","Nauplius.sp.","WesternSahara1","Sciaridae_sp.","4"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Amegilla_sp.","1"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Bombylius_sp._1","1"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Chalicodoma_sp.","1"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Hym._Waiting<85>.","1"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Melecta_sp.","1"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Plagiolepis_schmitzii","1"
"WesternSahara1","Zilla.spinosa","WesternSahara1","Thyreus_sp._aff._ramosus","1"
"WesternSahara2","Argyranthemum.sp.","WesternSahara2","Tapinoma_nigerrimum","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Aplocnemus_sp._2","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Coleoptera_sp._5","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Lucilia_sericata","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Nomioides_deceptor","40"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Podalonia_sp.","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Proconura_sp._1","3"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Sarcophaga_sp._1","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Sarcophagidae_sp.","1"
"WesternSahara2","Asparagus.pastorianus","WesternSahara2","Tethinidae_sp._2","1"
"WesternSahara2","Euphorbia.balsamifera..f.","WesternSahara2","Axinotarsus_sp._1","2"
"WesternSahara2","Euphorbia.balsamifera..f.","WesternSahara2","Colletes2?_Waiting<85>","1"
"WesternSahara2","Euphorbia.balsamifera..f.","WesternSahara2","Lucilia_sericata","3"
"WesternSahara2","Euphorbia.balsamifera..f.","WesternSahara2","Plagiolepis_schmitzii","10"
"WesternSahara2","Euphorbia.balsamifera..f.","WesternSahara2","Sciaridae_sp._4","13"
"WesternSahara2","Euphorbia.balsamifera..f.","WesternSahara2","Tapinoma_nigerrimum","21"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Anaspis_cf._saharensis","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Bombylius_sp._1","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Chetogena_acuminata","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Coleoptera_sp._5","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Eurytoma_sp._3","2"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Hylaeus_sp.","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Lasioglossum_phoenicurum","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Lucilia_sericata","5"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Musca_domestica","2"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Musca_osiris","2"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Musca_sorbens","6"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Physiphora_alceae","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Plagiolepis_schmitzii","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Podalonia_sp.","2"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Sarcophagidae_sp._2","2"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Sarcophagidae_sp._7","7"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Sciaridae_sp.","35"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Tachinidae_sp._1","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Tapinoma_nigerrimum","1"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Themnothorax_productus","4"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Thysanoptera_sp.","12"
"WesternSahara2","Euphorbia.balsamifera..m.","WesternSahara2","Urelliosoma_guimari","3"
"WesternSahara2","Fagonia.albiflora","WesternSahara2","Amegilla_sp.","3"
"WesternSahara2","Fagonia.albiflora","WesternSahara2","Troglops_sp.","1"
"WesternSahara2","Kickxia.heterophylla","WesternSahara2","Amegilla_sp.","1"
"WesternSahara2","Kickxia.heterophylla","WesternSahara2","Attagenus_sp._1","1"
"WesternSahara2","Kickxia.heterophylla","WesternSahara2","Colletes1?_Waiting<85>","1"
"WesternSahara2","Kickxia.heterophylla","WesternSahara2","Lasioglossum_phoenicurum","1"
"WesternSahara2","Kickxia.heterophylla","WesternSahara2","Tapinoma_nigerrimum","1"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Anthaxia_sp._1","7"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Aprostocetus_sp._1","2"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Attagenus_sp._1","1"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Hylaeus_sp.","5"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Lasioglossum_phoenicurum","6"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Nomioides_deceptor","1"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Paragus_tibialis","3"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Sciaridae_sp.","1"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Sphecidae_sp.","3"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Tephritidae_sp._1","6"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Urelliosoma_guimari","1"
"WesternSahara2","Launaea.arborescens","WesternSahara2","Urellliosoma_sp.","3"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Amegilla_sp.","3"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Anthophora_sp._1","1"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Colletes1?_Waiting<85>","10"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Lasioglossum_phoenicurum","1"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Nomioides_deceptor","3"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Nomioides_sp.","9"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Sciaridae_sp._4","1"
"WesternSahara2","Lycium.intricatum","WesternSahara2","Tapinoma_nigerrimum","3"
"WesternSahara2","Nauplius.sp.","WesternSahara2","Bombylius_sp._1","1"
"WesternSahara2","Nauplius.sp.","WesternSahara2","Macrocoma_cf._henoni","1"
"WesternSahara2","Zilla.spinosa","WesternSahara2","Tapinoma_nigerrimum","1"
"Fuerteventura1","Euphorbia.balsamifera..f.","Fuerteventura1","Araneae_sp._1","1"
"Fuerteventura1","Euphorbia.balsamifera..f.","Fuerteventura1","Aulacoderus_canariensis","4"
"Fuerteventura1","Euphorbia.balsamifera..f.","Fuerteventura1","Chrysomya_albiceps","1"
"Fuerteventura1","Euphorbia.balsamifera..f.","Fuerteventura1","Musca_osiris","1"
"Fuerteventura1","Euphorbia.balsamifera..f.","Fuerteventura1","Plagiolepis_schmitzii","45"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Aphthona_wachnitzae","10"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Attalus_olivensis","5"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Aulacoderus_canariensis","10"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Cecidomyiidae_sp.","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Chloropidae_sp._2","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Lucilia_sericata","4"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Milichiidae_sp.","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Nyctia_lugubris","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Phyto_nigrobarbata","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Plagiolepis_schmitzii","53"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Sarcophagidae_sp._5","18"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Scaptomyza_sp._2","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Sciaridae_sp.","6"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Tachyagetes_aemulans","1"
"Fuerteventura1","Euphorbia.balsamifera..m.","Fuerteventura1","Thysanoptera_sp._1","21"
"Fuerteventura1","Helianthemum.canariensis","Fuerteventura1","Dischistus_atlanticus","1"
"Fuerteventura1","Helianthemum.canariensis","Fuerteventura1","Sarcophagidae_sp._4","2"
"Fuerteventura1","Helianthemum.canariensis","Fuerteventura1","Thysanoptera_sp._2","6"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Anaspis_proteus","2"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Anthophora_alluaudi","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Aphthona_wachnitzae","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Attagenus_abbreviatus","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Attalus_olivensis","3"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Aulacoderus_canariensis","4"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Campiglossa_martii","2"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Camponotus_cfr._feae","2"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Cephalodromia_sp.","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Dasytes_lanzarotensis","6"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Dischistus_atlanticus","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Eurytoma_sp._2","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Lasioglossum_loetum","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Lucilia_sericata","6"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Paragus_tibialis","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Plagiolepis_schmitzii","12"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Proconura_sp._2","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Pteromalus_sp._2","7"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Sarcophagidae_sp._6","1"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Sciaridae_sp.","3"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Thysanoptera_sp._2","2"
"Fuerteventura1","Launaea.arborescens","Fuerteventura1","Urelliosoma_guimari","2"
"Fuerteventura1","Lycium.intricatum","Fuerteventura1","Anthophora_alluaudi","5"
"Fuerteventura1","Lycium.intricatum","Fuerteventura1","Camponotus_cfr._feae","1"
"Fuerteventura1","Lycium.intricatum","Fuerteventura1","Camponotus_feae","1"
"Fuerteventura1","Lycium.intricatum","Fuerteventura1","Thysanoptera_sp._1","1"
"Fuerteventura1","Lycium.intricatum","Fuerteventura1","Thysanoptera_sp._2","1"
"Fuerteventura1","Lycium.intricatum","Fuerteventura1","Thysanoptera_sp._4","1"
"Fuerteventura1","Phagnalon.purpurascens","Fuerteventura1","Tetramesa_sp.","1"
"Fuerteventura1","Salvia.aegyptiaca","Fuerteventura1","Anthophora_alluaudi","1"
"Fuerteventura1","Salvia.aegyptiaca","Fuerteventura1","Chetogena_acuminata","1"
"Fuerteventura1","Salvia.aegyptiaca","Fuerteventura1","Sarcophagidae_sp._4","2"
"Fuerteventura2","Euphorbia.balsamifera..f.","Fuerteventura2","Aphthona_wachnitzae","1"
"Fuerteventura2","Euphorbia.balsamifera..f.","Fuerteventura2","Aulacoderus_canariensis","2"
"Fuerteventura2","Euphorbia.balsamifera..f.","Fuerteventura2","Blaesoxipha_sp._1","4"
"Fuerteventura2","Euphorbia.balsamifera..f.","Fuerteventura2","Chrysomya_albiceps","2"
