"X","node_id","module","sub_module","sub_sub_module","layer_id","flow","type","species","module_sub_module"
322,113,2,5,NA,2,0.000195035,"pollinator","Coleoptera_sp._5","2 . 5"
323,114,1,6,NA,13,8.15749e-05,"pollinator","Colias_croceus","1 . 6"
324,114,1,6,NA,14,0.00126935,"pollinator","Colias_croceus","1 . 6"
325,115,1,18,NA,5,7.62311e-05,"pollinator","Colletes_dimidiatus","1 . 18"
326,115,1,1,NA,13,0.000163898,"pollinator","Colletes_dimidiatus","1 . 1"
327,115,1,1,NA,14,0.00791867,"pollinator","Colletes_dimidiatus","1 . 1"
328,116,1,8,NA,2,0.000194529,"pollinator","Colletes1?_Waiting<85>","1 . 8"
329,117,1,5,NA,2,8.15957e-06,"pollinator","Colletes2?_Waiting<85>","1 . 5"
330,118,1,2,NA,10,1.61178e-05,"pollinator","Crematogaster_alluaudi","1 . 2"
331,119,1,2,NA,1,3.15678e-06,"pollinator","Crematogaster_scutellaris","1 . 2"
332,120,1,2,NA,9,1.01449e-05,"pollinator","Cryptocephalus_gounellei","1 . 2"
333,121,1,2,NA,14,0.00150556,"pollinator","Cryptocephalus_nitidicollis","1 . 2"
334,122,1,2,NA,4,1.32789e-05,"pollinator","Cryptocephalus_nubigena","1 . 2"
335,123,1,5,NA,5,6.15546e-06,"pollinator","Curculionidae_sp.","1 . 5"
336,124,1,3,2,10,0.000300829,"pollinator","Dasytes_cf._subaenescens","1 . 3"
337,125,1,4,NA,3,5.28344e-05,"pollinator","Dasytes_lanzarotensis","1 . 4"
338,126,1,19,NA,9,0.000835035,"pollinator","Dasytes_subaenescens","1 . 19"
339,126,1,19,NA,10,0.000670019,"pollinator","Dasytes_subaenescens","1 . 19"
340,126,1,19,NA,11,0.000511503,"pollinator","Dasytes_subaenescens","1 . 19"
341,126,1,19,NA,13,0.000540252,"pollinator","Dasytes_subaenescens","1 . 19"
342,126,1,19,NA,14,0.00226507,"pollinator","Dasytes_subaenescens","1 . 19"
343,127,1,1,NA,13,6.42559e-05,"pollinator","Delia_flavibasis","1 . 1"
344,128,1,4,NA,4,8.37093e-05,"pollinator","Diglyphus_chabrias","1 . 4"
345,129,1,5,NA,13,0.000190648,"pollinator","Dilophus_hiemalis","1 . 5"
346,130,1,4,NA,6,4.94031e-05,"pollinator","Dinarmoides_spilopterus","1 . 4"
347,130,1,4,NA,7,6.00832e-05,"pollinator","Dinarmoides_spilopterus","1 . 4"
348,130,1,4,NA,8,0.00022932,"pollinator","Dinarmoides_spilopterus","1 . 4"
349,131,1,8,NA,3,3.22117e-05,"pollinator","Dischistus_atlanticus","1 . 8"
350,131,1,8,NA,4,0.000180934,"pollinator","Dischistus_atlanticus","1 . 8"
351,132,1,7,NA,9,1.27603e-05,"pollinator","Elasmus_platyedrae","1 . 7"
352,133,1,2,NA,12,0.000192864,"pollinator","Empididae_sp._1","1 . 2"
353,133,1,5,NA,13,0.000166331,"pollinator","Empididae_sp._1","1 . 5"
354,134,1,1,NA,14,0.000699305,"pollinator","Empis_sp._1","1 . 1"
355,135,1,7,NA,8,1.1376e-05,"pollinator","Eristalinus_aeneus","1 . 7"
356,135,1,7,NA,9,5.98883e-05,"pollinator","Eristalinus_aeneus","1 . 7"
357,136,1,34,NA,5,1.46967e-05,"pollinator","Eristalinus_taeniops","1 . 34"
358,136,1,34,NA,7,6.22081e-05,"pollinator","Eristalinus_taeniops","1 . 34"
359,136,1,34,NA,8,0.000246362,"pollinator","Eristalinus_taeniops","1 . 34"
360,136,1,34,NA,13,0.000240008,"pollinator","Eristalinus_taeniops","1 . 34"
361,137,1,1,NA,8,2.66878e-05,"pollinator","Eristalis_tenax","1 . 1"
362,137,1,7,NA,10,8.46817e-05,"pollinator","Eristalis_tenax","1 . 7"
363,138,1,6,NA,9,3.7538e-05,"pollinator","Estheria_simonyi","1 . 6"
364,138,1,6,NA,10,0.000596748,"pollinator","Estheria_simonyi","1 . 6"
365,138,1,6,NA,11,0.000257883,"pollinator","Estheria_simonyi","1 . 6"
366,138,1,6,NA,12,0.000625225,"pollinator","Estheria_simonyi","1 . 6"
367,138,1,6,NA,13,0.000974226,"pollinator","Estheria_simonyi","1 . 6"
368,138,1,6,NA,14,0.00602697,"pollinator","Estheria_simonyi","1 . 6"
369,139,1,18,NA,5,6.6136e-05,"pollinator","Eucera_gracilipes","1 . 18"
370,139,1,11,NA,10,0.000405154,"pollinator","Eucera_gracilipes","1 . 11"
371,139,1,6,NA,13,0.0006509,"pollinator","Eucera_gracilipes","1 . 6"
372,140,1,3,2,8,6.55877e-05,"pollinator","Euderus_sp.","1 . 3"
373,140,1,3,2,10,0.000302072,"pollinator","Euderus_sp.","1 . 3"
374,140,1,3,2,14,0.00156654,"pollinator","Euderus_sp.","1 . 3"
375,141,1,2,NA,9,0.000113079,"pollinator","Eumerus_latitarsis","1 . 2"
376,141,1,2,NA,10,0.000332051,"pollinator","Eumerus_latitarsis","1 . 2"
377,141,1,2,NA,11,0.000739223,"pollinator","Eumerus_latitarsis","1 . 2"
378,141,1,2,NA,12,0.00167141,"pollinator","Eumerus_latitarsis","1 . 2"
379,141,1,2,NA,13,0.000746674,"pollinator","Eumerus_latitarsis","1 . 2"
380,141,1,2,NA,14,0.00395455,"pollinator","Eumerus_latitarsis","1 . 2"
381,142,1,2,NA,10,0.000166919,"pollinator","Eumerus_nivariae","1 . 2"
382,143,1,4,NA,7,4.48146e-05,"pollinator","Eupelmus_sp.","1 . 4"
383,143,1,9,NA,12,0.000155563,"pollinator","Eupelmus_sp.","1 . 9"
384,144,1,5,NA,12,9.22222e-05,"pollinator","Eupelmus_testaceiventris","1 . 5"
385,145,1,24,NA,4,0.000106206,"pollinator","Eurytoma_sp._1","1 . 24"
386,145,1,4,NA,7,0.00015108,"pollinator","Eurytoma_sp._1","1 . 4"
387,146,1,4,NA,3,8.80573e-06,"pollinator","Eurytoma_sp._2","1 . 4"
388,146,1,3,1,12,0.000125547,"pollinator","Eurytoma_sp._2","1 . 3"
389,147,1,2,NA,2,1.4903e-05,"pollinator","Eurytoma_sp._3","1 . 2"
390,148,1,1,NA,12,8.43465e-05,"pollinator","Exetastes_segmentarius","1 . 1"
391,149,1,18,NA,5,1.46967e-05,"pollinator","Exhyalanthrax_canarionae","1 . 18"
392,150,1,1,NA,8,3.3726e-05,"pollinator","Fannia_sp.","1 . 1"
393,151,1,18,NA,5,1.46967e-05,"pollinator","Gasteruption_sp.","1 . 18"
394,152,1,1,NA,9,9.13104e-06,"pollinator","Geometridae_sp.","1 . 1"
395,153,1,4,NA,4,2.79031e-05,"pollinator","Geometridae_sp._2","1 . 4"
396,154,1,33,NA,8,0.000129122,"pollinator","Gnaphosidae_sp._1","1 . 33"
397,155,1,26,NA,4,0.000213482,"pollinator","Goniozus_sp.","1 . 26"
398,156,1,4,NA,11,0.000196196,"pollinator","Halictus_fulvipes","1 . 4"
399,157,1,7,NA,8,1.1376e-05,"pollinator","Holepyris_sp.","1 . 7"
400,158,1,16,NA,10,0.000190644,"pollinator","Hylaeus_ater","1 . 16"
401,159,1,18,NA,5,5.87867e-05,"pollinator","Hylaeus_hohmanni","1 . 18"
402,159,1,18,NA,6,0.000308661,"pollinator","Hylaeus_hohmanni","1 . 18"
403,160,1,2,NA,1,3.15678e-06,"pollinator","Hylaeus_sp.","1 . 2"
404,160,1,4,NA,2,0.00014726,"pollinator","Hylaeus_sp.","1 . 4"
405,161,2,4,NA,1,7.1457e-05,"pollinator","Hym._Waiting<85>.","2 . 4"
406,162,1,14,NA,13,0.000438321,"pollinator","Lasioglossum_arctifrons","1 . 14"
407,163,1,10,NA,3,8.80573e-06,"pollinator","Lasioglossum_loetum","1 . 10"
408,163,1,10,NA,5,0.000157739,"pollinator","Lasioglossum_loetum","1 . 10"
409,163,1,10,NA,6,0.000303041,"pollinator","Lasioglossum_loetum","1 . 10"
410,163,1,10,NA,8,0.000172606,"pollinator","Lasioglossum_loetum","1 . 10"
411,163,1,10,NA,9,0.000236087,"pollinator","Lasioglossum_loetum","1 . 10"
412,163,1,10,NA,10,0.000656455,"pollinator","Lasioglossum_loetum","1 . 10"
413,163,1,10,NA,11,0.000738964,"pollinator","Lasioglossum_loetum","1 . 10"
414,163,1,10,NA,12,0.0032402,"pollinator","Lasioglossum_loetum","1 . 10"
415,163,1,10,NA,13,0.00204037,"pollinator","Lasioglossum_loetum","1 . 10"
416,163,1,10,NA,14,0.00712529,"pollinator","Lasioglossum_loetum","1 . 10"
417,164,1,4,NA,2,0.000162661,"pollinator","Lasioglossum_phoenicurum","1 . 4"
418,165,1,4,NA,5,0.000107279,"pollinator","Lasioglossum_viride","1 . 4"
419,165,1,4,NA,6,0.000493063,"pollinator","Lasioglossum_viride","1 . 4"
420,165,1,4,NA,7,0.000273595,"pollinator","Lasioglossum_viride","1 . 4"
421,165,1,4,NA,8,0.000431831,"pollinator","Lasioglossum_viride","1 . 4"
422,165,1,4,NA,9,0.000653235,"pollinator","Lasioglossum_viride","1 . 4"
423,165,1,4,NA,10,0.00143647,"pollinator","Lasioglossum_viride","1 . 4"
424,165,1,4,NA,11,0.00170501,"pollinator","Lasioglossum_viride","1 . 4"
425,165,1,4,NA,12,0.00882005,"pollinator","Lasioglossum_viride","1 . 4"
426,165,1,4,NA,13,0.00322319,"pollinator","Lasioglossum_viride","1 . 4"
427,165,1,1,NA,14,0.0118546,"pollinator","Lasioglossum_viride","1 . 1"
428,166,1,11,NA,9,4.50926e-05,"pollinator","Leptochilus_cruentatus","1 . 11"
429,166,1,11,NA,10,0.000570443,"pollinator","Leptochilus_cruentatus","1 . 11"
430,167,1,2,NA,8,2.06687e-05,"pollinator","Leptochilus_eatoni","1 . 2"
431,167,1,3,2,9,8.16527e-05,"pollinator","Leptochilus_eatoni","1 . 3"
432,168,1,8,NA,4,0.000120908,"pollinator","Leptochilus_fortunatus","1 . 8"
433,169,1,1,NA,13,5.59892e-05,"pollinator","Linnaemyia_soror","1 . 1"
434,170,1,15,NA,1,0.000320099,"pollinator","Lucilia_sericata","1 . 15"
435,170,1,15,NA,2,0.000257815,"pollinator","Lucilia_sericata","1 . 15"
436,170,1,15,NA,3,0.00018091,"pollinator","Lucilia_sericata","1 . 15"
437,170,1,15,NA,4,0.000363071,"pollinator","Lucilia_sericata","1 . 15"
438,170,1,15,NA,5,0.000291682,"pollinator","Lucilia_sericata","1 . 15"
439,170,1,15,NA,6,0.000436722,"pollinator","Lucilia_sericata","1 . 15"
440,170,1,15,NA,7,0.000406797,"pollinator","Lucilia_sericata","1 . 15"
441,170,1,15,NA,8,0.000815524,"pollinator","Lucilia_sericata","1 . 15"
442,170,1,15,NA,12,0.00151608,"pollinator","Lucilia_sericata","1 . 15"
443,170,1,15,NA,13,0.00105089,"pollinator","Lucilia_sericata","1 . 15"
444,170,1,1,NA,14,0.00426513,"pollinator","Lucilia_sericata","1 . 1"
445,171,1,2,NA,1,4.73517e-05,"pollinator","Lucilia_sp._1","1 . 2"
446,172,2,3,NA,2,0.000464316,"pollinator","Macrocoma_cf._henoni","2 . 3"
447,173,1,1,NA,7,9.13436e-06,"pollinator","Macrocoma_splendens","1 . 1"
448,174,1,9,NA,5,9.39983e-06,"pollinator","Macroglossum_stellatarum","1 . 9"
449,175,1,9,NA,9,2.25641e-05,"pollinator","Malthinus_mutabilis","1 . 9"
450,175,1,2,NA,10,0.000134958,"pollinator","Malthinus_mutabilis","1 . 2"
451,176,1,14,NA,7,9.13436e-06,"pollinator","Megachile_canariensis","1 . 14"
452,176,1,14,NA,13,0.000480716,"pollinator","Megachile_canariensis","1 . 14"
453,177,1,1,NA,11,5.88154e-05,"pollinator","Megaselia_sp._1","1 . 1"
454,178,1,4,NA,10,0.000910425,"pollinator","Megaselia_sp._2","1 . 4"
455,179,1,18,NA,5,1.46967e-05,"pollinator","Melecta_curvispina","1 . 18"
456,180,2,4,NA,1,7.1457e-05,"pollinator","Melecta_sp.","2 . 4"
457,181,1,11,NA,9,0.000125606,"pollinator","Meligethes_canariensis","1 . 11"
458,181,1,11,NA,10,0.000727266,"pollinator","Meligethes_canariensis","1 . 11"
459,182,1,28,NA,8,0.000293793,"pollinator","Meligethes_cf._canariensis","1 . 28"
460,183,1,2,NA,3,3.28193e-06,"pollinator","Milichiidae_sp.","1 . 2"
461,184,1,2,NA,10,1.61178e-05,"pollinator","Minotetrastichus_sp.","1 . 2"
462,185,1,16,NA,8,6.99257e-05,"pollinator","Monomorium_subopacum","1 . 16"
463,186,1,1,NA,8,2.66878e-05,"pollinator","Mordellistena_cf._canariensis","1 . 1"
464,187,1,20,NA,1,6.31356e-06,"pollinator","Musca_domestica","1 . 20"
465,187,1,20,NA,2,9.39679e-05,"pollinator","Musca_domestica","1 . 20"
466,187,1,20,NA,5,0.000181703,"pollinator","Musca_domestica","1 . 20"
467,187,1,20,NA,6,0.00026637,"pollinator","Musca_domestica","1 . 20"
468,187,1,20,NA,7,0.000212907,"pollinator","Musca_domestica","1 . 20"
469,187,1,20,NA,8,0.000552723,"pollinator","Musca_domestica","1 . 20"
470,187,1,20,NA,9,0.000393133,"pollinator","Musca_domestica","1 . 20"
471,187,1,20,NA,10,0.000730985,"pollinator","Musca_domestica","1 . 20"
472,187,1,20,NA,11,0.000671555,"pollinator","Musca_domestica","1 . 20"
473,187,1,20,NA,12,0.00113259,"pollinator","Musca_domestica","1 . 20"
474,188,1,2,NA,2,1.4903e-05,"pollinator","Musca_osiris","1 . 2"
475,188,1,5,NA,3,4.62319e-05,"pollinator","Musca_osiris","1 . 5"
476,189,1,2,NA,1,9.37357e-06,"pollinator","Musca_sorbens","1 . 2"
477,189,1,2,NA,2,0.000126149,"pollinator","Musca_sorbens","1 . 2"
478,190,1,7,NA,10,3.39503e-05,"pollinator","Myathropa_florea","1 . 7"
479,190,1,1,NA,13,0.000247508,"pollinator","Myathropa_florea","1 . 1"
480,190,1,1,NA,14,0.00452966,"pollinator","Myathropa_florea","1 . 1"
481,191,1,1,NA,13,0.000111978,"pollinator","Mycetophilidae_sp._1","1 . 1"
482,192,1,3,2,7,0.000126438,"pollinator","Myopites_nigrescens","1 . 3"
483,192,1,3,2,8,0.00056438,"pollinator","Myopites_nigrescens","1 . 3"
484,192,1,3,2,11,0.000261235,"pollinator","Myopites_nigrescens","1 . 3"
485,192,1,3,2,12,0.000647585,"pollinator","Myopites_nigrescens","1 . 3"
486,192,1,3,2,14,0.0126564,"pollinator","Myopites_nigrescens","1 . 3"
487,193,1,1,NA,10,1.8481e-05,"pollinator","Neodryophilus_cryptophagoides","1 . 1"
488,193,1,1,NA,14,0.000716364,"pollinator","Neodryophilus_cryptophagoides","1 . 1"
489,194,2,1,NA,1,0.000153989,"pollinator","Nomioides_deceptor","2 . 1"
490,194,2,1,NA,2,0.00331466,"pollinator","Nomioides_deceptor","2 . 1"
491,195,1,28,NA,8,0.000293793,"pollinator","Nomioides_fortunatus","1 . 28"
492,196,1,8,NA,2,0.00011192,"pollinator","Nomioides_sp.","1 . 8"
493,197,1,9,NA,3,3.28193e-06,"pollinator","Nyctia_lugubris","1 . 9"
494,197,1,9,NA,11,5.98996e-05,"pollinator","Nyctia_lugubris","1 . 9"
495,197,1,9,NA,12,0.000280905,"pollinator","Nyctia_lugubris","1 . 9"
496,198,1,4,NA,1,1.20277e-05,"pollinator","Ormyrus_sp._1","1 . 4"
497,199,1,32,NA,5,0.000105396,"pollinator","Oscinella_sp._1","1 . 32"
498,199,1,32,NA,6,0.000171857,"pollinator","Oscinella_sp._1","1 . 32"
499,199,1,32,NA,7,0.000142858,"pollinator","Oscinella_sp._1","1 . 32"
500,199,1,32,NA,8,0.00030272,"pollinator","Oscinella_sp._1","1 . 32"
501,200,1,2,NA,8,4.13374e-05,"pollinator","Oscinella_sp._2","1 . 2"
502,201,1,26,NA,4,0.000213482,"pollinator","Oscinimorpha_sp.","1 . 26"
503,202,1,31,NA,6,0.000465951,"pollinator","Osmia_canaria","1 . 31"
504,202,1,14,NA,13,0.00057687,"pollinator","Osmia_canaria","1 . 14"
505,203,1,4,NA,6,5.37571e-05,"pollinator","Osmia_latreillei","1 . 4"
506,203,1,4,NA,12,0.000311016,"pollinator","Osmia_latreillei","1 . 4"
507,204,1,7,NA,8,2.27521e-05,"pollinator","Oxyopes_cf._kraepelinorum","1 . 7"
508,205,1,2,NA,11,2.659e-05,"pollinator","Oxyopes_kraepelinorum","1 . 2"
509,206,1,4,NA,2,3.63002e-05,"pollinator","Paragus_tibialis","1 . 4"
510,206,1,4,NA,3,5.50819e-05,"pollinator","Paragus_tibialis","1 . 4"
511,207,1,1,NA,11,0.000141403,"pollinator","Paratrechina_longicornis","1 . 1"
512,207,1,1,NA,14,0.000775079,"pollinator","Paratrechina_longicornis","1 . 1"
513,208,1,12,NA,14,0.00155546,"pollinator","Perilampus_sp._1","1 . 12"
514,209,1,1,NA,13,5.59892e-05,"pollinator","Perilampus_sp._2","1 . 1"
515,210,1,2,NA,4,4.4263e-06,"pollinator","Phalacrus_coruscus","1 . 2"
516,210,1,3,1,14,0.00133394,"pollinator","Phalacrus_coruscus","1 . 3"
517,211,1,12,NA,6,2.25246e-05,"pollinator","Phthiria_simonyi","1 . 12"
518,211,1,12,NA,9,0.00010993,"pollinator","Phthiria_simonyi","1 . 12"
519,211,1,12,NA,10,0.00033342,"pollinator","Phthiria_simonyi","1 . 12"
520,211,1,12,NA,14,0.000935608,"pollinator","Phthiria_simonyi","1 . 12"
521,212,1,41,NA,2,7.45151e-06,"pollinator","Physiphora_alceae","1 . 41"
522,212,1,41,NA,7,5.01514e-05,"pollinator","Physiphora_alceae","1 . 41"
523,213,1,40,NA,7,9.13436e-06,"pollinator","Phyto_discrepans","1 . 40"
524,213,1,40,NA,8,0.000163827,"pollinator","Phyto_discrepans","1 . 40"
525,214,1,2,NA,3,3.28193e-06,"pollinator","Phyto_nigrobarbata","1 . 2"
526,215,1,4,NA,6,0.000110413,"pollinator","Pieris_rapae","1 . 4"
527,215,1,4,NA,11,0.000114629,"pollinator","Pieris_rapae","1 . 4"
528,215,1,4,NA,12,0.000481259,"pollinator","Pieris_rapae","1 . 4"
529,216,1,5,NA,1,0.000237416,"pollinator","Plagiolepis_schmitzii","1 . 5"
530,216,1,5,NA,2,0.000208282,"pollinator","Plagiolepis_schmitzii","1 . 5"
531,216,1,5,NA,3,0.000601843,"pollinator","Plagiolepis_schmitzii","1 . 5"
532,216,1,5,NA,4,0.00111847,"pollinator","Plagiolepis_schmitzii","1 . 5"
533,216,1,5,NA,8,0.000449713,"pollinator","Plagiolepis_schmitzii","1 . 5"
534,216,1,5,NA,11,0.00100018,"pollinator","Plagiolepis_schmitzii","1 . 5"
535,216,1,5,NA,12,0.00551949,"pollinator","Plagiolepis_schmitzii","1 . 5"
536,217,1,5,NA,5,3.02586e-05,"pollinator","Plagiolepis_sp._2","1 . 5"
537,217,1,5,NA,6,0.00014359,"pollinator","Plagiolepis_sp._2","1 . 5"
538,217,1,5,NA,7,0.000145576,"pollinator","Plagiolepis_sp._2","1 . 5"
539,217,1,5,NA,8,0.000963156,"pollinator","Plagiolepis_sp._2","1 . 5"
540,217,1,5,NA,9,0.00044594,"pollinator","Plagiolepis_sp._2","1 . 5"
541,217,1,5,NA,10,0.00148143,"pollinator","Plagiolepis_sp._2","1 . 5"
542,218,1,5,NA,7,7.38817e-06,"pollinator","Platypalpus_sp.","1 . 5"
543,218,1,5,NA,10,9.37169e-05,"pollinator","Platypalpus_sp.","1 . 5"
544,219,1,2,NA,4,4.4263e-06,"pollinator","Platypalpus_sp._1","1 . 2"
545,219,1,5,NA,11,6.26007e-05,"pollinator","Platypalpus_sp._1","1 . 5"
546,220,1,1,NA,8,2.66878e-05,"pollinator","Platypalpus_sp._2","1 . 1"
547,221,2,6,NA,2,9.32586e-05,"pollinator","Podalonia_sp.","2 . 6"
548,222,2,1,NA,2,0.000235067,"pollinator","Proconura_sp._1","2 . 1"
549,223,1,4,NA,3,8.80573e-06,"pollinator","Proconura_sp._2","1 . 4"
550,224,1,7,NA,9,2.55206e-05,"pollinator","Pteromalus_sp._1","1 . 7"
551,225,1,4,NA,1,1.20277e-05,"pollinator","Pteromalus_sp._2","1 . 4"
552,225,1,4,NA,3,0.000102252,"pollinator","Pteromalus_sp._2","1 . 4"
553,225,1,4,NA,4,0.000227652,"pollinator","Pteromalus_sp._2","1 . 4"
554,226,1,3,2,7,2.80071e-05,"pollinator","Pteromalus_sp._3","1 . 3"
555,226,1,3,2,14,0.00222958,"pollinator","Pteromalus_sp._3","1 . 3"
556,227,1,7,NA,8,4.55042e-05,"pollinator","Pteromalus_sp._4","1 . 7"
557,227,1,7,NA,9,8.07003e-05,"pollinator","Pteromalus_sp._4","1 . 7"
558,228,1,2,NA,14,0.000834715,"pollinator","Rondania_insularis","1 . 2"
559,229,1,2,NA,4,8.85259e-06,"pollinator","Sapromyza_sp.","1 . 2"
560,230,2,9,NA,1,3.15678e-06,"pollinator","Sarcophaga_sp._1","2 . 9"
561,230,2,1,NA,2,0.000157664,"pollinator","Sarcophaga_sp._1","2 . 1"
562,231,2,1,NA,2,7.83556e-05,"pollinator","Sarcophagidae_sp.","2 . 1"
563,232,1,2,NA,1,1.26271e-05,"pollinator","Sarcophagidae_sp._2","1 . 2"
564,232,1,2,NA,2,9.74587e-05,"pollinator","Sarcophagidae_sp._2","1 . 2"
565,233,1,2,NA,14,0.000834715,"pollinator","Sarcophagidae_sp._3","1 . 2"
566,234,1,23,NA,3,0.000188842,"pollinator","Sarcophagidae_sp._4","1 . 23"
567,234,1,23,NA,4,0.000242181,"pollinator","Sarcophagidae_sp._4","1 . 23"
568,235,1,27,NA,3,5.90748e-05,"pollinator","Sarcophagidae_sp._5","1 . 27"
569,235,1,27,NA,4,0.000134346,"pollinator","Sarcophagidae_sp._5","1 . 27"
570,235,1,27,NA,5,0.000108479,"pollinator","Sarcophagidae_sp._5","1 . 27"
571,235,1,27,NA,6,0.00027919,"pollinator","Sarcophagidae_sp._5","1 . 27"
572,235,1,27,NA,7,0.00024793,"pollinator","Sarcophagidae_sp._5","1 . 27"
573,235,1,27,NA,8,0.000469007,"pollinator","Sarcophagidae_sp._5","1 . 27"
574,235,1,27,NA,12,0.000542726,"pollinator","Sarcophagidae_sp._5","1 . 27"
575,236,1,4,NA,3,8.80573e-06,"pollinator","Sarcophagidae_sp._6","1 . 4"
576,236,1,4,NA,4,0.000147326,"pollinator","Sarcophagidae_sp._6","1 . 4"
577,237,1,2,NA,2,5.21606e-05,"pollinator","Sarcophagidae_sp._7","1 . 2"
578,238,1,30,NA,7,4.6506e-05,"pollinator","Sarcophagidae_sp._8","1 . 30"
579,238,1,30,NA,8,0.000142928,"pollinator","Sarcophagidae_sp._8","1 . 30"
580,238,1,30,NA,11,0.0002686,"pollinator","Sarcophagidae_sp._8","1 . 30"
581,238,1,30,NA,12,0.00042858,"pollinator","Sarcophagidae_sp._8","1 . 30"
582,239,1,18,NA,5,1.46967e-05,"pollinator","Scaeva_albomaculata","1 . 18"
583,239,1,18,NA,6,0.000155632,"pollinator","Scaeva_albomaculata","1 . 18"
584,239,1,13,NA,12,0.000770549,"pollinator","Scaeva_albomaculata","1 . 13"
585,239,1,13,NA,13,0.000382875,"pollinator","Scaeva_albomaculata","1 . 13"
586,240,1,2,NA,3,3.28193e-06,"pollinator","Scaptomyza_sp._2","1 . 2"
587,241,1,7,NA,7,1.65127e-05,"pollinator","Scenopinus_sp.","1 . 7"
588,241,1,7,NA,8,0.000123582,"pollinator","Scenopinus_sp.","1 . 7"
589,241,1,7,NA,10,0.000154314,"pollinator","Scenopinus_sp.","1 . 7"
590,242,1,22,NA,1,0.000211149,"pollinator","Sciaridae_sp.","1 . 22"
591,242,1,22,NA,2,0.00038767,"pollinator","Sciaridae_sp.","1 . 22"
592,242,1,22,NA,3,0.000182783,"pollinator","Sciaridae_sp.","1 . 22"
593,242,1,22,NA,4,0.000488613,"pollinator","Sciaridae_sp.","1 . 22"
594,242,1,22,NA,9,0.000338908,"pollinator","Sciaridae_sp.","1 . 22"
595,242,1,22,NA,10,0.000560638,"pollinator","Sciaridae_sp.","1 . 22"
596,242,1,22,NA,14,0.00124714,"pollinator","Sciaridae_sp.","1 . 22"
597,243,1,14,NA,8,8.28979e-05,"pollinator","Sciaridae_sp._1","1 . 14"
598,243,1,14,NA,11,0.000119252,"pollinator","Sciaridae_sp._1","1 . 14"
599,243,1,14,NA,12,0.000258132,"pollinator","Sciaridae_sp._1","1 . 14"
600,243,1,14,NA,13,0.00065237,"pollinator","Sciaridae_sp._1","1 . 14"
601,244,1,5,NA,1,9.18002e-05,"pollinator","Sciaridae_sp._4","1 . 5"
602,244,1,5,NA,2,0.000228215,"pollinator","Sciaridae_sp._4","1 . 5"
603,245,1,1,NA,11,2.94077e-05,"pollinator","Scymnus_canariensis","1 . 1"
604,246,1,5,NA,5,8.95155e-06,"pollinator","Sepsis_sp.","1 . 5"
605,247,1,2,NA,8,2.06687e-05,"pollinator","Sibinia_sericea","1 . 2"
606,248,1,3,1,14,0.00259128,"pollinator","Spathulina_sicula","1 . 3"
607,249,1,25,NA,7,4.29383e-05,"pollinator","Sphaeniscus_filiolus","1 . 25"
608,250,1,4,NA,2,3.63002e-05,"pollinator","Sphecidae_sp.","1 . 4"
609,251,1,2,NA,6,5.59383e-06,"pollinator","Stenoselma_sp.","1 . 2"
610,252,1,25,NA,7,4.29383e-05,"pollinator","Stomorhina_lunata","1 . 25"
611,253,1,39,NA,7,1.43017e-05,"pollinator","Synthesomyia_nudiseta","1 . 39"
612,253,1,39,NA,8,0.000165935,"pollinator","Synthesomyia_nudiseta","1 . 39"
613,254,1,11,NA,8,1.1376e-05,"pollinator","Syritta_pipiens","1 . 11"
614,254,1,11,NA,9,5.89589e-05,"pollinator","Syritta_pipiens","1 . 11"
615,254,1,11,NA,10,0.00123996,"pollinator","Syritta_pipiens","1 . 11"
616,254,1,1,NA,14,0.00110996,"pollinator","Syritta_pipiens","1 . 1"
617,255,1,7,NA,11,0.000488546,"pollinator","Tachina_canariensis","1 . 7"
618,255,1,7,NA,12,0.00135677,"pollinator","Tachina_canariensis","1 . 7"
619,255,1,7,NA,13,0.000577046,"pollinator","Tachina_canariensis","1 . 7"
620,256,1,2,NA,2,7.45151e-06,"pollinator","Tachinidae_sp._1","1 . 2"
621,257,1,2,NA,3,3.28193e-06,"pollinator","Tachyagetes_aemulans","1 . 2"
622,258,1,5,NA,1,0.000238633,"pollinator","Tapinoma_nigerrimum","1 . 5"
623,258,1,5,NA,2,0.00102514,"pollinator","Tapinoma_nigerrimum","1 . 5"
624,259,1,4,NA,2,7.26004e-05,"pollinator","Tephritidae_sp._1","1 . 4"
625,260,1,5,NA,9,1.596e-05,"pollinator","Tethina_marmorata","1 . 5"
626,261,2,2,NA,1,0.000355466,"pollinator","Tethinidae_sp._1","2 . 2"
627,262,2,2,NA,1,0.000426559,"pollinator","Tethinidae_sp._2","2 . 2"
628,262,2,2,NA,2,0.000302852,"pollinator","Tethinidae_sp._2","2 . 2"
629,263,1,2,NA,4,4.4263e-06,"pollinator","Tethinidae_sp._3","1 . 2"
630,264,1,17,3,3,0.000201183,"pollinator","Tetramesa_sp.","1 . 17"
631,264,1,17,3,4,0.00020561,"pollinator","Tetramesa_sp.","1 . 17"
632,265,1,9,NA,13,6.42559e-05,"pollinator","Thaumatomyia_notata","1 . 9"
633,265,1,9,NA,14,0.00268459,"pollinator","Thaumatomyia_notata","1 . 9"
634,266,1,16,NA,7,0.000637521,"pollinator","Themnothorax_hesperius","1 . 16"
635,266,1,16,NA,8,0.00096784,"pollinator","Themnothorax_hesperius","1 . 16"
636,266,1,16,NA,9,0.000360959,"pollinator","Themnothorax_hesperius","1 . 16"
