"layer_from","layer_to","ave_distance","turnover","trial_num"
"1","6",437370.16816,0.0625,8
"2","2",67.363151,1,8
"2","3",190469.9744,0.7,8
"2","4east",284224.026212,0.740740740740741,8
"2","4west",336989.949113333,0.111111111111111,8
"2","5",376925.9507,0.0789473684210526,8
"2","6",455709.7711,0.0645161290322581,8
"3","3",95.95512,1,8
"3","4east",116457.800163636,0.703703703703704,8
"3","4west",173807.866964286,0.114285714285714,8
"3","5",200260.80475,0.0810810810810811,8
"3","6",274339.1877,0.0666666666666667,8
"4east","4east",95.901643,1,8
"4east","4west",57420.7353875,0.129032258064516,8
"4east","5",92999.56344,0.0909090909090909,8
"4east","6",172763.448,0.0769230769230769,8
"4west","4west",176.725963,1,8
"4west","5",52686.1750652632,0.611111111111111,8
"4west","6",129346.1261,0.4,8
"5","5",70.701802,1,8
"5","6",80108.969580303,0.466666666666667,8
"6","6",93.399466,1,8
"1","1",505.679714,1,9
"1","2",305291.768721429,0.67741935483871,9
"1","3",244295.019537209,0.65625,9
"1","4east",339391.10386,0.551724137931034,9
"1","4west",389083.266453333,0.142857142857143,9
"1","5",390005.84122,0.121951219512195,9
"1","6",437342.351033333,0.0625,9
"2","2",67.363151,1,9
"2","3",190474.707111111,0.689655172413793,9
"2","4east",284228.113441667,0.64,9
"2","4west",336996.829875,0.157894736842105,9
"2","5",376896.07063,0.135135135135135,9
"2","6",455667.676266667,0.0714285714285714,9
"3","3",95.95512,1,9
"3","4east",116461.642252,0.68,9
"3","4west",173813.802963158,0.153846153846154,9
"3","5",200273.0646875,0.131578947368421,9
"3","6",274326.462175,0.0689655172413793,9
"4east","4east",95.901643,1,9
"4east","4west",57417.5424952632,0.193548387096774,9
"4east","5",93003.447654,0.166666666666667,9
"4east","6",172755.75895,0.0952380952380952,9
"4west","4west",176.725963,1,9
"4west","5",52699.23746,0.727272727272727,9
"4west","6",129355.089835294,0.238095238095238,9
"5","5",70.701802,1,9
"5","6",80110.1952275758,0.333333333333333,9
"6","6",93.399466,1,9
"1","1",505.679714,1,10
"1","2",305280.950247619,0.709677419354839,10
"1","3",244290.313703922,0.793103448275862,10
"1","4east",339386.114759574,0.655172413793103,10
"1","4west",389087.317281818,0.162162162162162,10
"1","5",390010.197614286,0.0833333333333333,10
"1","6",437325.89095,0.032258064516129,10
"2","2",67.363151,1,10
"2","3",190472.285186667,0.645161290322581,10
"2","4east",284226.805377778,0.620689655172414,10
"2","4west",336994.816990476,0.166666666666667,10
"2","5",376890.327485714,0.0857142857142857,10
"2","6",455649.74205,0.0333333333333333,10
"3","3",95.95512,1,10
"3","4east",116463.560814894,0.703703703703704,10
"3","4west",173816.816295652,0.171428571428571,10
"3","5",200273.575871429,0.0882352941176471,10
"3","6",274313.73665,0.0344827586206897,10
"4east","4east",95.901643,1,10
"4east","4west",57419.2899073913,0.193548387096774,10
"4east","5",92973.865536,0.1,10
"4east","6",172702.2428,0.04,10
"4west","4west",176.725963,1,10
"4west","5",52692.1653229167,0.555555555555556,10
"4west","6",129338.797381818,0.3125,10
"5","5",70.701802,1,10
"5","6",80108.7456547619,0.416666666666667,10
"6","6",93.399466,1,10
"1","1",505.679714,1,11
"1","2",305266.017204878,0.642857142857143,11
"1","3",244274.264882051,0.592592592592593,11
"1","4east",339375.660787805,0.555555555555556,11
"1","4west",389068.575583333,0.0285714285714286,11
"2","2",67.363151,1,11
"2","3",190479.716221622,0.625,11
"2","4east",284228.6947,0.583333333333333,11
"2","4west",336979.522353333,0.032258064516129,11
"3","3",95.95512,1,11
"3","4east",116463.7743625,0.590909090909091,11
"3","4west",173805.278184615,0.0357142857142857,11
"4east","4east",95.901643,1,11
"4east","4west",57407.1130473333,0.037037037037037,11
"4west","4west",176.725963,1,11
"4west","5",52681.27399625,0.769230769230769,11
"4west","6",129361.39592,0.25,11
"5","5",70.701802,1,11
"5","6",80110.1638784211,0.333333333333333,11
"6","6",93.399466,1,11
"1","1",505.679714,1,12
"1","2",305292.826207692,0.866666666666667,12
"1","3",244299.307653488,0.666666666666667,12
"1","4east",339388.870865217,0.483870967741935,12
"1","4west",389080.58806,0.0444444444444444,12
"1","5",389998.091,0.0227272727272727,12
"2","2",67.363151,1,12
"2","3",190478.150533333,0.777777777777778,12
"2","4east",284233.177729412,0.571428571428571,12
"2","4west",336985.042853846,0.0465116279069767,12
"2","5",376909.83265,0.0238095238095238,12
"3","3",95.95512,1,12
"3","4east",116462.909190909,0.652173913043478,12
"3","4west",173801.546915385,0.0540540540540541,12
"3","5",200296.3813,0.0277777777777778,12
"4east","4east",95.901643,1,12
"4east","4west",57406.109165,0.0606060606060606,12
"4east","5",93018.98451,0.03125,12
"4west","5",52665.1623447826,0.619047619047619,12
"4west","6",129325.239393333,0.277777777777778,12
"5","5",70.701802,1,12
"5","6",80112.6285755556,0.3125,12
"6","6",93.399466,1,12
"1","1",505.679714,1,13
"1","2",305249.9643725,0.636363636363636,13
"1","3",244275.107784444,0.645161290322581,13
"1","4east",339383.476316667,0.59375,13
"1","4west",389078.326223529,0.121951219512195,13
"1","5",390002.749425,0.1,13
"1","6",437328.014925,0.0588235294117647,13
"2","2",67.363151,1,13
"2","3",190476.558746341,0.814814814814815,13
"2","4east",284230.250892683,0.633333333333333,13
"2","4west",336985.46376,0.128205128205128,13
"2","5",376884.5711,0.105263157894737,13
"2","6",455646.62885,0.0625,13
"3","3",95.95512,1,13
"3","4east",116461.562273171,0.642857142857143,13
"3","4west",173810.34181875,0.138888888888889,13
"3","5",200272.6636,0.114285714285714,13
"3","6",274333.154866667,0.0689655172413793,13
"4east","4east",95.901643,1,13
"4east","4west",57416.4536066667,0.138888888888889,13
"4east","5",93006.03713,0.114285714285714,13
"4east","6",172755.75895,0.0689655172413793,13
"4west","4west",176.725963,1,13
"4west","5",52686.6587588889,0.888888888888889,13
"4west","6",129346.830359091,0.368421052631579,13
"5","5",70.701802,1,13
"5","6",80106.5148687879,0.411764705882353,13
"6","6",93.399466,1,13
"1","1",505.679714,1,14
"1","2",305244.214231707,0.636363636363636,14
"1","3",244279.320436735,0.733333333333333,14
"1","4east",339386.365023404,0.483870967741935,14
"1","4west",389084.384255556,0.157894736842105,14
"1","5",390010.197614286,0.138888888888889,14
"1","6",437357.39055,0.0645161290322581,14
"2","2",67.363151,1,14
"2","3",190479.125578261,0.733333333333333,14
"2","4east",284226.830391304,0.586206896551724,14
"2","4west",337004.86128,0.157894736842105,14
"2","5",376904.452928571,0.138888888888889,14
"2","6",455691.13984,0.0645161290322581,14
"3","3",95.95512,1,14
"3","4east",116458.655324,0.517241379310345,14
"3","4west",173824.1962625,0.166666666666667,14
"3","5",200271.0999,0.147058823529412,14
"3","6",274344.093233333,0.0689655172413793,14
"4east","4east",95.901643,1,14
"4east","4west",57431.1322022727,0.241379310344828,14
"4east","5",92992.292872,0.222222222222222,14
"4east","6",172755.82176,0.136363636363636,14
"4west","4west",176.725963,1,14
"4west","5",52699.2417758333,0.722222222222222,14
"4west","6",129358.9617,0.352941176470588,14
"5","5",70.701802,1,14
"5","6",80106.6323459259,0.333333333333333,14
"6","6",93.399466,1,14
"1","1",505.679714,1,15
"1","2",305243.213064103,0.5625,15
"1","3",244304.422638462,0.655172413793103,15
"1","4east",339389.309420833,0.5625,15
"1","4west",389085.95964,0.111111111111111,15
"1","5",390008.86975,0.0789473684210526,15
"1","6",437325.89095,0.0285714285714286,15
"2","2",67.363151,1,15
"2","3",190473.30749697,0.5,15
"2","4east",284223.742273171,0.517241379310345,15
"2","4west",336977.27965,0.0303030303030303,15
"3","3",95.95512,1,15
"3","4east",116462.105597674,0.615384615384615,15
"3","4west",173817.26699375,0.142857142857143,15
"3","5",200274.260075,0.1,15
"3","6",274313.73665,0.037037037037037,15
"4east","4east",95.901643,1,15
"4east","4west",57417.5424952632,0.133333333333333,15
"4east","5",92999.56344,0.09375,15
"4east","6",172740.38085,0.0344827586206897,15
"4west","5",52666.581325,0.785714285714286,15
"4west","6",129325.239393333,0.538461538461538,15
"5","5",70.701802,1,15
"5","6",80111.3828283333,0.615384615384615,15
"6","6",93.399466,1,15
"1","1",505.679714,1,16
"1","2",305230.534925,0.685714285714286,16
"1","3",244262.625027907,0.696969696969697,16
"1","4east",339378.51062,0.606060606060606,16
"1","4west",389080.750275,0.125,16
"1","5",390008.86975,0.0952380952380952,16
"1","6",437386.058183333,0.0555555555555556,16
"2","2",67.363151,1,16
"2","3",190481.537195349,0.617647058823529,16
"2","4east",284225.382565957,0.575757575757576,16
"2","4west",337006.149995833,0.128205128205128,16
"2","5",376892.630125,0.0975609756097561,16
"2","6",455685.610483333,0.0571428571428571,16
"3","3",95.95512,1,16
"3","4east",116459.028834783,0.814814814814815,16
"3","4west",173815.626710526,0.108108108108108,16
"3","5",200287.7154,0.0769230769230769,16
"3","6",274353.9043,0.0625,16
"4east","4east",95.901643,1,16
"4east","4west",57423.7770039286,0.151515151515152,16
"4east","5",92999.56344,0.114285714285714,16
"4east","6",172771.13705,0.0689655172413793,16
"4west","4west",176.725963,1,16
"4west","5",52700.3725717391,0.55,16
"4west","6",129356.521717647,0.277777777777778,16
"5","5",70.701802,1,16
"5","6",80106.8817519355,0.5,16
"6","6",93.399466,1,16
"1","1",505.679714,1,17
"1","2",305284.328242105,0.730769230769231,17
"1","3",244302.662035714,0.740740740740741,17
"1","4east",339392.010851111,0.692307692307692,17
"1","4west",389085.3693,0.142857142857143,17
"1","5",390005.8095875,0.0810810810810811,17
"2","2",67.363151,1,17
"2","3",190471.362136842,0.68,17
"2","4east",284219.923048649,0.625,17
"2","4west",337011.9769,0.166666666666667,17
"2","5",376896.07063,0.09375,17
"3","3",95.95512,1,17
"3","4east",116459.315914894,0.782608695652174,17
"3","4west",173825.469863158,0.15625,17
"3","5",200279.79235,0.0882352941176471,17
"4east","4east",95.901643,1,17
"4east","4west",57429.338316,0.172413793103448,17
"4east","5",93003.447654,0.0967741935483871,17
"4west","4west",176.725963,1,17
"4west","5",52704.9176395652,0.666666666666667,17
"4west","6",129326.0508,0.375,17
"5","5",70.701802,1,17
"5","6",80116.9842023809,0.375,17
"6","6",93.399466,1,17
"1","1",505.679714,1,18
"1","2",305248.063684211,0.6,18
"1","3",244272.459692105,0.580645161290323,18
"1","4east",339376.705826087,0.566666666666667,18
"1","4west",389079.07165625,0.138888888888889,18
"1","5",389999.5747,0.05,18
"1","6",437371.016375,0.0606060606060606,18
"2","2",67.363151,1,18
"2","3",190463.9434,0.484848484848485,18
"2","4east",284219.891772973,0.424242424242424,18
"2","4west",336990.011178571,0.138888888888889,18
"2","5",376876.5125,0.05,18
"2","6",455676.643375,0.0606060606060606,18
"3","3",95.95512,1,18
"3","4east",116462.594411111,0.739130434782609,18
"3","4west",173805.278184615,0.0967741935483871,18
"3","5",200296.3813,0.0294117647058824,18
"4east","4east",95.901643,1,18
"4east","4west",57406.109165,0.103448275862069,18
"4east","5",93018.98451,0.03125,18
"4west","4west",176.725963,1,18
"4west","5",52677.1331023077,0.5,18
"4west","6",129347.819857143,0.25,18
"5","5",70.701802,1,18
"5","6",80109.3834668,0.4,18
"6","6",93.399466,1,18
"1","1",505.679714,1,19
"1","2",305231.179694872,0.785714285714286,19
"1","3",244265.9498025,0.678571428571429,19
"1","4east",339378.56896,0.642857142857143,19
"1","4west",389072.639977778,0.117647058823529,19
"1","5",390021.0886,0.0857142857142857,19
"1","6",437411.89385,0.0714285714285714,19
"2","2",67.363151,1,19
"2","3",190474.717682927,0.730769230769231,19
"2","4east",284223.317018182,0.571428571428571,19
"2","4west",336985.46376,0.125,19
"2","5",376842.1066,0.0909090909090909,19
"2","6",455643.51565,0.0769230769230769,19
"3","3",95.95512,1,19
"3","4east",116463.539564103,0.708333333333333,19
"3","4west",173818.422416667,0.137931034482759,19
"3","5",200265.5863,0.1,19
"3","6",274346.546,0.0869565217391304,19
"4east","4east",95.901643,1,19
"4east","4west",57417.8877242857,0.142857142857143,19
"4east","5",92980.14237,0.103448275862069,19
"4east","6",172763.448,0.0909090909090909,19
"4west","4west",176.725963,1,19
"4west","5",52674.0500235714,0.6,19
"4west","6",129352.650409091,0.230769230769231,19
"5","5",70.701802,1,19
"5","6",80108.019889375,0.333333333333333,19
"6","6",93.399466,1,19
"1","1",505.679714,1,20
"1","2",305254.392691111,0.678571428571429,20
"1","3",244279.822879487,0.571428571428571,20
"1","4east",339386.205696,0.535714285714286,20
"1","4west",389080.750275,0.024390243902439,20
"2","2",67.363151,1,20
"2","3",190475.8486,0.592592592592593,20
"2","4east",284228.220913043,0.68,20
"2","4west",336979.867384615,0.0789473684210526,20
"2","5",376943.1528,0.0263157894736842,20
"3","3",95.95512,1,20
"3","4east",116463.905404348,0.625,20
"3","4west",173809.186886667,0.027027027027027,20
"4east","4east",95.901643,1,20
"4east","4west",57418.745105,0.0882352941176471,20
"4east","5",92982.62174,0.0294117647058824,20
"4west","5",52673.6567270833,0.619047619047619,20
"4west","6",129323.242084615,0.277777777777778,20
"5","5",70.701802,1,20
"5","6",80105.5739913044,0.235294117647059,20
"6","6",93.399466,1,20
"1","1",505.679714,1,21
"1","2",305255.188291892,0.666666666666667,21
"1","3",244288.718252381,0.666666666666667,21
"1","4east",339385.536068889,0.6,21
"1","4west",389081.591466667,0.105263157894737,21
"1","5",389998.091,0.0789473684210526,21
"1","6",437325.89095,0.0344827586206897,21
"2","2",67.363151,1,21
"2","3",190480.287674286,0.714285714285714,21
"2","4east",284228.772984615,0.703703703703704,21
"2","4west",337004.103955,0.142857142857143,21
"2","5",376917.891675,0.114285714285714,21
"2","6",455679.756575,0.0769230769230769,21
"3","3",95.95512,1,21
"3","4east",116463.463744898,0.84,21
"3","4west",173827.988833333,0.142857142857143,21
"3","5",200277.151333333,0.114285714285714,21
"3","6",274335.60955,0.0769230769230769,21
"4east","4east",95.901643,1,21
"4east","4west",57423.3209477273,0.151515151515152,21
"4east","5",93027.450395,0.121212121212121,21
"4east","6",172770.980025,0.0833333333333333,21
"4west","4west",176.725963,1,21
"4west","5",52690.5282941667,0.631578947368421,21
"4west","6",129354.62269375,0.25,21
"5","5",70.701802,1,21
"5","6",80106.1455028,0.266666666666667,21
"6","6",93.399466,1,21
"1","1",505.679714,1,22
"1","2",305224.9322,0.636363636363636,22
"1","3",244277.47659,0.625,22
"1","4east",339376.476895455,0.53125,22
"1","4west",389078.512116667,0.119047619047619,22
"1","5",390010.73748,0.0714285714285714,22
"1","6",437325.89095,0.0277777777777778,22
"2","2",67.363151,1,22
"2","3",190473.519181818,0.777777777777778,22
"2","4east",284223.746166667,0.607142857142857,22
"2","4west",336991.972442105,0.162162162162162,22
"2","5",376886.89595,0.0789473684210526,22
"2","6",455646.62885,0.0645161290322581,22
"3","3",95.95512,1,22
"3","4east",116458.373386364,0.653846153846154,22
"3","4west",173813.802963158,0.171428571428571,22
"3","5",200271.368816667,0.0833333333333333,22
"3","6",274335.60955,0.0689655172413793,22
"4east","4east",95.901643,1,22
"4east","4west",57420.71265,0.151515151515152,22
"4east","5",92999.56344,0.0909090909090909,22
"4east","6",172770.980025,0.0769230769230769,22
"4west","5",52676.2228209524,0.619047619047619,22
"4west","6",129348.1415,0.368421052631579,22
"5","5",70.701802,1,22
"5","6",80112.6214308,0.333333333333333,22
"6","6",93.399466,1,22
"1","1",505.679714,1,23
"1","2",305258.1586,0.8,23
"1","3",244282.275121622,0.633333333333333,23
"1","4east",339378.47986087,0.620689655172414,23
"1","4west",389079.33182,0.111111111111111,23
"1","5",390010.33165,0.075,23
"1","6",437411.89385,0.0588235294117647,23
"2","2",67.363151,1,23
"2","3",190473.990335484,0.678571428571429,23
"2","4east",284221.994435,0.666666666666667,23
"2","4west",336984.500923529,0.117647058823529,23
"2","5",376859.30955,0.0789473684210526,23
"2","6",455643.51565,0.0625,23
"3","3",95.95512,1,23
"3","4east",116465.039627027,0.666666666666667,23
"3","4west",173812.416286667,0.137931034482759,23
"3","5",200287.7154,0.0909090909090909,23
"3","6",274353.9043,0.0740740740740741,23
"4east","4east",95.901643,1,23
"4east","4west",57416.4536066667,0.148148148148148,23
"4east","5",92999.56344,0.0967741935483871,23
"4east","6",172763.448,0.08,23
"4west","4west",176.725963,1,23
"4west","5",52682.7396394737,0.6875,23
"4west","6",129351.297314286,0.333333333333333,23
"5","5",70.701802,1,23
"5","6",80116.0198514286,0.4375,23
"6","6",93.399466,1,23
"1","1",505.679714,1,24
"1","2",305243.48732439,0.71875,24
"1","3",244293.92917451,0.666666666666667,24
"1","4east",339381.220438095,0.5,24
"1","4west",389066.4755,0.0789473684210526,24
"1","5",390008.86975,0.0476190476190476,24
"2","2",67.363151,1,24
"2","3",190472.812826667,0.612903225806452,24
"2","4east",284227.192866667,0.482758620689655,24
"2","4west",336981.017488889,0.0909090909090909,24
"2","5",376892.630125,0.0540540540540541,24
"3","3",95.95512,1,24
"3","4east",116457.448272093,0.592592592592593,24
"3","4west",173803.41255,0.0909090909090909,24
"3","5",200274.260075,0.0540540540540541,24
"4east","4east",95.901643,1,24
"4east","4west",57406.109165,0.115384615384615,24
"4east","5",92999.56344,0.0666666666666667,24
"4west","5",52694.885035,0.470588235294118,24
"4west","6",129326.0508,0.416666666666667,24
"5","5",70.701802,1,24
"5","6",80110.8128804167,0.333333333333333,24
"6","6",93.399466,1,24
"1","1",505.679714,1,25
"1","2",305231.431632432,0.724137931034483,25
"1","3",244271.535836585,0.5625,25
"1","4east",339380.42924359,0.466666666666667,25
"1","4west",389074.0358,0.0263157894736842,25
"2","2",67.363151,1,25
"2","3",190475.631526087,0.642857142857143,25
"2","4east",284237.606789474,0.538461538461538,25
"2","4west",336979.867384615,0.0294117647058824,25
"3","3",95.95512,1,25
"3","4east",116462.810219565,0.666666666666667,25
"3","4west",173801.795666667,0.0294117647058824,25
"4east","4east",95.901643,1,25
"4east","4west",57406.109165,0.0357142857142857,25
"4west","5",52660.054016,0.588235294117647,25
"4west","6",129324.698455556,0.285714285714286,25
"5","5",70.701802,1,25
"5","6",80113.3352421739,0.4,25
"6","6",93.399466,1,25
"1","1",505.679714,1,26
"1","2",305222.059298077,0.694444444444444,26
"1","3",244267.522688889,0.588235294117647,26
"1","4east",339376.841984615,0.529411764705882,26
"1","4west",389079.470605263,0.184210526315789,26
"1","5",390009.16213,0.121951219512195,26
"1","6",437368.8924,0.0588235294117647,26
"2","2",67.363151,1,26
"2","3",190473.762839216,0.71875,26
"2","4east",284222.780338462,0.65625,26
"2","4west",337001.353610526,0.179487179487179,26
"2","5",376875.9698375,0.119047619047619,26
"2","6",455634.5487,0.0571428571428571,26
"3","3",95.95512,1,26
"3","4east",116460.889317647,0.769230769230769,26
"3","4west",173831.507216667,0.21875,26
"3","5",200274.26165,0.142857142857143,26
"3","6",274338.51362,0.0714285714285714,26
"4east","4east",95.901643,1,26
"4east","4west",57432.5011327273,0.233333333333333,26
"4east","5",92994.4921818182,0.151515151515152,26
"4east","6",172751.20696,0.0769230769230769,26
"4west","4west",176.725963,1,26
"4west","5",52686.8272055,0.631578947368421,26
"4west","6",129336.836369231,0.3125,26
"5","5",70.701802,1,26
"5","6",80108.12896,0.294117647058824,26
"6","6",93.399466,1,26
"1","1",505.679714,1,27
"1","2",305262.605734694,0.741935483870968,27
"1","3",244294.26667907,0.612903225806452,27
"1","4east",339388.292621569,0.586206896551724,27
"1","4west",389081.316088889,0.111111111111111,27
"1","5",390010.73748,0.05,27
"2","2",67.363151,1,27
"2","3",190474.59875,0.714285714285714,27
"2","4east",284230.654172,0.466666666666667,27
"2","4west",336977.27965,0.117647058823529,27
"2","5",376886.89595,0.0526315789473684,27
"3","3",95.95512,1,27
"3","4east",116461.205195455,0.481481481481481,27
"3","4west",173799.9478,0.133333333333333,27
"3","5",200271.368816667,0.0588235294117647,27
"4east","4east",95.901643,1,27
"4east","4west",57407.3640179167,0.153846153846154,27
"4east","5",92993.08975,0.0666666666666667,27
"4west","5",52698.3103464286,0.529411764705882,27
"4west","6",129321.993766667,0.285714285714286,27
"5","5",70.701802,1,27
"5","6",80100.3366670588,0.25,27
"6","6",93.399466,1,27
"1","1",505.679714,1,28
"1","2",305298.065242857,0.6,28
"1","3",244295.669335897,0.620689655172414,28
"1","4east",339391.036282353,0.481481481481481,28
"1","4west",389080.58806,0.114285714285714,28
