node_id,module,layer_id,flow,type,species
216,5,1,2.37416e-4,pollinator,Plagiolepis_schmitzii
216,5,2,2.08282e-4,pollinator,Plagiolepis_schmitzii
216,5,3,6.01843e-4,pollinator,Plagiolepis_schmitzii
216,5,4,0.00111847,pollinator,Plagiolepis_schmitzii
216,5,8,4.49713e-4,pollinator,Plagiolepis_schmitzii
216,5,11,0.00100018,pollinator,Plagiolepis_schmitzii
216,5,12,0.00551949,pollinator,Plagiolepis_schmitzii
217,5,5,3.02586e-5,pollinator,Plagiolepis_sp._2
217,5,6,1.4359e-4,pollinator,Plagiolepis_sp._2
217,5,7,1.45576e-4,pollinator,Plagiolepis_sp._2
217,5,8,9.63156e-4,pollinator,Plagiolepis_sp._2
217,5,9,4.4594e-4,pollinator,Plagiolepis_sp._2
217,5,10,0.00148143,pollinator,Plagiolepis_sp._2
218,5,7,7.38817e-6,pollinator,Platypalpus_sp.
218,5,10,9.37169e-5,pollinator,Platypalpus_sp.
219,2,4,4.4263e-6,pollinator,Platypalpus_sp._1
219,5,11,6.26007e-5,pollinator,Platypalpus_sp._1
220,1,8,2.66878e-5,pollinator,Platypalpus_sp._2
221,14,2,9.32586e-5,pollinator,Podalonia_sp.
222,14,2,2.35067e-4,pollinator,Proconura_sp._1
223,4,3,8.80573e-6,pollinator,Proconura_sp._2
224,7,9,2.55206e-5,pollinator,Pteromalus_sp._1
225,4,1,1.20277e-5,pollinator,Pteromalus_sp._2
225,4,3,1.02252e-4,pollinator,Pteromalus_sp._2
225,4,4,2.27652e-4,pollinator,Pteromalus_sp._2
226,3,7,2.80071e-5,pollinator,Pteromalus_sp._3
226,3,14,0.00222958,pollinator,Pteromalus_sp._3
227,7,8,4.55042e-5,pollinator,Pteromalus_sp._4
227,7,9,8.07003e-5,pollinator,Pteromalus_sp._4
228,2,14,8.34715e-4,pollinator,Rondania_insularis
229,2,4,8.85259e-6,pollinator,Sapromyza_sp.
230,14,1,3.15678e-6,pollinator,Sarcophaga_sp._1
230,14,2,1.57664e-4,pollinator,Sarcophaga_sp._1
231,14,2,7.83556e-5,pollinator,Sarcophagidae_sp.
232,2,1,1.26271e-5,pollinator,Sarcophagidae_sp._2
232,2,2,9.74587e-5,pollinator,Sarcophagidae_sp._2
233,2,14,8.34715e-4,pollinator,Sarcophagidae_sp._3
234,23,3,1.88842e-4,pollinator,Sarcophagidae_sp._4
234,23,4,2.42181e-4,pollinator,Sarcophagidae_sp._4
235,28,3,5.90748e-5,pollinator,Sarcophagidae_sp._5
235,28,4,1.34346e-4,pollinator,Sarcophagidae_sp._5
235,28,5,1.08479e-4,pollinator,Sarcophagidae_sp._5
235,28,6,2.7919e-4,pollinator,Sarcophagidae_sp._5
235,28,7,2.4793e-4,pollinator,Sarcophagidae_sp._5
235,28,8,4.69007e-4,pollinator,Sarcophagidae_sp._5
235,28,12,5.42726e-4,pollinator,Sarcophagidae_sp._5
236,4,3,8.80573e-6,pollinator,Sarcophagidae_sp._6
236,4,4,1.47326e-4,pollinator,Sarcophagidae_sp._6
237,2,2,5.21606e-5,pollinator,Sarcophagidae_sp._7
238,31,7,4.6506e-5,pollinator,Sarcophagidae_sp._8
238,31,8,1.42928e-4,pollinator,Sarcophagidae_sp._8
238,31,11,2.686e-4,pollinator,Sarcophagidae_sp._8
238,31,12,4.2858e-4,pollinator,Sarcophagidae_sp._8
239,19,5,1.46967e-5,pollinator,Scaeva_albomaculata
239,19,6,1.55632e-4,pollinator,Scaeva_albomaculata
239,13,12,7.70549e-4,pollinator,Scaeva_albomaculata
239,13,13,3.82875e-4,pollinator,Scaeva_albomaculata
240,2,3,3.28193e-6,pollinator,Scaptomyza_sp._2
241,7,7,1.65127e-5,pollinator,Scenopinus_sp.
241,7,8,1.23582e-4,pollinator,Scenopinus_sp.
241,7,10,1.54314e-4,pollinator,Scenopinus_sp.
242,22,1,2.11149e-4,pollinator,Sciaridae_sp.
242,22,2,3.8767e-4,pollinator,Sciaridae_sp.
242,22,3,1.82783e-4,pollinator,Sciaridae_sp.
242,22,4,4.88613e-4,pollinator,Sciaridae_sp.
242,22,9,3.38908e-4,pollinator,Sciaridae_sp.
242,22,10,5.60638e-4,pollinator,Sciaridae_sp.
242,22,14,0.00124714,pollinator,Sciaridae_sp.
243,9,8,8.28979e-5,pollinator,Sciaridae_sp._1
243,9,11,1.19252e-4,pollinator,Sciaridae_sp._1
243,9,12,2.58132e-4,pollinator,Sciaridae_sp._1
243,3,13,6.5237e-4,pollinator,Sciaridae_sp._1
244,5,1,9.18002e-5,pollinator,Sciaridae_sp._4
244,5,2,2.28215e-4,pollinator,Sciaridae_sp._4
245,1,11,2.94077e-5,pollinator,Scymnus_canariensis
246,5,5,8.95155e-6,pollinator,Sepsis_sp.
247,2,8,2.06687e-5,pollinator,Sibinia_sericea
248,3,14,0.00259128,pollinator,Spathulina_sicula
249,27,7,4.29383e-5,pollinator,Sphaeniscus_filiolus
250,4,2,3.63002e-5,pollinator,Sphecidae_sp.
251,2,6,5.59383e-6,pollinator,Stenoselma_sp.
252,27,7,4.29383e-5,pollinator,Stomorhina_lunata
253,1,7,1.43017e-5,pollinator,Synthesomyia_nudiseta
253,1,8,1.65935e-4,pollinator,Synthesomyia_nudiseta
254,7,8,1.1376e-5,pollinator,Syritta_pipiens
254,7,9,5.89589e-5,pollinator,Syritta_pipiens
254,11,10,0.00123996,pollinator,Syritta_pipiens
254,1,14,0.00110996,pollinator,Syritta_pipiens
255,7,11,4.88546e-4,pollinator,Tachina_canariensis
255,7,12,0.00135677,pollinator,Tachina_canariensis
255,7,13,5.77046e-4,pollinator,Tachina_canariensis
256,2,2,7.45151e-6,pollinator,Tachinidae_sp._1
257,2,3,3.28193e-6,pollinator,Tachyagetes_aemulans
258,24,1,2.38633e-4,pollinator,Tapinoma_nigerrimum
258,24,2,0.00102514,pollinator,Tapinoma_nigerrimum
259,4,2,7.26004e-5,pollinator,Tephritidae_sp._1
260,5,9,1.596e-5,pollinator,Tethina_marmorata
261,26,1,3.55466e-4,pollinator,Tethinidae_sp._1
262,26,1,4.26559e-4,pollinator,Tethinidae_sp._2
262,14,2,3.02852e-4,pollinator,Tethinidae_sp._2
263,2,4,4.4263e-6,pollinator,Tethinidae_sp._3
264,18,3,2.01183e-4,pollinator,Tetramesa_sp.
264,18,4,2.0561e-4,pollinator,Tetramesa_sp.
265,9,13,6.42559e-5,pollinator,Thaumatomyia_notata
265,9,14,0.00268459,pollinator,Thaumatomyia_notata
266,16,7,6.37521e-4,pollinator,Themnothorax_hesperius
266,16,8,9.6784e-4,pollinator,Themnothorax_hesperius
266,16,9,3.60959e-4,pollinator,Themnothorax_hesperius
266,16,10,0.00107626,pollinator,Themnothorax_hesperius
267,2,2,2.98061e-5,pollinator,Themnothorax_productus
268,8,5,1.29153e-4,pollinator,Themnothorax_risii
269,7,11,1.11156e-4,pollinator,Thomisus_cf._globosum
270,4,6,2.25246e-5,pollinator,Thomisus_cf._onustus
270,2,9,5.38008e-5,pollinator,Thomisus_cf._onustus
270,7,11,1.53661e-4,pollinator,Thomisus_cf._onustus
270,2,13,2.35762e-4,pollinator,Thomisus_cf._onustus
271,24,1,1.0754e-4,pollinator,Thyreus_sp._aff._ramosus
272,2,11,2.85153e-4,pollinator,Thyridanthrax_indigenus
272,2,12,0.00242713,pollinator,Thyridanthrax_indigenus
273,2,1,7.89195e-5,pollinator,Thysanoptera_sp.
273,2,2,1.94706e-4,pollinator,Thysanoptera_sp.
274,2,3,9.25391e-5,pollinator,Thysanoptera_sp._1
274,2,4,3.88292e-4,pollinator,Thysanoptera_sp._1
274,2,5,4.8173e-4,pollinator,Thysanoptera_sp._1
274,2,6,6.90228e-4,pollinator,Thysanoptera_sp._1
274,2,7,6.39498e-4,pollinator,Thysanoptera_sp._1
274,2,8,0.00140331,pollinator,Thysanoptera_sp._1
274,2,9,9.33105e-4,pollinator,Thysanoptera_sp._1
274,2,10,0.0016227,pollinator,Thysanoptera_sp._1
274,2,11,0.0015024,pollinator,Thysanoptera_sp._1
274,7,12,0.00716993,pollinator,Thysanoptera_sp._1
274,2,13,0.00360728,pollinator,Thysanoptera_sp._1
274,2,14,0.0240654,pollinator,Thysanoptera_sp._1
275,17,3,1.81666e-4,pollinator,Thysanoptera_sp._2
275,17,4,8.90252e-4,pollinator,Thysanoptera_sp._2
275,3,5,4.0286e-4,pollinator,Thysanoptera_sp._2
275,3,6,6.07638e-4,pollinator,Thysanoptera_sp._2
275,3,7,5.29817e-4,pollinator,Thysanoptera_sp._2
275,3,8,0.00193391,pollinator,Thysanoptera_sp._2
275,3,9,0.00123568,pollinator,Thysanoptera_sp._2
275,3,10,0.00200399,pollinator,Thysanoptera_sp._2
275,3,11,0.00213799,pollinator,Thysanoptera_sp._2
275,3,12,0.00449327,pollinator,Thysanoptera_sp._2
275,3,13,0.00393122,pollinator,Thysanoptera_sp._2
275,3,14,0.00648483,pollinator,Thysanoptera_sp._2
276,30,5,1.58926e-5,pollinator,Thysanoptera_sp._3
276,30,6,1.17041e-4,pollinator,Thysanoptera_sp._3
276,30,8,1.29104e-4,pollinator,Thysanoptera_sp._3
276,30,10,3.06751e-4,pollinator,Thysanoptera_sp._3
277,8,3,2.36185e-5,pollinator,Thysanoptera_sp._4
278,7,9,3.12826e-4,pollinator,Thysanoptera_sp._7
278,7,10,0.00176708,pollinator,Thysanoptera_sp._7
279,4,8,1.42601e-4,pollinator,Torymoides_lindbergi
280,7,8,1.1376e-5,pollinator,Trixoscelis_sp.
281,13,2,5.44067e-5,pollinator,Troglops_sp.
282,4,6,2.68785e-5,pollinator,Tropinota_squalida
283,3,12,8.57679e-5,pollinator,Trupanea_augur
284,4,1,4.81107e-5,pollinator,Urelliosoma_guimari
284,4,2,1.19598e-4,pollinator,Urelliosoma_guimari
284,4,3,1.08354e-4,pollinator,Urelliosoma_guimari
284,4,4,2.87287e-4,pollinator,Urelliosoma_guimari
284,4,6,2.66534e-4,pollinator,Urelliosoma_guimari
284,4,7,4.16598e-4,pollinator,Urelliosoma_guimari
284,4,8,6.53625e-4,pollinator,Urelliosoma_guimari
284,4,10,0.0011325,pollinator,Urelliosoma_guimari
284,4,12,0.00109871,pollinator,Urelliosoma_guimari
285,4,2,3.63002e-5,pollinator,Urellliosoma_sp.
286,2,1,3.15678e-6,pollinator,Vanessa_Cardui
287,4,1,4.81107e-5,pollinator,Vestitohalictus_sp.
288,6,14,0.00112863,pollinator,Villa_nigriceps
