"","module","layer_from","layer_to","module_sharing","distance"
"1","3",9,11,0.3,52803.77965
"2","4",3,12,0.117647058823529,376943.1528
"3","5",8,14,0.0714285714285714,172824.6395
"4","6",3,4,0.238095238095238,67.363151
"5","8",10,14,0.157894736842105,129338.2219
"6","9",2,12,0.157894736842105,389996.6073
"7","9",5,6,0.230769230769231,95.95512
"8","10",6,9,0.125,173779.1593
"9","10",9,10,0.25,176.725963
"10","10",9,12,0.111111111111111,52869.02752
"11","12",5,7,0.2,116498.0882
